"timepoint","gene_symbol","logFC","P.Value","FDR","P.Value_raw","P.Value_for_rank","p_value_replaced_for_rank","rank_stat","rank_order"
"4W","Tyk2",0.535494467212618,6.38873991614119e-05,0.00028915966057375,6.38873991614119e-05,6.38873991614119e-05,FALSE,4.19458479151786,1831
"4W","Slc30a5",0.376243719569771,6.39467762535354e-05,0.000289336930735023,6.39467762535354e-05,6.39467762535354e-05,FALSE,4.19418134470512,1832
"4W","Tspan15",1.19080235220522,6.40105725715356e-05,0.000289534078020254,6.40105725715356e-05,6.40105725715356e-05,FALSE,4.19374828804329,1833
"4W","Fndc4",0.924836755403864,6.43075539670683e-05,0.000290289787800228,6.43075539670683e-05,6.43075539670683e-05,FALSE,4.19173800913606,1834
"4W","Srsf6",0.283472793502673,6.431958695881e-05,0.000290289787800228,6.431958695881e-05,6.431958695881e-05,FALSE,4.19165675316019,1835
"4W","Spsb2",0.560480836875555,6.43963826405777e-05,0.000290453249490394,6.43963826405777e-05,6.43963826405777e-05,FALSE,4.19113852772341,1836
"4W","Vipas39",0.451282002167208,6.45475881830066e-05,0.000290916606186215,6.45475881830066e-05,6.45475881830066e-05,FALSE,4.19011998048323,1837
"4W","Slc31a1",0.352489644852208,6.45600766871755e-05,0.000290916606186215,6.45600766871755e-05,6.45600766871755e-05,FALSE,4.19003596241242,1838
"4W","Tmem129",0.314628307850521,6.47795425736931e-05,0.000291740153779344,6.47795425736931e-05,6.47795425736931e-05,FALSE,4.18856212298874,1839
"4W","Ms4a4a",0.959620662489618,6.47835951986962e-05,0.000291740153779344,6.47835951986962e-05,6.47835951986962e-05,FALSE,4.18853495426302,1840
"4W","Kremen1",0.516727411220858,6.50300319246686e-05,0.000292503433661985,6.50300319246686e-05,6.50300319246686e-05,FALSE,4.18688603278737,1841
"4W","Peak1",0.432875220224394,6.50348162437901e-05,0.000292503433661985,6.50348162437901e-05,6.50348162437901e-05,FALSE,4.18685408251911,1842
"4W","Piezo2",0.932318896222376,6.51007496184252e-05,0.000292616116652237,6.51007496184252e-05,6.51007496184252e-05,FALSE,4.18641401061351,1843
"4W","Kif3a",0.361845047624894,6.53069686701197e-05,0.000293450898770067,6.53069686701197e-05,6.53069686701197e-05,FALSE,4.18504047426088,1844
"4W","Cdr2",0.861468856513073,6.53776341130672e-05,0.000293676250380505,6.53776341130672e-05,6.53776341130672e-05,FALSE,4.18457079972737,1845
"4W","Atp6v1a",0.422759084010745,6.55531206352274e-05,0.000294279860462187,6.55531206352274e-05,6.55531206352274e-05,FALSE,4.18340662903263,1846
"4W","Nuak2",0.653259793030636,6.57348082728438e-05,0.000295002982831985,6.57348082728438e-05,6.57348082728438e-05,FALSE,4.18220459942526,1847
"4W","Mctp1",0.958074277721026,6.58234059780364e-05,0.000295215501247359,6.58234059780364e-05,6.58234059780364e-05,FALSE,4.18161964924924,1848
"4W","Snip1",0.336522022805158,6.59309658104851e-05,0.000295605294877202,6.59309658104851e-05,6.59309658104851e-05,FALSE,4.18091056231042,1849
"4W","Asah1",0.619671273281546,6.61213978064987e-05,0.000296273530828743,6.61213978064987e-05,6.61213978064987e-05,FALSE,4.17965797401722,1850
"4W","Mecom",0.42458413528883,6.62066420494943e-05,0.000296521268692059,6.62066420494943e-05,6.62066420494943e-05,FALSE,4.17909843864575,1851
"4W","Tle2",0.726978639262518,6.62181123224722e-05,0.000296521268692059,6.62181123224722e-05,6.62181123224722e-05,FALSE,4.17902320382586,1852
"4W","Tradd",0.890833258914698,6.63514472016153e-05,0.000296857904823783,6.63514472016153e-05,6.63514472016153e-05,FALSE,4.17814960023253,1853
"4W","Mansc1",0.637254353447791,6.63554970268305e-05,0.000296857904823783,6.63554970268305e-05,6.63554970268305e-05,FALSE,4.17812309345469,1854
"4W","Elovl1",0.884278696898742,6.65665882005365e-05,0.000297618632203379,6.65665882005365e-05,6.65665882005365e-05,FALSE,4.17674370177826,1855
"4W","Ptpn23",0.675167904564628,6.65671179320495e-05,0.000297618632203379,6.65671179320495e-05,6.65671179320495e-05,FALSE,4.17674024571173,1856
"4W","Dennd6a",0.374410738896331,6.67077210028457e-05,0.00029787515092849,6.67077210028457e-05,6.67077210028457e-05,FALSE,4.17582389629533,1857
"4W","Tifab",0.861630235786782,6.67852538502553e-05,0.000298035440810553,6.67852538502553e-05,6.67852538502553e-05,FALSE,4.17531941893808,1858
"4W","Slc9a1",0.723213112881976,6.68982438143687e-05,0.000298399570781806,6.68982438143687e-05,6.68982438143687e-05,FALSE,4.17458528300557,1859
"4W","Sidt2",0.596408871578517,6.72202853508835e-05,0.00029950999224502,6.72202853508835e-05,6.72202853508835e-05,FALSE,4.17249964827756,1860
"4W","Sf3b3",0.413783984451089,6.73642666670655e-05,0.000300014553717069,6.73642666670655e-05,6.73642666670655e-05,FALSE,4.17157041362124,1861
"4W","Gak",0.566684674902806,6.73754393825353e-05,0.000300014553717069,6.73754393825353e-05,6.73754393825353e-05,FALSE,4.17149838958571,1862
"4W","Dap",0.912861024470214,6.74300032663304e-05,0.000300024746894584,6.74300032663304e-05,6.74300032663304e-05,FALSE,4.171146819286,1863
"4W","Ecm1",1.11752146280484,6.74494457912045e-05,0.000300024746894584,6.74494457912045e-05,6.74494457912045e-05,FALSE,4.17102161442515,1864
"4W","Mprip",0.408066082473953,6.74790264390458e-05,0.000300024746894584,6.74790264390458e-05,6.74790264390458e-05,FALSE,4.17083119186833,1865
"4W","Prr13",0.418321079081532,6.75369955122567e-05,0.000300173743481362,6.75369955122567e-05,6.75369955122567e-05,FALSE,4.17045826353287,1866
"4W","Mbd4",0.536740577052133,6.79242020032944e-05,0.000301520271590438,6.79242020032944e-05,6.79242020032944e-05,FALSE,4.16797545511989,1867
"4W","Dpep2",1.03741629307246,6.80599925265155e-05,0.00030168060011278,6.80599925265155e-05,6.80599925265155e-05,FALSE,4.16710810292891,1868
"4W","Polm",0.589060247009288,6.84348122111773e-05,0.000303128951613618,6.84348122111773e-05,6.84348122111773e-05,FALSE,4.16472292013406,1869
"4W","Cbr3",0.917135768221583,6.91486984985371e-05,0.000306101659772745,6.91486984985371e-05,6.91486984985371e-05,FALSE,4.16021598967214,1870
"4W","Insyn1",0.528180938324736,6.92037865093349e-05,0.000306250821535592,6.92037865093349e-05,6.92037865093349e-05,FALSE,4.15987014231896,1871
"4W","Irf2bp2",0.454124878885527,6.93041596359286e-05,0.000306536881292237,6.93041596359286e-05,6.93041596359286e-05,FALSE,4.15924069824943,1872
"4W","Pltp",1.17244103495604,6.9333247306646e-05,0.000306539459061749,6.9333247306646e-05,6.9333247306646e-05,FALSE,4.1590584586166,1873
"4W","Khnyn",0.386458108169672,6.93926594893751e-05,0.000306637716098341,6.93926594893751e-05,6.93926594893751e-05,FALSE,4.15868646775648,1874
"4W","Acp2",0.316056016756313,6.93995629047385e-05,0.000306637716098341,6.93995629047385e-05,6.93995629047385e-05,FALSE,4.1586432648284,1875
"4W","Crabp2",2.30636137789986,6.94197288261192e-05,0.000306637716098341,6.94197288261192e-05,6.94197288261192e-05,FALSE,4.15851708714329,1876
"4W","Fam13b",0.388734520403109,6.94475756161597e-05,0.000306666098865189,6.94475756161597e-05,6.94475756161597e-05,FALSE,4.15834291068809,1877
"4W","Fbxl8",0.851707262911552,6.96861236126777e-05,0.000307624590082977,6.96861236126777e-05,6.96861236126777e-05,FALSE,4.15685369304139,1878
"4W","Rai14",0.680340969820448,6.97979182993798e-05,0.000308023119104168,6.97979182993798e-05,6.97979182993798e-05,FALSE,4.1561575298779,1879
"4W","Acsl5",0.608883732029706,6.98292266151534e-05,0.000308066319945311,6.98292266151534e-05,6.98292266151534e-05,FALSE,4.15596276790644,1880
"4W","Arl16",0.563689715326588,7.02201734347678e-05,0.00030950492699881,7.02201734347678e-05,7.02201734347678e-05,FALSE,4.15353810221801,1881
"4W","Adam5",1.15591124843302,7.05471946715018e-05,0.000310563849605541,7.05471946715018e-05,7.05471946715018e-05,FALSE,4.15152025140517,1882
"4W","Btg3",0.57432513990589,7.05896132663144e-05,0.00031065505795283,7.05896132663144e-05,7.05896132663144e-05,FALSE,4.15125919743235,1883
"4W","Gdf3",2.23653716364287,7.06916858807114e-05,0.000310817621335462,7.06916858807114e-05,7.06916858807114e-05,FALSE,4.15063166100443,1884
"4W","Knstrn",1.30252270814717,7.10475930528955e-05,0.000312120697071408,7.10475930528955e-05,7.10475930528955e-05,FALSE,4.14845063049587,1885
"4W","Cd300ld",0.859328235914642,7.11708088497588e-05,0.000312444434067202,7.11708088497588e-05,7.11708088497588e-05,FALSE,4.14769809842781,1886
"4W","Clmp",0.951960277933584,7.17656429465622e-05,0.000314669814524651,7.17656429465622e-05,7.17656429465622e-05,FALSE,4.14408341996115,1887
