"contrast","gene_id","gene_symbol","gene_symbol_original","identifier_source","logFC","PValue_original","PValue","FDR","rank_stat"
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012235","ENSSSCG00000012235","ENSSSCG00000012235","pig_gene_symbol_from_DE_table",-0.32658072328481,0.0525067384674017,0.0525067384674017,0.102753802915788,-1.27978495770993
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000570","C2CD5","C2CD5","pig_gene_symbol_from_DE_table",-0.293997794261372,0.0524419651507164,0.0524419651507164,0.102655273000983,-1.28032104241824
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007968","RHBDF1","RHBDF1","pig_gene_symbol_from_DE_table",-0.435933181446951,0.0524246963854585,0.0524246963854585,0.102635585096868,-1.28046407604625
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006899","RPL5","RPL5","pig_gene_symbol_from_DE_table",-0.288860101951706,0.052376672200995,0.052376672200995,0.102569781980842,-1.280862098325
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010949","DAPK1","DAPK1","pig_gene_symbol_from_DE_table",-0.4016083668024,0.0523704563600759,0.0523704563600759,0.102569781980842,-1.28091364160741
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001972","AP4S1","AP4S1","pig_gene_symbol_from_DE_table",-0.322323394870552,0.0522981504252111,0.0522981504252111,0.102486517279641,-1.2815136701065
"ACLT_untreated_t7_vs_Control","ENSSSCG00000060508","TMEM242","TMEM242","pig_gene_symbol_from_DE_table",-0.426460955326784,0.0520783970241801,0.0520783970241801,0.102098047499333,-1.28334239184131
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002016","THTPA","THTPA","pig_gene_symbol_from_DE_table",-0.222968300866608,0.0519895736751756,0.0519895736751756,0.101951998087459,-1.28408374385278
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011456","CHDH","CHDH","pig_gene_symbol_from_DE_table",-0.649692770095494,0.0516846737653291,0.0516846737653291,0.101409975420724,-1.28663822065705
"ACLT_untreated_t7_vs_Control","ENSSSCG00000055484","ENSSSCG00000055484","ENSSSCG00000055484","pig_gene_symbol_from_DE_table",-0.902870372626989,0.0515235919308564,0.0515235919308564,0.10114969433819,-1.28799386805947
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035428","ENSSSCG00000035428","ENSSSCG00000035428","pig_gene_symbol_from_DE_table",-0.437429496346804,0.0515081989525572,0.0515081989525572,0.101147377992791,-1.28812363549393
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011045","MINDY3","MINDY3","pig_gene_symbol_from_DE_table",-0.29873042948397,0.0514481501395605,0.0514481501395605,0.101057344871152,-1.28863023603516
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039258","KICS2","KICS2","pig_gene_symbol_from_DE_table",-0.332322642254192,0.0513976451681769,0.0513976451681769,0.100986013760169,-1.28905677816219
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002869","LSM14A","LSM14A","pig_gene_symbol_from_DE_table",-0.197759200339649,0.0513819457077571,0.0513819457077571,0.100969105792973,-1.2891894540957
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024569","ANO9","ANO9","pig_gene_symbol_from_DE_table",-0.762682714096367,0.0513762953891833,0.0513762953891833,0.100969105792973,-1.28923721478436
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023636","TMEM222","TMEM222","pig_gene_symbol_from_DE_table",-0.331279342658302,0.0513446920946574,0.0513446920946574,0.100923767792191,-1.28950444618841
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014803","LRRC51","LRRC51","pig_gene_symbol_from_DE_table",-0.454678014266793,0.0513048093339694,0.0513048093339694,0.100859302658893,-1.28984192203623
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016661","SEPTIN7","SEPTIN7","pig_gene_symbol_from_DE_table",-0.325906823800404,0.0511087187906344,0.0511087187906344,0.100571048603221,-1.29150500593836
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014244","PHAX","PHAX","pig_gene_symbol_from_DE_table",-0.242646851169443,0.0509492914653515,0.0509492914653515,0.100354451346021,-1.29286185120275
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022952","NMD3","NMD3","pig_gene_symbol_from_DE_table",-0.337827948751705,0.0509158013404788,0.0509158013404788,0.100302366848309,-1.29314741668066
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022395","SLC25A35","SLC25A35","pig_gene_symbol_from_DE_table",-0.385001992377557,0.0509083475822735,0.0509083475822735,0.100301565772217,-1.29321099935919
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023522","TGM2","TGM2","pig_gene_symbol_from_DE_table",-0.589608729498205,0.0508395785458682,0.0508395785458682,0.100179942052242,-1.29379805835333
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007874","ABCC1","ABCC1","pig_gene_symbol_from_DE_table",-0.409168391007452,0.0508238537449387,0.0508238537449387,0.100162823366341,-1.29393240743388
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017114","NDUFS6","NDUFS6","pig_gene_symbol_from_DE_table",-0.32993720120336,0.0508192676082202,0.0508192676082202,0.100162823366341,-1.29397159816012
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015522","ANGPTL1","ANGPTL1","pig_gene_symbol_from_DE_table",-1.00941714104955,0.0508164722524478,0.0508164722524478,0.100162823366341,-1.29399548754369
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029598","FAM124A","FAM124A","pig_gene_symbol_from_DE_table",-1.14593305553385,0.0508109912283471,0.0508109912283471,0.100162823366341,-1.29404233272595
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001520","LEMD2","LEMD2","pig_gene_symbol_from_DE_table",-0.255584198572158,0.0507014935923461,0.0507014935923461,0.100018622078983,-1.29497924679369
"ACLT_untreated_t7_vs_Control","ENSSSCG00000051590","ENSSSCG00000051590","ENSSSCG00000051590","pig_gene_symbol_from_DE_table",-0.567101869183722,0.0506935007126851,0.0506935007126851,0.100016716889887,-1.29504771691023
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006082","MATN2","MATN2","pig_gene_symbol_from_DE_table",-0.796726672810627,0.0505283082940551,0.0505283082940551,0.0997046183209881,-1.29646524185391
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011236","CLASP2","CLASP2","pig_gene_symbol_from_DE_table",-0.25139147087876,0.050479665121428,0.050479665121428,0.0996224450462125,-1.29688353483362
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015413","FGL2","FGL2","pig_gene_symbol_from_DE_table",-0.74360576178477,0.0504748265870001,0.0504748265870001,0.0996224450462125,-1.29692516445839
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007652","PPP1R35","PPP1R35","pig_gene_symbol_from_DE_table",-0.381987964042302,0.0502798694544811,0.0502798694544811,0.0993021775460813,-1.29860585857701
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024359","FRA10AC1","FRA10AC1","pig_gene_symbol_from_DE_table",-0.287332178991211,0.0502476316411229,0.0502476316411229,0.0992608662245804,-1.29888440334889
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023001","CCDC149","CCDC149","pig_gene_symbol_from_DE_table",-0.280327787499442,0.0502090366511913,0.0502090366511913,0.0992099448938865,-1.29921811125034
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004032","PRKN","PRKN","pig_gene_symbol_from_DE_table",-0.389157574097163,0.0501917853468372,0.0501917853468372,0.0991918468260946,-1.29936735597187
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035771","MRPS22","MRPS22","pig_gene_symbol_from_DE_table",-0.231944219500278,0.0501801079840754,0.0501801079840754,0.0991918468260946,-1.29946840844912
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017231","NAT9","NAT9","pig_gene_symbol_from_DE_table",-0.339828153175654,0.050010941063509,0.050010941063509,0.0988893754038517,-1.30093497318991
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016711","CBX3","CBX3","pig_gene_symbol_from_DE_table",-0.430496018763007,0.050010628347539,0.050010628347539,0.0988893754038517,-1.30093768882057
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028777","ENSSSCG00000028777","ENSSSCG00000028777","pig_gene_symbol_from_DE_table",-0.387920688387107,0.0499963246443795,0.0499963246443795,0.0988879500644043,-1.30106192057065
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021802","ABHD17B","ABHD17B","pig_gene_symbol_from_DE_table",-0.351480334145891,0.0499878586706481,0.0499878586706481,0.0988879500644043,-1.3011354667169
"ACLT_untreated_t7_vs_Control","ENSSSCG00000060304","SPTSSA","SPTSSA","pig_gene_symbol_from_DE_table",-0.35041324513581,0.0499772666104652,0.0499772666104652,0.0988879500644043,-1.30122750027948
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033920","CTU2","CTU2","pig_gene_symbol_from_DE_table",-0.580338450550473,0.0499706552031492,0.0499706552031492,0.0988879500644043,-1.30128495615584
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039842","ZSCAN25","ZSCAN25","pig_gene_symbol_from_DE_table",-0.610153765848385,0.0498857404594751,0.0498857404594751,0.0987653003143287,-1.30202357711756
"ACLT_untreated_t7_vs_Control","ENSSSCG00000056961","NDUFA13","NDUFA13","pig_gene_symbol_from_DE_table",-0.317579861417796,0.0498704715249419,0.0498704715249419,0.0987625464330734,-1.30215652551109
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013043","MACROD1","MACROD1","pig_gene_symbol_from_DE_table",-0.493876057692019,0.0498478761019123,0.0498478761019123,0.0987590229062525,-1.30235334120127
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000980","ALG12","ALG12","pig_gene_symbol_from_DE_table",-0.565176934093828,0.0496804017549559,0.0496804017549559,0.0984546307683496,-1.30381490076918
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033148","MRPL12","MRPL12","pig_gene_symbol_from_DE_table",-0.350322559060895,0.0496003853627605,0.0496003853627605,0.0983097458387648,-1.30451494931081
"ACLT_untreated_t7_vs_Control","ENSSSCG00000031593","NUDT3","NUDT3","pig_gene_symbol_from_DE_table",-0.275325447393807,0.0495495688799403,0.0495495688799403,0.0982227038813636,-1.30496011986443
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007463","PTGIS","PTGIS","pig_gene_symbol_from_DE_table",-0.817846109179909,0.0495007556155909,0.0495007556155909,0.098166957597423,-1.30538817162851
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012986","KCNK7","KCNK7","pig_gene_symbol_from_DE_table",-0.51367012561121,0.0494813382202391,0.0494813382202391,0.0981421247057779,-1.30555856341223
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008014","NUBP2","NUBP2","pig_gene_symbol_from_DE_table",-0.552230026550234,0.0493472738373444,0.0493472738373444,0.0979444636071571,-1.30673683468839
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023929","TXNRD3","TXNRD3","pig_gene_symbol_from_DE_table",-0.394364290793725,0.049281464919304,0.049281464919304,0.0978684373093978,-1.30731639100365
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026229","ENSSSCG00000026229","ENSSSCG00000026229","pig_gene_symbol_from_DE_table",-0.345321314506287,0.0492103815046812,0.0492103815046812,0.0977681965321227,-1.30794326807432
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012200","ENSSSCG00000012200","ENSSSCG00000012200","pig_gene_symbol_from_DE_table",-0.308765145607948,0.0489417114637942,0.0489417114637942,0.0973567266616607,-1.31032084768783
"ACLT_untreated_t7_vs_Control","ENSSSCG00000025578","ALDH1A2","ALDH1A2","pig_gene_symbol_from_DE_table",-1.4511111419691,0.0489245503361608,0.0489245503361608,0.0973498007737421,-1.31047315723708
"ACLT_untreated_t7_vs_Control","ENSSSCG00000031664","SRP9","SRP9","pig_gene_symbol_from_DE_table",-0.326851008771494,0.048914728292851,0.048914728292851,0.09734386574275,-1.31056035451173
"ACLT_untreated_t7_vs_Control","ENSSSCG00000049691","ENSSSCG00000049691","ENSSSCG00000049691","pig_gene_symbol_from_DE_table",-0.726428520235251,0.0488974712895087,0.0488974712895087,0.0973237330231378,-1.3107135996373
"ACLT_untreated_t7_vs_Control","ENSSSCG00000048697","ENSSSCG00000048697","ENSSSCG00000048697","pig_gene_symbol_from_DE_table",-0.543217044836449,0.0487979419520685,0.0487979419520685,0.0971793910457242,-1.31159849393392
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014933","NAALAD2","NAALAD2","pig_gene_symbol_from_DE_table",-0.962472112449465,0.048792188009516,0.048792188009516,0.0971793910457242,-1.31164970619286
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024756","SPG7","SPG7","pig_gene_symbol_from_DE_table",-0.387067882511731,0.0487544162495303,0.0487544162495303,0.0971334835497711,-1.31198603912578
"ACLT_untreated_t7_vs_Control","ENSSSCG00000044939","ENSSSCG00000044939","ENSSSCG00000044939","pig_gene_symbol_from_DE_table",-0.608369115380389,0.0486833446716939,0.0486833446716939,0.0970326347447444,-1.31261959226281
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012771","SLC6A8","SLC6A8","pig_gene_symbol_from_DE_table",-0.556035300653126,0.0486827427743319,0.0486827427743319,0.0970326347447444,-1.31262496170324
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028159","ENSSSCG00000028159","ENSSSCG00000028159","pig_gene_symbol_from_DE_table",-0.191484511452505,0.0486599422672133,0.0486599422672133,0.0970131612675791,-1.31282841067535
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038469","KLHL7","KLHL7","pig_gene_symbol_from_DE_table",-0.340608762395054,0.0485646446191783,0.0485646446191783,0.0968517466386541,-1.31367978494722
"ACLT_untreated_t7_vs_Control","ENSSSCG00000055583","ENSSSCG00000055583","ENSSSCG00000055583","pig_gene_symbol_from_DE_table",-0.431258992542146,0.0484912614901792,0.0484912614901792,0.0967581837641553,-1.31433651765603
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036988","ENSSSCG00000036988","ENSSSCG00000036988","pig_gene_symbol_from_DE_table",-0.524312939855448,0.048418250428469,0.048418250428469,0.0966395958979665,-1.314990907645
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011447","SPCS1","SPCS1","pig_gene_symbol_from_DE_table",-0.265911749011856,0.0484084644427769,0.0484084644427769,0.0966336149248308,-1.315078693327
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040053","LSMEM1","LSMEM1","pig_gene_symbol_from_DE_table",-0.49844791316485,0.048388353460781,0.048388353460781,0.09660701848889,-1.31525915563602
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035581","SUGCT","SUGCT","pig_gene_symbol_from_DE_table",-0.401430392855106,0.0483783661431234,0.0483783661431234,0.0966006292529568,-1.31534880292345
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003473","CPLANE2","CPLANE2","pig_gene_symbol_from_DE_table",-0.40305127947115,0.0483768836696025,0.0483768836696025,0.0966006292529568,-1.31536211135004
"ACLT_untreated_t7_vs_Control","ENSSSCG00000034339","CBARP","CBARP","pig_gene_symbol_from_DE_table",-0.425817951281706,0.0483411902213599,0.0483411902213599,0.0965670400590337,-1.31568266091626
"ACLT_untreated_t7_vs_Control","ENSSSCG00000052002","ENSSSCG00000052002","ENSSSCG00000052002","pig_gene_symbol_from_DE_table",-0.441170865146112,0.0482832356021179,0.0482832356021179,0.0964648080186614,-1.31620363424451
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003429","CLCN6","CLCN6","pig_gene_symbol_from_DE_table",-0.330398698406306,0.0482170131623507,0.0482170131623507,0.0963595546671915,-1.31679969581019
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007951","CREBBP","CREBBP","pig_gene_symbol_from_DE_table",-0.260340768021674,0.0481863028807787,0.0481863028807787,0.0963117046625647,-1.31707639389119
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001550","ARMC12","ARMC12","pig_gene_symbol_from_DE_table",-1.10516165402342,0.0481504608974219,0.0481504608974219,0.0962671035191749,-1.31739955144185
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014949","MED17","MED17","pig_gene_symbol_from_DE_table",-0.208844252813988,0.0481440629226775,0.0481440629226775,0.0962671035191749,-1.31745726199528
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005952","DNAAF11","DNAAF11","pig_gene_symbol_from_DE_table",-0.676581769867851,0.0480886940581065,0.0480886940581065,0.0961706312391499,-1.31795701687627
"ACLT_untreated_t7_vs_Control","ENSSSCG00000056090","ENSSSCG00000056090","ENSSSCG00000056090","pig_gene_symbol_from_DE_table",-0.429190641863863,0.0480843950777,0.0480843950777,0.0961706312391499,-1.31799584319424
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003251","NLRP12","NLRP12","pig_gene_symbol_from_DE_table",-1.31300427198683,0.0479729947240873,0.0479729947240873,0.0960041328965441,-1.31900316976528
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036612","TNFAIP2","TNFAIP2","pig_gene_symbol_from_DE_table",-0.858720901802523,0.0479496488457415,0.0479496488457415,0.0959734709634987,-1.31921456899207
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005912","GPAA1","GPAA1","pig_gene_symbol_from_DE_table",-0.472702974718826,0.0478917322205488,0.0478917322205488,0.0958845160634507,-1.31973945445414
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024127","ABI1","ABI1","pig_gene_symbol_from_DE_table",-0.24224825323328,0.0478712703646415,0.0478712703646415,0.0958570330754,-1.31992504744946
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032804","BORCS5","BORCS5","pig_gene_symbol_from_DE_table",-0.353051866486914,0.0477990282467005,0.0477990282467005,0.0957258433988023,-1.32058093249637
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035727","SURF1","SURF1","pig_gene_symbol_from_DE_table",-0.256910259789276,0.0476518176407138,0.0476518176407138,0.0954578916932133,-1.32192052889183
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016892","FST","FST","pig_gene_symbol_from_DE_table",-0.698176763601479,0.0476032255091422,0.0476032255091422,0.0953739736305773,-1.3223636192677
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023478","SLC46A1","SLC46A1","pig_gene_symbol_from_DE_table",-0.519108261291304,0.0474103550054239,0.0474103550054239,0.0950271993501161,-1.32412679270215
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008767","ENSSSCG00000008767","ENSSSCG00000008767","pig_gene_symbol_from_DE_table",-0.344002666889834,0.0473507623077652,0.0473507623077652,0.0949216056234398,-1.32467302482563
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008196","FAM178B","FAM178B","pig_gene_symbol_from_DE_table",-0.69890163204588,0.0472916845997665,0.0472916845997665,0.094816530061766,-1.32521521549711
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014905","TMEM126B","TMEM126B","pig_gene_symbol_from_DE_table",-0.253823414041765,0.047278688092982,0.047278688092982,0.0948038275045664,-1.32533458292806
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036286","APMAP","APMAP","pig_gene_symbol_from_DE_table",-0.24741437893748,0.0472690061607594,0.0472690061607594,0.0947977687313075,-1.32542352871963
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032668","ENSSSCG00000032668","ENSSSCG00000032668","pig_gene_symbol_from_DE_table",-0.476536984282298,0.0471887877846182,0.0471887877846182,0.0946635682224766,-1.32616117894468
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008807","GUF1","GUF1","pig_gene_symbol_from_DE_table",-0.316649967113661,0.0471663842325489,0.0471663842325489,0.0946319631775963,-1.32636741542358
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017983","PER1","PER1","pig_gene_symbol_from_DE_table",-0.506914487828893,0.0471215126008089,0.0471215126008089,0.0945552641826185,-1.32678077714199
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003857","ZYG11B","ZYG11B","pig_gene_symbol_from_DE_table",-0.255270694809082,0.0470947904349989,0.0470947904349989,0.0945149678879497,-1.32702713130985
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038364","ENSSSCG00000038364","ENSSSCG00000038364","pig_gene_symbol_from_DE_table",-0.432707545234985,0.0470552440983677,0.0470552440983677,0.0944489196519626,-1.32739196934467
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039854","TLCD4","TLCD4","pig_gene_symbol_from_DE_table",-1.26650834191362,0.0470166487206747,0.0470166487206747,0.0943980760673386,-1.32774832999602
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009826","TCTN1","TCTN1","pig_gene_symbol_from_DE_table",-0.234351576573327,0.0469502720371922,0.0469502720371922,0.0942781069279567,-1.32836188702068
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002865","GPATCH1","GPATCH1","pig_gene_symbol_from_DE_table",-0.220911221440363,0.0468589483949055,0.0468589483949055,0.0941212831646472,-1.32920746203471
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007364","IFT52","IFT52","pig_gene_symbol_from_DE_table",-0.22040597002388,0.0468008355503024,0.0468008355503024,0.0940178253193301,-1.32974639325822
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015816","LETM2","LETM2","pig_gene_symbol_from_DE_table",-0.392812749931125,0.0467927232466149,0.0467927232466149,0.0940147981322798,-1.32982167896764
"ACLT_untreated_t7_vs_Control","ENSSSCG00000057066","ENSSSCG00000057066","ENSSSCG00000057066","pig_gene_symbol_from_DE_table",-0.508043613140688,0.0467793706044293,0.0467793706044293,0.094001239843688,-1.32994562572614
"ACLT_untreated_t7_vs_Control","ENSSSCG00000019451","SNORA8","SNORA8","pig_gene_symbol_from_DE_table",-0.535852328990121,0.046748456121977,0.046748456121977,0.0939523829404262,-1.33023272722521
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021798","LZTS2","LZTS2","pig_gene_symbol_from_DE_table",-0.383512447584251,0.0466546467677581,0.0466546467677581,0.0937903372098165,-1.3311050943592
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035997","RPL10","RPL10","pig_gene_symbol_from_DE_table",-0.361594577622759,0.0465940499089803,0.0465940499089803,0.0936817505798159,-1.33166953946203
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003139","BCAT2","BCAT2","pig_gene_symbol_from_DE_table",-0.207565808959588,0.0463683801532875,0.0463683801532875,0.0932939150016598,-1.33377807561113
"ACLT_untreated_t7_vs_Control","ENSSSCG00000031874","REM2","REM2","pig_gene_symbol_from_DE_table",-0.700153074624102,0.0463557883790095,0.0463557883790095,0.0932817667182868,-1.3338960284212
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013582","XAB2","XAB2","pig_gene_symbol_from_DE_table",-0.407924789919667,0.0463553174751718,0.0463553174751718,0.0932817667182868,-1.33390044021063
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016491","DENND11","DENND11","pig_gene_symbol_from_DE_table",-0.387386693930287,0.0463232444589465,0.0463232444589465,0.0932558328690503,-1.33420103042761
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038081","AGPAT3","AGPAT3","pig_gene_symbol_from_DE_table",-0.25498495156264,0.0463165729004933,0.0463165729004933,0.0932558328690503,-1.33426358281835
"ACLT_untreated_t7_vs_Control","ENSSSCG00000063584","ENSSSCG00000063584","ENSSSCG00000063584","pig_gene_symbol_from_DE_table",-0.60188966444953,0.0463002390540039,0.0463002390540039,0.0932490876546819,-1.33441676665879
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011272","RPL14","RPL14","pig_gene_symbol_from_DE_table",-0.364374887704138,0.0462125361786691,0.0462125361786691,0.0931251631645189,-1.33524019642013
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028444","ARMC10","ARMC10","pig_gene_symbol_from_DE_table",-0.285485567546952,0.0461752352483467,0.0461752352483467,0.0930763522574308,-1.33559088328786
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016131","ADAM23","ADAM23","pig_gene_symbol_from_DE_table",-0.667916508834252,0.0461581995351294,0.0461581995351294,0.0930551917823651,-1.33575113978318
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002245","KATNBL1","KATNBL1","pig_gene_symbol_from_DE_table",-0.349148173274589,0.0461542413313433,0.0461542413313433,0.0930551917823651,-1.33578838343197
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024476","CES3","CES3","pig_gene_symbol_from_DE_table",-1.00584129386852,0.046101699700814,0.046101699700814,0.0929939756011458,-1.33628306252626
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001080","CDKAL1","CDKAL1","pig_gene_symbol_from_DE_table",-0.27651419636348,0.0460571141822142,0.0460571141822142,0.0929172085266414,-1.33670327727069
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029606","AOX1","AOX1","pig_gene_symbol_from_DE_table",-0.358003967482353,0.0459596812094382,0.0459596812094382,0.0927732438879498,-1.33762299237414
"ACLT_untreated_t7_vs_Control","ENSSSCG00000030318","SDHC","SDHC","pig_gene_symbol_from_DE_table",-0.253114642827255,0.0458559173098829,0.0458559173098829,0.0925900512230902,-1.33860461442768
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035653","PGAP2","PGAP2","pig_gene_symbol_from_DE_table",-0.216253850377933,0.0456794809388599,0.0456794809388599,0.0923123743011206,-1.34027883967179
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009151","CYP2U1","CYP2U1","pig_gene_symbol_from_DE_table",-0.296013906178887,0.0455618576754751,0.0455618576754751,0.0920877478408176,-1.34139857691602
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005249","ENTREP1","ENTREP1","pig_gene_symbol_from_DE_table",-0.47902602282995,0.0455482398870734,0.0455482398870734,0.092073299007629,-1.34152840073491
"ACLT_untreated_t7_vs_Control","ENSSSCG00000062938","VAMP8","VAMP8","pig_gene_symbol_from_DE_table",-0.374356367367235,0.0454416673542038,0.0454416673542038,0.0918970235084373,-1.34254574178988
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024549","LYL1","LYL1","pig_gene_symbol_from_DE_table",-0.565021352481987,0.0454274339886324,0.0454274339886324,0.0918812942958939,-1.34268179402515
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039990","ENSSSCG00000039990","ENSSSCG00000039990","pig_gene_symbol_from_DE_table",-0.639772961559346,0.0454267949849657,0.0454267949849657,0.0918812942958939,-1.3426879030587
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011767","TTC14","TTC14","pig_gene_symbol_from_DE_table",-0.273589532492493,0.0454089824068599,0.0454089824068599,0.091870084804099,-1.34285823031743
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010952","ENSSSCG00000010952","ENSSSCG00000010952","pig_gene_symbol_from_DE_table",-0.351353675851578,0.0453786854927282,0.0453786854927282,0.0918348970024173,-1.34314808869619
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011077","MSRB2","MSRB2","pig_gene_symbol_from_DE_table",-0.570772539517586,0.0453479203529056,0.0453479203529056,0.0917856869145201,-1.34344262481043
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006568","DENND4B","DENND4B","pig_gene_symbol_from_DE_table",-0.372899888102355,0.0452640608054903,0.0452640608054903,0.0916351722923687,-1.34424648647706
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032828","ANAPC2","ANAPC2","pig_gene_symbol_from_DE_table",-0.47581803611118,0.0450816100415351,0.0450816100415351,0.0913245880616523,-1.34600058198556
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004730","TMEM87A","TMEM87A","pig_gene_symbol_from_DE_table",-0.191144618606979,0.0449740280578881,0.0449740280578881,0.0911325941554557,-1.34703821350008
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010196","ZNF25","ZNF25","pig_gene_symbol_from_DE_table",-0.335336076417884,0.0449566414141941,0.0449566414141941,0.0911103342230137,-1.34720614116154
