"contrast","gene_id","gene_symbol","gene_symbol_original","identifier_source","logFC","PValue_original","PValue","FDR","rank_stat"
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015581","CENPF","CENPF","pig_gene_symbol_from_DE_table",4.12963382732117,4.78562702290447e-12,4.78562702290447e-12,2.39606580237661e-08,11.3200611519839
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008747","NCAPG","NCAPG","pig_gene_symbol_from_DE_table",3.49256843243188,4.87227313086142e-12,4.87227313086142e-12,2.39606580237661e-08,11.3122683739259
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016658","ANLN","ANLN","pig_gene_symbol_from_DE_table",3.0090472719203,5.05037406529181e-12,5.05037406529181e-12,2.39606580237661e-08,11.2966764538663
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007235","TPX2","TPX2","pig_gene_symbol_from_DE_table",3.37674422001818,6.95254478450811e-12,6.95254478450811e-12,2.4738892479476e-08,11.1578562049662
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012377","KIF4A","KIF4A","pig_gene_symbol_from_DE_table",3.83540346177354,9.47870096803948e-12,9.47870096803948e-12,2.69820701756212e-08,11.0232511775426
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004969","KIF23","KIF23","pig_gene_symbol_from_DE_table",3.36746207746062,2.1803797857076e-11,2.1803797857076e-11,4.94507884187322e-08,10.6614678529681
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017473","TOP2A","TOP2A","pig_gene_symbol_from_DE_table",3.51732535077105,2.63126020440609e-11,2.63126020440609e-11,4.94507884187322e-08,10.5798362025604
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028840","EZH2","EZH2","pig_gene_symbol_from_DE_table",1.94347211680274,3.16455389331441e-11,3.16455389331441e-11,4.94507884187322e-08,10.4996875037595
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011309","KIF15","KIF15","pig_gene_symbol_from_DE_table",3.58480150897261,3.3259017449118e-11,3.3259017449118e-11,4.94507884187322e-08,10.4780905850242
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010471","KIF11","KIF11","pig_gene_symbol_from_DE_table",3.13259882564916,3.4743756354059e-11,3.4743756354059e-11,4.94507884187322e-08,10.4591232291921
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003628","CLSPN","CLSPN","pig_gene_symbol_from_DE_table",2.31374119099748,9.05702943791163e-11,9.05702943791163e-11,9.91605384536894e-08,10.0430142206748
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007423","UBE2C","UBE2C","pig_gene_symbol_from_DE_table",3.43541276724119,1.05615655657209e-10,1.05615655657209e-10,1.07373401926361e-07,9.97627170053721
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032909","CDCA8","CDCA8","pig_gene_symbol_from_DE_table",3.13501563809292,1.18859782182628e-10,1.18859782182628e-10,1.12782085320356e-07,9.92496506994664
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014256","FBN2","FBN2","pig_gene_symbol_from_DE_table",3.99124039992681,1.42165799240042e-10,1.42165799240042e-10,1.21681225350676e-07,9.84720486906193
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029509","KIF22","KIF22","pig_gene_symbol_from_DE_table",2.53353462927299,1.69659462758906e-10,1.69659462758906e-10,1.21681225350676e-07,9.77042191256253
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014326","KIF20A","KIF20A","pig_gene_symbol_from_DE_table",3.8700991239235,1.71356637131425e-10,1.71356637131425e-10,1.21681225350676e-07,9.76609906944404
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004588","CCNB2","CCNB2","pig_gene_symbol_from_DE_table",3.37455357611423,1.82837096342066e-10,1.82837096342066e-10,1.21681225350676e-07,9.73793568441088
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007366","MYBL2","MYBL2","pig_gene_symbol_from_DE_table",2.70902954924483,1.84661908103342e-10,1.84661908103342e-10,1.21681225350676e-07,9.73362268120651
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003697","NDC80","NDC80","pig_gene_symbol_from_DE_table",3.53449384861052,1.854188862901e-10,1.854188862901e-10,1.21681225350676e-07,9.73184603182134
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003931","KIF2C","KIF2C","pig_gene_symbol_from_DE_table",3.31221763120426,1.88083113729704e-10,1.88083113729704e-10,1.21681225350676e-07,9.72565019404669
"ACLT_untreated_t7_vs_Control","ENSSSCG00000025344","PHC2","PHC2","pig_gene_symbol_from_DE_table",1.85292609725425,2.10559696915562e-10,2.10559696915562e-10,1.25322573506889e-07,9.67662475319909
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029326","CCNB1","CCNB1","pig_gene_symbol_from_DE_table",3.80515840193898,2.19686834106411e-10,2.19686834106411e-10,1.25322573506889e-07,9.65819596968973
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000171","CKAP4","CKAP4","pig_gene_symbol_from_DE_table",1.63107736691701,2.3273343154273e-10,2.3273343154273e-10,1.25322573506889e-07,9.63314122697686
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009839","CIT","CIT","pig_gene_symbol_from_DE_table",3.25687051172662,2.3793013673488e-10,2.3793013673488e-10,1.25322573506889e-07,9.62355054582009
"ACLT_untreated_t7_vs_Control","ENSSSCG00000030469","BUB1","BUB1","pig_gene_symbol_from_DE_table",3.87971042998679,2.9000541228609e-10,2.9000541228609e-10,1.41340669234028e-07,9.53759389691467
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005056","DLGAP5","DLGAP5","pig_gene_symbol_from_DE_table",4.03372373556685,3.08686224694244e-10,3.08686224694244e-10,1.41340669234028e-07,9.51048275073417
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010495","ALDH18A1","ALDH18A1","pig_gene_symbol_from_DE_table",1.65281650167543,3.11078326594011e-10,3.11078326594011e-10,1.41340669234028e-07,9.50713024594213
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005344","MELK","MELK","pig_gene_symbol_from_DE_table",3.62808494612411,3.33142568239662e-10,3.33142568239662e-10,1.41340669234028e-07,9.47736987054985
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000217","RACGAP1","RACGAP1","pig_gene_symbol_from_DE_table",2.84331217989306,3.33489793250715e-10,3.33489793250715e-10,1.41340669234028e-07,9.47691745350973
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035537","RUNX1","RUNX1","pig_gene_symbol_from_DE_table",1.44010405735748,3.37636672097024e-10,3.37636672097024e-10,1.41340669234028e-07,9.47155038898825
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006273","MCM4","MCM4","pig_gene_symbol_from_DE_table",1.69972893167327,3.73020342522088e-10,3.73020342522088e-10,1.51691386717625e-07,9.42826748346158
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004565","CA12","CA12","pig_gene_symbol_from_DE_table",4.67250423113191,4.33492800496037e-10,4.33492800496037e-10,1.70667489086752e-07,9.36301811094627
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004466","TTK","TTK","pig_gene_symbol_from_DE_table",3.762634911504,4.48097488257195e-10,4.48097488257195e-10,1.70667489086752e-07,9.34862749045227
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004782","BUB1B","BUB1B","pig_gene_symbol_from_DE_table",3.35975948348692,4.614152390929e-10,4.614152390929e-10,1.70667489086752e-07,9.3359080661984
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016061","MYO1B","MYO1B","pig_gene_symbol_from_DE_table",1.98252860960484,6.25356626333292e-10,6.25356626333292e-10,2.17090264941506e-07,9.20387224397148
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013008","CDCA5","CDCA5","pig_gene_symbol_from_DE_table",3.33608089192744,6.64849122326839e-10,6.64849122326839e-10,2.22625658882735e-07,9.17727690022372
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007476","KCNG1","KCNG1","pig_gene_symbol_from_DE_table",4.88879462711479,6.72585072153279e-10,6.72585072153279e-10,2.22625658882735e-07,9.17225277596489
"ACLT_untreated_t7_vs_Control","ENSSSCG00000037120","TK1","TK1","pig_gene_symbol_from_DE_table",3.02410065042127,6.89839575890967e-10,6.89839575890967e-10,2.23147424628548e-07,9.16125189390886
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035454","B4GALT1","B4GALT1","pig_gene_symbol_from_DE_table",1.20198441898381,7.25920687373196e-10,7.25920687373196e-10,2.26066274387991e-07,9.13911082684508
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000739","FOXM1","FOXM1","pig_gene_symbol_from_DE_table",3.53286352020827,7.30629426111683e-10,7.30629426111683e-10,2.26066274387991e-07,9.13630284055474
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014988","MMP13","MMP13","pig_gene_symbol_from_DE_table",9.32200671302082,8.32894346563313e-10,8.32894346563313e-10,2.51645420449743e-07,9.0794100857657
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035908","ENSSSCG00000035908","ENSSSCG00000035908","pig_gene_symbol_from_DE_table",3.20083572877826,8.48660168733765e-10,8.48660168733765e-10,2.51645420449743e-07,9.07126618065011
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033444","SPC24","SPC24","pig_gene_symbol_from_DE_table",2.15866257387207,8.87327408929145e-10,8.87327408929145e-10,2.5774144920997e-07,9.05191610321809
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011563","FANCD2","FANCD2","pig_gene_symbol_from_DE_table",1.77572782782156,1.08089934178076e-09,1.08089934178076e-09,2.92849266028931e-07,8.96621474762356
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002849","SHCBP1","SHCBP1","pig_gene_symbol_from_DE_table",3.32512538113041,1.09512606197645e-09,1.09512606197645e-09,2.92849266028931e-07,8.9605358855092
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013772","ASF1B","ASF1B","pig_gene_symbol_from_DE_table",3.12692148039464,1.09884087504585e-09,1.09884087504585e-09,2.92849266028931e-07,8.9590651939214
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012307","CCNB3","CCNB3","pig_gene_symbol_from_DE_table",4.02373286558967,1.11107007416302e-09,1.11107007416302e-09,2.92849266028931e-07,8.95425854964363
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021834","ERCC6L","ERCC6L","pig_gene_symbol_from_DE_table",3.00434219813892,1.24038349080454e-09,1.24038349080454e-09,3.15256754011089e-07,8.90644402274768
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033051","POLE","POLE","pig_gene_symbol_from_DE_table",3.67897450102319,1.28820337628311e-09,1.28820337628311e-09,3.21296318386845e-07,8.8900155669258
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009216","SPP1","SPP1","pig_gene_symbol_from_DE_table",2.35546681920125,1.36385852475061e-09,1.36385852475061e-09,3.24074321224677e-07,8.86523067741177
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009378","CKAP2","CKAP2","pig_gene_symbol_from_DE_table",3.33635908990424,1.36615325465331e-09,1.36615325465331e-09,3.24074321224677e-07,8.86450057889979
"ACLT_untreated_t7_vs_Control","ENSSSCG00000037307","PRC1","PRC1","pig_gene_symbol_from_DE_table",2.38342314981938,1.42129321548319e-09,1.42129321548319e-09,3.31627316983153e-07,8.84731631705492
"ACLT_untreated_t7_vs_Control","ENSSSCG00000031741","ENSSSCG00000031741","ENSSSCG00000031741","pig_gene_symbol_from_DE_table",3.63911310881754,1.55242510563153e-09,1.55242510563153e-09,3.56381718200863e-07,8.80898934251726
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003949","CDC20","CDC20","pig_gene_symbol_from_DE_table",3.5149101500806,1.60362472323355e-09,1.60362472323355e-09,3.61385356289791e-07,8.79489725681093
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008125","NCAPH","NCAPH","pig_gene_symbol_from_DE_table",2.68016089204933,1.62500265597883e-09,1.62500265597883e-09,3.61385356289791e-07,8.78914592485372
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010896","ASPM","ASPM","pig_gene_symbol_from_DE_table",4.2598406326638,1.72851154071757e-09,1.72851154071757e-09,3.72756132712624e-07,8.76232771646683
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040355","TICRR","TICRR","pig_gene_symbol_from_DE_table",3.7920076873396,1.81853273594545e-09,1.81853273594545e-09,3.86316066130025e-07,8.74027887667553
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006588","ENSSSCG00000006588","ENSSSCG00000006588","pig_gene_symbol_from_DE_table",5.92311863917229,2.23047210572946e-09,2.23047210572946e-09,4.66857492365403e-07,8.65160320367254
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005494","TNC","TNC","pig_gene_symbol_from_DE_table",3.19937870294993,2.36776716521581e-09,2.36776716521581e-09,4.88412029891546e-07,8.62566100627073
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026326","CCNF","CCNF","pig_gene_symbol_from_DE_table",2.87484374516553,2.51431563994714e-09,2.51431563994714e-09,5.11232207190967e-07,8.59958020314863
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024145","PRR11","PRR11","pig_gene_symbol_from_DE_table",3.83747921199862,2.60247895574063e-09,2.60247895574063e-09,5.21705394043047e-07,8.58461277361096
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002716","MLKL","MLKL","pig_gene_symbol_from_DE_table",1.11688851718816,2.98563525189831e-09,2.98563525189831e-09,5.90202035281508e-07,8.52496325011522
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002768","CENPT","CENPT","pig_gene_symbol_from_DE_table",2.96592608400916,3.09343296399426e-09,3.09343296399426e-09,6.03134676390826e-07,8.50955929088782
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038543","CENPA","CENPA","pig_gene_symbol_from_DE_table",3.48893993957175,3.25688817215941e-09,3.25688817215941e-09,6.26422829112768e-07,8.48719715302489
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004548","PIF1","PIF1","pig_gene_symbol_from_DE_table",3.63386269090306,3.48587433563637e-09,3.48587433563637e-09,6.49532739334397e-07,8.45768827308472
"ACLT_untreated_t7_vs_Control","ENSSSCG00000041731","ENSSSCG00000041731","ENSSSCG00000041731","pig_gene_symbol_from_DE_table",1.82930655373227,3.68200376235255e-09,3.68200376235255e-09,6.71871276276459e-07,8.43391577206011
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016092","SGO2","SGO2","pig_gene_symbol_from_DE_table",2.55591479097905,3.88549743037782e-09,3.88549743037782e-09,7.00028923121107e-07,8.41055337391861
"ACLT_untreated_t7_vs_Control","ENSSSCG00000055606","PLK4","PLK4","pig_gene_symbol_from_DE_table",2.10135079048013,4.02702513168045e-09,4.02702513168045e-09,7.16458108740099e-07,8.3950156600583
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015604","NEK2","NEK2","pig_gene_symbol_from_DE_table",3.85946410782591,4.21504919370578e-09,4.21504919370578e-09,7.31619453341638e-07,8.3751973523725
"ACLT_untreated_t7_vs_Control","ENSSSCG00000052062","TNFSF11","TNFSF11","pig_gene_symbol_from_DE_table",5.17010065602446,4.45098190973431e-09,4.45098190973431e-09,7.6326295808733e-07,8.35154417083061
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023296","CENPE","CENPE","pig_gene_symbol_from_DE_table",2.84136939363816,4.67594557721747e-09,4.67594557721747e-09,7.92294445244479e-07,8.33013055218336
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040678","TYMS","TYMS","pig_gene_symbol_from_DE_table",2.50051736096657,4.81554020480655e-09,4.81554020480655e-09,7.96971903895484e-07,8.31735498687652
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003973","CTPS1","CTPS1","pig_gene_symbol_from_DE_table",2.41287244577792,4.93415448004421e-09,4.93415448004421e-09,8.07216330051371e-07,8.30678725760662
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035059","MCM10","MCM10","pig_gene_symbol_from_DE_table",3.38001720403182,5.1805938505829e-09,5.1805938505829e-09,8.28487553655578e-07,8.2856204542994
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011624","MCM2","MCM2","pig_gene_symbol_from_DE_table",2.57217213097878,5.66742148594921e-09,5.66742148594921e-09,8.87541924251708e-07,8.24661448769111
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017893","PIMREG","PIMREG","pig_gene_symbol_from_DE_table",3.5161759424353,5.67458126234142e-09,5.67458126234142e-09,8.87541924251708e-07,8.24606618033115
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007493","ENSSSCG00000007493","ENSSSCG00000007493","pig_gene_symbol_from_DE_table",2.04466960915444,5.96556101006662e-09,5.96556101006662e-09,9.1717974758529e-07,8.224348708386
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036613","POLQ","POLQ","pig_gene_symbol_from_DE_table",2.96188916874133,5.99295415762186e-09,5.99295415762186e-09,9.1717974758529e-07,8.22235904437393
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010912","KIF14","KIF14","pig_gene_symbol_from_DE_table",3.16401627370935,6.15592834915986e-09,6.15592834915986e-09,9.3007764422966e-07,8.21070644370501
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008089","CKAP2L","CKAP2L","pig_gene_symbol_from_DE_table",2.75812867719795,6.20792357210832e-09,6.20792357210832e-09,9.3007764422966e-07,8.20705363846635
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014248","LMNB1","LMNB1","pig_gene_symbol_from_DE_table",2.27275198888942,6.30372208639236e-09,6.30372208639236e-09,9.34592463079401e-07,8.20040294193455
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026748","PLK1","PLK1","pig_gene_symbol_from_DE_table",2.12627907793263,6.4307127167101e-09,6.4307127167101e-09,9.37501031902837e-07,8.1917408914955
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000683","CDCA3","CDCA3","pig_gene_symbol_from_DE_table",3.18516501510178,6.45507631043898e-09,6.45507631043898e-09,9.37501031902837e-07,8.19009861923696
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006590","S100A8","S100A8","pig_gene_symbol_from_DE_table",5.66386029015561,6.65325234383661e-09,6.65325234383661e-09,9.46957406098264e-07,8.17696600436735
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017342","KIF18B","KIF18B","pig_gene_symbol_from_DE_table",3.1045732205877,7.0797153669681e-09,7.0797153669681e-09,9.87897929588794e-07,8.14998420234413
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017758","SPAG5","SPAG5","pig_gene_symbol_from_DE_table",3.59978459881639,7.43615421196741e-09,7.43615421196741e-09,1.02756099901876e-06,8.1286516123493
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001752","CHRNA3","CHRNA3","pig_gene_symbol_from_DE_table",3.14514902312212,7.54821820126384e-09,7.54821820126384e-09,1.03301720825566e-06,8.12215555389196
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035544","NUSAP1","NUSAP1","pig_gene_symbol_from_DE_table",1.85243016790289,8.32386723896986e-09,8.32386723896986e-09,1.12832002297389e-06,8.07967485515942
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014840","P4HA3","P4HA3","pig_gene_symbol_from_DE_table",2.80536949178433,9.38890007128954e-09,9.38890007128954e-09,1.21483831558786e-06,8.02738528323439
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010865","EXO1","EXO1","pig_gene_symbol_from_DE_table",2.97843448004432,9.78563115601794e-09,9.78563115601794e-09,1.24356150217503e-06,8.0094111578715
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008508","FAM98A","FAM98A","pig_gene_symbol_from_DE_table",1.10316905814474,1.03778448638338e-08,1.03778448638338e-08,1.30714925616767e-06,7.98389282576718
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015961","CDCA7","CDCA7","pig_gene_symbol_from_DE_table",3.70570057891922,1.09792107343409e-08,1.09792107343409e-08,1.35884440332064e-06,7.95942887901532
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010437","PAPSS2","PAPSS2","pig_gene_symbol_from_DE_table",1.26091814651934,1.12459387269507e-08,1.12459387269507e-08,1.37573080874393e-06,7.94900428705636
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000693","NCAPD2","NCAPD2","pig_gene_symbol_from_DE_table",1.45401924614464,1.14841092634686e-08,1.14841092634686e-08,1.37573080874393e-06,7.93990268414003
"ACLT_untreated_t7_vs_Control","ENSSSCG00000060144","CCNA2","CCNA2","pig_gene_symbol_from_DE_table",2.33953492610912,1.15022810539259e-08,1.15022810539259e-08,1.37573080874393e-06,7.93921602478577
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040486","BIRC5","BIRC5","pig_gene_symbol_from_DE_table",2.02174084648679,1.30313345894683e-08,1.30313345894683e-08,1.54277091019922e-06,7.88501110422902
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011065","MASTL","MASTL","pig_gene_symbol_from_DE_table",3.03687099065232,1.31156664184716e-08,1.31156664184716e-08,1.54277091019922e-06,7.88220963763086
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000265","ESPL1","ESPL1","pig_gene_symbol_from_DE_table",3.29301698734378,1.33713061496065e-08,1.33713061496065e-08,1.55994918383073e-06,7.87382616746799
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013517","UHRF1","UHRF1","pig_gene_symbol_from_DE_table",3.14803085339916,1.51605017034839e-08,1.51605017034839e-08,1.74433010076496e-06,7.81928642644478
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009914","MLEC","MLEC","pig_gene_symbol_from_DE_table",1.35580326678583,1.52669194530282e-08,1.52669194530282e-08,1.74433010076496e-06,7.81624858570184
"ACLT_untreated_t7_vs_Control","ENSSSCG00000037821","RGS5","RGS5","pig_gene_symbol_from_DE_table",1.75745432299283,1.54014764653363e-08,1.54014764653363e-08,1.74433010076496e-06,7.81243764344848
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001660","PTK7","PTK7","pig_gene_symbol_from_DE_table",2.2231386050942,1.54419723667804e-08,1.54419723667804e-08,1.74433010076496e-06,7.81129722904551
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017238","TTYH2","TTYH2","pig_gene_symbol_from_DE_table",1.83856975244511,1.59858660379989e-08,1.59858660379989e-08,1.77755336967842e-06,7.79626383075071
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017471","CDC6","CDC6","pig_gene_symbol_from_DE_table",2.0969088767103,1.67666196456131e-08,1.67666196456131e-08,1.84991703423264e-06,7.77555448761678
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001475","SLC39A7","SLC39A7","pig_gene_symbol_from_DE_table",1.07587637826879,1.6983387335833e-08,1.6983387335833e-08,1.85941963039163e-06,7.76997568543804
"ACLT_untreated_t7_vs_Control","ENSSSCG00000063017","ZNF697","ZNF697","pig_gene_symbol_from_DE_table",1.7655791691659,1.74071649322916e-08,1.74071649322916e-08,1.89126853802524e-06,7.75927195573632
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032279","SAPCD2","SAPCD2","pig_gene_symbol_from_DE_table",3.72769495464172,1.87902847716088e-08,1.87902847716088e-08,2.02607669056294e-06,7.72606663800479
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016668","PDE1C","PDE1C","pig_gene_symbol_from_DE_table",3.48944233340482,1.98685607095622e-08,1.98685607095622e-08,2.11036734760596e-06,7.70183359230311
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026257","STMN1","STMN1","pig_gene_symbol_from_DE_table",1.84139916928288,2.01389273811403e-08,2.01389273811403e-08,2.11521504418478e-06,7.69596366411294
"ACLT_untreated_t7_vs_Control","ENSSSCG00000045128","ENSSSCG00000045128","ENSSSCG00000045128","pig_gene_symbol_from_DE_table",1.33842941478569,2.02114273876997e-08,2.02114273876997e-08,2.11521504418478e-06,7.694403014307
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009448","DIAPH3","DIAPH3","pig_gene_symbol_from_DE_table",3.30420939429254,2.1954389697262e-08,2.1954389697262e-08,2.28085276321992e-06,7.65847863119887
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035564","MCM6","MCM6","pig_gene_symbol_from_DE_table",1.41164035093299,2.25105686759372e-08,2.25105686759372e-08,2.32168785481605e-06,7.64761353344453
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038902","KCNK6","KCNK6","pig_gene_symbol_from_DE_table",1.72136137133262,2.50514715049823e-08,2.50514715049823e-08,2.54683995664581e-06,7.60116675890953
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013659","DNMT1","DNMT1","pig_gene_symbol_from_DE_table",1.31556686662781,2.53279953700666e-08,2.53279953700666e-08,2.55669048299403e-06,7.59639918187033
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016313","HJURP","HJURP","pig_gene_symbol_from_DE_table",3.4460217502834,2.57216763997359e-08,2.57216763997359e-08,2.57814521265803e-06,7.58970072986022
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004806","ENSSSCG00000004806","ENSSSCG00000004806","pig_gene_symbol_from_DE_table",1.69386230122615,2.62027495986769e-08,2.62027495986769e-08,2.60799814711866e-06,7.5816531333796
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029005","ENSSSCG00000029005","ENSSSCG00000029005","pig_gene_symbol_from_DE_table",1.90977759018971,2.68893428943069e-08,2.68893428943069e-08,2.64692411755634e-06,7.57041981067605
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028169","NCAPG2","NCAPG2","pig_gene_symbol_from_DE_table",1.79046422021329,2.73502654157627e-08,2.73502654157627e-08,2.64692411755634e-06,7.56303845477692
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027378","SH3PXD2B","SH3PXD2B","pig_gene_symbol_from_DE_table",1.77572214336496,2.73506338106709e-08,2.73506338106709e-08,2.64692411755634e-06,7.56303260507872
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010477","CEP55","CEP55","pig_gene_symbol_from_DE_table",2.12402748071853,2.77096672181476e-08,2.77096672181476e-08,2.64692411755634e-06,7.55736868988684
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009120","ZGRF1","ZGRF1","pig_gene_symbol_from_DE_table",2.45402691821278,2.79921868139722e-08,2.79921868139722e-08,2.65608529948845e-06,7.55296317212537
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015819","PLPP5","PLPP5","pig_gene_symbol_from_DE_table",1.56973577411871,2.97211213116381e-08,2.97211213116381e-08,2.76672919098372e-06,7.52693480963991
"ACLT_untreated_t7_vs_Control","ENSSSCG00000055131","ENSSSCG00000055131","ENSSSCG00000055131","pig_gene_symbol_from_DE_table",2.092569708099,2.97414154584774e-08,2.97414154584774e-08,2.76672919098372e-06,7.52663836630573
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026302","ENSSSCG00000026302","ENSSSCG00000026302","pig_gene_symbol_from_DE_table",3.05450257521589,3.01326801856712e-08,3.01326801856712e-08,2.78492491612116e-06,7.52096223778964
"ACLT_untreated_t7_vs_Control","ENSSSCG00000020970","IL6","IL6","pig_gene_symbol_from_DE_table",5.34504232762013,3.41204386645216e-08,3.41204386645216e-08,3.09322422619195e-06,7.46698539402396
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007268","E2F1","E2F1","pig_gene_symbol_from_DE_table",2.43117784644253,3.48420143310295e-08,3.48420143310295e-08,3.13864803780723e-06,7.45789674495133
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005314","ARHGEF39","ARHGEF39","pig_gene_symbol_from_DE_table",2.20497166635053,3.50638909739154e-08,3.50638909739154e-08,3.1387695612059e-06,7.45513989272771
