"gene_id","logFC","AveExpr","t","P.Value","FDR","B","ENTREZID","SYMBOL","strict_DEG","direction","label_final","label_score"
"G10090_30773",1.18271066082079,6.77562403147903,8.62470384733066,5.24465640764152e-09,6.28759481377748e-08,10.5478951837646,"11843","Arf4",TRUE,"Up","Arf4",8.51730910026202
"G10090_24333",-1.07975813914996,3.20935581706353,-8.62459803177074,5.24588652620383e-09,6.28759481377748e-08,10.5455370707627,"66204","Acyp1",TRUE,"Down","Acyp1",7.77589492453007
"G10090_19645",-1.37613176524652,6.28610835625155,-8.62300304754973,5.26446434473064e-09,6.30458152614563e-08,10.4841768076406,"22340","Vegfb",TRUE,"Down","Vegfb",9.90862173433131
"G10090_5403",-0.811905772625798,3.8143723025945,-8.61823559331657,5.32039783043835e-09,6.36623857453205e-08,10.4559835066294,"94254","Rcc1l",FALSE,"Not_strict","Rcc1l",5.84256900605862
"G10090_11319",-0.495346071431368,6.55579163300071,-8.61746656155683,5.32947738965024e-09,6.36862009128425e-08,10.4943308339658,"56085","Ubqln1",FALSE,"Not_strict","Ubqln1",3.56448786974497
"G10090_13664",-1.01100159394118,5.27089063592656,-8.61724860576381,5.33205357360185e-09,6.36862009128425e-08,10.3910464286353,"67036","Mrpl45",TRUE,"Down","Mrpl45",7.27512162856728
"G10090_381",-1.02268095129458,4.80726542205232,-8.61666777716357,5.33892507191947e-09,6.36862009128425e-08,10.3852424998915,"67636","Etfrf1",TRUE,"Down","Etfrf1",7.35916575451
"G10090_9103",1.22960819541805,4.46474542266269,8.61656104618032,5.34018874260436e-09,6.36862009128425e-08,10.440328649946,"19271","Ptprj",TRUE,"Up","Ptprj",8.84820482060471
"G10090_262",2.91617148090967,12.2186859728686,8.61484106542191,5.36059533857304e-09,6.38763362950198e-08,10.6851263151662,"12843","Col1a2",TRUE,"Up","Col1a2",20.9808623106548
"G10090_9427",3.1234459478756,-0.199488920451911,8.61399039939129,5.37071758943207e-09,6.39437100019653e-08,10.6546941891749,"75317","Parpbp",TRUE,"Up","Parpbp",22.4707016149899
"G10090_318",-0.784157683899505,3.42205628541112,-8.61170557306509,5.39800248718081e-09,6.42151401446754e-08,10.4857218863777,"66083","Setd6",FALSE,"Not_strict","Setd6",5.63994637096659
"G10090_3851",-0.923718608436223,5.21212461147776,-8.6089996834409,5.43049983547403e-09,6.45480757022167e-08,10.3695092161174,"28028","Mrpl50",FALSE,"Not_strict","Mrpl50",6.64164459292111
"G10090_30780",1.79230408770188,2.77447105901085,8.60563208176875,5.47122506087007e-09,6.49686264834112e-08,10.6169741520495,"73149","Clec4a3",TRUE,"Up","Clec4a3",12.8818205642836
"G10090_21081",-1.19269238960603,4.65417296800575,-8.60532446312708,5.47496076717167e-09,6.49686264834112e-08,10.3669012026048,"66230","Mrps28",TRUE,"Down","Mrps28",8.57223361633432
"G10090_14840",2.45547878086768,5.70990715200895,8.60361496272123,5.49576863785961e-09,6.51615119937107e-08,10.4682986756823,"107765","Ankrd1",TRUE,"Up","Ankrd1",17.6450922428644
"G10090_11942",1.64025446784215,4.50113091698417,8.60311100891929,5.50191820007759e-09,6.51804233123431e-08,10.4293602198199,"66180","P3h4",TRUE,"Up","P3h4",11.7866764063883
"G10090_5511",-0.919109516584806,5.42068990678832,-8.60248932469531,5.50951411981549e-09,6.52164239608598e-08,10.3635886735553,"57279","Slc25a20",FALSE,"Not_strict","Slc25a20",6.60439288129231
"G10090_5481",1.37269066839813,3.45985750728219,8.60107943058948,5.52678055022611e-09,6.53457586339786e-08,10.508808269509,"56807","Scamp5",TRUE,"Up","Scamp5",9.8624840236055
"G10090_29251",-0.472517461908372,2.95941620838152,-8.60085186879339,5.52957261587227e-09,6.53457586339786e-08,10.5233754843997,"71989","Rpusd4",FALSE,"Not_strict","Rpusd4",3.39493523649007
"G10090_33326",-1.32085616564614,6.16121495689628,-8.59636829610717,5.58488013920771e-09,6.586746825245e-08,10.4119092096472,"28030","Gfm1",TRUE,"Down","Gfm1",9.48550272576899
"G10090_3744",1.15521570229027,3.62335766592548,8.59636642097084,5.58490338858288e-09,6.586746825245e-08,10.4677817303812,"54216","Pcdh7",TRUE,"Up","Pcdh7",8.29598405785924
"G10090_19383",1.15622522106313,2.37501024549014,8.59615482721574,5.58752752836799e-09,6.586746825245e-08,10.6160889059448,"71310","Tbc1d9",TRUE,"Up","Tbc1d9",8.30323374432833
"G10090_29159",2.50571445180965,1.61946642624146,8.59487833013749,5.60338525025293e-09,6.60000381204688e-08,10.7014870060767,"18817","Plk1",TRUE,"Up","Plk1",17.9921719027612
"G10090_28783",-1.39504969068185,5.46106913601249,-8.59091937029097,5.65286136113358e-09,6.65280418907752e-08,10.346305565252,"52064","Coq5",TRUE,"Down","Coq5",10.0122650159339
"G10090_1051",2.06039996519925,1.62271544287777,8.58809020464019,5.68849281505392e-09,6.68500475036788e-08,10.6782981930297,"76980","Ube2ql1",TRUE,"Up","Ube2ql1",14.7831601659916
"G10090_18372",-1.10094818011123,6.32479351248718,-8.58762931007724,5.69431928428431e-09,6.68500475036788e-08,10.4057733190517,"233870","Tufm",TRUE,"Down","Tufm",7.8991912036202
"G10090_3793",1.61141965352747,1.68996837141615,8.58725211199743,5.69909225140326e-09,6.68500475036788e-08,10.6657834296951,"12704","Cit",TRUE,"Up","Cit",11.5617721001172
"G10090_27758",1.30245654127813,3.7542926703225,8.58704920258571,5.70166151392504e-09,6.68500475036788e-08,10.4392444201891,"216858","Kctd11",TRUE,"Up","Kctd11",9.3449931975203
"G10090_5147",3.78197910754026,-2.19249841786838,8.58689788991608,5.70357822667821e-09,6.68500475036788e-08,10.415259077811,"109332","Cdcp1",TRUE,"Up","Cdcp1",27.1353153928999
"G10090_15207",-2.83376476016889,2.49537101706873,-8.58440793196437,5.73521430614173e-09,6.71507736772224e-08,10.5913825929752,"239790","Ostn",TRUE,"Down","Ostn",20.3264500438747
"G10090_22219",-1.10593809280535,4.19241558029446,-8.58414069426876,5.73862037644071e-09,6.71507736772224e-08,10.3464384892281,"68291","Mto1",TRUE,"Down","Mto1",7.93283751389662
"G10090_12724",-0.555613432901433,3.59514325435246,-8.58287970425974,5.75472033535967e-09,6.7284152548474e-08,10.3995685980259,"108841","Rdh13",FALSE,"Not_strict","Rdh13",3.9849079975992
"G10090_29906",2.47681996723001,0.0895155893151746,8.58240991230078,5.76073035707447e-09,6.72994384817083e-08,10.6427034097542,"12399","Runx3",TRUE,"Up","Runx3",17.7637244684985
"G10090_2236",1.23834571162903,4.21482327878902,8.58118425813335,5.77644044221965e-09,6.74279275437239e-08,10.3768988348431,"68481","Mpzl1",TRUE,"Up","Mpzl1",8.88037546688166
"G10090_725",-1.10700183417538,7.50178599051007,-8.58042919799606,5.78614048029855e-09,6.74861095464976e-08,10.50286394421,"14862","Gstm1",TRUE,"Down","Gstm1",7.93807281991123
"G10090_15534",1.94614530936299,0.699108370861397,8.57894231029197,5.80529102451571e-09,6.7654332126909e-08,10.6741013776212,"56792","Stap1",TRUE,"Up","Stap1",13.9532865659534
"G10090_26546",-0.606199371312782,6.8337804908941,-8.5782978990262,5.81361099977633e-09,6.76961651894216e-08,10.4336402353777,"70223","Nars1",FALSE,"Not_strict","Nars1",4.34610755480559
"G10090_27088",-1.04607363701093,5.2325125737584,-8.57678222884395,5.8332280751746e-09,6.7869371531564e-08,10.298938209905,"211389","Suox",TRUE,"Down","Suox",7.49859703038491
"G10090_6166",-0.664704992290611,5.34682929222499,-8.5755731480021,5.84892574536111e-09,6.79967313906278e-08,10.2978406432586,"64291","Osbpl1a",FALSE,"Not_strict","Osbpl1a",4.76428098435421
"G10090_6306",2.09903596955973,-1.59414120801833,8.57302285312994,5.88217899279515e-09,6.83278113359508e-08,10.3899772317125,"278240","Spin2c",TRUE,"Up","Spin2c",15.0404375635053
"G10090_31827",-0.659228912042766,4.9814751537908,-8.57050821195821,5.91515745494777e-09,6.85235497972114e-08,10.2766539230971,"102462","Imp3",FALSE,"Not_strict","Imp3",4.72282149934888
"G10090_28671",0.51029021793232,6.55803568757889,8.57050480834108,5.91520222038361e-09,6.85235497972114e-08,10.3944634237018,"22629","Ywhah",FALSE,"Not_strict","Ywhah",3.65580084266971
"G10090_4501",-0.765642194685357,4.35781846481063,-8.57037512188445,5.91690815634957e-09,6.85235497972114e-08,10.2997777071622,"243371","Lrrc61",FALSE,"Not_strict","Lrrc61",5.48518329795899
"G10090_24543",-0.782111098717343,7.30564712183782,-8.57001125095961,5.92169732537491e-09,6.85235497972114e-08,10.4592309365194,"21769","Zfand3",FALSE,"Not_strict","Zfand3",5.60316916388827
"G10090_29790",1.20436130188157,3.75506345543321,8.56991456723792,5.92297051912169e-09,6.85235497972114e-08,10.3957711413792,"213211","Rnf26",TRUE,"Up","Rnf26",8.62823724142288
"G10090_32275",2.19525811530485,0.785021690396817,8.56716171247393,5.95934007613689e-09,6.88886234487843e-08,10.6489286589844,"81897","Tlr9",TRUE,"Up","Tlr9",15.7221148066465
"G10090_16820",-1.43340697412495,5.00001115651808,-8.56536268476826,5.98323189816561e-09,6.91089844186022e-08,10.2762632426461,"70478","Mipep",TRUE,"Down","Mipep",10.2638611700539
"G10090_17462",2.0017912329402,0.464136167455494,8.56339480553634,6.00947879885812e-09,6.93538294525683e-08,10.6337962072677,"436022","Dnaaf3",TRUE,"Up","Dnaaf3",14.3306824181382
"G10090_9044",0.844504590600958,3.34219958238688,8.56304758468246,6.01412216830671e-09,6.93538294525683e-08,10.4156312225717,"279653","Pcdh19",FALSE,"Not_strict","Pcdh19",6.0457488720172
"G10090_24621",-0.839787944766921,5.53188312360351,-8.56175268747161,6.03147128503451e-09,6.94978949759491e-08,10.2774891801352,"70544","Tmem242",FALSE,"Not_strict","Tmem242",6.01122591626931
"G10090_10144",2.22377744515881,0.207733520325966,8.55689548317702,6.09700764590141e-09,7.01965216576791e-08,10.6031026863797,"12189","Brca1",TRUE,"Up","Brca1",15.9082020346851
"G10090_18354",1.39254271550619,2.81619738537609,8.5561873236022,6.10662345897959e-09,7.02507140847724e-08,10.4858938268353,"116972","Tlcd3a",TRUE,"Up","Tlcd3a",9.96134439914261
"G10090_16770",-0.775547438560962,5.53450413745513,-8.55505278868988,6.12206132049452e-09,7.03717426165438e-08,10.2621479946558,"27406","Abcf3",FALSE,"Not_strict","Abcf3",5.54718192313757
"G10090_1199",1.4534227231883,6.06126422606898,8.55378511743352,6.13935820807869e-09,7.05139288248909e-08,10.3353595655461,"74617","Scpep1",TRUE,"Up","Scpep1",10.3944797515306
"G10090_22133",-0.914850199375122,5.04704930831482,-8.55176173585392,6.1670705071458e-09,7.07747931042768e-08,10.2366069023883,"68758","Abhd11",FALSE,"Not_strict","Abhd11",6.54128998059997
"G10090_16151",-1.32513582195074,5.65139414034074,-8.55140559117412,6.17196155363968e-09,7.07747931042768e-08,10.2676734223121,"26379","Esrra",TRUE,"Down","Esrra",9.47488198721617
"G10090_3877",-1.35641504385984,3.74099899210739,-8.55018611462874,6.18873919597849e-09,7.09103655993981e-08,10.3176064817412,"71365","Pdss2",TRUE,"Down","Pdss2",9.69740488258985
"G10090_33879",-0.703235579478665,3.64598029835794,-8.54893769906699,6.20596349691159e-09,7.10508348834414e-08,10.3175686219461,"71986","Ddx28",FALSE,"Not_strict","Ddx28",5.02703088621599
"G10090_15599",0.526743568072843,6.07320755837938,8.54402888271155,6.27416876670879e-09,7.17742839491363e-08,10.2915980733108,"21376","Tbrg1",FALSE,"Not_strict","Tbrg1",3.76307244863863
"G10090_12410",1.73409881439622,1.73088407937484,8.54356270796431,6.28068589437017e-09,7.17914503469101e-08,10.5695108097682,"13447","Doc2b",TRUE,"Up","Doc2b",12.3882758140066
"G10090_19798",-0.651955556259098,3.76629605634428,-8.54080110613863,6.31943592342822e-09,7.21703926183706e-08,10.2860037710271,"101142","Itfg2",FALSE,"Not_strict","Itfg2",4.65603248646719
"G10090_9490",1.7565391359188,2.88089024338424,8.54048239800323,6.32392371905784e-09,7.21703926183706e-08,10.4583046942985,"13807","Eno2",TRUE,"Up","Eno2",12.5445717918518
"G10090_2452",1.39692091919989,4.16476912319377,8.53979356823331,6.3336344570842e-09,7.22236196934916e-08,10.2968792454144,"227620","Uap1l1",TRUE,"Up","Uap1l1",9.97586034562615
"G10090_767",0.969569994387648,4.60931389071284,8.53828675701117,6.35493005395402e-09,7.24087611481975e-08,10.246216952758,"207181","Rbms3",FALSE,"Not_strict","Rbms3",6.92293228648313
"G10090_32339",1.46007786574611,5.4974787768265,8.537912884516,6.36022532722852e-09,7.24114436419788e-08,10.2702724117468,"14284","Fosl2",TRUE,"Up","Fosl2",10.4252374557578
"G10090_19823",-0.792916768574238,3.26748451907313,-8.53720082369768,6.37032300178842e-09,7.2468753957547e-08,10.338453945505,"68603","Pmvk",FALSE,"Not_strict","Pmvk",5.66130616050105
"G10090_15948",1.91822514614822,3.6920149954952,8.53422704823885,6.41267209770020e-09,7.28925737809273e-08,10.3591992515089,"219148","Fam167a",TRUE,"Up","Fam167a",13.6909803985361
"G10090_10833",-0.912666084741075,4.97457834557385,-8.53248318020631,6.43764061292176e-09,7.31183133424788e-08,10.1924496368166,"79464","Lias",FALSE,"Not_strict","Lias",6.51276130103379
"G10090_8359",2.0955963598392,0.402857726353432,8.53174686940244,6.44821298144904e-09,7.31803140186497e-08,10.5624976269886,"13116","Cyp46a1",TRUE,"Up","Cyp46a1",14.9533493957105
"G10090_16466",4.14759073448876,0.031268024338825,8.52882472689294,6.49034682981218e-09,7.36001216176245e-08,10.4579773882222,"93735","Wnt16",TRUE,"Up","Wnt16",29.5852685087803
"G10090_11195",1.08186701813276,7.93228325297729,8.52599602336816,6.53140267707608e-09,7.39960687495498e-08,10.4326641399111,"16998","Ltbp3",TRUE,"Up","Ltbp3",7.71456797775779
"G10090_24046",-1.22479447514967,2.85081937407928,-8.52570757717044,6.53560414362595e-09,7.39960687495498e-08,10.3746910320479,"67993","Nudt12",TRUE,"Down","Nudt12",8.73375385232863
"G10090_7696",-1.60705316276597,3.13259154978799,-8.52484875566394,6.54813005434184e-09,7.40792800060759e-08,10.3428721842124,"76947","Ndufaf6",TRUE,"Down","Ndufaf6",11.4587763850792
"G10090_17480",-0.748832046132788,5.75616226539213,-8.52349436459333,6.56793395366598e-09,7.42446309722858e-08,10.2062513304432,"223978","Cpped1",FALSE,"Not_strict","Cpped1",5.33867447595791
"G10090_22333",1.14478424456809,4.29812083726042,8.52240176185655,6.58395479269732e-09,7.43669905590303e-08,10.2343547583552,"74012","Rap2b",TRUE,"Up","Rap2b",8.16073162447209
"G10090_859",1.82390564528369,-0.361974302436331,8.52164086261159,6.5951355572778e-09,7.44345307257118e-08,10.4909475969126,"21926","Tnf",TRUE,"Up","Tnf",13.0012108129395
"G10090_26288",1.53081883631675,1.77198553680599,8.5207454575473,6.6083177410685e-09,7.4524535218622e-08,10.5119107205242,"224171","Cip2a",TRUE,"Up","Cip2a",10.9112185276484
"G10090_27209",-2.40373394254246,-1.27357772729555,-8.52033411691447,6.6143825769406e-09,7.45341961091315e-08,10.3766314309013,"319149","H3c4",TRUE,"Down","H3c4",17.1329608426064
"G10090_30288",-0.789559580112047,3.684141563515,-8.51808480529815,6.64764779967424e-09,7.48501083093139e-08,10.2441056572276,"212090","Tmem60",FALSE,"Not_strict","Tmem60",5.62624963047241
"G10090_8583",0.854819919664154,3.06502149915455,8.51695005431454,6.66449484455342e-09,7.49808063839654e-08,10.3476523349272,"16348","Invs",FALSE,"Not_strict","Invs",6.09063457735332
"G10090_22079",-0.717422486898954,3.08037411384207,-8.51626029381281,6.67475676659427e-09,7.50372695103932e-08,10.3166300951974,"226539","Dars2",FALSE,"Not_strict","Dars2",5.11143647708651
"G10090_2485",0.989171807100339,4.25722082640656,8.51528037673864,6.68936339933132e-09,7.51424486717666e-08,10.2137814924267,"74055","Plce1",FALSE,"Not_strict","Plce1",7.04697336891844
"G10090_16323",-0.935679508640311,3.48943236168683,-8.51413617330445,6.70646042129633e-09,7.52754157562132e-08,10.2591563818256,"72355","Cdpf1",FALSE,"Not_strict","Cdpf1",6.66516966845147
"G10090_8886",2.97108828464395,0.0676808162982046,8.51314549475297,6.72129966514389e-09,7.53828522788983e-08,10.4789249884331,"54392","Ncapg",TRUE,"Up","Ncapg",21.1622520340833
"G10090_22594",-1.19680892207686,7.04708860806954,-8.51143553948381,6.7469922173905e-09,7.56117506836926e-08,10.3053251592001,"67956","Kmt5a",TRUE,"Down","Kmt5a",8.52296787112586
"G10090_18050",2.15136080581988,0.568060927624185,8.51055818768465,6.76021378913637e-09,7.57006412647344e-08,10.5219977090236,"15201","Hells",TRUE,"Up","Hells",15.3196261120948
"G10090_9064",-1.40005402030084,5.30536672695579,-8.50854494514725,6.79065372526873e-09,7.59260173509183e-08,10.153269884002,"66302","Rmdn1",TRUE,"Down","Rmdn1",9.96783773565725
"G10090_3954",2.09468179119516,0.0244711251320274,8.50852531835971,6.79095117106948e-09,7.59260173509183e-08,10.4903374879751,"19362","Rad51ap1",TRUE,"Up","Rad51ap1",14.9133161290325
"G10090_9061",2.6870144568088,0.268490831638909,8.50679624682773,6.81720797836836e-09,7.61600807013501e-08,10.4901141835152,"72391","Cdkn3",TRUE,"Up","Cdkn3",19.1269013956168
"G10090_31127",-1.42988228445296,10.4705685276087,-8.50534853048186,6.83927242456777e-09,7.63469794602101e-08,10.5144622339053,"11947","Atp5f1b",TRUE,"Down","Atp5f1b",10.1767698347197
"G10090_21737",0.860333780024917,2.89542949519313,8.50303366213469,6.87470547257335e-09,7.66827046126245e-08,10.3380453908937,"22751","Zfp90",FALSE,"Not_strict","Zfp90",6.12153516284875
"G10090_23594",1.6881246285921,1.26604247994251,8.50244672479421,6.88371947365968e-09,7.67234496787723e-08,10.5019400810494,"66329","Susd3",TRUE,"Up","Susd3",12.011128072179
"G10090_11664",-0.815816717482904,4.99476788629856,-8.5020408444863,6.88995995302639e-09,7.67274140397538e-08,10.1226673575355,"76130","Las1l",FALSE,"Not_strict","Las1l",5.80457627778539
"G10090_28727",0.522304103835229,6.44288450360504,8.50172643665026,6.89479801936436e-09,7.67274140397538e-08,10.2288844116749,"98238","Lrrc59",FALSE,"Not_strict","Lrrc59",3.71621952080856
"G10090_19599",1.72073052802051,2.2277130400108,8.50136242867254,6.90040368284444e-09,7.673012984086e-08,10.4367507497509,"80719","Igsf6",TRUE,"Up","Igsf6",12.243056326814
"G10090_16434",2.80962383480129,-0.736670062553974,8.50029762732761,6.91682832721655e-09,7.68530513903696e-08,10.3572958920279,"234396","Ankle1",TRUE,"Up","Ankle1",19.9886160987414
"G10090_32523",-0.766450914486333,5.93290879189089,-8.4990147214354,6.93667057312882e-09,7.70137258122937e-08,10.1657589424712,"66990","Tmem134",FALSE,"Not_strict","Tmem134",5.45209635849764
"G10090_11759",-2.80323280121436,2.52684044623458,-8.49684226416614,6.97040455849649e-09,7.72942555349528e-08,10.3944289009508,"18979","Pon1",TRUE,"Down","Pon1",19.9361789942305
"G10090_17195",-0.819574421655961,4.56862386118226,-8.4966922543653,6.97274012267654e-09,7.72942555349528e-08,10.1202466052342,"67563","Ciao3",FALSE,"Not_strict","Ciao3",5.82869263021897
"G10090_29590",-0.674818790725948,4.83281939315246,-8.4953016126346,6.99442987822199e-09,7.74746795566833e-08,10.1072959174637,"268882","Fbxo45",FALSE,"Not_strict","Fbxo45",4.79852859248351
"G10090_19738",2.98140933990075,-0.109329823127498,8.49469032952318,7.00398592770799e-09,7.75205279284061e-08,10.4240717541079,"70358","Steap1",TRUE,"Up","Steap1",21.1995593981418
"G10090_6037",1.12078522688935,2.7701800873356,8.49415261581954,7.01240296386343e-09,7.75537085130212e-08,10.3426486688997,"319468","Ppm1h",TRUE,"Up","Ppm1h",7.96922839683523
"G10090_16797",1.23081644166697,3.63263209916045,8.49379853813186,7.01795114564868e-09,7.75551342435354e-08,10.2405049908261,"56470","Rgs19",TRUE,"Up","Rgs19",8.75158423689004
"G10090_830",-1.30722086290521,3.60062148127816,-8.49263604295731,7.03619844400168e-09,7.76967869846513e-08,10.2029779298859,"229228","Nudt6",TRUE,"Down","Nudt6",9.29381344723321
"G10090_15626",-0.940412709713599,3.13515798383633,-8.49053502131955,7.06930114309208e-09,7.80021346636783e-08,10.2526058117713,"216792","Iba57",FALSE,"Not_strict","Iba57",6.68435339790536
"G10090_10939",1.82373566352655,2.08597345718399,8.48949974474409,7.08567122679206e-09,7.81225276784447e-08,10.4253846137117,"12615","Cenpa",TRUE,"Up","Cenpa",12.961697354835
"G10090_3767",-0.759784974272959,2.85978969901336,-8.48898227370013,7.09386820624584e-09,7.81526927633443e-08,10.2864811355084,"270035","Letm2",FALSE,"Not_strict","Letm2",5.3998344009186
"G10090_33218",1.440030627839,4.30752097383129,8.48746740924556,7.11792036380921e-09,7.83573525588258e-08,10.1693745435063,"14017","Evi2a",TRUE,"Up","Evi2a",10.2327427929814
"G10090_11040",1.48880829414495,5.71356562475642,8.48386363581731,7.17547609248325e-09,7.88982696447111e-08,10.1586107689389,"216848","Chd3",TRUE,"Up","Chd3",10.5749048506181
"G10090_5626",1.99229924384511,1.25588004636604,8.48370110558013,7.17808308835258e-09,7.88982696447111e-08,10.4639032075237,"381680","Nxpe5",TRUE,"Up","Nxpe5",14.1511670914759
"G10090_27946",-0.689754496274042,5.35560712863833,-8.48247420094268,7.1977941215284e-09,7.90542069633101e-08,10.0876216393438,"114301","Palmd",FALSE,"Not_strict","Palmd",4.8986881735208
"G10090_22096",-0.667523244658469,5.93640130613863,-8.4818962571452,7.20709841392057e-09,7.90956943263936e-08,10.1269330562055,"56209","Gde1",FALSE,"Not_strict","Gde1",4.74064805745952
"G10090_13577",-1.11815866603967,4.70218488331589,-8.47991258414982,7.23912750351838e-09,7.93482071530902e-08,10.0803045849859,"68117","Apool",TRUE,"Down","Apool",7.93944410388774
"G10090_30807",1.34335739640994,3.34189412308007,8.47978477368939,7.24119618069568e-09,7.93482071530902e-08,10.2487090082344,"56175","Bace2",TRUE,"Up","Bace2",9.53845932985199
"G10090_15371",1.71516957226987,0.624620734727502,8.47842043244817,7.26331658788201e-09,7.94450011160158e-08,10.4566911407563,"72269","Cda",TRUE,"Up","Cda",12.1775897748849
"G10090_31282",-1.38219152967195,5.57119404858131,-8.47839695933818,7.26369776972029e-09,7.94450011160158e-08,10.0980984085898,"66834","Acot13",TRUE,"Down","Acot13",9.8134678406114
"G10090_13278",-0.855809213249153,1.75588535172821,-8.47800308848076,7.27009693643569e-09,7.94450011160158e-08,10.3947195251762,"241624","Exd1",FALSE,"Not_strict","Exd1",6.07618843816299
"G10090_24778",1.32607141540027,2.29710887863307,8.47760518120181,7.2765675590593e-09,7.94450011160158e-08,10.3645731307179,"69938","Scrn1",TRUE,"Up","Scrn1",9.41501876550582
"G10090_3946",2.54431096366381,0.936863822563589,8.47753029013776,7.27778607107098e-09,7.94450011160158e-08,10.4553368658756,"18481","Pak3",TRUE,"Up","Pak3",18.0644384532988
"G10090_29256",2.28372110892534,4.16620993062184,8.47216241768729,7.36567166453503e-09,8.03430847493604e-08,10.1971382447711,"68797","Pdgfrl",TRUE,"Up","Pdgfrl",16.2031188741504
"G10090_1107",1.22801783123848,7.88133125330353,8.47051756032776,7.39281962520416e-09,8.05777925790531e-08,10.3065321321244,"16905","Lmna",TRUE,"Up","Lmna",8.71129402181301
"G10090_2692",1.54692345733738,2.33548389912343,8.469531966448,7.40913579892173e-09,8.0694172312305e-08,10.3500216938679,"70472","Atad2",TRUE,"Up","Atad2",10.9725722317325
"G10090_2560",-0.783820635039046,2.87372669744854,-8.46744199394026,7.44385700525574e-09,8.10106749826729e-08,10.2360689581104,"77613","Prss36",FALSE,"Not_strict","Prss36",5.55843091637916
