"","M131L","M131R","M137L","M137R","M140L","M140R","M146L","M146R","M150L","M150R","M154L","M154R","M157L","M157R","M161L","M161R","M166L","M166R","M169L","M169R","M173L","M173R","M176L","M176R"
"G10090_1701",1.45056813640954,1.50118458319592,1.40200367249022,0.932093796550046,1.4837230470534,1.19473845862649,1.45991381078235,1.24177269119019,1.57056731077807,1.58409438226751,1.54075178823323,1.60394321301936,2.14971575156623,1.54944676698399,1.41096879431894,1.42403178363981,1.90604427669242,1.19306099066111,0.582980730958934,1.26298555828932,1.31333515281641,1.67186404207911,1.07813282435293,1.17092700149449
"G10090_30770",5.56518347732324,5.83592291598268,5.27865703766824,6.35790813131689,5.11983381614148,5.94461768484383,5.72836701713066,6.03706375463341,5.16203892037278,5.84733653452558,4.96935541679136,5.19282928167662,5.86138545618598,5.85350279486443,5.41727253640361,5.67542627391773,5.14383703631956,6.16244370486266,5.44096172608651,5.5799145473872,5.26643170832277,5.91733014304098,5.28218699475448,5.52288668665711
"G10090_9804",-0.325759890027436,-0.985802757961936,0.255925413002277,-1.89475730113336,-0.550765329331886,-0.340471006897569,-0.234871967891557,-0.419947008515,-1.35319710339485,-0.0277097306722866,0.0213776291396468,-0.0387347855580786,-0.791940262202968,-0.0210886631018914,-1.49133453179393,-0.669627323574434,-1.11543545071804,-0.391901510060047,-0.2813641696835,-0.62363264229294,0.664500468928868,-0.00971664881067125,-0.819987561627854,-0.723579869658194
"G10090_14640",-1.79288590045473,-0.197306863155647,-1.42688441111702,-1.00167250504987,-1.80452192157767,-1.26891774587254,-2.21062442164488,-1.22140132913292,-2.63330502258758,-1.3194758550494,-0.826619277415303,-0.368042410811038,-1.19529595643418,-1.6948604307809,-1.97676135896417,-2.32673961005143,-2.05885192235167,-1.08377921469772,-5.56676638854575,-0.217007382830296,-0.817368538828185,0.132887746632129,-3.54245358609895,-1.9215192472701
"G10090_8650",-0.325759890027436,-2.86027187587808,-1.1512499685036,-3.47971980185451,-0.375678622773795,-2.76368243762211,-0.56292616557576,-2.26322150482755,-0.231206579016238,-1.65389489411996,-1.56358487158151,-0.368042410811038,-0.172212343321136,-1.6948604307809,-1.49133453179393,-2.56774770955522,0.306797549965013,-1.32478731420151,-0.612570078158873,-1.00550327763658,-1.76845893834724,-3.10657818806326,-0.654928315357358,-2.10209149291192
"G10090_4131",4.44045180717656,4.68833599874883,4.69041692469094,4.64440150997468,4.70327271862103,4.64184585888319,4.60443859554799,4.51582186614832,4.71542313164349,4.8019683451545,4.58345041434108,4.78638625430811,4.58097787036317,4.74966150618905,4.7736664950086,4.80175049945897,4.75344882231074,4.58137446348755,4.77641932690213,4.7948083674169,4.8744351339921,4.8261286993494,4.80006560356166,4.71297152428094
"G10090_20925",0.050388595857813,0.569715964866739,-0.248547169858511,1.34954989663153,-0.460567520360308,0.916437296139383,0.980517065707129,-0.242159889299717,-0.582678949517616,-0.751192095474871,-1.22254795374644,-0.699248319286411,-0.266849217459211,-0.0648100405312091,-0.526099949954603,-0.144536278830676,0.263076172535695,-0.303092243102191,0.700020152149153,0.0161917934627346,0.51447502492426,0.568986861438803,-0.0830219674616481,0.294798659656661
"G10090_10288",4.61366677577522,4.70314051423898,4.69604981552468,4.9218789733007,5.08065818944064,5.11947179983872,5.21741744360154,5.16470011455906,4.65639772690743,5.16003125627245,4.73751496604293,4.90780512319142,5.56961414844965,5.24954068762726,5.19303005341921,5.31651718189968,4.81363591332956,4.90789669667345,4.55012335405236,4.96724506705271,4.84426706350777,5.17261449641663,5.05327383709651,4.99574400506857
"G10090_5371",2.31440811271717,2.1347100493553,2.36410706473169,2.71010475702551,2.51184664796779,2.17349072492245,1.97524212366645,2.15314139191786,2.29404967558065,2.04654482402114,2.46616247181254,2.31809892427749,2.338347767002,2.04724846666126,2.27116615447942,2.17739181605669,2.24633290870112,2.26381376358299,3.05161911371286,2.23087337313556,2.12555036596455,2.20327707452353,2.21776736036756,2.34416473697764
"G10090_301",4.65005759539399,4.46265774285436,4.4192657611113,4.23550680734271,4.17978698070286,4.38143917281963,4.5557940583083,4.38656299694985,4.65868786575801,4.85802960111519,4.47057213915055,4.73779895975416,5.0871199333947,4.88938626985567,4.61519725195904,4.66543617350206,5.03431166878665,4.39153851390566,5.37207806892042,4.46086677092285,5.0328721960826,4.68422280533349,4.83345467697607,4.85288025153871
"G10090_4235",3.42571294772327,3.50313285498545,3.17381101586873,4.15275616006928,2.9503655805858,3.67018747460115,3.69466228826105,4.09122235846435,2.85854807374209,3.73692828197847,2.79161937818015,2.94274512647112,3.17017985412594,3.20053452598979,3.16347195754134,3.52164258026623,2.85909386176585,3.86083900214567,3.46940722400774,3.55928134114694,3.14801770609048,3.66160613671367,3.3475066135597,3.22223909219074
"G10090_16837",5.84373872008891,5.42974697105454,5.7707202944677,5.33360331822329,6.10560186420628,5.48726191494506,5.69906869053417,5.56332698246337,5.93057218372443,5.35927603965845,5.8143486330346,5.82481940190843,5.62652944843176,5.49072298332731,5.80765537561843,5.47714312009937,5.62603153568311,5.4417917864422,5.37940885217781,5.57535482475183,5.52370928969726,5.32015247816909,5.70119645579802,5.48136741721884
"G10090_14887",4.0753011658233,7.56773927177531,4.22152047934933,8.59628452826145,3.96874410990065,7.14879868496469,4.38531678681335,6.50398927578605,3.18504889841928,7.18599351176656,3.28106859189907,4.05218775768813,4.20034182463619,6.12501451834881,5.01343717374007,7.29404415371826,3.3361053822998,7.07983820971042,3.37281282576894,7.17606313024112,3.98820857026152,6.64663856111569,4.28663485790594,6.23924200114803
"G10090_668",3.60145068996068,3.25289147570361,3.99938034358507,2.5170562972712,4.08187814824307,2.98390026391812,3.64901389134547,2.8757278467109,4.13109269885836,3.19975368021158,4.35129851478054,4.04526003709706,3.97850205415534,3.25933587960597,3.82887504586714,3.23726327203408,4.13704076341718,2.86203974715122,4.47899327283693,3.1275221409942,4.10436982118765,3.09636187060702,3.79204318229147,3.55897398689502
"G10090_24476",9.446677531422,8.99481287810124,9.64122206474175,7.59145521895028,9.85283088565692,8.33345186997233,8.84171719974016,7.87067620352711,9.94866889702274,8.4863791817687,10.2213498227352,9.65748761108701,8.35215835062522,8.91691090990191,9.30968089000984,8.85894590104051,9.77850309187182,7.78302417244063,10.095317804172,8.73876996337606,9.48195792256568,8.06174571374595,9.27008474919308,9.30917231618588
