"timepoint","gene_id","sample_id","raw_value"
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M130L",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M130R",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M135L",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M135R",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M142L",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M142R",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M143L",NA
"1W","reviewed]SubName: Full=MHC class I H2-K-alpha-2 gene (haplotype bm9), partial exon 3 {ECO:0000313|EMBL:AAA39649.1}; Flags: Fragment;+++[Q31191_MOUSE|Unreviewed]SubName: Full=MHC class I H2-K gene (haplotype d) {ECO:0000313|EMBL:AAA39653.1}; Flags: Fragment;+++[Q31193_MOUSE|Unreviewed]SubName: Full=MHC class I H-2K gene (q haplotype), clone pH13 (exons 4-8) mRNA {ECO:0000313|EMBL:AAA39655.1}; Flags: Fragment;+++[Q31211_MOUSE|Unreviewed]SubName: Full=MHC class I H2 gene (haplotype k) {ECO:0000313|EMBL:AAA39700.1}; Flags: Fragment;+++[Q31290_MOUSE|Unreviewed]SubName: Full=Class I major histocompatibility antigen H-2Kd {ECO:0000313|EMBL:AAB30503.2}; Flags: Fragment;+++[Q31614_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80454.1};+++[Q31634_MOUSE|Unreviewed]SubName: Full=H2-K protein {ECO:0000313|EMBL:AAA80457.1};+++[Q3TVI9_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE35629.1};+++[Q3UBW0_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:BAE29854.1};+++[Q5KTQ2_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain H2-K {ECO:0000313|EMBL:BAD86735.1};+++[Q61642_MOUSE|Unreviewed]SubName: Full=H-2K-sm1 {ECO:0000313|EMBL:AAA37766.1};+++[Q61894_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39741.1};+++[Q61895_MOUSE|Unreviewed]SubName: Full=mRNA {ECO:0000313|EMBL:AAA39742.1};+++[Q61896_MOUSE|Unreviewed]SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:AAA39744.1};+++[Q64272_MOUSE|Unreviewed]SubName: Full=H-2K-s {ECO:0000313|EMBL:AAA37765.1}; SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAI51194.1}; SubName: Full=mRNA {ECO:0000313|EMBL:AAA39743.1};+++[Q66JU6_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH80756.1};+++[Q6RJ37_MOUSE|Unreviewed]SubName: Full=MHC class I heavy chain maturation peptide H-2K(D) {ECO:0000313|EMBL:AAR89506.1}; Flags: Fragment;+++[Q7TN03_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH54430.1}; Flags: Fragment;+++[Q8SNA4_MOUSE|Unreviewed]SubName: Full=MHC class Ia H2-K antigen {ECO:0000313|EMBL:AAL82455.1}; Flags: Fragment;+++[Q921P3_MOUSE|Unreviewed]SubName: Full=H2-K1 protein {ECO:0000313|EMBL:AAH11306.1};+++[W5XHY0_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12876.1};+++[W5XIK7_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12874.1}; Flags: Fragment;+++[W5XIT1_MOUSE|Unreviewed]SubName: Full=MHC class I antigen {ECO:0000313|EMBL:AHI12875.1}; Flags: Fragment;","M143R",NA
