"panel","timepoint","gene_id","ENTREZID","SYMBOL","label_final","logFC","AveExpr","t","P.Value","FDR","B","strict_DEG","direction","label_score","neg_log10_FDR","DEG_class"
"Figure1E","4W","G10090_20438","67530","Uqcrb","Uqcrb",-0.916563352827171,7.89863081294574,-5.01844418212837,3.44525675369017e-05,0.000186614815307712,2.29734264543059,FALSE,"Not_strict",3.41791412774992,3.72905388068075,"Not strict"
"Figure1E","4W","G10090_21063","12468","Cct7","Cct7",-0.358240367092337,6.75769462993803,-5.01807538558409,3.44856403938134e-05,0.000186723308577093,2.21415648342777,FALSE,"Not_strict",1.33580720596,3.7288014659043,"Not strict"
"Figure1E","4W","G10090_13241","214791","Sertad4","Sertad4",1.12786625548053,4.00585709454388,5.01707667055326,3.45753631825964e-05,0.000187138336227618,2.18341300679651,TRUE,"Up",4.20450182438707,3.72783723598124,"Up strict"
"Figure1E","4W","G10090_8776","19231","Ptma","Ptma",0.64375140122042,8.73987645703686,5.0169230371737,3.45891861319449e-05,0.000187142399344264,2.33636685930116,FALSE,"Not_strict",2.39979437410604,3.72782780675355,"Not strict"
"Figure1E","4W","G10090_4642","66492","Zmat2","Zmat2",-0.364510382828244,5.98246999994914,-5.01647202074099,3.46297977899906e-05,0.00018729134309086,2.14640853888458,FALSE,"Not_strict",1.35870599868406,3.72748229595502,"Not strict"
"Figure1E","4W","G10090_19736","74919","Slc35f6","Slc35f6",0.372076346177691,4.99038275937642,5.01502383538933,3.47605234157684e-05,0.000187927361487969,2.11047101273771,FALSE,"Not_strict",1.38636018056409,3.72600998371989,"Not strict"
"Figure1E","4W","G10090_6783","66713","Actr2","Actr2",0.44956841735543,6.24400008060313,5.01457935165399,3.48007456786006e-05,0.000188023244462151,2.16752142714296,FALSE,"Not_strict",1.67499682026524,3.72578845755746,"Not strict"
"Figure1E","4W","G10090_19443","22256","Ung","Ung",-0.79682592919243,2.14922282483815,-5.0145376002491,3.48045262520747e-05,0.000188023244462151,2.32798194716862,FALSE,"Not_strict",2.96880484966765,3.72578845755746,"Not strict"
"Figure1E","4W","G10090_9109","13636","Efna1","Efna1",0.480534348858149,3.96439445427043,5.01413850185326,3.48406852859074e-05,0.000188147586025292,2.16289508644619,FALSE,"Not_strict",1.79023136510487,3.72550134940163,"Not strict"
"Figure1E","4W","G10090_17704","27055","Fkbp9","Fkbp9",0.605174523860128,7.88574436241322,5.01390158442899,3.48621682809545e-05,0.00018819260977004,2.28675216731066,FALSE,"Not_strict",2.25451561897741,3.72539743510169,"Not strict"
"Figure1E","4W","G10090_26214","98660","Atp1a2","Atp1a2",-0.981247740909457,9.79711044848765,-5.01267125566802,3.49739451634121e-05,0.000188724839411763,2.35038151529821,FALSE,"Not_strict",3.6543343172227,3.72417093550272,"Not strict"
"Figure1E","4W","G10090_1070","19823","Rnf7","Rnf7",-0.49214743738693,6.18820044868753,-5.01208362198931,3.50274593867005e-05,0.000188942392079881,2.15128903304822,FALSE,"Not_strict",1.83259493884563,3.72367059061781,"Not strict"
"Figure1E","4W","G10090_24559","73230","Bmper","Bmper",1.21635139191132,3.97146948093854,5.01173485937878,3.50592591537803e-05,0.000189042694555751,2.17615306294223,TRUE,"Up",4.5290115495901,3.72344010103315,"Up strict"
"Figure1E","4W","G10090_21140","110959","Nudt19","Nudt19",-0.670959699357742,5.51174063865693,-5.0110577358912,3.51210813219836e-05,0.000189304744053282,2.10521216506703,FALSE,"Not_strict",2.49787460226389,3.72283850230485,"Not strict"
"Figure1E","4W","G10090_15794","17474","Clec4d","Clec4d",2.71456703957236,0.486504420014788,5.01084309352527,3.51407012728657e-05,0.000189339209417518,2.27424756235994,TRUE,"Up",10.1056800737196,3.7227594406037,"Up strict"
"Figure1E","4W","G10090_33316","23924","Katna1","Katna1",-0.287181587153494,4.23850993914595,-5.01046226131027,3.5175539347977e-05,0.000189400679517526,2.12316058253918,FALSE,"Not_strict",1.06906747977765,3.72261846720084,"Not strict"
"Figure1E","4W","G10090_15976","546071","Mast3","Mast3",0.793813316149441,3.99379376323458,5.01035194731334,3.5185637219732e-05,0.000189400679517526,2.15804154267917,FALSE,"Not_strict",2.95506411020785,3.72261846720084,"Not strict"
"Figure1E","4W","G10090_8408","13200","Ddost","Ddost",0.501359048544941,6.76587955519795,5.01020037114894,3.51995168786451e-05,0.000189400679517526,2.19730235240043,FALSE,"Not_strict",1.86636845281164,3.72261846720084,"Not strict"
"Figure1E","4W","G10090_27463","68034","Pabir1","Pabir1",-0.532030494283884,4.58956479201606,-5.01007139269284,3.52113316221156e-05,0.000189400679517526,2.10063051115044,FALSE,"Not_strict",1.98054654313518,3.72261846720084,"Not strict"
"Figure1E","4W","G10090_21301","103743","Tmem98","Tmem98",1.20681440509004,3.1825272444335,5.00999577860883,3.52182599102859e-05,0.000189400679517526,2.24637833294388,TRUE,"Up",4.49250959087218,3.72261846720084,"Up strict"
"Figure1E","4W","G10090_26316","75292","Prkd3","Prkd3",0.44188325001879,4.96614767441771,5.00968278782071,3.52469528725095e-05,0.000189483806730321,2.09848567549406,FALSE,"Not_strict",1.64487853791719,3.72242789887882,"Not strict"
"Figure1E","4W","G10090_1311","11861","Arl4a","Arl4a",-0.730318463545823,5.7201624347841,-5.0090716085808,3.53030495341941e-05,0.000189714135559881,2.11155201947308,FALSE,"Not_strict",2.7181725149324,3.72190030871628,"Not strict"
"Figure1E","4W","G10090_3447","80290","Gpr146","Gpr146",-0.513171615221122,5.80911693871823,-5.00817341582033,3.53856523296192e-05,0.000190086678705752,2.11366154184742,FALSE,"Not_strict",1.90953637539227,3.72104831747069,"Not strict"
"Figure1E","4W","G10090_10385","102216272","Ak6","Ak6",-0.75932766830779,4.3051811523262,-5.00802890452613,3.53989605114275e-05,0.000190086841215903,2.11387591774566,FALSE,"Not_strict",2.82549466063508,3.72104794618096,"Not strict"
"Figure1E","4W","G10090_3710","66046","Ndufb5","Ndufb5",-0.96515564598706,7.191088075642,-5.00784040269636,3.54163273802776e-05,0.000190092788030606,2.22277312813527,FALSE,"Not_strict",3.59137732108915,3.7210343596097,"Not strict"
"Figure1E","4W","G10090_9239","20397","Sgpl1","Sgpl1",0.777455558697654,5.68934847859852,5.00772867890644,3.54266246483416e-05,0.000190092788030606,2.11877165452776,FALSE,"Not_strict",2.89293884698353,3.7210343596097,"Not strict"
"Figure1E","4W","G10090_14446","239857","Cadm2","Cadm2",1.85820811325837,1.16285679830544,5.00712463162122,3.54823501016392e-05,0.000190320466112802,2.33182713398086,TRUE,"Up",6.91349024303703,3.72051450734127,"Up strict"
"Figure1E","4W","G10090_2747","74008","Arsg","Arsg",0.825635986692011,2.00423764025718,5.00688075712188,3.55048733126186e-05,0.000190369949941366,2.321783280093,FALSE,"Not_strict",3.07169744945273,3.7204016042951,"Not strict"
"Figure1E","4W","G10090_24816","547431","Btnl2","Btnl2",1.02346280552565,1.203025235754,5.00667533551234,3.55238563218659e-05,0.000190387665381053,2.33624740379832,TRUE,"Up",3.80765130273983,3.72036119161577,"Up strict"
"Figure1E","4W","G10090_9310","98170","Tmem132a","Tmem132a",0.836099828523157,3.57264791148101,5.00655722845976,3.55347752094282e-05,0.000190387665381053,2.18928266401835,FALSE,"Not_strict",3.11059335435415,3.72036119161577,"Not strict"
"Figure1E","4W","G10090_18477","21812","Tgfbr1","Tgfbr1",0.433219582861834,5.46183957329644,5.00601788765459,3.5584679632763e-05,0.000190517676242163,2.09660187178437,FALSE,"Not_strict",1.61160488805829,3.72006472424926,"Not strict"
"Figure1E","4W","G10090_16196","30939","Pttg1","Pttg1",-0.657855911358006,5.55595612891102,-5.00600733187287,3.55856570460704e-05,0.000190517676242163,2.09433336451233,FALSE,"Not_strict",2.44726656948176,3.72006472424926,"Not strict"
"Figure1E","4W","G10090_4454","218506","Mrps27","Mrps27",-0.538216775532427,4.54044752174399,-5.00574466394642,3.56099874871196e-05,0.000190576665744151,2.09193881871234,FALSE,"Not_strict",2.00212887812293,3.71993027557036,"Not strict"
"Figure1E","4W","G10090_1982","11518","Add1","Add1",0.400046266602687,7.2467390429996,5.00552480560598,3.56303654027348e-05,0.000190595203540121,2.22219830797213,FALSE,"Not_strict",1.48812731973391,3.71988803288063,"Not strict"
"Figure1E","4W","G10090_16205","242341","Atp6v0d2","Atp6v0d2",1.72520247046613,2.04600487312048,5.00542005792638,3.56400782255452e-05,0.000190595203540121,2.32434475190819,TRUE,"Up",6.41756002418306,3.71988803288063,"Up strict"
"Figure1E","4W","G10090_6618","18740","Pitx1","Pitx1",1.20595613086136,3.99900499310305,5.00495966411001,3.56828002018045e-05,0.000190752415119131,2.15731484222615,TRUE,"Up",4.48558995282846,3.71952995472945,"Up strict"
"Figure1E","4W","G10090_16489","16005","Igfals","Igfals",-1.0479602115253,3.49495826132095,-5.00453138963463,3.57225878661989e-05,0.000190886584914375,2.18081172965998,TRUE,"Down",3.8975993899186,3.71922459178642,"Down strict"
"Figure1E","4W","G10090_1321","68440","Dusp23","Dusp23",-0.724999727102858,4.98608477755828,-5.00428140537534,3.57458325627038e-05,0.000190886584914375,2.07706399321679,FALSE,"Not_strict",2.6964368140794,3.71922459178642,"Not strict"
"Figure1E","4W","G10090_18543","227094","Nemp2","Nemp2",0.658056140069551,2.14504096901605,5.0042591807885,3.57478998432131e-05,0.000190886584914375,2.30639433034958,FALSE,"Not_strict",2.44745857892273,3.71922459178642,"Not strict"
"Figure1E","4W","G10090_31724","52626","Cdkn2aipnl","Cdkn2aipnl",-0.609754097037202,5.19251886437314,-5.00352394696997,3.58163573670685e-05,0.000191180824782607,2.07556801788282,FALSE,"Not_strict",2.2674045543031,3.71855566911388,"Not strict"
"Figure1E","4W","G10090_15097","17463","Psmd7","Psmd7",-0.561395150864915,7.04367689074403,-5.00321678785791,3.58449958967916e-05,0.000191183585746852,2.19886009399148,FALSE,"Not_strict",2.08757559985967,3.71854939723552,"Not strict"
"Figure1E","4W","G10090_1495","22187","Ubb","Ubb",-0.394558122605257,10.0279011702916,-5.00307181008339,3.58585211487837e-05,0.000191183585746852,2.32862745673365,FALSE,"Not_strict",1.46718386898816,3.71854939723552,"Not strict"
"Figure1E","4W","G10090_20758","229595","Adamtsl4","Adamtsl4",0.700972349919432,5.67560966754703,5.00296210214725,3.58687594178532e-05,0.000191183585746852,2.10417391962697,FALSE,"Not_strict",2.60660030927167,3.71854939723552,"Not strict"
"Figure1E","4W","G10090_23620","21934","Tnfrsf11a","Tnfrsf11a",0.874891744042139,2.42875648278584,5.00289469507429,3.58750515015621e-05,0.000191183585746852,2.28667919692377,FALSE,"Not_strict",3.25332816745423,3.71854939723552,"Not strict"
"Figure1E","4W","G10090_21961","14228","Fkbp4","Fkbp4",-0.539854892719329,6.82633194501552,-5.00280262738787,3.58836473108265e-05,0.000191183585746852,2.18108499652874,FALSE,"Not_strict",2.00747708591611,3.71854939723552,"Not strict"
"Figure1E","4W","G10090_26158","68724","Arl8a","Arl8a",0.536056050056836,5.64168763031542,5.00239319162272,3.59218989444872e-05,0.000191316185003452,2.09743587309151,FALSE,"Not_strict",1.99318949033709,3.71824828789033,"Not strict"
"Figure1E","4W","G10090_16763","53620","Vamp5","Vamp5",-0.825589875745429,4.74725683755284,-5.00191722484325,3.59664177405225e-05,0.000191482051459026,2.07607406475635,FALSE,"Not_strict",3.06943742333483,3.71787192831479,"Not strict"
"Figure1E","4W","G10090_11368","232413","Clec12a","Clec12a",1.08059212431553,3.39191899274127,5.00125981590733,3.60279985928981e-05,0.000191738597715959,2.19988940988202,TRUE,"Up",4.01687478749361,3.71729045317444,"Up strict"
"Figure1E","4W","G10090_5259","64652","Nisch","Nisch",0.644418317615161,7.75531649920101,5.00076710458501,3.60742213039484e-05,0.000191867380279927,2.24618754655013,FALSE,"Not_strict",2.39530214818723,3.71699885417856,"Not strict"
"Figure1E","4W","G10090_16905","19063","Ppt1","Ppt1",0.612790466768011,5.89335457443758,5.00059008258749,3.60908428041661e-05,0.000191867380279927,2.10924231901424,FALSE,"Not_strict",2.27774146282824,3.71699885417856,"Not strict"
"Figure1E","4W","G10090_21381","229658","Vangl1","Vangl1",0.849225564359109,3.79755015882269,5.00057346019953,3.60924039601735e-05,0.000191867380279927,2.15249871414073,FALSE,"Not_strict",3.15657044966195,3.71699885417856,"Not strict"
"Figure1E","4W","G10090_8387","21855","Timm17b","Timm17b",-0.402032471575366,4.58318789466811,-5.00016562921073,3.61307282442197e-05,0.000191961007335409,2.07530638149834,FALSE,"Not_strict",1.49426905577921,3.71678697972804,"Not strict"
"Figure1E","4W","G10090_1596","67914","Coq9","Coq9",-1.01570473977281,7.40389131656495,-5.00010069502011,3.61368339458597e-05,0.000191961007335409,2.21898413070363,TRUE,"Down",3.77515815203564,3.71678697972804,"Down strict"
"Figure1E","4W","G10090_1565","19268","Ptprf","Ptprf",1.24720064125724,4.31218527006978,4.99923894472445,3.62179617384715e-05,0.00019232060098218,2.12093594590911,TRUE,"Up",4.63456539584306,3.71597419254946,"Up strict"
"Figure1E","4W","G10090_33746","268595","D430019H16Rik","D430019H16Rik",1.19611650787085,2.6582539314106,4.9983665118023,3.63002815898173e-05,0.000192686255557963,2.26293445365451,TRUE,"Up",4.44375136239309,3.71514926276136,"Up strict"
"Figure1E","4W","G10090_9289","15357","Hmgcr","Hmgcr",0.636497393974733,3.12718402823323,4.99726363012222,3.64046148275974e-05,0.000193168445467711,2.20605518010419,FALSE,"Not_strict",2.36399193941776,3.71406381517973,"Not strict"
"Figure1E","4W","G10090_25059","270076","Gcdh","Gcdh",-0.597461382528784,4.72101554904968,-4.99695097993248,3.64342464728399e-05,0.000193254046871129,2.06222480162566,FALSE,"Not_strict",2.21889474290639,3.7138714028927,"Not strict"
"Figure1E","4W","G10090_14092","80708","Pacsin3","Pacsin3",-0.949984671003284,7.26378838911251,-4.99661375105235,3.64662347387351e-05,0.000193352080192493,2.19977017855832,FALSE,"Not_strict",3.5279116670717,3.71365115117684,"Not strict"
"Figure1E","4W","G10090_32762","67164","Lipt2","Lipt2",-0.533865935492693,2.39868470770631,-4.99601869378653,3.65227484576045e-05,0.000193580032180328,2.26326223074318,FALSE,"Not_strict",1.9823186619684,3.71313944228144,"Not strict"
"Figure1E","4W","G10090_9793","54635","Pdgfc","Pdgfc",1.23433606297754,3.94002647863751,4.99548819455546,3.65732051444791e-05,0.00019376890450477,2.13908500670185,TRUE,"Up",4.58273914678976,3.71271591606504,"Up strict"
"Figure1E","4W","G10090_18566","14976","Pfdn6","Pfdn6",-0.506764052388303,4.58704525291477,-4.99535952932124,3.65854532604354e-05,0.00019376890450477,2.06310170453391,FALSE,"Not_strict",1.88147096299167,3.71271591606504,"Not strict"
"Figure1E","4W","G10090_9970","194309","Vps37d","Vps37d",1.06822880971957,0.566816581977164,4.99490232729933,3.66290093390731e-05,0.000193927846781868,2.28015553008742,TRUE,"Up",3.96564971665194,3.71235982457073,"Up strict"
"Figure1E","4W","G10090_887","218476","Gcnt4","Gcnt4",1.68838600539083,-1.04238154549369,4.99452312279619,3.66651743703578e-05,0.000194006911916863,2.01557997936782,TRUE,"Up",6.26759748409588,3.71218279711163,"Up strict"
"Figure1E","4W","G10090_3124","13350","Dgat1","Dgat1",-0.906568796792637,5.25359175156704,-4.99434184930628,3.66824752331962e-05,0.000194006911916863,2.0562560738406,FALSE,"Not_strict",3.36534909185182,3.71218279711163,"Not strict"
"Figure1E","4W","G10090_22886","11689","Alox5","Alox5",1.07574278903361,3.61445575429527,4.99431960938711,3.66845983905384e-05,0.000194006911916863,2.16103424753516,TRUE,"Up",3.99335387556746,3.71218279711163,"Up strict"
"Figure1E","4W","G10090_9458","432572","Specc1","Specc1",0.670127752772361,3.93175886705467,4.99341260875473,3.6771291402944e-05,0.000194393577446287,2.11688817399143,FALSE,"Not_strict",2.48705724999617,3.71131808779305,"Not strict"
"Figure1E","4W","G10090_6337","232288","Frmd4b","Frmd4b",0.58450552514221,4.82741407790643,4.9931413774293,3.67972562046178e-05,0.000194422100394441,2.06182773667727,FALSE,"Not_strict",2.16924868411068,3.71125436937983,"Not strict"
"Figure1E","4W","G10090_19311","17701","Msx1","Msx1",0.833684248338235,3.25396612658358,4.99301120326251,3.68097242334036e-05,0.000194422100394441,2.18676308678259,FALSE,"Not_strict",3.09401430932841,3.71125436937983,"Not strict"
"Figure1E","4W","G10090_21944","320790","Chd7","Chd7",-0.725762664652048,4.5095896436804,-4.99293078228448,3.68174290422834e-05,0.000194422100394441,2.0621205073907,FALSE,"Not_strict",2.69348986032266,3.71125436937983,"Not strict"
"Figure1E","4W","G10090_11347","338337","Cog3","Cog3",0.370852235167287,4.29240930326414,4.99255918543924,3.68530512732076e-05,0.000194538452074941,2.08009771225851,FALSE,"Not_strict",1.37623062136906,3.71099454408913,"Not strict"
"Figure1E","4W","G10090_30453","15900","Irf8","Irf8",0.527013330036476,3.6428427775212,4.99166416753855,3.69389921569924e-05,0.000194920240220974,2.13764120214168,FALSE,"Not_strict",1.95529485004958,3.71014306206306,"Not strict"
"Figure1E","4W","G10090_29725","60363","Cldn15","Cldn15",-0.815208025857894,2.01907348965206,-4.99068762723501,3.70329905779987e-05,0.000195286650151997,2.27685436583684,FALSE,"Not_strict",3.02387350303472,3.70932744418519,"Not strict"
"Figure1E","4W","G10090_4915","214580","Pstk","Pstk",-0.784094154623674,3.53237009546388,-4.99059512476851,3.70419069947123e-05,0.000195286650151997,2.13911969604109,FALSE,"Not_strict",2.90846196657078,3.70932744418519,"Not strict"
"Figure1E","4W","G10090_14402","16182","Il18r1","Il18r1",0.975038640724841,-0.944233042055769,4.99040636734384,3.7060108224408e-05,0.000195286650151997,2.0540032583907,FALSE,"Not_strict",3.61673758918168,3.70932744418519,"Not strict"
"Figure1E","4W","G10090_24567","26572","Cops3","Cops3",-0.619488797824594,6.39595452746656,-4.99037644410525,3.70629944441867e-05,0.000195286650151997,2.11389913027186,FALSE,"Not_strict",2.29788679913606,3.70932744418519,"Not strict"
"Figure1E","4W","G10090_3012","171463","Il17rd","Il17rd",0.630801700955764,3.96506590341316,4.98976473995855,3.71220453348763e-05,0.000195496551029331,2.10434156778433,FALSE,"Not_strict",2.33955576437207,3.70886090006935,"Not strict"
"Figure1E","4W","G10090_8930","17878","Myf6","Myf6",-1.20540690064129,5.44762689390297,-4.98968093657276,3.71301426549841e-05,0.000195496551029331,2.05400507446853,TRUE,"Down",4.47068652246225,3.70886090006935,"Down strict"
"Figure1E","4W","G10090_3573","246707","Emilin2","Emilin2",1.24104812601748,5.96135285591589,4.98895590213901,3.72002716354134e-05,0.000195793782622271,2.09763579124318,TRUE,"Up",4.60205603004189,3.70820110321578,"Up strict"
"Figure1E","4W","G10090_16090","320706","Mtcl2","Mtcl2",1.10407464053501,5.7038752219711,4.98850137368357,3.72443037388532e-05,0.00019595349221809,2.07929817028574,TRUE,"Up",4.09373983514359,3.70784699226482,"Up strict"
"Figure1E","4W","G10090_17766","99982","Kdm1a","Kdm1a",0.282275326469419,5.03078583996219,4.98744199518987,3.73471335151759e-05,0.000196422323072468,2.03827849593752,FALSE,"Not_strict",1.04634076492206,3.70680915689391,"Not strict"
"Figure1E","4W","G10090_12825","56615","Mgst1","Mgst1",-0.995094139750136,6.88435428260188,-4.9871374690135,3.7376745421844e-05,0.000196505871266661,2.14727865143546,FALSE,"Not_strict",3.68844028745805,3.70662446910219,"Not strict"
"Figure1E","4W","G10090_32353","15242","Hhex","Hhex",0.575541063125322,2.41161401442815,4.98674511849925,3.74149320675505e-05,0.000196634422716245,2.24417889432284,FALSE,"Not_strict",2.13315112433055,3.70634045249011,"Not strict"
"Figure1E","4W","G10090_30436","330695","Ctxn1","Ctxn1",1.41506997491021,0.851819972743533,4.98633776398252,3.74546204795566e-05,0.000196750068149205,2.27381547301282,TRUE,"Up",5.24436976155728,3.70608510854034,"Up strict"
"Figure1E","4W","G10090_5510","231130","Tnip2","Tnip2",0.683968939322815,3.5396489536897,4.98623721510871,3.74644234265671e-05,0.000196750068149205,2.13786393716192,FALSE,"Not_strict",2.53484710072842,3.70608510854034,"Not strict"
"Figure1E","4W","G10090_5481","56807","Scamp5","Scamp5",0.821564740792721,3.50614393181964,4.98545518035635,3.75407554035453e-05,0.000197078641128403,2.14239133975612,FALSE,"Not_strict",3.04419349015429,3.70536044087892,"Not strict"
"Figure1E","4W","G10090_12202","66399","Tsfm","Tsfm",-0.409767841122757,3.28055735894984,-4.98530011946014,3.75559089593865e-05,0.000197085921063995,2.15047185413767,FALSE,"Not_strict",1.51833097485779,3.7053443986663,"Not strict"
"Figure1E","4W","G10090_7685","268996","Ss18","Ss18",0.525288482155148,5.64849686413297,4.9839937808189,3.76838169594949e-05,0.00019768469167905,2.05062975233383,FALSE,"Not_strict",1.94568269984332,3.70402696031063,"Not strict"
"Figure1E","4W","G10090_25203","100504715","Tmppe","Tmppe",0.745573857898173,3.39807435694371,4.98276332525001,3.7804695075535e-05,0.000198187601539992,2.14459212850677,FALSE,"Not_strict",2.76080297290744,3.70292351812112,"Not strict"
"Figure1E","4W","G10090_24652","66209","Inip","Inip",0.446878189834512,3.28639505083594,4.98273611915102,3.78073721574266e-05,0.000198187601539992,2.15025913492112,FALSE,"Not_strict",1.65475575887361,3.70292351812112,"Not strict"
"Figure1E","4W","G10090_19330","100043497","Nat8f7","Nat8f7",1.35668066931572,0.158919542761294,4.9823024047529,3.78500754000866e-05,0.000198338828487423,2.20806832287932,TRUE,"Up",5.0232353404919,3.70259225630857,"Up strict"
"Figure1E","4W","G10090_15757","19222","Ptgir","Ptgir",0.841894478014266,3.7878373283112,4.98132992956501,3.79460008314081e-05,0.000198768733224456,2.10457812521182,FALSE,"Not_strict",3.11640031946496,3.70165193007971,"Not strict"
"Figure1E","4W","G10090_1501","73225","Fam118a","Fam118a",0.463195761751962,3.06355600840164,4.97999395945378,3.8078179781787e-05,0.000199388157189489,2.16634581307574,FALSE,"Not_strict",1.71396357389128,3.7003006405078,"Not strict"
"Figure1E","4W","G10090_14743","20667","Sox12","Sox12",0.76880309339147,2.58580765901497,4.97978311447158,3.80990826820167e-05,0.000199396767891653,2.21508964415095,FALSE,"Not_strict",2.84478816009598,3.70028188563417,"Not strict"
"Figure1E","4W","G10090_78","58235","Nectin1","Nectin1",1.06064320143283,2.90052775778458,4.97969642100327,3.8107680703518e-05,0.000199396767891653,2.19244952905369,TRUE,"Up",3.92467882538295,3.70028188563417,"Up strict"
"Figure1E","4W","G10090_1606","225182","Rbbp8","Rbbp8",0.696851440444206,2.88481354897301,4.97939896169797,3.8137196720672e-05,0.000199478300421316,2.18611504136162,FALSE,"Not_strict",2.57842303959547,3.7001043406782,"Not strict"
"Figure1E","4W","G10090_26172","98766","Ubac1","Ubac1",-0.910380378220519,7.20760949866111,-4.97916078395706,3.81608469511296e-05,0.000199529103342721,2.15145502290953,FALSE,"Not_strict",3.3684017087224,3.6999937491035,"Not strict"
"Figure1E","4W","G10090_24869","58230","Rnf8","Rnf8",-0.390759441900875,4.06956825708758,-4.97848848903527,3.82276830121164e-05,0.000199687507835193,2.05543773824752,FALSE,"Not_strict",1.44567281876462,3.69964910312097,"Not strict"
"Figure1E","4W","G10090_9494","21939","Cd40","Cd40",0.932693012340204,1.44061245604202,4.97845103472582,3.82314099794843e-05,0.000199687507835193,2.26920706187338,FALSE,"Not_strict",3.45063686659163,3.69964910312097,"Not strict"
"Figure1E","4W","G10090_6289","12258","Serping1","Serping1",1.00514915515707,9.42616628817806,4.97843517550651,3.82329881933686e-05,0.000199687507835193,2.26199785281951,TRUE,"Up",3.71869917037967,3.69964910312097,"Up strict"
"Figure1E","4W","G10090_19891","27395","Mrpl15","Mrpl15",-0.662707457446635,5.57094816454427,-4.97807679442562,3.82686695661817e-05,0.000199800975021684,2.02380082674264,FALSE,"Not_strict",2.45162155643091,3.69940239676317,"Not strict"
"Figure1E","4W","G10090_13984","64898","Lpin2","Lpin2",0.675913916873898,3.06256741209877,4.97731959640906,3.83441682145177e-05,0.000200122169944964,2.16288879849833,FALSE,"Not_strict",2.50000604647346,3.69870479666403,"Not strict"
"Figure1E","4W","G10090_8546","75624","Metap1","Metap1",-0.621610128397343,5.82710407049711,-4.97595558920867,3.84805481464851e-05,0.000200760760665117,2.03304353043519,FALSE,"Not_strict",2.29829228564515,3.69732116748272,"Not strict"
"Figure1E","4W","G10090_14185","240332","Slc6a7","Slc6a7",1.90969985752516,2.74360188982272,4.97525272400437,3.85510140102788e-05,0.000200989929081357,2.21459381658643,TRUE,"Up",7.05982751840423,3.69682570304702,"Up strict"
"Figure1E","4W","G10090_15121","240913","Adamts4","Adamts4",2.13797373261418,1.13971779493903,4.97510104198306,3.85662379060337e-05,0.000200989929081357,2.25225454155856,TRUE,"Up",7.90371624716749,3.69682570304702,"Up strict"
"Figure1E","4W","G10090_25228","14679","Gnai3","Gnai3",0.642745404043431,5.58490792192336,4.97509751184981,3.85665922874048e-05,0.000200989929081357,2.02714832009876,FALSE,"Not_strict",2.3761177301831,3.69682570304702,"Not strict"
"Figure1E","4W","G10090_14082","214917","Antkmt","Antkmt",-0.42033729541167,4.22673711623262,-4.97465810690931,3.86107286096083e-05,0.000201146721533898,2.03287793057447,FALSE,"Not_strict",1.5537713655687,3.6964870415483,"Not strict"
"Figure1E","4W","G10090_1760","16328","Cep250","Cep250",0.865332875513639,4.45400168724523,4.97404711062291,3.86721848480395e-05,0.000201389377038608,2.03548542517434,FALSE,"Not_strict",3.19823867263019,3.69596344150429,"Not strict"
"Figure1E","4W","G10090_24049","97212","Hadha","Hadha",-0.624593037618787,8.105398121871,-4.97391543678609,3.86854419430129e-05,0.000201389377038608,2.19779972648552,FALSE,"Not_strict",2.30847303285715,3.69596344150429,"Not strict"
"Figure1E","4W","G10090_6815","18747","Prkaca","Prkaca",-0.478213861820383,6.67890613577757,-4.97350572372821,3.87267215900709e-05,0.000201530987380391,2.0949503350431,FALSE,"Not_strict",1.76731496416271,3.6956581673212,"Not strict"
"Figure1E","4W","G10090_4429","76563","Qrsl1","Qrsl1",-0.690393420542086,3.44301482146973,-4.97244330297304,3.88339693849644e-05,0.000201951701370987,2.10176164252954,FALSE,"Not_strict",2.55083280527982,3.69475248370262,"Not strict"
"Figure1E","4W","G10090_15626","216792","Iba57","Iba57",-0.631539262230155,3.22967928957243,-4.97242538680428,3.88357805165079e-05,0.000201951701370987,2.12405843835751,FALSE,"Not_strict",2.33338125768058,3.69475248370262,"Not strict"
"Figure1E","4W","G10090_11166","100503572","Bbip1","Bbip1",-0.628899697360301,4.62993367967883,-4.97213449161048,3.88651987558685e-05,0.000202031294622009,2.00248450990799,FALSE,"Not_strict",2.32352109488932,3.69458135318224,"Not strict"
"Figure1E","4W","G10090_10340","23849","Klf6","Klf6",0.515523971604284,6.49432262267565,4.97143125372551,3.89364096891951e-05,0.000202328000403092,2.07781377415176,FALSE,"Not_strict",1.90431668720803,3.69394401056055,"Not strict"
"Figure1E","4W","G10090_14214","104130","Ndufb11","Ndufb11",-0.806300190531539,7.50673815635819,-4.97118894731005,3.89609763390938e-05,0.0002023821978485,2.15274405351909,FALSE,"Not_strict",2.97833397185918,3.69382769201104,"Not strict"
"Figure1E","4W","G10090_12444","75744","Svip","Svip",-1.15363351915349,4.29170952387933,-4.97031160383748,3.90500575753131e-05,0.000202719947738649,2.02378681890936,TRUE,"Down",4.26048800394084,3.69310351442205,"Down strict"
"Figure1E","4W","G10090_28783","52064","Coq5","Coq5",-0.798252719574316,5.59606573760808,-4.97026969455581,3.90543179563561e-05,0.000202719947738649,2.00612441853472,FALSE,"Not_strict",2.94802992405687,3.69310351442205,"Not strict"
