"panel","timepoint","gene_id","ENTREZID","SYMBOL","label_final","logFC","AveExpr","t","P.Value","FDR","B","strict_DEG","direction","label_score","neg_log10_FDR","DEG_class"
"Figure1E","4W","G10090_5570","110920","Hspa13","Hspa13",0.23183991191324,4.45287341066072,2.72567585074227,0.0114836335757886,0.020065873095446,-3.45093123041775,FALSE,"Not_strict",0.39355797354461,1.69754193873179,"Not strict"
"Figure1E","4W","G10090_10638","22413","Wnt2","Wnt2",-0.74121412845789,1.11212559401895,-2.72542005908685,0.0114904776653633,0.0200753817741446,-2.95218763249856,FALSE,"Not_strict",1.25808956253198,1.6973361869794,"Not strict"
"Figure1E","4W","G10090_14685","70951","Spata1","Spata1",-0.36260744994115,1.01745481600084,-2.7248839736989,0.0115048338775993,0.0200980112009411,-2.94108684114212,FALSE,"Not_strict",0.615289333177217,1.69684691607157,"Not strict"
"Figure1E","4W","G10090_1946","26382","Fgd2","Fgd2",0.531437192408748,3.18867016721849,2.72411068876996,0.0115255719346671,0.0201317763343344,-3.28232402317833,FALSE,"Not_strict",0.901380136521287,1.69611790329496,"Not strict"
"Figure1E","4W","G10090_11335","231600","Chfr","Chfr",0.153813347201567,4.63848004211224,2.72405842731298,0.0115269747563942,0.0201317763343344,-3.46795807782372,FALSE,"Not_strict",0.260885571954302,1.69611790329496,"Not strict"
"Figure1E","4W","G10090_5263","243547","Grip2","Grip2",-0.326028982333166,3.80344070252144,-2.72357282422588,0.0115400171749426,0.0201520963498998,-3.3904660386502,FALSE,"Not_strict",0.552840749477488,1.69567976908429,"Not strict"
"Figure1E","4W","G10090_7550","19708","Dpf2","Dpf2",-0.204945519672018,6.16627841925569,-2.72322955305181,0.0115492451847385,0.020164701903255,-3.41228180519409,FALSE,"Not_strict",0.347466313339945,1.69540819382638,"Not strict"
"Figure1E","4W","G10090_18268","104110","Adcy4","Adcy4",0.397426591064254,4.36064692392538,2.72319952370256,0.0115500527805735,0.020164701903255,-3.44472178466904,FALSE,"Not_strict",0.673800298934822,1.69540819382638,"Not strict"
"Figure1E","4W","G10090_29368","68514","Micu2","Micu2",-0.210388694486463,5.96162933049026,-2.72289486557357,0.0115582491214956,0.0201765509600452,-3.43461627547347,FALSE,"Not_strict",0.356641041636436,1.69515307135186,"Not strict"
"Figure1E","4W","G10090_16799","57247","Zfp276","Zfp276",0.273344096544723,4.27223196274112,2.7224572658278,0.0115700316123383,0.0201946564938106,-3.44154325820464,FALSE,"Not_strict",0.463253605875836,1.69476352967455,"Not strict"
"Figure1E","4W","G10090_3216","381853","Gipr","Gipr",-0.733317019869926,-0.138001407322949,-2.72157026972156,0.0115939488671739,0.0202339353873536,-2.81436318856286,FALSE,"Not_strict",1.24218010315769,1.69391964116423,"Not strict"
"Figure1E","4W","G10090_18899","60596","Gucy1a1","Gucy1a1",0.310909577967002,4.40868655331671,2.72137830434541,0.0115991311985844,0.0202392538727104,-3.45485557973705,FALSE,"Not_strict",0.526620353771827,1.69380550195761,"Not strict"
"Figure1E","4W","G10090_2923","234023","Arglu1","Arglu1",-0.182328838101448,5.53398109824029,-2.72132405410918,0.0116005961421775,0.0202392538727104,-3.47224144119088,FALSE,"Not_strict",0.308829589141772,1.69380550195761,"Not strict"
"Figure1E","4W","G10090_12697","66244","Nemf","Nemf",-0.265904335893476,5.09344069912057,-2.72130030199822,0.0116012375858802,0.0202392538727104,-3.48893112916631,FALSE,"Not_strict",0.450390227130754,1.69380550195761,"Not strict"
"Figure1E","4W","G10090_2925","72727","B3gat3","B3gat3",-0.144091006247774,5.25360960746063,-2.72104956819729,0.0116080108754607,0.0202476339897208,-3.48545701114943,FALSE,"Not_strict",0.244036233969521,1.6936257183872,"Not strict"
"Figure1E","4W","G10090_6350","15387","Hnrnpk","Hnrnpk",0.14817235402355,7.95524963930623,2.72101778302907,0.0116088697811978,0.0202476339897208,-3.20293236562727,FALSE,"Not_strict",0.250948509528258,1.6936257183872,"Not strict"
"Figure1E","4W","G10090_18124","70568","Cpne3","Cpne3",0.258192495163366,4.37764226321625,2.72084649525014,0.0116134993853053,0.0202503487638368,-3.45459315862587,FALSE,"Not_strict",0.43726641666801,1.69356749270089,"Not strict"
"Figure1E","4W","G10090_3132","76816","Sdccag8","Sdccag8",-0.218060491148533,3.72177805654038,-2.7208229181235,0.0116141367689774,0.0202503487638368,-3.38484668089037,FALSE,"Not_strict",0.369300159251546,1.69356749270089,"Not strict"
"Figure1E","4W","G10090_27324","259279","Tubgcp3","Tubgcp3",0.131341740360531,4.66581892409076,2.72080319980685,0.0116146698588896,0.0202503487638368,-3.47673177740135,FALSE,"Not_strict",0.222436101909357,1.69356749270089,"Not strict"
"Figure1E","4W","G10090_15307","13840","Epha6","Epha6",0.497059184365955,-0.738978067278154,2.72062795046914,0.0116194087818175,0.0202539739789327,-2.76932373972163,FALSE,"Not_strict",0.841764635015934,1.69348975231125,"Not strict"
"Figure1E","4W","G10090_27322","97863","Fam8a1","Fam8a1",-0.186239200486803,5.89962948872396,-2.72062166898217,0.0116195786734405,0.0202539739789327,-3.44539260593893,FALSE,"Not_strict",0.315394177503042,1.69348975231125,"Not strict"
"Figure1E","4W","G10090_10104","26896","Med14","Med14",-0.42062180875617,4.92051362707419,-2.72015962502534,0.0116320817043599,0.0202732994496733,-3.49106378058465,FALSE,"Not_strict",0.712144506412949,1.69307556476648,"Not strict"
"Figure1E","4W","G10090_1994","69786","Tprkb","Tprkb",-0.148389894447189,4.77441535136779,-2.71949667288231,0.0116500434535253,0.0203021329373911,-3.48793176178008,FALSE,"Not_strict",0.25114371336224,1.69245833281202,"Not strict"
"Figure1E","4W","G10090_17767","213956","Fam83f","Fam83f",-0.652388376413365,-0.789267253656325,-2.71869215965462,0.0116718756117321,0.0203377034149898,-2.772242189366,FALSE,"Not_strict",1.10364417049808,1.69169809027803,"Not strict"
"Figure1E","4W","G10090_13773","70470","Rprd1b","Rprd1b",-0.279674798353532,5.2645104200241,-2.71855017385567,0.011675732684692,0.0203419482918402,-3.49138337634436,FALSE,"Not_strict",0.473099973584072,1.69160745397601,"Not strict"
"Figure1E","4W","G10090_29596","66645","Pspc1","Pspc1",0.171652993356093,3.46553393342338,2.71808531025837,0.0116883691812069,0.0203614861521243,-3.34834338106708,FALSE,"Not_strict",0.29029791624742,1.69119052672271,"Not strict"
"Figure1E","4W","G10090_7281","235050","Zfp810","Zfp810",0.45708293483309,2.17152657409977,2.71781294567625,0.0116957789019169,0.0203717429997992,-3.1246558399386,FALSE,"Not_strict",0.772914358235203,1.69097181131351,"Not strict"
"Figure1E","4W","G10090_4591","73122","Tgfbrap1","Tgfbrap1",0.173533317778715,5.51229132555585,2.71776428956646,0.0116971030635896,0.0203717429997992,-3.47740796749563,FALSE,"Not_strict",0.293439948687516,1.69097181131351,"Not strict"
"Figure1E","4W","G10090_7361","99712","Cept1","Cept1",-0.199919825434553,5.17436804259316,-2.71770945297804,0.011698595594034,0.0203718640705743,-3.49513206247207,FALSE,"Not_strict",0.338058273332169,1.69096923027696,"Not strict"
"Figure1E","4W","G10090_6432","208080","Ubap1l","Ubap1l",-0.442337201445116,-0.257823351048759,-2.71750556091879,0.0117041466541719,0.0203790517515356,-2.81253438072698,FALSE,"Not_strict",0.74791082990449,1.6908160278201,"Not strict"
"Figure1E","4W","G10090_30413","18671","Abcb1a","Abcb1a",-0.21242205743586,3.88586129310749,-2.71737141469561,0.011707800200063,0.020382245972535,-3.41415569155663,FALSE,"Not_strict",0.359152160620798,1.69074796165762,"Not strict"
"Figure1E","4W","G10090_106","14588","Gfra4","Gfra4",-0.432948836229065,2.01442371913078,-2.71733366067532,0.0117088286447421,0.020382245972535,-3.10756770014129,FALSE,"Not_strict",0.732007362356329,1.69074796165762,"Not strict"
"Figure1E","4W","G10090_16688","207352","Sec23ip","Sec23ip",0.185029509215134,5.09497072107418,2.71723067793619,0.0117116343948523,0.0203842795797417,-3.49242111318995,FALSE,"Not_strict",0.312830248426582,1.69070463275593,"Not strict"
"Figure1E","4W","G10090_6793","56406","Ncoa6","Ncoa6",0.272801787893637,5.17230743648541,2.71718626415619,0.0117128446369765,0.0203842795797417,-3.48975605690393,FALSE,"Not_strict",0.461227246615872,1.69070463275593,"Not strict"
"Figure1E","4W","G10090_25734","67405","Nts","Nts",0.739332631220798,-0.655472810735885,2.71683415472062,0.0117224435145347,0.0203985050874047,-2.78069856759731,FALSE,"Not_strict",1.24976910625945,1.69040165885254,"Not strict"
"Figure1E","4W","G10090_10232","110385","Pde4c","Pde4c",-0.594098312375986,0.918747355379806,-2.71655855235053,0.0117299618850869,0.0204091072371055,-2.94453069525278,FALSE,"Not_strict",1.00413070468403,1.69017599236765,"Not strict"
"Figure1E","4W","G10090_11036","12824","Col2a1","Col2a1",3.39164332682076,3.68061461963898,2.7165054898934,0.0117314099370579,0.0204091462703756,-3.21297358203192,TRUE,"Up",5.73247130854866,1.69017516176211,"Up strict"
"Figure1E","4W","G10090_15993","69136","Tusc1","Tusc1",0.377454836304983,2.09022900305807,2.71612603978391,0.0117417698664334,0.0204222624287865,-3.11624193008394,FALSE,"Not_strict",0.637859473676504,1.68989614736613,"Not strict"
"Figure1E","4W","G10090_10010","16643","Klrd1","Klrd1",0.622286828300884,-1.05581402970209,2.71610859802663,0.0117422462762831,0.0204222624287865,-2.76117988108065,FALSE,"Not_strict",1.05160011370235,1.68989614736613,"Not strict"
"Figure1E","4W","G10090_10052","100039177","Mup16","Mup16",-1.45354843029502,3.99604530152654,-2.71607262704441,0.0117432288567875,0.0204222624287865,-3.41554224033491,TRUE,"Down",2.45634589236563,1.68989614736613,"Down strict"
"Figure1E","4W","G10090_10759","12298","Cacnb4","Cacnb4",-0.52784343958246,1.45257226023125,-2.71565677187918,0.011754593934697,0.0204395441235421,-3.02219446447843,FALSE,"Not_strict",0.891806690311257,1.68952879478184,"Not strict"
"Figure1E","4W","G10090_20045","67510","Tvp23b","Tvp23b",0.315972074818565,3.68587697115226,2.71506076480197,0.0117709004810405,0.0204654130782822,-3.38474463924378,FALSE,"Not_strict",0.533670352213251,1.68897948503738,"Not strict"
"Figure1E","4W","G10090_9315","18632","Pex11b","Pex11b",-0.135694161589344,4.49570026578002,-2.71480624146838,0.0117778706255998,0.0204750450365618,-3.48295319349776,FALSE,"Not_strict",0.229156925961731,1.68877513429972,"Not strict"
"Figure1E","4W","G10090_3838","16553","Kif13a","Kif13a",-0.391634383441443,6.41272338529948,-2.7134608930954,0.0118147775817259,0.020536711493442,-3.40467792840936,FALSE,"Not_strict",0.66087091975733,1.68746909796326,"Not strict"
"Figure1E","4W","G10090_19856","57230","Sap30bp","Sap30bp",0.168041243438043,4.17459512776856,2.71320312851325,0.0118218612325208,0.0205465297322773,-3.45367010722977,FALSE,"Not_strict",0.283529523668403,1.68726151906237,"Not strict"
"Figure1E","4W","G10090_12740","14428","Galr2","Galr2",0.457473328362209,2.12599900044272,2.71214371918109,0.0118510168734222,0.0205947023015188,-3.12994598289137,FALSE,"Not_strict",0.771411875353267,1.68624448143236,"Not strict"
"Figure1E","4W","G10090_10529","69207","Srsf11","Srsf11",0.182003705140119,6.79631513441503,2.71172388231086,0.011862589738686,0.0206123115304077,-3.36054102681626,FALSE,"Not_strict",0.3068351874191,1.68587330232029,"Not strict"
"Figure1E","4W","G10090_11721","213522","Plekhg6","Plekhg6",0.688350502747908,-0.656724993958298,2.71041576190503,0.0118987163800246,0.0206725756913145,-2.79322165588528,FALSE,"Not_strict",1.15959898039177,1.6846054092539,"Not strict"
"Figure1E","4W","G10090_3975","101214","Tra2a","Tra2a",0.201620330711905,5.44104871694191,2.70997738796297,0.0119108461495633,0.0206888461410066,-3.49738260128578,FALSE,"Not_strict",0.339581810277837,1.68426373014468,"Not strict"
"Figure1E","4W","G10090_5461","68682","Slc44a2","Slc44a2",-0.363293119206161,8.05017422078835,-2.70997285515108,0.011910971632731,0.0206888461410066,-3.21648139876831,FALSE,"Not_strict",0.611881424090066,1.68426373014468,"Not strict"
"Figure1E","4W","G10090_5735","18391","Sigmar1","Sigmar1",0.444196170081515,5.1285985161042,2.70982240678934,0.0119151372437465,0.0206935708821395,-3.50166630636756,FALSE,"Not_strict",0.748099447792645,1.68416456102123,"Not strict"
"Figure1E","4W","G10090_10238","227485","Cdh19","Cdh19",-0.468317564494572,1.45542895218875,-2.70969025639764,0.0119187973498207,0.0206974166496887,-3.03511850292591,FALSE,"Not_strict",0.788686050630269,1.68408385767348,"Not strict"
"Figure1E","4W","G10090_31710","70465","Wdr77","Wdr77",-0.205284294342288,5.05998231000634,-2.7096215841963,0.0119206997478361,0.0206982095318401,-3.51401596649663,FALSE,"Not_strict",0.345712551072242,1.68406722092342,"Not strict"
"Figure1E","4W","G10090_21508","21968","Tom1","Tom1",-0.208077479988484,6.17489911966417,-2.70921604873293,0.0119319399482136,0.0207152137155744,-3.44142322743478,FALSE,"Not_strict",0.350342254889908,1.68371058179529,"Not strict"
"Figure1E","4W","G10090_18905","18750","Prkca","Prkca",-0.438772858523066,6.23839108869746,-2.70840482815597,0.011954454377267,0.0207517847538443,-3.43642164571199,FALSE,"Not_strict",0.73843038914908,1.68294454591991,"Not strict"
"Figure1E","4W","G10090_8049","223922","Atf7","Atf7",0.20422297538317,6.40655181778976,2.70780851347315,0.0119710297965741,0.0207780386236367,-3.4147202859989,FALSE,"Not_strict",0.343583804727341,1.68239545076991,"Not strict"
"Figure1E","4W","G10090_29952","233410","Zfp592","Zfp592",0.275631567076168,5.44784515657206,2.70743290927576,0.0119814813296773,0.0207926477529877,-3.50119376769653,FALSE,"Not_strict",0.463637158817014,1.68209020372798,"Not strict"
"Figure1E","4W","G10090_16046","239555","Mief1","Mief1",-0.203182237010247,4.51652012682867,-2.70740165150291,0.011982351492187,0.0207926477529877,-3.50082716340517,FALSE,"Not_strict",0.341770850446474,1.68209020372798,"Not strict"
"Figure1E","4W","G10090_5493","109082","Fbxw17","Fbxw17",0.589381918782261,3.51581328693654,2.7069994785758,0.0119935525888992,0.0208095623394353,-3.36846417161882,FALSE,"Not_strict",0.991185411564816,1.68173705364551,"Not strict"
"Figure1E","4W","G10090_2863","332359","Tigd3","Tigd3",0.587669963673561,-1.21182310413275,2.70668319339182,0.0120023684949498,0.0208223348732067,-2.77287930150136,FALSE,"Not_strict",0.98814975073123,1.68147057330316,"Not strict"
"Figure1E","4W","G10090_2155","100294583","Alkal2","Alkal2",-0.974898110525761,-0.402221158588669,-2.70644569355274,0.0120089923951348,0.0208313019664062,-2.82140320473161,FALSE,"Not_strict",1.63908019084936,1.68128358558968,"Not strict"
"Figure1E","4W","G10090_6286","108169013","Gm46894","Gm46894",0.436459847043322,5.31240014895414,2.70595073535653,0.012022807875101,0.0208527401914158,-3.50639555572988,FALSE,"Not_strict",0.733617802181719,1.68083686770138,"Not strict"
"Figure1E","4W","G10090_11861","217344","Rhbdf2","Rhbdf2",-0.224872400564951,4.46381897644046,-2.70566533417596,0.0120307808951426,0.0208640411017397,-3.50082549956795,FALSE,"Not_strict",0.377920909528168,1.68060157039597,"Not strict"
"Figure1E","4W","G10090_20612","14718","Got1","Got1",-0.748392433520788,7.31348239728618,-2.70479241180647,0.0120551978440956,0.0209038532383809,-3.31439537482393,FALSE,"Not_strict",1.25712989145495,1.67977365236153,"Not strict"
"Figure1E","4W","G10090_4212","68813","Dock5","Dock5",0.506003144793254,2.39178643206243,2.70473075872437,0.0120569241315363,0.0209043146260232,-3.18884723684552,FALSE,"Not_strict",0.849965900293974,1.67976406676535,"Not strict"
"Figure1E","4W","G10090_4003","11656","Alas2","Alas2",-1.00709815626893,3.07910714962686,-2.70355893893229,0.0120897792736592,0.020958740625055,-3.31377039563957,TRUE,"Down",1.69055002916729,1.67863481691833,"Down strict"
"Figure1E","4W","G10090_3586","72053","Tmub2","Tmub2",0.188297424236132,5.05776290741878,2.70289247371642,0.0121085029142921,0.0209886581572837,-3.52338583548387,FALSE,"Not_strict",0.315965963669076,1.67801532575848,"Not strict"
"Figure1E","4W","G10090_24418","108167848","Gm12258","Gm12258",0.390689322344216,1.88557136365382,2.7024940516897,0.0121197091625113,0.0210055395121686,-3.11136764162077,FALSE,"Not_strict",0.655446254952005,1.67766615944145,"Not strict"
"Figure1E","4W","G10090_6749","224014","Fgd4","Fgd4",-0.520113553134461,3.96930583288303,-2.70163300697891,0.0121439606732843,0.0210450237257885,-3.45855643183027,FALSE,"Not_strict",0.872152713395283,1.67685058029975,"Not strict"
"Figure1E","4W","G10090_10199","65246","Xpo7","Xpo7",-0.317819665270195,6.02850705993882,-2.70155779555058,0.0121460811816467,0.0210461508347197,-3.47406983007998,FALSE,"Not_strict",0.532928698003495,1.67682732140072,"Not strict"
"Figure1E","4W","G10090_1690","26920","Cntrl","Cntrl",0.198879834150184,3.86998574274918,2.70127735899856,0.0121539908648385,0.0210573076632007,-3.44209127992665,FALSE,"Not_strict",0.333441364610469,1.67659715745072,"Not strict"
"Figure1E","4W","G10090_9242","54126","Arhgef7","Arhgef7",0.224159572023336,6.07890041487254,2.70111406777088,0.0121585987039543,0.0210627418980893,-3.46493512749257,FALSE,"Not_strict",0.37580018118317,1.67648509403849,"Not strict"
"Figure1E","4W","G10090_2375","353237","Pcdhac2","Pcdhac2",1.1854682127673,-0.0433637923436289,2.7003918114959,0.0121789993939953,0.0210955299848079,-2.85343691434295,TRUE,"Up",1.98661896323439,1.67580955932755,"Up strict"
"Figure1E","4W","G10090_32627","225849","Ppp2r5b","Ppp2r5b",-0.198620070292988,5.80601096959563,-2.70023202242571,0.0121835170994462,0.0211008021770714,-3.4975771528294,FALSE,"Not_strict",0.332827857175964,1.6757010340647,"Not strict"
"Figure1E","4W","G10090_24264","114255","Dok4","Dok4",0.332442169562289,3.44338528589706,2.70016677297435,0.0121853623450442,0.0211014451834587,-3.3801711121035,FALSE,"Not_strict",0.557069287733343,1.67568779997679,"Not strict"
"Figure1E","4W","G10090_4223","210035","Nemp1","Nemp1",0.22286187580296,2.34826958801131,2.69988817579441,0.0121932439872431,0.0211125400243556,-3.1968860264145,FALSE,"Not_strict",0.373396050144484,1.67545951410109,"Not strict"
"Figure1E","4W","G10090_21177","101994","Champ1","Champ1",0.176512311263363,4.04284588296575,2.69949747388778,0.0122043051855079,0.0211291369011647,-3.46814669091867,FALSE,"Not_strict",0.29567899270644,1.67511824297217,"Not strict"
"Figure1E","4W","G10090_2151","16886","Limk2","Limk2",-0.191332128933884,4.59565594832429,-2.69930443240522,0.0122097738770638,0.0211348639441499,-3.52318017370911,FALSE,"Not_strict",0.32048141997241,1.67500054360005,"Not strict"
"Figure1E","4W","G10090_5166","15369","Hmox2","Hmox2",-0.12775834873826,5.31541041381185,-2.69927648550149,0.0122105657782945,0.0211348639441499,-3.5300956960678,FALSE,"Not_strict",0.21399530358603,1.67500054360005,"Not strict"
"Figure1E","4W","G10090_2616","380601","Fastkd5","Fastkd5",-0.274555670745389,3.17562117165104,-2.69903311891469,0.01221746383269,0.0211442471263043,-3.34668123154365,FALSE,"Not_strict",0.459827971751935,1.67480777397003,"Not strict"
"Figure1E","4W","G10090_14331","320683","Zfp629","Zfp629",0.207732955577575,4.20096991118109,2.69883830364431,0.0122229883701641,0.0211512512398487,-3.4864722982619,FALSE,"Not_strict",0.347882889038428,1.67466393606726,"Not strict"
"Figure1E","4W","G10090_31590","97112","Nmd3","Nmd3",-0.252804161026201,4.46768438328196,-2.69744086785504,0.0122626854004327,0.0212173802504948,-3.51889210957033,FALSE,"Not_strict",0.423019285820701,1.67330824027402,"Not strict"
"Figure1E","4W","G10090_2472","71893","Noxo1","Noxo1",0.524041759163876,0.977989306454081,2.69710412763855,0.0122722692737844,0.0212313966070691,-2.98532318489667,FALSE,"Not_strict",0.876733096903928,1.67302143688469,"Not strict"
"Figure1E","4W","G10090_5669","22258","Usp4","Usp4",-0.217975197431885,6.82056286758081,-2.69695346975432,0.0122765593834423,0.0212362523119091,-3.39038271158978,FALSE,"Not_strict",0.364655530128824,1.67292212336578,"Not strict"
"Figure1E","4W","G10090_21310","69617","Pitrm1","Pitrm1",-0.167101895547527,5.69611968701051,-2.69681209085771,0.0122805865463234,0.021240652047501,-3.51368553331674,FALSE,"Not_strict",0.27953342409581,1.67283215537376,"Not strict"
"Figure1E","4W","G10090_8863","16776","Lama5","Lama5",0.373495888008369,5.42806994967181,2.69673572279901,0.0122827623981039,0.0212418490566871,-3.52313158024468,FALSE,"Not_strict",0.624786790490165,1.6728076815565,"Not strict"
"Figure1E","4W","G10090_1250","216445","Arhgap9","Arhgap9",0.522709523336969,2.35348447488648,2.69660242111474,0.0122865612496676,0.0212458522587561,-3.19895245779023,FALSE,"Not_strict",0.874349728006412,1.67272584288225,"Not strict"
"Figure1E","4W","G10090_13610","66733","Kcng4","Kcng4",-0.777145739735673,4.92935306707191,-2.69645790655811,0.0122906808930968,0.0212504091383542,-3.53962039124001,FALSE,"Not_strict",1.29987938003683,1.67263270397513,"Not strict"
"Figure1E","4W","G10090_18717","22393","Wfs1","Wfs1",-0.528001404641524,5.64517160600135,-2.69511551029981,0.0123290102752368,0.0213116449367366,-3.52134974831475,FALSE,"Not_strict",0.882492586491215,1.67138302802502,"Not strict"
"Figure1E","4W","G10090_20959","66443","Tnfaip8l1","Tnfaip8l1",0.9388728813212,1.00212879850807,2.6951132329407,0.0123290753957846,0.0213116449367366,-2.98444477984638,FALSE,"Not_strict",1.5692161993132,1.67138302802502,"Not strict"
"Figure1E","4W","G10090_26666","14567","Gdi1","Gdi1",0.258597664500502,6.87585202326927,2.69447905917161,0.0123472220110289,0.0213404358698406,-3.38731358773351,FALSE,"Not_strict",0.432064128232678,1.67079671453041,"Not strict"
"Figure1E","4W","G10090_32709","664968","Tmem238","Tmem238",-0.330729078980549,2.4205568868173,-2.69403677807075,0.0123598925307563,0.0213580682657581,-3.22603933855874,FALSE,"Not_strict",0.552462431059435,1.67043802970807,"Not strict"
"Figure1E","4W","G10090_23189","229007","Zgpat","Zgpat",0.267673908834894,3.88771537305039,2.69401880697778,0.0123604076265581,0.0213580682657581,-3.45893001239225,FALSE,"Not_strict",0.447132676878419,1.67043802970807,"Not strict"
"Figure1E","4W","G10090_769","56531","Ylpm1","Ylpm1",0.239397461394789,4.74526387026344,2.69387782967331,0.0123644490823293,0.0213598368200227,-3.53587015036695,FALSE,"Not_strict",0.399890014935909,1.67040206945408,"Not strict"
"Figure1E","4W","G10090_1456","211586","Tfdp2","Tfdp2",-0.401246989292952,5.2291263659086,-2.69385537666398,0.0123650928666669,0.0213598368200227,-3.54564632439114,FALSE,"Not_strict",0.670243801277167,1.67040206945408,"Not strict"
"Figure1E","4W","G10090_30136","66611","Ribc1","Ribc1",-0.587994980253971,-0.860268175177455,-2.69382697683958,0.0123659072062271,0.0213598368200227,-2.81632321232239,FALSE,"Not_strict",0.982188031844844,1.67040206945408,"Not strict"
"Figure1E","4W","G10090_11180","223773","Zbed4","Zbed4",-0.559928129318861,4.33892324842581,-2.69335134649983,0.0123795529621399,0.0213808276276987,-3.51644127080512,FALSE,"Not_strict",0.93506625086577,1.66997548775279,"Not strict"
"Figure1E","4W","G10090_5760","14672","Gna11","Gna11",0.177271546800081,6.27734204118227,2.69241624650327,0.0124064220334024,0.02142464871293,-3.46252234119514,FALSE,"Not_strict",0.295881508408622,1.66908629021162,"Not strict"
"Figure1E","4W","G10090_670","70551","Tmtc4","Tmtc4",0.388277179626608,2.25767282540785,2.69172507303307,0.0124263173036685,0.0214564176238473,-3.195551799608,FALSE,"Not_strict",0.647818259464239,1.66844278638065,"Not strict"
"Figure1E","4W","G10090_13971","70598","Filip1","Filip1",-0.496926150024148,4.94277515919666,-2.69152926226597,0.0124319591110496,0.0214611655514987,-3.55266244007029,FALSE,"Not_strict",0.829045100193651,1.66834669528533,"Not strict"
"Figure1E","4W","G10090_3109","80718","Rab27b","Rab27b",0.777171374392429,1.29603105786302,2.69152557977577,0.0124320652360002,0.0214611655514987,-3.03845257166177,FALSE,"Not_strict",1.29659129413797,1.66834669528533,"Not strict"
"Figure1E","4W","G10090_8975","12617","Cenpc1","Cenpc1",0.212754693593627,4.12087409967869,2.69106431243334,0.0124453651309033,0.0214806823689729,-3.49462362197894,FALSE,"Not_strict",0.354864601089604,1.66795192667954,"Not strict"
"Figure1E","4W","G10090_5225","21388","Tbx5","Tbx5",0.607462957369814,3.23494036472043,2.69102941415508,0.0124463719090968,0.0214806823689729,-3.35811250398701,FALSE,"Not_strict",1.01321901013143,1.66795192667954,"Not strict"
"Figure1E","4W","G10090_11490","67035","Dnajb4","Dnajb4",-0.323836358781273,6.10675021755074,-2.69038772754795,0.0124648975100001,0.021510061807276,-3.48971208103988,FALSE,"Not_strict",0.539951254160889,1.66735834170364,"Not strict"
"Figure1E","4W","G10090_5374","18222","Numb","Numb",0.143924443779895,5.18580098480856,2.69012054252396,0.0124726188125076,0.0215207919633432,-3.55006772791479,FALSE,"Not_strict",0.239942449173319,1.66714175071098,"Not strict"
"Figure1E","4W","G10090_27216","246727","Oas3","Oas3",-0.462046985262359,1.50751186539816,-2.68978895343188,0.012482207549427,0.0215321660850509,-3.0843179906538,FALSE,"Not_strict",0.770191793199402,1.66691227897975,"Not strict"
"Figure1E","4W","G10090_4785","226971","Plekhb2","Plekhb2",-0.343994073002149,6.12540026052988,-2.689788559688,0.0124822189396366,0.0215321660850509,-3.48901546866058,FALSE,"Not_strict",0.573407944183539,1.66691227897975,"Not strict"
"Figure1E","4W","G10090_40","68857","Dtwd2","Dtwd2",-0.427927775644821,1.96275808277265,-2.68908619884852,0.0125025523390939,0.0215646432875263,-3.15824073960639,FALSE,"Not_strict",0.713037960352358,1.66625772135945,"Not strict"
"Figure1E","4W","G10090_8272","320159","Togaram2","Togaram2",-0.882174248642539,1.50546488629572,-2.68901808427116,0.0125045259132261,0.0215654490993548,-3.08337655933396,FALSE,"Not_strict",1.46991533737709,1.66624149326388,"Not strict"
"Figure1E","4W","G10090_8026","15374","Jpt1","Jpt1",-0.205655162426886,5.51417214290942,-2.6888916059437,0.0125081913129946,0.021569172107544,-3.5431429770034,FALSE,"Not_strict",0.342655747156674,1.6661665241615,"Not strict"
"Figure1E","4W","G10090_2195","51885","Tubgcp4","Tubgcp4",0.213249125139873,4.70422418117705,2.68856454174625,0.0125176744566554,0.0215829251501239,-3.54628237746444,FALSE,"Not_strict",0.355249520124725,1.66588969540537,"Not strict"
"Figure1E","4W","G10090_1355","244672","Cwf19l2","Cwf19l2",-0.379848227167511,4.4080539218497,-2.68842467758348,0.0125217318410769,0.0215873209341109,-3.53372906437955,FALSE,"Not_strict",0.632751652333732,1.6658012518634,"Not strict"
"Figure1E","4W","G10090_16214","72667","Zfp444","Zfp444",0.18994733192456,3.18600561715768,2.68804090539794,0.0125328712040782,0.0216039234386013,-3.36727749669971,FALSE,"Not_strict",0.316351083428065,1.66546737046934,"Not strict"
"Figure1E","4W","G10090_7604","22022","Tpst2","Tpst2",0.231472677435766,4.77683310268205,2.68749741987358,0.012548662307025,0.0216285395602419,-3.55092656591274,FALSE,"Not_strict",0.385395712974625,1.66497280475607,"Not strict"
"Figure1E","4W","G10090_25815","54366","Ctnnal1","Ctnnal1",0.265362317059013,3.86526630492022,2.68602384376223,0.0125915713659967,0.0216998839142421,-3.47278256405343,FALSE,"Not_strict",0.441441516062324,1.6635425894482,"Not strict"
"Figure1E","4W","G10090_21273","114606","Tle6","Tle6",0.24932202912358,2.84829620665696,2.68594569888767,0.0125938507044797,0.0217011996491733,-3.31286542986706,FALSE,"Not_strict",0.414751248812849,1.66351625755168,"Not strict"
