"source_type","contrast_key","file","basename","score","valid_de_table"
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_strict_v3_pig_early_fastq_manifest_wide.csv","stepC_strict_v3_pig_early_fastq_manifest_wide.csv",-50,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_strict_v3_pig_early_fastqc_detail.csv","stepC_strict_v3_pig_early_fastqc_detail.csv",-50,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepE_pig_early_fastqc_detail.csv","stepE_pig_early_fastqc_detail.csv",-50,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepF_fastqc_module_status_wide.csv","stepF_fastqc_module_status_wide.csv",-50,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/fastqc_manual_smoke_test_summary.csv","fastqc_manual_smoke_test_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/fastqc_smoke_test_cmd_fix_summary.csv","fastqc_smoke_test_cmd_fix_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/fastqc_smoke_test_no_option_summary.csv","fastqc_smoke_test_no_option_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/pig_early_GSEA_msigdb_sus_scrofa_hallmark_summary.csv","pig_early_GSEA_msigdb_sus_scrofa_hallmark_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step09_pig_early_core_group_summary.csv","step09_pig_early_core_group_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step09_pig_early_core_sample_fastq_manifest.csv","step09_pig_early_core_sample_fastq_manifest.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step09_pig_early_fastq_pair_check_summary.csv","step09_pig_early_fastq_pair_check_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step10_fastqc_tool_summary.csv","step10_fastqc_tool_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step11_fastqc_basic_stats_by_fastq.csv","step11_fastqc_basic_stats_by_fastq.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step11_fastqc_module_status_long.csv","step11_fastqc_module_status_long.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step11_fastqc_module_summary_counts.csv","step11_fastqc_module_summary_counts.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step11_fastqc_overall_qc_summary.csv","step11_fastqc_overall_qc_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step13_pig_early_fasta_candidates.csv","step13_pig_early_fasta_candidates.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step13_pig_early_gtf_candidates.csv","step13_pig_early_gtf_candidates.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step13_pig_early_reference_selection_summary.csv","step13_pig_early_reference_selection_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step14_pig_early_canonical_reference_manifest.csv","step14_pig_early_canonical_reference_manifest.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step15K_pig_early_alignment_manifest.csv","step15K_pig_early_alignment_manifest.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step15K_pig_early_alignment_status_summary.csv","step15K_pig_early_alignment_status_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step15K_pig_early_alignment_status_table.csv","step15K_pig_early_alignment_status_table.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_bam_manifest_used.csv","step16_pig_early_bam_manifest_used.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_featurecounts_annotation.csv","step16_pig_early_featurecounts_annotation.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_featurecounts_full_table.csv","step16_pig_early_featurecounts_full_table.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_featurecounts_run_summary.csv","step16_pig_early_featurecounts_run_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_featurecounts_stat_table.csv","step16_pig_early_featurecounts_stat_table.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_featurecounts_summary_by_sample.csv","step16_pig_early_featurecounts_summary_by_sample.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_pig_signature_summary.csv","step18_pig_signature_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepA_pig_early_fastq_inventory_summary_v2.csv","stepA_pig_early_fastq_inventory_summary_v2.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepB_pig_early_bam_manifest_for_strandness.csv","stepB_pig_early_bam_manifest_for_strandness.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix_parser_pig_early_strandness_featureCounts_summary.csv","stepBfix_parser_pig_early_strandness_featureCounts_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix_parser_pig_early_strandness_overall_summary.csv","stepBfix_parser_pig_early_strandness_overall_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix2_pig_early_strandness_featureCounts_summary.csv","stepBfix2_pig_early_strandness_featureCounts_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix2_pig_early_strandness_overall_summary.csv","stepBfix2_pig_early_strandness_overall_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix3_pig_early_bam_manifest_checked.csv","stepBfix3_pig_early_bam_manifest_checked.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix3_pig_early_strandness_featureCounts_summary.csv","stepBfix3_pig_early_strandness_featureCounts_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepBfix3_pig_early_strandness_overall_summary.csv","stepBfix3_pig_early_strandness_overall_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/checks/stepC_check_fastqc_missing_or_extra.csv","stepC_check_fastqc_missing_or_extra.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/checks/stepC_check_overall_summary.csv","stepC_check_overall_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/checks/stepC_check_summary_preview.csv","stepC_check_summary_preview.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_pig_early_fastqc_input_inventory.csv","stepC_pig_early_fastqc_input_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_pig_early_fastqc_multiqc_summary.csv","stepC_pig_early_fastqc_multiqc_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_pig_early_fastqc_output_inventory.csv","stepC_pig_early_fastqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_pig_early_multiqc_output_inventory.csv","stepC_pig_early_multiqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_rerun_fixed_v2_pig_early_fastqc_multiqc_summary.csv","stepC_rerun_fixed_v2_pig_early_fastqc_multiqc_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_rerun_fixed_v2_pig_early_fastqc_output_inventory.csv","stepC_rerun_fixed_v2_pig_early_fastqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_rerun_fixed_v2_pig_early_multiqc_output_inventory.csv","stepC_rerun_fixed_v2_pig_early_multiqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepC_strict_v3_pig_early_fastqc_output_inventory.csv","stepC_strict_v3_pig_early_fastqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepD_windows_cmd_fix_fastqc_smoke_test.csv","stepD_windows_cmd_fix_fastqc_smoke_test.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepE_pig_early_fastqc_multiqc_summary.csv","stepE_pig_early_fastqc_multiqc_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepE_pig_early_fastqc_output_inventory.csv","stepE_pig_early_fastqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepE_pig_early_multiqc_output_inventory.csv","stepE_pig_early_multiqc_output_inventory.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepF_fastqc_file_status_summary.csv","stepF_fastqc_file_status_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepF_fastqc_module_status_long.csv","stepF_fastqc_module_status_long.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepF_fastqc_module_status_summary.csv","stepF_fastqc_module_status_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepF_fastqc_multiqc_pass_warn_fail_summary.csv","stepF_fastqc_multiqc_pass_warn_fail_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepG_overrepresented_sequences_overall_summary.csv","stepG_overrepresented_sequences_overall_summary.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepG_overrepresented_sequences_summary_by_sample.csv","stepG_overrepresented_sequences_summary_by_sample.csv",-70,FALSE
"untrimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/stepG_overrepresented_sequences_summary_by_source.csv","stepG_overrepresented_sequences_summary_by_source.csv",-70,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv","stepH2w6_trimmed_DE_ACLT_t7_vs_Control_t0_QLF.csv",135,TRUE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_ranked_genes_trimmed__t7.csv","stepH2w9_current78_ranked_genes_trimmed__t7.csv",80,TRUE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_ranked_genes_untrimmed__t7.csv","stepH2w9_current78_ranked_genes_untrimmed__t7.csv",80,TRUE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv","stepH2w6_trimmed_DE_ACLT_t28_vs_Control_t0_QLF.csv",35,TRUE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_ranked_genes_trimmed__t28.csv","stepH2w9_current78_ranked_genes_trimmed__t28.csv",30,TRUE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_ranked_genes_untrimmed__t28.csv","stepH2w9_current78_ranked_genes_untrimmed__t28.csv",30,TRUE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv","stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_gene_level_comparison.csv",115,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv","stepH2w7_DE_stability_ACLT_t7_vs_Control_t0_strict_membership.csv",115,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_score_trimmed_vs_untrimmed_wide.csv","stepH2w8_current78_signature_score_trimmed_vs_untrimmed_wide.csv",100,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_gene_id_to_symbol_map_from_untrimmed_DE.csv","stepH2w9_current78_gene_id_to_symbol_map_from_untrimmed_DE.csv",100,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_selected_DE_files.csv","stepH2w9_current78_selected_DE_files.csv",100,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv","stepH2w6_trimmed_filterByExpr_keep_ACLT_t7_vs_Control_t0.csv",95,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w11_current78_trimmed_signature_score_figure/stepH2w11_current78_signature_score_stability_metrics_used_for_context.csv","stepH2w11_current78_signature_score_stability_metrics_used_for_context.csv",85,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w10_current78_core_gene_sensitivity_audit/stepH2w10_current78_main24_core_genes_not_preserved_as_core_like_in_trimmed.csv","stepH2w10_current78_main24_core_genes_not_preserved_as_core_like_in_trimmed.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w10_current78_core_gene_sensitivity_audit/stepH2w10_current78_main24_core_genes_trimmed_preservation_table.csv","stepH2w10_current78_main24_core_genes_trimmed_preservation_table.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w10_current78_core_gene_sensitivity_audit/stepH2w10_current78_trimmed_signature_gene_level_validation_table.csv","stepH2w10_current78_trimmed_signature_gene_level_validation_table.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w11_current78_trimmed_signature_score_figure/stepH2w11_current78_trimmed_signature_score_plot_source_data.csv","stepH2w11_current78_trimmed_signature_score_plot_source_data.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w12_current78_trimmed_GSEA_running_curves/stepH2w12_current78_trimmed_GSEA_running_curve_source_data.csv","stepH2w12_current78_trimmed_GSEA_running_curve_source_data.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w12_current78_trimmed_GSEA_running_curves/stepH2w12_current78_trimmed_target_pathway_results_used_for_plot.csv","stepH2w12_current78_trimmed_target_pathway_results_used_for_plot.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_official_step19_untrimmed_score_audit.csv","stepH2w8_current78_official_step19_untrimmed_score_audit.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_genes_used.csv","stepH2w8_current78_signature_genes_used.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_score_group_comparison_by_branch.csv","stepH2w8_current78_signature_score_group_comparison_by_branch.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_score_stability_metrics.csv","stepH2w8_current78_signature_score_stability_metrics.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_signature_scores_long.csv","stepH2w8_current78_signature_scores_long.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_trimmed_signature_logCPM_matrix.csv","stepH2w8_current78_trimmed_signature_logCPM_matrix.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_trimmed_signature_zscore_matrix.csv","stepH2w8_current78_trimmed_signature_zscore_matrix.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_untrimmed_signature_logCPM_matrix.csv","stepH2w8_current78_untrimmed_signature_logCPM_matrix.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_current78_signature_score_stability/stepH2w8_current78_untrimmed_signature_zscore_matrix.csv","stepH2w8_current78_untrimmed_signature_zscore_matrix.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_fgsea_full_hallmark_all_branches.csv","stepH2w9_current78_fgsea_full_hallmark_all_branches.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_GSEA_target_pathways_stability.csv","stepH2w9_current78_GSEA_target_pathways_stability.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_GSEA_trimmed_vs_untrimmed_all_common_pathways.csv","stepH2w9_current78_GSEA_trimmed_vs_untrimmed_all_common_pathways.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_hallmark_coverage_by_branch.csv","stepH2w9_current78_hallmark_coverage_by_branch.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_no_pathways_passing_size_filter_trimmed__t7.csv","stepH2w9_current78_no_pathways_passing_size_filter_trimmed__t7.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_current78_GSEA_stability/stepH2w9_current78_target_pathway_results_all_branches.csv","stepH2w9_current78_target_pathway_results_all_branches.csv",80,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2_fastp_run_detail.csv","stepH2_fastp_run_detail.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_DE_file_selection_selected_files.csv","stepH2w7_DE_file_selection_selected_files.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv","stepH2w7_trimmed_vs_untrimmed_DE_stability_interpretation_flags.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_v3_signature_score_trimmed_vs_untrimmed_wide.csv","stepH2w8_v3_signature_score_trimmed_vs_untrimmed_wide.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w8_v4_signature_score_trimmed_vs_untrimmed_wide.csv","stepH2w8_v4_signature_score_trimmed_vs_untrimmed_wide.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_DE_files_used_for_GSEA.csv","stepH2w9_DE_files_used_for_GSEA.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w9_v2_selected_DE_files.csv","stepH2w9_v2_selected_DE_files.csv",50,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1b_conda_envs_parsed.csv","stepH1b_conda_envs_parsed.csv",35,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1b_fastp_conda_run_checks.csv","stepH1b_fastp_conda_run_checks.csv",35,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1c_conda_envs_parsed.csv","stepH1c_conda_envs_parsed.csv",35,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1c_fastp_conda_run_checks.csv","stepH1c_fastp_conda_run_checks.csv",35,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1e_conda_diagnostic_check_table.csv","stepH1e_conda_diagnostic_check_table.csv",35,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1e_conda_envs_after.csv","stepH1e_conda_envs_after.csv",35,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_command_sheet_18samples.csv","stepH1_fastp_command_sheet_18samples.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_input_inventory_18samples.csv","stepH1_fastp_input_inventory_18samples.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_input_pair_check_18samples.csv","stepH1_fastp_input_pair_check_18samples.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_path_check.csv","stepH1_fastp_path_check.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1b_fastp_path_check.csv","stepH1b_fastp_path_check.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1c_fastp_path_check.csv","stepH1c_fastp_path_check.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1d_force_create_fastp_env_checks.csv","stepH1d_force_create_fastp_env_checks.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1d_force_create_fastp_env_envs.csv","stepH1d_force_create_fastp_env_envs.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1f_fastp_standalone_path_check.csv","stepH1f_fastp_standalone_path_check.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w1_wsl_fastp_check_table.csv","stepH2w1_wsl_fastp_check_table.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w11_final_script_archive_inventory.csv","stepH2w11_final_script_archive_inventory.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity/stepH2w13_primary24_core_genes_used_for_trimmed_heatmap.csv","stepH2w13_primary24_core_genes_used_for_trimmed_heatmap.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity/stepH2w13_trimmed_core_sample_annotation.csv","stepH2w13_trimmed_core_sample_annotation.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity/stepH2w13_trimmed_primary24_core_gene_heatmap_zscore_matrix.csv","stepH2w13_trimmed_primary24_core_gene_heatmap_zscore_matrix.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity/stepH2w13_trimmed_primary24_core_gene_logCPM_matrix.csv","stepH2w13_trimmed_primary24_core_gene_logCPM_matrix.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/H2w5_old_vs_new_audit_tables_vs_1/stepH2w5_old_vs_new_changed_count_values_top100.csv","stepH2w5_old_vs_new_changed_count_values_top100.csv",30,FALSE
"trimmed","t7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/H2w5_old_vs_new_audit_tables_vs_1/stepH2w5_old_vs_new_located_files.csv","stepH2w5_old_vs_new_located_files.csv",30,FALSE
