"fastq_stub","sample_id","core_group","read_label","fastq_zip","module_name","status"
"CON5_R2","CON5","CON_t0","R2","CON5_R2_fastqc.zip","Sequence Duplication Levels","FAIL"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Overrepresented sequences","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Adapter Content","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Basic Statistics","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Per base sequence quality","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Per tile sequence quality","FAIL"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Per sequence quality scores","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Per base sequence content","FAIL"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Per sequence GC content","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Per base N content","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Sequence Length Distribution","PASS"
"CON6_R2","CON6","CON_t0","R2","CON6_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Per tile sequence quality","FAIL"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Per base sequence content","FAIL"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Per sequence GC content","PASS"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Per base N content","FAIL"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Sequence Duplication Levels","FAIL"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Adapter Content","PASS"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Basic Statistics","PASS"
"INJS1_R2","INJS1","ACLT_untreated_t7","R2","INJS1_R2_fastqc.zip","Per base sequence quality","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Per tile sequence quality","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Sequence Duplication Levels","FAIL"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Overrepresented sequences","WARN"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Adapter Content","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Per base sequence quality","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Per base N content","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Basic Statistics","PASS"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Per sequence GC content","WARN"
"INJS2_R2","INJS2","ACLT_untreated_t7","R2","INJS2_R2_fastqc.zip","Per base sequence content","FAIL"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Per tile sequence quality","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Per base sequence quality","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Per base N content","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Basic Statistics","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Per sequence GC content","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Per base sequence content","FAIL"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Adapter Content","PASS"
"INJS3_R2","INJS3","ACLT_untreated_t7","R2","INJS3_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Per base sequence content","FAIL"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Per tile sequence quality","FAIL"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Per base sequence quality","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Per sequence GC content","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Per base N content","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Adapter Content","PASS"
"INJS4_R2","INJS4","ACLT_untreated_t7","R2","INJS4_R2_fastqc.zip","Basic Statistics","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Per base sequence quality","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Per tile sequence quality","FAIL"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Per base sequence content","FAIL"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Basic Statistics","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Per sequence GC content","PASS"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Per base N content","FAIL"
"INJS5_R2","INJS5","ACLT_untreated_t7","R2","INJS5_R2_fastqc.zip","Adapter Content","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Basic Statistics","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Per base sequence content","FAIL"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Per sequence GC content","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Adapter Content","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Per base N content","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Per tile sequence quality","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Per base sequence quality","PASS"
"INJS6_R2","INJS6","ACLT_untreated_t7","R2","INJS6_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Per base sequence quality","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Per tile sequence quality","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Sequence Duplication Levels","FAIL"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Per base sequence content","FAIL"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Basic Statistics","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Per sequence GC content","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Per base N content","PASS"
"INJL1_R2","INJL1","ACLT_untreated_t28","R2","INJL1_R2_fastqc.zip","Adapter Content","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Basic Statistics","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Per base sequence content","FAIL"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Per sequence GC content","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Adapter Content","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Per base N content","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Per tile sequence quality","FAIL"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Per base sequence quality","PASS"
"INJL2_R2","INJL2","ACLT_untreated_t28","R2","INJL2_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Adapter Content","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Basic Statistics","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Per base sequence content","FAIL"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Per sequence GC content","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Sequence Duplication Levels","WARN"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Per tile sequence quality","FAIL"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Per base sequence quality","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL3_R2","INJL3","ACLT_untreated_t28","R2","INJL3_R2_fastqc.zip","Per base N content","FAIL"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Per base sequence quality","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Basic Statistics","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Per base N content","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Per sequence GC content","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Adapter Content","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Per base sequence content","FAIL"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Overrepresented sequences","WARN"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Per tile sequence quality","PASS"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Sequence Duplication Levels","FAIL"
"INJL4_R2","INJL4","ACLT_untreated_t28","R2","INJL4_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Per base N content","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Per sequence GC content","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Adapter Content","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Per base sequence content","FAIL"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Overrepresented sequences","WARN"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Basic Statistics","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Per base sequence quality","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Per tile sequence quality","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL5_R2","INJL5","ACLT_untreated_t28","R2","INJL5_R2_fastqc.zip","Sequence Duplication Levels","FAIL"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Overrepresented sequences","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Adapter Content","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Basic Statistics","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Per base sequence quality","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Per tile sequence quality","FAIL"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Per sequence quality scores","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Per base sequence content","FAIL"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Per sequence GC content","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Per base N content","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Sequence Length Distribution","PASS"
"INJL6_R2","INJL6","ACLT_untreated_t28","R2","INJL6_R2_fastqc.zip","Sequence Duplication Levels","WARN"
