"absolute_path","relative_path","filename","size_bytes","rank_score"
"D:/R/ACL ∩ senescence2/reference/Sus_scrofa_Ensembl115/Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz","reference/Sus_scrofa_Ensembl115/Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz","Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz",752879739,135
