"item_id","required_class","category","role","basename_exact","required","status","search_mode","n_exact_candidates","source_selected","all_exact_candidates","destination","copied","size_bytes","md5","used_by","required_reason","preferred_rel"
"022","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step21_current78_core_ortholog_gene_table.csv","step21_current78_core_ortholog_gene_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step21_current78_core_ortholog_gene_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step21_current78_core_ortholog_gene_table.csv"
"024","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step18_current78_pig_core_gene_table.csv","step18_current78_pig_core_gene_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step18_current78_pig_core_gene_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step18_current78_pig_core_gene_table.csv"
"025","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step18_current78_core_gene_table.csv","step18_current78_core_gene_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step18_current78_core_gene_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step18_current78_core_gene_table.csv"
"026","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step21_current78_pig_signature_validation_table.csv","step21_current78_pig_signature_validation_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step21_current78_pig_signature_validation_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step21_current78_pig_signature_validation_table.csv"
"101","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_length_matrix_file_candidates.csv","chronic_step4_length_matrix_file_candidates.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_length_matrix_file_candidates.csv",FALSE,NA,NA,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_length_matrix_file_candidates.csv"
"102","OPTIONAL","07_optional_Step4_DE_GSEA_details_and_QC","chronic_step4_genes_removed_due_to_invalid_effective_length.csv","chronic_step4_genes_removed_due_to_invalid_effective_length.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/07_Step4_DE_GSEA_details_and_QC/chronic_step4_genes_removed_due_to_invalid_effective_length.csv",FALSE,NA,NA,"Detailed Step4 audit and QC","Optional detailed audit/conditional files; not required if minimum DE/GSEA source data and figures are present.","rebuild_submission/03_pig_chronic/tables/chronic_step4_current78_DE_GSEA/chronic_step4_genes_removed_due_to_invalid_effective_length.csv"
"118","OPTIONAL","08_optional_Step5B_core_DE_audit_details","chronic_step5B_core_gene_file_candidates.csv","chronic_step5B_core_gene_file_candidates.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/08_Step5B_core_DE_audit_details/chronic_step5B_core_gene_file_candidates.csv",FALSE,NA,NA,"Detailed core-gene audit","Optional because the audit table/summary/classification files are sufficient for the manuscript mainline.","rebuild_submission/03_pig_chronic/tables/chronic_step5B_current78_core_DE_audit_Step4_locked/chronic_step5B_core_gene_file_candidates.csv"
"188","OPTIONAL","13_optional_CHRONLOCK_matrix_lock","StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv","StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/13_CHRONLOCK_matrix_lock/StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv",FALSE,NA,NA,"Independent locked-matrix audit and CHRONMDS input","Optional for minimal mainline because the final Step25v3 main-comparison matrices are required and used by the main chronic figure scripts.","rebuild_submission/03_pig_chronic/tables/step24_chronic_synovium_only_matrix_lock/StepCHRONLOCK_01_step25v3_main_manifest_vs_locked_matrices_audit.csv"
