"timepoint","pathway","rank","running_ES","is_hit","gene_symbol","NES","padj","pval"
"1W","HALLMARK_INFLAMMATORY_RESPONSE",130,0.0532781850170175,FALSE,"Actn1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",131,0.0532072328387857,FALSE,"Mmp2",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",132,0.0531362806605538,FALSE,"Otulinl",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",133,0.0530653284823219,FALSE,"Dsel",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",134,0.05299437630409,FALSE,"Clec4a1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",135,0.0529234241258582,FALSE,"Rhoc",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",136,0.0528524719476263,FALSE,"Kdelr2",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",137,0.0527815197693944,FALSE,"Cacnb3",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",138,0.0527105675911626,FALSE,"Plagl1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",139,0.0526396154129307,FALSE,"Gpx7",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",140,0.0525686632346988,FALSE,"Tmem263",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",141,0.0524977110564669,FALSE,"Man2a1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",142,0.0524267588782351,FALSE,"Tmem119",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",143,0.0523558067000032,FALSE,"Elk3",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",144,0.0522848545217713,FALSE,"Layn",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",145,0.0522139023435395,FALSE,"Apobec1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",146,0.0521429501653076,FALSE,"Armcx2",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",147,0.0520719979870757,FALSE,"Tedc1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",148,0.0520010458088438,FALSE,"Slc16a2",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",149,0.051930093630612,FALSE,"Sertad4",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",150,0.0518591414523801,FALSE,"Tead2",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",151,0.0517881892741482,FALSE,"Melk",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",152,0.0517172370959164,FALSE,"Eef1akmt3",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",153,0.0516462849176845,FALSE,"Slc39a6",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",154,0.0515753327394526,FALSE,"Bmf",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",155,0.0515043805612207,FALSE,"Galnt10",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",156,0.0514334283829889,FALSE,"Prc1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",157,0.051362476204757,FALSE,"Hapln4",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",158,0.0512915240265251,FALSE,"Vash1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",159,0.0512205718482933,FALSE,"Nfkbiz",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
