"gene_id","ENTREZID","SYMBOL","logFC_1W","FDR_1W","direction_1W","logFC_4W","FDR_4W","direction_4W","direction_persistent","category","mouse_symbol_for_gorth"
"G10090_15882",667281,"H60b",1.40609033922865,0.0017433292684839,"Up",2.64327851663276,5.32232100103078e-05,"Up","Up","persistent_direction_consistent","H60b"
"G10090_15904",106931,"Kctd1",1.62272692405112,1.59205827066285e-09,"Up",1.62624611427721,4.98960545774323e-06,"Up","Up","persistent_direction_consistent","Kctd1"
"G10090_15921",71037,"Prss55",-2.12515851097665,7.93855122068969e-06,"Down",-1.84411691596127,0.00195838361651163,"Down","Down","persistent_direction_consistent","Prss55"
"G10090_15927",12326,"Camk4",2.50839556127739,1.59053737045196e-07,"Up",1.44874687954875,0.00162251668982313,"Up","Up","persistent_direction_consistent","Camk4"
"G10090_15939",170643,"Kirrel1",1.4261108970273,3.87658967000909e-07,"Up",1.16698229675323,3.17765453300866e-05,"Up","Up","persistent_direction_consistent","Kirrel1"
"G10090_15941",12316,"Aspm",3.40154018714369,2.1665825007615e-08,"Up",1.69609928665481,0.000813897359580121,"Up","Up","persistent_direction_consistent","Aspm"
"G10090_15948",219148,"Fam167a",1.91822514614822,7.28925737809273e-08,"Up",1.9782363164373,1.5077212863774e-05,"Up","Up","persistent_direction_consistent","Fam167a"
"G10090_1596",67914,"Coq9",-1.71630363733114,3.62514907108765e-07,"Down",-1.01570473977281,0.000191961007335409,"Down","Down","persistent_direction_consistent","Coq9"
"G10090_15973",216725,"Adamts2",1.52377293878573,1.06832600371891e-07,"Up",1.16273440532827,3.34518617581748e-05,"Up","Up","persistent_direction_consistent","Adamts2"
"G10090_15985",22234,"Ugcg",1.38326598270384,8.00329815577054e-10,"Up",1.00831442833481,2.9040022383353e-06,"Up","Up","persistent_direction_consistent","Ugcg"
"G10090_1599",12654,"Chi3l1",2.10242507672532,0.00171114957300609,"Up",3.89640593999106,0.000530512477456806,"Up","Up","persistent_direction_consistent","Chi3l1"
"G10090_15995",14373,"G0s2",-1.26839542608523,3.95355627363156e-06,"Down",-1.22278670353949,7.23217043553834e-05,"Down","Down","persistent_direction_consistent","G0s2"
"G10090_16016",271711,"Tmem169",2.17157659346759,1.92612925001324e-06,"Up",1.21826041897671,6.80972519142894e-05,"Up","Up","persistent_direction_consistent","Tmem169"
"G10090_16044",72043,"Sulf2",2.04998219008454,1.46800574800515e-08,"Up",1.62868111764227,1.98981562857203e-05,"Up","Up","persistent_direction_consistent","Sulf2"
"G10090_16053",109254,"Adtrp",-2.57377989707277,7.71600813896377e-05,"Down",-1.71024692103686,0.000108157250822776,"Down","Down","persistent_direction_consistent","Adtrp"
"G10090_16056",52377,"Rcn3",1.78193029428553,1.17529549637825e-07,"Up",1.1762028073959,4.01139649353095e-05,"Up","Up","persistent_direction_consistent","Rcn3"
"G10090_16153",54667,"Atp8b2",1.46104527461246,5.46162915407785e-08,"Up",1.42178949758666,1.09258102548238e-05,"Up","Up","persistent_direction_consistent","Atp8b2"
"G10090_16195",63954,"Rbp7",-1.30056621691747,6.03707181464361e-08,"Down",-1.05974676613707,9.53971964828157e-05,"Down","Down","persistent_direction_consistent","Rbp7"
"G10090_16205",242341,"Atp6v0d2",2.50740966274804,2.58065650753659e-06,"Up",1.72520247046613,0.000190595203540121,"Up","Up","persistent_direction_consistent","Atp6v0d2"
"G10090_16223",320981,"Enpp6",1.09941953439361,5.83973341988109e-06,"Up",1.54926449386746,2.76746584911562e-05,"Up","Up","persistent_direction_consistent","Enpp6"
"G10090_16229",18595,"Pdgfra",1.13587747094816,5.41221686466086e-06,"Up",1.12239710187195,2.36840650996617e-05,"Up","Up","persistent_direction_consistent","Pdgfra"
"G10090_1624",54140,"Avpr1a",1.43567567448639,6.00417155110282e-07,"Up",1.00239423253773,0.0042659521799979,"Up","Up","persistent_direction_consistent","Avpr1a"
"G10090_16259",140792,"Colec12",1.1669173348185,4.00224093229743e-06,"Up",1.43667098143768,8.71076718195428e-06,"Up","Up","persistent_direction_consistent","Colec12"
"G10090_16265",20682,"Sox9",1.5208432943237,6.13097538927216e-05,"Up",1.26309294893845,0.00471509108356547,"Up","Up","persistent_direction_consistent","Sox9"
"G10090_16289",12519,"Cd80",1.33005036925566,2.20543254335023e-06,"Up",1.93742679129771,7.82438024148323e-06,"Up","Up","persistent_direction_consistent","Cd80"
"G10090_16319",108682,"Gpt2",-1.37925167302901,3.04645220823665e-05,"Down",-1.04996145774538,3.1443751597973e-05,"Down","Down","persistent_direction_consistent","Gpt2"
"G10090_16358",56620,"Clec4n",4.22669596059578,1.43119078390734e-10,"Up",1.89356000785611,0.000270376386940837,"Up","Up","persistent_direction_consistent","Clec4n"
"G10090_16381",240261,"Ccdc112",1.02895781241314,3.19645580831525e-08,"Up",1.0998947984125,4.037545118119e-05,"Up","Up","persistent_direction_consistent","Ccdc112"
"G10090_1640",78733,"Troap",3.08152920908291,1.37268375204014e-08,"Up",1.21145730989282,0.00635282511326272,"Up","Up","persistent_direction_consistent","Troap"
"G10090_16431",13605,"Ect2",2.79091970781436,1.04309809573181e-08,"Up",1.40725421732259,0.00324443385475325,"Up","Up","persistent_direction_consistent","Ect2"
"G10090_16466",93735,"Wnt16",4.14759073448876,7.36001216176245e-08,"Up",3.9999084394722,4.44823186753004e-06,"Up","Up","persistent_direction_consistent","Wnt16"
"G10090_16467",100129,"Gpr153",2.3719707845313,8.63687477629183e-11,"Up",2.25273006799486,2.19250322710708e-06,"Up","Up","persistent_direction_consistent","Gpr153"
"G10090_16470",76123,"Gpsm2",1.77022020722569,5.06167109400705e-09,"Up",1.64829378594414,4.98960545774323e-06,"Up","Up","persistent_direction_consistent","Gpsm2"
"G10090_16489",16005,"Igfals",-1.50841898538885,1.86237952812091e-07,"Down",-1.0479602115253,0.000190886584914375,"Down","Down","persistent_direction_consistent","Igfals"
"G10090_1650",381284,"Crocc2",1.50997686322421,0.000636799957226993,"Up",2.46439435972641,0.000278223000546975,"Up","Up","persistent_direction_consistent","Crocc2"
"G10090_1651",58859,"Efemp2",2.09699816085256,8.06808549420564e-11,"Up",1.42759960786998,1.48093491209869e-05,"Up","Up","persistent_direction_consistent","Efemp2"
"G10090_16513",68515,"Myadml2",-1.4660142900973,5.36308519745418e-05,"Down",-1.01971668080958,0.000410688011271255,"Down","Down","persistent_direction_consistent","Myadml2"
"G10090_16565",22137,"Ttk",2.65465338621027,1.51635724332518e-08,"Up",1.35595990473009,0.00118028686480976,"Up","Up","persistent_direction_consistent","Ttk"
"G10090_16579",16416,"Itgb3",1.11435825736116,1.71968760171143e-05,"Up",1.07003954627892,5.65320706279438e-05,"Up","Up","persistent_direction_consistent","Itgb3"
"G10090_16587",237979,"Sdk2",2.13168761085332,5.05886094156399e-06,"Up",2.4615730839994,8.06218842462105e-05,"Up","Up","persistent_direction_consistent","Sdk2"
"G10090_16594",55985,"Cxcl13",-1.08213284153908,0.00518253516576754,"Down",-1.81744030136986,0.00103198433717312,"Down","Down","persistent_direction_consistent","Cxcl13"
"G10090_16597",214779,"Zfp879",-1.04602697400172,6.32505219958701e-05,"Down",-1.03406880594109,0.000582090594165188,"Down","Down","persistent_direction_consistent","Zfp879"
"G10090_16600",76686,"Clip3",1.50951979549256,5.11814823257651e-09,"Up",1.24719535309378,2.00046341459612e-05,"Up","Up","persistent_direction_consistent","Clip3"
"G10090_16608",20652,"Soat1",2.0241251406954,2.67395689672207e-10,"Up",1.28890166603311,9.7562559346872e-06,"Up","Up","persistent_direction_consistent","Soat1"
"G10090_16621",72691,"Calhm2",1.10297830300279,3.75655817964231e-06,"Up",1.11815700497562,3.82546288591193e-05,"Up","Up","persistent_direction_consistent","Calhm2"
"G10090_16625",14370,"Fzd8",1.01918322780964,1.14603478944288e-06,"Up",1.07747041247263,1.6356732707626e-05,"Up","Up","persistent_direction_consistent","Fzd8"
"G10090_16680",12394,"Runx1",2.74383629655089,8.84067537544994e-12,"Up",2.30925915512754,2.17153995462432e-06,"Up","Up","persistent_direction_consistent","Runx1"
"G10090_16695",11492,"Adam19",1.52642824012731,6.85739222238709e-10,"Up",1.15426446456122,1.71660205336519e-05,"Up","Up","persistent_direction_consistent","Adam19"
"G10090_16697",73712,"Dmkn",1.33734123425596,0.00213499369342715,"Up",2.08181330393533,0.000449240385759453,"Up","Up","persistent_direction_consistent","Dmkn"
"G10090_16710",108167946,"Gm46306",1.55820488440178,1.17331319850014e-05,"Up",1.02034841900945,0.00210995370856351,"Up","Up","persistent_direction_consistent","Gm46306"
"G10090_16730",227659,"Slc2a6",1.10440674319429,0.000346592368332898,"Up",1.34055239649637,2.61971254182088e-05,"Up","Up","persistent_direction_consistent","Slc2a6"
"G10090_16803",14745,"Lpar1",1.29360417805924,5.43237703801825e-07,"Up",1.18366342126708,4.50321060472379e-06,"Up","Up","persistent_direction_consistent","Lpar1"
"G10090_16810",239447,"Colec10",-1.27207148231125,0.00848023589636153,"Down",-2.35994228316975,0.00140547806932025,"Down","Down","persistent_direction_consistent","Colec10"
"G10090_16841",226518,"Nmnat2",2.35273396315295,3.97119085058983e-08,"Up",1.14443015285139,0.00333373281378778,"Up","Up","persistent_direction_consistent","Nmnat2"
"G10090_16887",72267,"Lrrc8e",1.72766140744297,3.58634203046993e-06,"Up",1.75807086334275,0.0132357131720128,"Up","Up","persistent_direction_consistent","Lrrc8e"
"G10090_16895",13799,"En2",-1.80462395127344,1.98373885582085e-05,"Down",-1.00595222726767,0.00438480637864147,"Down","Down","persistent_direction_consistent","En2"
"G10090_16899",225742,"St8sia5",-1.46367902269101,4.64063540750287e-05,"Down",-1.10178752066148,0.000363673417265382,"Down","Down","persistent_direction_consistent","St8sia5"
"G10090_1693",17925,"Myo9b",1.14473181308364,4.03205396743602e-08,"Up",1.04076559309252,1.33256910167195e-05,"Up","Up","persistent_direction_consistent","Myo9b"
"G10090_16944",244810,"AW551984",2.14449815627349,3.02038963152732e-08,"Up",1.26503245009998,4.58134639881138e-05,"Up","Up","persistent_direction_consistent","AW551984"
"G10090_16947",66681,"Pgm2",1.30164850597118,4.70322197279995e-08,"Up",1.04729689705657,9.59603535530991e-06,"Up","Up","persistent_direction_consistent","Pgm2"
"G10090_16950",66815,"Mcub",1.22366961348794,1.9644988475813e-06,"Up",1.49566957624718,2.1429529111601e-05,"Up","Up","persistent_direction_consistent","Mcub"
"G10090_16969",19038,"Ppic",2.05185717948293,1.19984285717762e-11,"Up",1.50588124301718,2.76439315656003e-06,"Up","Up","persistent_direction_consistent","Ppic"
"G10090_16978",380660,"Acss3",-1.79970418049156,0.000177211375191615,"Down",-1.40770736991087,0.000871219963558569,"Down","Down","persistent_direction_consistent","Acss3"
"G10090_17022",104009,"Qsox1",1.27005945311973,1.48124281411938e-08,"Up",1.1494912126674,9.59603535530991e-06,"Up","Up","persistent_direction_consistent","Qsox1"
"G10090_17023",96875,"Prg4",1.22148400774765,0.00742411271887399,"Up",2.95193641523449,3.91470915171558e-05,"Up","Up","persistent_direction_consistent","Prg4"
"G10090_17057",234725,"Zfp612",-1.27988333425834,8.95267611431169e-06,"Down",-1.20789919837083,3.50847816212725e-05,"Down","Down","persistent_direction_consistent","Zfp612"
"G10090_17086",21426,"Tfec",2.25703814587079,1.54706346652353e-07,"Up",1.12170084466583,0.000341258839831838,"Up","Up","persistent_direction_consistent","Tfec"
"G10090_17111",241520,"Fam171b",1.5946364814541,3.76809122362883e-08,"Up",1.05532690853115,1.94009064191511e-05,"Up","Up","persistent_direction_consistent","Fam171b"
"G10090_17113",26934,"Racgap1",2.10037105190806,2.93243325525024e-10,"Up",1.00543283314151,0.000814512188844454,"Up","Up","persistent_direction_consistent","Racgap1"
"G10090_17143",53418,"B4galt2",1.65684361727996,7.0037341663716e-11,"Up",1.15214554717226,3.24668862441869e-06,"Up","Up","persistent_direction_consistent","B4galt2"
"G10090_1716",17537,"Meis3",1.2737622239963,1.4322612433023e-06,"Up",1.25726870030162,4.00747049062053e-05,"Up","Up","persistent_direction_consistent","Meis3"
"G10090_17164",17389,"Mmp16",2.90555924583987,1.05819351314168e-08,"Up",1.88304192450951,5.96287523331547e-06,"Up","Up","persistent_direction_consistent","Mmp16"
"G10090_17165",14042,"Ext1",1.28482208590514,4.24441071743519e-10,"Up",1.10557077904725,2.27247783624488e-06,"Up","Up","persistent_direction_consistent","Ext1"
"G10090_1720",52855,"Lair1",1.99960092494611,3.44994263732149e-08,"Up",1.50045371464263,1.6356732707626e-05,"Up","Up","persistent_direction_consistent","Lair1"
"G10090_17221",14068,"F7",4.3068809059336,2.32144813164208e-09,"Up",2.30982308886352,0.00050792432000659,"Up","Up","persistent_direction_consistent","F7"
"G10090_17242",12578,"Cdkn2a",2.2541111665221,5.20968138706871e-05,"Up",2.96112346985525,0.00015604593375292,"Up","Up","persistent_direction_consistent","Cdkn2a"
"G10090_17274",16854,"Lgals3",1.61038993415004,2.60606051242501e-06,"Up",1.35000868464952,9.15540073024524e-05,"Up","Up","persistent_direction_consistent","Lgals3"
"G10090_1730",238871,"Pde4d",-1.26791098387828,3.89768012691192e-05,"Down",-1.01662389062481,0.000437943849596833,"Down","Down","persistent_direction_consistent","Pde4d"
"G10090_17328",105245383,"Zfp996",1.26935955484557,5.33046586655593e-05,"Up",1.24761295616476,0.000246349423763521,"Up","Up","persistent_direction_consistent","Zfp996"
"G10090_17329",13733,"Adgre1",2.05008626822141,5.06735254716916e-09,"Up",1.1600590864557,0.000115365710239617,"Up","Up","persistent_direction_consistent","Adgre1"
"G10090_1734",226101,"Myof",1.58932763896902,3.71292214527228e-08,"Up",1.33431627230454,1.35082334957681e-05,"Up","Up","persistent_direction_consistent","Myof"
"G10090_17345",22379,"Fmnl3",1.3342825316366,5.60493636409188e-09,"Up",1.28785492138303,1.42455007747695e-05,"Up","Up","persistent_direction_consistent","Fmnl3"
"G10090_17366",230815,"Man1c1",1.34511966737428,8.69648279067927e-08,"Up",1.23403527568972,1.11316183407124e-05,"Up","Up","persistent_direction_consistent","Man1c1"
"G10090_17448",11551,"Adra2a",1.33163170659349,6.2915472413273e-05,"Up",1.72993647013508,9.50418676048225e-05,"Up","Up","persistent_direction_consistent","Adra2a"
"G10090_17519",58916,"Myot",-1.57549567898845,3.76278736491584e-05,"Down",-1.10474761755559,0.00229534105640204,"Down","Down","persistent_direction_consistent","Myot"
"G10090_17598",14726,"Pdpn",2.04719509757756,2.19676847622454e-10,"Up",1.67177856676217,3.50122417820682e-06,"Up","Up","persistent_direction_consistent","Pdpn"
"G10090_17604",14859,"Gsta3",-2.00539603390903,1.65116364057779e-05,"Down",-1.81634614192305,2.66739843985497e-05,"Down","Down","persistent_direction_consistent","Gsta3"
"G10090_17605",244757,"Glb1l2",-1.57033555733197,0.000143297590400067,"Down",-1.04058124477731,0.0011424295079557,"Down","Down","persistent_direction_consistent","Glb1l2"
"G10090_17677",237887,"Slfn10",2.52764615062107,5.14353100989181e-08,"Up",1.39236416533719,0.000171481861041017,"Up","Up","persistent_direction_consistent","Slfn10"
"G10090_17761",73284,"Ddit4l",-1.62848682745319,8.78819633577215e-05,"Down",-1.01992312422257,0.00124144703857319,"Down","Down","persistent_direction_consistent","Ddit4l"
"G10090_17781",103968,"Plin1",-1.78419954778865,0.000453297368518912,"Down",-1.03921776713167,0.00194672866190272,"Down","Down","persistent_direction_consistent","Plin1"
"G10090_17783",76282,"Gpt",-1.75570175467461,1.37041071337715e-09,"Down",-1.1993497050327,1.8748937183061e-05,"Down","Down","persistent_direction_consistent","Gpt"
"G10090_1780",320118,"Fbxl13",2.71390361882264,1.09144940892846e-08,"Up",1.03919967692133,0.0143273326894314,"Up","Up","persistent_direction_consistent","Fbxl13"
"G10090_17808",629378,"Dact3",1.40239015819509,1.26088803257304e-08,"Up",1.08729053016571,2.39533742632881e-05,"Up","Up","persistent_direction_consistent","Dact3"
"G10090_17815",629242,"Gm6958",1.93684736024556,5.22248335158527e-07,"Up",1.40895836555953,0.000433831301442744,"Up","Up","persistent_direction_consistent","Gm6958"
"G10090_17824",18563,"Pcx",-1.69997690917546,1.4615152389506e-08,"Down",-1.08994468117072,0.000105255931323144,"Down","Down","persistent_direction_consistent","Pcx"
"G10090_17857",14728,"Lilrb4a",2.03773640599412,1.15891094009287e-08,"Up",1.08483592523667,0.000103120010935868,"Up","Up","persistent_direction_consistent","Lilrb4a"
"G10090_17868",14634,"Gli3",1.54584128539585,1.4443135082852e-08,"Up",1.45668281753125,2.8069905731064e-06,"Up","Up","persistent_direction_consistent","Gli3"
"G10090_17872",381485,"Trim55",-1.62764811397356,1.17807018652006e-05,"Down",-1.01819510317003,0.00102204102740305,"Down","Down","persistent_direction_consistent","Trim55"
"G10090_17922",140491,"Ppp1r3a",-1.54425675499867,0.000526140278279434,"Down",-1.18518749268199,0.00300023787501806,"Down","Down","persistent_direction_consistent","Ppp1r3a"
"G10090_17947",66039,"Tmem254",1.51644240748491,2.59779265866058e-06,"Up",1.31882649976952,3.46376820857393e-05,"Up","Up","persistent_direction_consistent","Tmem254"
"G10090_17992",16181,"Il1rn",3.98683853978937,1.03916459595149e-06,"Up",1.07379412677475,0.0112185772059591,"Up","Up","persistent_direction_consistent","Il1rn"
"G10090_18008",20256,"Clec11a",2.35163836082933,5.08075537590376e-08,"Up",1.33205440635988,3.85540529903153e-05,"Up","Up","persistent_direction_consistent","Clec11a"
"G10090_18015",81600,"Chia1",-2.25177675301503,1.04891291258082e-05,"Down",-1.45608188680763,0.000648653270839109,"Down","Down","persistent_direction_consistent","Chia1"
"G10090_18019",13076,"Cyp1a1",-2.09233060971935,4.40623949841459e-05,"Down",-1.72831666681841,8.24106778218036e-05,"Down","Down","persistent_direction_consistent","Cyp1a1"
"G10090_18063",14089,"Fap",2.16394205587543,2.52754568860313e-08,"Up",2.45646913901673,1.70583664455986e-06,"Up","Up","persistent_direction_consistent","Fap"
"G10090_18088",238328,"Vash1",1.1763426032339,1.02392690671782e-09,"Up",1.02997212980589,1.55550951977518e-05,"Up","Up","persistent_direction_consistent","Vash1"
"G10090_18091",269642,"Nat8l",-2.0629634351595,0.000139747189871712,"Down",-1.82909605476249,1.08919320367425e-05,"Down","Down","persistent_direction_consistent","Nat8l"
"G10090_18094",18767,"Pkia",-1.4400206518716,0.000203088895716603,"Down",-1.15452820000997,0.00246935310450513,"Down","Down","persistent_direction_consistent","Pkia"
"G10090_18137",14706,"Gng4",1.13234526440134,0.000370732834687193,"Up",1.62220336301263,6.44831949079156e-05,"Up","Up","persistent_direction_consistent","Gng4"
"G10090_18180",83557,"Lin28a",-1.18862233780356,0.0115237520153769,"Down",-1.47942536496296,0.000430708377692427,"Down","Down","persistent_direction_consistent","Lin28a"
"G10090_18243",12504,"Cd4",3.39920367256321,1.03909489212664e-08,"Up",1.88979970286224,1.93046905995767e-05,"Up","Up","persistent_direction_consistent","Cd4"
"G10090_18261",219151,"Scara3",1.17460694686033,0.000193066741599239,"Up",2.21274655185024,1.11135108909932e-05,"Up","Up","persistent_direction_consistent","Scara3"
"G10090_18327",244550,"Podnl1",3.78414204039067,1.33439859087194e-07,"Up",3.30507673499274,7.96123891069424e-05,"Up","Up","persistent_direction_consistent","Podnl1"
"G10090_18367",225875,"Lrfn4",1.00807772187069,0.000121714455626004,"Up",1.03482977094724,0.000481381752979904,"Up","Up","persistent_direction_consistent","Lrfn4"
"G10090_18377",12816,"Col12a1",3.17355699489581,2.63898986676161e-07,"Up",1.38446987105132,0.000125380367259131,"Up","Up","persistent_direction_consistent","Col12a1"
"G10090_18392",18725,"Pira2",1.7712320737872,6.9443276535445e-06,"Up",1.3390029347217,0.000390582350162127,"Up","Up","persistent_direction_consistent","Pira2"
"G10090_18416",26558,"Homer3",1.2604802786981,9.2872307958413e-09,"Up",1.05554339808427,2.87522811721118e-05,"Up","Up","persistent_direction_consistent","Homer3"
"G10090_18418",320924,"Ccbe1",2.02074148298982,3.34007931231371e-09,"Up",1.85346830518765,2.01327870171073e-06,"Up","Up","persistent_direction_consistent","Ccbe1"
"G10090_18442",12767,"Cxcr4",1.23864782227872,2.68469105431164e-06,"Up",1.15255162095052,9.97955513153244e-05,"Up","Up","persistent_direction_consistent","Cxcr4"
"G10090_18455",68169,"Ndnf",2.47129811678948,9.20564498150274e-08,"Up",1.67175072854381,4.33977123847332e-05,"Up","Up","persistent_direction_consistent","Ndnf"
"G10090_18463",14758,"Gpm6b",1.57338585568308,1.99612497183797e-07,"Up",1.11921047861141,8.77811120744894e-06,"Up","Up","persistent_direction_consistent","Gpm6b"
"G10090_18549",233332,"Adamts17",4.00938099781946,3.67546853127726e-09,"Up",1.87924157685546,0.000121326324736566,"Up","Up","persistent_direction_consistent","Adamts17"
"G10090_18573",26358,"Aldh1a7",-1.90714621100224,1.73104219829038e-05,"Down",-1.46534478902063,8.97907635381771e-05,"Down","Down","persistent_direction_consistent","Aldh1a7"
"G10090_18579",12922,"Crhr2",-2.95147507732052,1.58705235182047e-09,"Down",-1.17699883946225,0.000347682537758049,"Down","Down","persistent_direction_consistent","Crhr2"
"G10090_18598",16625,"Serpina3c",-1.69768480917504,2.14486956154051e-05,"Down",-1.18431439620814,0.000397139235329572,"Down","Down","persistent_direction_consistent","Serpina3c"
"G10090_18603",245469,"Pdzd4",1.13553536568611,4.18501688726457e-07,"Up",1.23658359752724,2.48381892860386e-05,"Up","Up","persistent_direction_consistent","Pdzd4"
"G10090_18604",72080,"Sapcd2",3.3425518572897,5.82655655601458e-08,"Up",1.41342841544443,0.00625549120954933,"Up","Up","persistent_direction_consistent","Sapcd2"
"G10090_18607",319317,"Snhg11",-1.29171377357557,0.000167339460843732,"Down",-1.24299508025497,0.000137010112534441,"Down","Down","persistent_direction_consistent","Snhg11"
"G10090_18702",12703,"Socs1",1.61824115045993,3.75552030068156e-09,"Up",1.18191547275918,0.000416947093551061,"Up","Up","persistent_direction_consistent","Socs1"
"G10090_18740",414801,"Itprip",1.19393985296456,6.97683081754366e-06,"Up",1.05435653344382,6.5055415460629e-05,"Up","Up","persistent_direction_consistent","Itprip"
"G10090_18780",69352,"Necab1",-1.45021487464256,7.76014894127497e-06,"Down",-1.57531214141554,9.05369759762582e-05,"Down","Down","persistent_direction_consistent","Necab1"
"G10090_18795",229699,"Slc16a4",2.05958724244949,1.94514881839084e-06,"Up",1.4951475085214,0.00135817436120892,"Up","Up","persistent_direction_consistent","Slc16a4"
"G10090_18805",243312,"Elfn1",2.45945816576544,8.66160826305084e-08,"Up",2.22780856974437,0.000702462823372697,"Up","Up","persistent_direction_consistent","Elfn1"
"G10090_18812",12450,"Ccng1",-1.4131136434571,0.000100719273706886,"Down",-1.03830922650272,0.00271968052581851,"Down","Down","persistent_direction_consistent","Ccng1"
"G10090_18820",383435,"Ms4a14",2.97741809545019,5.38690409158797e-11,"Up",1.45626179062365,7.71565432461423e-05,"Up","Up","persistent_direction_consistent","Ms4a14"
"G10090_18822",70717,"Medag",1.13709105671312,5.28096885677691e-06,"Up",1.31572117097994,2.93000709907795e-05,"Up","Up","persistent_direction_consistent","Medag"
"G10090_18834",668257,"Dgat2l6",-1.11694090843163,0.00165770841245242,"Down",-1.41992727539566,0.000642794098979178,"Down","Down","persistent_direction_consistent","Dgat2l6"
"G10090_18847",13637,"Efna2",1.34102606658107,1.71995118824836e-08,"Up",1.10159060204257,0.00014674259387179,"Up","Up","persistent_direction_consistent","Efna2"
"G10090_18866",70771,"Gpr173",2.11542824449527,3.2541674702677e-09,"Up",1.39072334675636,3.84464613920276e-05,"Up","Up","persistent_direction_consistent","Gpr173"
"G10090_18982",27276,"Plekhb1",-1.25112542449093,0.000152160712701175,"Down",-1.20759225441473,4.65638830194682e-05,"Down","Down","persistent_direction_consistent","Plekhb1"
"G10090_18992",320502,"Lmod3",-1.19833128787675,0.00012368797722415,"Down",-1.037992277625,0.000339608741603896,"Down","Down","persistent_direction_consistent","Lmod3"
"G10090_19019",19428,"Rasl2-9",-1.32391370353141,5.77719980605892e-06,"Down",-1.22605020058289,0.000184683813217749,"Down","Down","persistent_direction_consistent","Rasl2-9"
"G10090_19060",67874,"Rprm",3.14571519304801,5.45063450135727e-08,"Up",1.85510497443423,0.000284019369332846,"Up","Up","persistent_direction_consistent","Rprm"
"G10090_19061",14609,"Gja1",1.92988221608276,2.58579908747686e-09,"Up",1.61917406605256,2.13848304914485e-06,"Up","Up","persistent_direction_consistent","Gja1"
"G10090_19080",83379,"Klb",-1.69775508636936,0.000603866564507723,"Down",-1.42307852114118,0.000430328960792085,"Down","Down","persistent_direction_consistent","Klb"
"G10090_191",16197,"Il7r",2.01755565108149,1.61192427933735e-06,"Up",1.2227547258409,0.000330962273215579,"Up","Up","persistent_direction_consistent","Il7r"
"G10090_19126",22403,"Ccn5",2.84831106531839,5.78733388927448e-11,"Up",3.00445981207751,1.04153986096631e-06,"Up","Up","persistent_direction_consistent","Ccn5"
"G10090_19181",11595,"Acan",5.71390953747687,1.59460304061953e-07,"Up",4.43804650966147,0.000986023434430136,"Up","Up","persistent_direction_consistent","Acan"
"G10090_19195",23948,"Mmp17",1.0257994799863,7.50242248791847e-05,"Up",1.00539273487412,0.00035289990711066,"Up","Up","persistent_direction_consistent","Mmp17"
"G10090_19225",217887,"Clba1",1.46172743274745,1.46582239814694e-07,"Up",1.343648224632,3.5270691648901e-05,"Up","Up","persistent_direction_consistent","Clba1"
"G10090_19226",213603,"Slc44a3",-1.18483565696011,0.00273450941955432,"Down",-1.15803626712202,0.000595288098387398,"Down","Down","persistent_direction_consistent","Slc44a3"
"G10090_19299",20405,"Sh3gl1",1.17597971960797,9.71993590913826e-09,"Up",1.01401934003165,2.59324964996507e-05,"Up","Up","persistent_direction_consistent","Sh3gl1"
"G10090_19307",78896,"Ecrg4",2.00781948811476,4.59573917802333e-06,"Up",1.04978517784198,0.00203359992214905,"Up","Up","persistent_direction_consistent","Ecrg4"
"G10090_19309",74030,"Rin2",1.71282307380471,1.51635724332518e-08,"Up",1.57067887455965,3.03525924601535e-06,"Up","Up","persistent_direction_consistent","Rin2"
"G10090_19318",19132,"Prph",3.05103438639562,2.09692849660419e-08,"Up",1.9706841682241,8.88555817791108e-05,"Up","Up","persistent_direction_consistent","Prph"
"G10090_19330",100043497,"Nat8f7",1.30849951775484,0.000386463190538008,"Up",1.35668066931572,0.000198338828487423,"Up","Up","persistent_direction_consistent","Nat8f7"
"G10090_19379",13603,"Opn3",-1.4363416746743,0.000137626017277306,"Down",-1.13196231545674,0.00105133291658209,"Down","Down","persistent_direction_consistent","Opn3"
"G10090_19451",74559,"Elovl7",1.48972466717716,6.52889428571136e-06,"Up",2.30455702812788,3.64278758697287e-05,"Up","Up","persistent_direction_consistent","Elovl7"
"G10090_19478",12111,"Bgn",2.70442678729923,2.43629802594492e-09,"Up",1.86836972971643,8.77811120744894e-06,"Up","Up","persistent_direction_consistent","Bgn"
"G10090_19503",15483,"Hsd11b1",-1.85088758593843,3.82304256944939e-07,"Down",-1.77427624370227,0.000135303642585966,"Down","Down","persistent_direction_consistent","Hsd11b1"
"G10090_19511",14368,"Fzd6",1.33326549279209,2.01144584786093e-10,"Up",1.16606881688497,2.66681036721344e-06,"Up","Up","persistent_direction_consistent","Fzd6"
"G10090_19533",20183,"Rxrg",-1.55618405471176,9.51286613504737e-06,"Down",-1.16039189263211,3.45237479247797e-05,"Down","Down","persistent_direction_consistent","Rxrg"
"G10090_19561",11450,"Adipoq",-1.79465744156274,0.000151776201743843,"Down",-1.38908318017784,0.000109797664374076,"Down","Down","persistent_direction_consistent","Adipoq"
"G10090_19610",330790,"Hapln4",2.47710986914197,1.01339719982439e-09,"Up",2.96580973237632,7.43371467433383e-05,"Up","Up","persistent_direction_consistent","Hapln4"
