"pathway","gene_symbol"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il2ra"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il2rg"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il3ra"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il4ra"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il6"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il6st"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il7"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Il9r"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Inhbe"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Irf1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Irf9"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Itga4"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Itgb3"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Jun"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Lepr"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Ltb"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Ltbr"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Map3k8"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Myd88"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Osmr"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Pdgfc"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Pf4"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Pik3r5"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Pim1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Pla2g2a"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Ptpn1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Ptpn11"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Ptpn2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Reg1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Socs1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Socs3"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Stam2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Stat1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Stat2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Stat3"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tgfb1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tlr2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tnf"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tnfrsf12a"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tnfrsf1a"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tnfrsf1b"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tnfrsf21"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","Tyk2"
"HALLMARK_INFLAMMATORY_RESPONSE","Abca1"
"HALLMARK_INFLAMMATORY_RESPONSE","Abi1"
"HALLMARK_INFLAMMATORY_RESPONSE","Acvr1b"
"HALLMARK_INFLAMMATORY_RESPONSE","Acvr2a"
"HALLMARK_INFLAMMATORY_RESPONSE","Adgre1"
"HALLMARK_INFLAMMATORY_RESPONSE","Adm"
"HALLMARK_INFLAMMATORY_RESPONSE","Adora2b"
"HALLMARK_INFLAMMATORY_RESPONSE","Adrm1"
"HALLMARK_INFLAMMATORY_RESPONSE","Ahr"
"HALLMARK_INFLAMMATORY_RESPONSE","Aplnr"
"HALLMARK_INFLAMMATORY_RESPONSE","Aqp9"
"HALLMARK_INFLAMMATORY_RESPONSE","Atp2a2"
"HALLMARK_INFLAMMATORY_RESPONSE","Atp2b1"
"HALLMARK_INFLAMMATORY_RESPONSE","Atp2c1"
"HALLMARK_INFLAMMATORY_RESPONSE","Axl"
"HALLMARK_INFLAMMATORY_RESPONSE","Bdkrb1"
"HALLMARK_INFLAMMATORY_RESPONSE","Best1"
"HALLMARK_INFLAMMATORY_RESPONSE","Bst2"
"HALLMARK_INFLAMMATORY_RESPONSE","Btg2"
"HALLMARK_INFLAMMATORY_RESPONSE","C3ar1"
"HALLMARK_INFLAMMATORY_RESPONSE","C5ar1"
"HALLMARK_INFLAMMATORY_RESPONSE","Calcrl"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl17"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl2"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl20"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl22"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl24"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl5"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccl7"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccr7"
"HALLMARK_INFLAMMATORY_RESPONSE","Ccrl2"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd14"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd40"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd48"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd55"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd55b"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd69"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd70"
"HALLMARK_INFLAMMATORY_RESPONSE","Cd82"
"HALLMARK_INFLAMMATORY_RESPONSE","Cdkn1a"
"HALLMARK_INFLAMMATORY_RESPONSE","Chst2"
"HALLMARK_INFLAMMATORY_RESPONSE","Clec5a"
"HALLMARK_INFLAMMATORY_RESPONSE","Cmklr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Csf1"
"HALLMARK_INFLAMMATORY_RESPONSE","Csf3"
"HALLMARK_INFLAMMATORY_RESPONSE","Csf3r"
"HALLMARK_INFLAMMATORY_RESPONSE","Cx3cl1"
"HALLMARK_INFLAMMATORY_RESPONSE","Cxcl10"
"HALLMARK_INFLAMMATORY_RESPONSE","Cxcl11"
"HALLMARK_INFLAMMATORY_RESPONSE","Cxcl5"
"HALLMARK_INFLAMMATORY_RESPONSE","Cxcl9"
"HALLMARK_INFLAMMATORY_RESPONSE","Cxcr6"
"HALLMARK_INFLAMMATORY_RESPONSE","Cybb"
"HALLMARK_INFLAMMATORY_RESPONSE","Dcbld2"
"HALLMARK_INFLAMMATORY_RESPONSE","Ebi3"
"HALLMARK_INFLAMMATORY_RESPONSE","Edn1"
"HALLMARK_INFLAMMATORY_RESPONSE","Eif2ak2"
"HALLMARK_INFLAMMATORY_RESPONSE","Emp3"
"HALLMARK_INFLAMMATORY_RESPONSE","Ereg"
"HALLMARK_INFLAMMATORY_RESPONSE","F3"
"HALLMARK_INFLAMMATORY_RESPONSE","Ffar2"
"HALLMARK_INFLAMMATORY_RESPONSE","Fpr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Fzd5"
"HALLMARK_INFLAMMATORY_RESPONSE","Gabbr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Gch1"
"HALLMARK_INFLAMMATORY_RESPONSE","Gna15"
"HALLMARK_INFLAMMATORY_RESPONSE","Gnai3"
"HALLMARK_INFLAMMATORY_RESPONSE","Gp1ba"
"HALLMARK_INFLAMMATORY_RESPONSE","Gpc3"
"HALLMARK_INFLAMMATORY_RESPONSE","Gpr132"
"HALLMARK_INFLAMMATORY_RESPONSE","Gpr183"
"HALLMARK_INFLAMMATORY_RESPONSE","Has2"
"HALLMARK_INFLAMMATORY_RESPONSE","Hbegf"
"HALLMARK_INFLAMMATORY_RESPONSE","Hif1a"
"HALLMARK_INFLAMMATORY_RESPONSE","Hpn"
"HALLMARK_INFLAMMATORY_RESPONSE","Hrh1"
"HALLMARK_INFLAMMATORY_RESPONSE","Icam1"
"HALLMARK_INFLAMMATORY_RESPONSE","Icam4"
"HALLMARK_INFLAMMATORY_RESPONSE","Icosl"
"HALLMARK_INFLAMMATORY_RESPONSE","Ifitm1"
"HALLMARK_INFLAMMATORY_RESPONSE","Ifnar1"
"HALLMARK_INFLAMMATORY_RESPONSE","Ifngr2"
"HALLMARK_INFLAMMATORY_RESPONSE","Il10"
"HALLMARK_INFLAMMATORY_RESPONSE","Il10ra"
"HALLMARK_INFLAMMATORY_RESPONSE","Il12b"
"HALLMARK_INFLAMMATORY_RESPONSE","Il15"
"HALLMARK_INFLAMMATORY_RESPONSE","Il15ra"
"HALLMARK_INFLAMMATORY_RESPONSE","Il18"
"HALLMARK_INFLAMMATORY_RESPONSE","Il18r1"
"HALLMARK_INFLAMMATORY_RESPONSE","Il18rap"
"HALLMARK_INFLAMMATORY_RESPONSE","Il1a"
"HALLMARK_INFLAMMATORY_RESPONSE","Il1b"
"HALLMARK_INFLAMMATORY_RESPONSE","Il1r1"
"HALLMARK_INFLAMMATORY_RESPONSE","Il2rb"
"HALLMARK_INFLAMMATORY_RESPONSE","Il4ra"
"HALLMARK_INFLAMMATORY_RESPONSE","Il6"
"HALLMARK_INFLAMMATORY_RESPONSE","Il7r"
"HALLMARK_INFLAMMATORY_RESPONSE","Inhba"
"HALLMARK_INFLAMMATORY_RESPONSE","Irak2"
"HALLMARK_INFLAMMATORY_RESPONSE","Irf1"
"HALLMARK_INFLAMMATORY_RESPONSE","Irf7"
"HALLMARK_INFLAMMATORY_RESPONSE","Itga5"
"HALLMARK_INFLAMMATORY_RESPONSE","Itgb3"
"HALLMARK_INFLAMMATORY_RESPONSE","Itgb8"
"HALLMARK_INFLAMMATORY_RESPONSE","Kcna3"
"HALLMARK_INFLAMMATORY_RESPONSE","Kcnj2"
"HALLMARK_INFLAMMATORY_RESPONSE","Kcnmb2"
"HALLMARK_INFLAMMATORY_RESPONSE","Kif1b"
"HALLMARK_INFLAMMATORY_RESPONSE","Klf6"
"HALLMARK_INFLAMMATORY_RESPONSE","Lamp3"
"HALLMARK_INFLAMMATORY_RESPONSE","Lck"
"HALLMARK_INFLAMMATORY_RESPONSE","Lcp2"
"HALLMARK_INFLAMMATORY_RESPONSE","Ldlr"
"HALLMARK_INFLAMMATORY_RESPONSE","Lif"
"HALLMARK_INFLAMMATORY_RESPONSE","Lpar1"
"HALLMARK_INFLAMMATORY_RESPONSE","Lta"
"HALLMARK_INFLAMMATORY_RESPONSE","Ly6e"
"HALLMARK_INFLAMMATORY_RESPONSE","Lyn"
"HALLMARK_INFLAMMATORY_RESPONSE","Marco"
"HALLMARK_INFLAMMATORY_RESPONSE","Mefv"
"HALLMARK_INFLAMMATORY_RESPONSE","Mep1a"
"HALLMARK_INFLAMMATORY_RESPONSE","Met"
"HALLMARK_INFLAMMATORY_RESPONSE","Mmp14"
"HALLMARK_INFLAMMATORY_RESPONSE","Msr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Mxd1"
"HALLMARK_INFLAMMATORY_RESPONSE","Myc"
"HALLMARK_INFLAMMATORY_RESPONSE","Nampt"
"HALLMARK_INFLAMMATORY_RESPONSE","Ndp"
"HALLMARK_INFLAMMATORY_RESPONSE","Nfkb1"
"HALLMARK_INFLAMMATORY_RESPONSE","Nfkbia"
"HALLMARK_INFLAMMATORY_RESPONSE","Nlrp3"
"HALLMARK_INFLAMMATORY_RESPONSE","Nmi"
"HALLMARK_INFLAMMATORY_RESPONSE","Nmur1"
"HALLMARK_INFLAMMATORY_RESPONSE","Nod2"
"HALLMARK_INFLAMMATORY_RESPONSE","Npffr2"
"HALLMARK_INFLAMMATORY_RESPONSE","Olr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Oprk1"
"HALLMARK_INFLAMMATORY_RESPONSE","Osm"
"HALLMARK_INFLAMMATORY_RESPONSE","Osmr"
"HALLMARK_INFLAMMATORY_RESPONSE","P2rx4"
"HALLMARK_INFLAMMATORY_RESPONSE","P2rx7"
"HALLMARK_INFLAMMATORY_RESPONSE","P2ry2"
"HALLMARK_INFLAMMATORY_RESPONSE","Pcdh7"
"HALLMARK_INFLAMMATORY_RESPONSE","Pde4b"
"HALLMARK_INFLAMMATORY_RESPONSE","Pdpn"
"HALLMARK_INFLAMMATORY_RESPONSE","Pik3r5"
"HALLMARK_INFLAMMATORY_RESPONSE","Plaur"
"HALLMARK_INFLAMMATORY_RESPONSE","Prok2"
"HALLMARK_INFLAMMATORY_RESPONSE","Psen1"
"HALLMARK_INFLAMMATORY_RESPONSE","Ptafr"
"HALLMARK_INFLAMMATORY_RESPONSE","Ptger2"
"HALLMARK_INFLAMMATORY_RESPONSE","Ptger4"
"HALLMARK_INFLAMMATORY_RESPONSE","Ptgir"
"HALLMARK_INFLAMMATORY_RESPONSE","Ptpre"
"HALLMARK_INFLAMMATORY_RESPONSE","Pvr"
"HALLMARK_INFLAMMATORY_RESPONSE","Raf1"
"HALLMARK_INFLAMMATORY_RESPONSE","Rasgrp1"
"HALLMARK_INFLAMMATORY_RESPONSE","Rela"
"HALLMARK_INFLAMMATORY_RESPONSE","Rgs1"
"HALLMARK_INFLAMMATORY_RESPONSE","Rgs16"
"HALLMARK_INFLAMMATORY_RESPONSE","Rhog"
"HALLMARK_INFLAMMATORY_RESPONSE","Ripk2"
"HALLMARK_INFLAMMATORY_RESPONSE","Rnf144b"
"HALLMARK_INFLAMMATORY_RESPONSE","Ros1"
"HALLMARK_INFLAMMATORY_RESPONSE","Rtp4"
"HALLMARK_INFLAMMATORY_RESPONSE","Scarf1"
"HALLMARK_INFLAMMATORY_RESPONSE","Scn1b"
"HALLMARK_INFLAMMATORY_RESPONSE","Sele"
"HALLMARK_INFLAMMATORY_RESPONSE","Selenos"
"HALLMARK_INFLAMMATORY_RESPONSE","Sell"
"HALLMARK_INFLAMMATORY_RESPONSE","Sema4d"
"HALLMARK_INFLAMMATORY_RESPONSE","Serpine1"
"HALLMARK_INFLAMMATORY_RESPONSE","Sgms2"
"HALLMARK_INFLAMMATORY_RESPONSE","Slamf1"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc11a2"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc1a2"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc28a2"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc28a2b"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc31a1"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc31a2"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc4a4"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc7a1"
"HALLMARK_INFLAMMATORY_RESPONSE","Slc7a2"
"HALLMARK_INFLAMMATORY_RESPONSE","Sphk1"
"HALLMARK_INFLAMMATORY_RESPONSE","Sri"
"HALLMARK_INFLAMMATORY_RESPONSE","Stab1"
"HALLMARK_INFLAMMATORY_RESPONSE","Tacr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Tacr3"
"HALLMARK_INFLAMMATORY_RESPONSE","Tapbp"
"HALLMARK_INFLAMMATORY_RESPONSE","Timp1"
"HALLMARK_INFLAMMATORY_RESPONSE","Tlr1"
"HALLMARK_INFLAMMATORY_RESPONSE","Tlr2"
"HALLMARK_INFLAMMATORY_RESPONSE","Tlr3"
"HALLMARK_INFLAMMATORY_RESPONSE","Tnfaip6"
"HALLMARK_INFLAMMATORY_RESPONSE","Tnfrsf1b"
"HALLMARK_INFLAMMATORY_RESPONSE","Tnfrsf9"
"HALLMARK_INFLAMMATORY_RESPONSE","Tnfsf10"
"HALLMARK_INFLAMMATORY_RESPONSE","Tnfsf15"
"HALLMARK_INFLAMMATORY_RESPONSE","Tnfsf9"
"HALLMARK_INFLAMMATORY_RESPONSE","Tpbg"
"HALLMARK_INFLAMMATORY_RESPONSE","Vip"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Adar"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","B2m"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Batf2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Bst2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","C1s1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Casp1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Casp8"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ccrl2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cd47"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cd74"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cmpk2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cmtr1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cnp"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Csf1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cxcl10"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Cxcl11"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ddx60"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Dhx58"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Eif2ak2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Elf1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Epsti1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Gbp2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Gbp3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Gmpr"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Helz2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Herc6"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","H2-Q10"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","H2-Q7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifi27"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifi27l2b"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifi30"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifi35"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifi44"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifi44l"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifih1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifit2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifit3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifitm1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifitm2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ifitm3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Il15"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Il4ra"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Il7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Irf1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Irf2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Irf7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Irf9"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Isg15"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Isg20"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Lamp3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Lap3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Lgals3bp"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Lpar6"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ly6e"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Mov10"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Mvb12a"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Mx2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ncoa7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Nmi"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Nub1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Oas1a"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Oas1g"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Oasl1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ogfr"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Parp12"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Parp14"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Parp9"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Plscr1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Pnpt1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Procr"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Psma3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Psmb8"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Psmb9"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Psme1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Psme2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ripk2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Rnf31"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Rsad2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Rtp4"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Samd9l"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Sell"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Slc25a28"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Sp110"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Stat2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Tap1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Tdrd7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Tent5a"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Tmem140"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trafd1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trim14"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trim21"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trim25"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trim26"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trim12c"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Trim5"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Txnip"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Uba7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Ube2l6"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Usp18"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","Wars1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Adar"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Apol6"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Arid5b"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Arl4a"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Auts2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","B2m"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Bank1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Batf2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Bpgm"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Bst2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Btg1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","C1rb"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","C1s1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Casp1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Casp3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Casp4"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Casp7"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Casp8"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ccl2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ccl5"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ccl7"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cd274"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cd38"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cd40"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cd69"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cd74"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cd86"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cdkn1a"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cfb"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cfh"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ciita"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cmklr1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cmpk2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cmtr1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Csf2rb2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cxcl10"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cxcl11"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Cxcl9"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ddx60"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Dhx58"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Eif2ak2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Eif4e3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Epsti1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Fas"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Fcgr1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Fgl2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Fpr1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gbp3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gbp10"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gbp4"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gbp8"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gbp9"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gch1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gpr18"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gzma"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Helz2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Herc6"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Hif1a"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-Q10"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-Q7"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Gm8909"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-D1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-M2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-DMa"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-Aa"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-Eb1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","H2-M3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Icam1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ido1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ifi27"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ifi27l2b"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ifi30"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ifi35"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ifi44"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","Ifi44l"
