"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","timepoint"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",3.71388562438855e-05,9.77338322207513e-05,0.557332238758646,0.480391709227113,1.96054632134922,75,"Il13ra1;Cd44;Osmr;Socs3;Tgfb1;Ptpn1;Ifnar1;Tnfrsf1b;Tlr2;Tnfrsf1a;Cd9;Pik3r5;Il17ra;Itgb3;Map3k8;Pdgfc;Il18r1;Il1r1;Stat3;Ltbr;Tyk2;Hmox1;Il4ra;Socs1;Crlf2;Il3ra;Myd88;Il6st;Cd14;Csf2ra;Acvrl1;Ccr1;Il2rg;Il10rb;Csf1;Tnf","4W"
"HALLMARK_INFLAMMATORY_RESPONSE",1.43395637124826e-14,1.43395637124826e-13,0.97599468306432,0.521430370818347,2.4078846108991,169,"Timp1;Ereg;Mmp14;Hif1a;Pdpn;Lpar1;Pcdh7;Osmr;Cdkn1a;Ptger4;Dcbld2;Hbegf;Ptpre;Slc7a2;Ifnar1;P2rx7;Nlrp3;Clec5a;Chst2;Lyn;C3ar1;Tnfsf15;Itga5;Serpine1;Tnfrsf1b;Tlr2;Rgs1;Tpbg;Axl;Gna15;Tacr1;Sgms2;Pik3r5;Nfkb1;Stab1;Itgb3;Ahr;Msr1;Emp3;Gpr183;Cx3cl1;Adora2b;Abi1;Sphk1;Slc7a1;Rhog;Lcp2;Adgre1;Rela;Inhba;Selenos;Aplnr;Cxcr6;Icam1;Il18r1;Ptgir;Cd40;Gnai3;Klf6;Calcrl;Il1r1;Il10ra;Slc31a1;Il7r;Fzd5;Il4ra;Tnfaip6;P2rx4;Tlr1;C5ar1;Best1;Olr1;Rgs16;Ccl22;Cybb;Cd14","4W"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.997198879551821,0.997198879551821,0.0614364107201271,-0.129331748782344,-0.597018755576808,95,"Lap3;H2-Q10;Rsad2;Psma3;Pnpt1;Psme1;Gmpr;Wars1;Cmpk2;Ifi44;Sell;Slc25a28;Ccrl2;Psmb9;Nub1;Txnip;H2-Q7;Il15;Irf7;Psme2;Trafd1;Gbp3;Ifi35;Ifi27;Isg15;Tmem140;Ifit3;Irf2;Trim14;Cmtr1;Ogfr;Trim12c;Psmb8;Lpar6;Rtp4;Cxcl10;Usp18","4W"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.17956204379562,0.224452554744526,0.122107920287081,0.245809990696858,1.1486238534282,188,"Hif1a;Cdkn1a;Socs3;Ptpn1;Vcam1;Ncoa3;Ripk1;Tnfaip2;Arid5b;Lats2;Nfkb1;Lcp2;Casp3;Rapgef6;Ifi30;Cfh;Pfkp;Icam1;Irf8;Cd40;Serping1;Ifitm2;Stat3;Il10ra;Il4ra;Tnfaip6;Socs1;Samhd1;Pla2g4a;C1s1;Slamf7;Fcgr1;Myd88;Ptpn6;Adar;Plscr1;H2-M3;Auts2;Pml;Gch1;Parp12;Sri;Mvp;Cd74;H2-Eb1;Fgl2;Nod1;Ifitm3;Upp1;Casp4;Irf5;Ciita;H2-DMa;Selp;Rbck1;Ccl7;H2-Aa;Mt2;Csf2rb2;Helz2;Cd86;Tor1b;Samd9l;Tapbp;Rigi;Ifnar2;Eif2ak2","4W"
"HALLMARK_KRAS_SIGNALING_DN",0.645533141210375,0.672430355427474,0.0850427463764322,-0.19440348751302,-0.921687995548758,114,"Ybx2;Prkn;Celsr2;Prodh;Fggy;Thnsl2;Rsad2;Smpx;Kcnn1;Egf;Cacng1;P2rx6;Clstn3;Itgb1bp2;Cntfr;Zc2hc1c;Ckm;Cpeb3;Cdkal1;Plag1;Magix;Tshb;Gprc5c;Zbtb16;Pdk2;Myot;Gamt","4W"
"HALLMARK_KRAS_SIGNALING_UP",8.33027638108358e-06,2.45008128855399e-05,0.593325476396405,0.38301116929173,1.77532703987947,181,"Ereg;Adam17;Adgra2;Rabgap1l;Epb41l3;Mafb;Dcbld2;Hbegf;Prkg2;Id2;Mmp11;St6gal1;C3ar1;Tnfrsf1b;F13a1;Spp1;Il33;Slpi;Ephb2;Traf1;Emp1;Dusp6;Ano1;Prrx1;Lat2;Igfbp3;Plat;Sparcl1;Cxcr4;Lcp1;Gfpt2;Ctss;Ero1a;Inhba;Laptm5;Cfh;Ets1;Irf8;Snap91;Vwa5a;Il10ra;Gng11;Il7r;Eng;Ngf;Dock2;Itgb2;Tmem176a;Rgs16;Plek2;Prdm1;Tlr8;Klf4;Mall;Etv5;Ccnd2;Birc3;Csf2ra;Plvap;Fcer1g;Tmem176b;Gpnmb;Fuca1;Aldh1a2;Il2rg;Itgbl1;Ace;Sema3b;Plaur;Sox9;Spry2","4W"
"HALLMARK_MITOTIC_SPINDLE",2.53846230939451e-07,1.05769262891438e-06,0.674962860011025,0.405669755282341,1.90983914634935,198,"Cdk5rap2;Abr;Pkd2;Rasal2;Myo9b;Prex1;Kif3b;Farp1;Nedd9;Bcl2l11;Myo1e;Llgl1;Notch2;Fscn1;Klc1;Mapre1;Stk38l;Cttn;Wasf1;Myh9;Arf6;Flna;Cep192;Ezr;Espl1;Septin9;Abi1;Wasf2;Ccdc88a;Plekhg2;Clip2;Akap13;Rapgef6;Marcks;Arhgdia;Arhgef2;Arl8a;Cep250;Smc4;Sptan1;Arhgef12;Smc1a;Flnb;Alms1;Ccnb2;Dock2;Cdc42bpa;Bcar1;Actn4;Prc1;Wasl;Taok2;Cenpf;Bcr;Racgap1;Map1s;Ttk;Vcl;Incenp;Abl1;Arfip2;Nf1;Ralbp1;Plk1;Cdk1;Ect2;Kif2c;Shroom1;Kif22;Arhgef3;Kif4;Kif23;Tbcd;Pif1;Rock1;Nek2;Kif20b;Fgd6;Cyth2;Numa1;Ndc80;Top2a;Map3k11;Dlgap5;Rhof;Arhgef11;Bub1;Anln;Sass6;Cdc42ep4;Tubgcp3;Cntrl;Arhgef7;Rasa1;Cenpe","4W"
"HALLMARK_MTORC1_SIGNALING",0.00090203462787861,0.0016107761212118,0.477270815362862,-0.300701992114431,-1.54867907344048,196,"Ppa1;Qdpr;Adipor2;Hmbs;Sc5d;Gbe1;Me1;Hspd1;Hspe1;Psph;Ifrd1;Sord;Psmb5;Stip1;Pno1;Psmc2;Psmd13;Nfkbib;Psma4;Tuba4a;Psmc4;Hspa9;Psma3;Psmg1;Psmd12;Ung;Cyb5b;Cops5;Atp6v1d;Uchl5;Psmd14;Cacybp;Arpc5l;Nampt;Psat1;Abcf2;Immt;Pgm1;Mllt11;Scd1;Slc37a4;Tpi1;Map2k3;Ldha;Glrx;Pgk1;Aldoa;Tubg1;Hk2;Gpi1;Cct6a;Tomm40;Eif2s2;Tfrc;Sqstm1;Psmc6;Phgdh","4W"
"HALLMARK_MYC_TARGETS_V1",6.48614874432048e-10,5.4051239536004e-09,0.801215574617779,-0.423180874402486,-2.17892632133113,195,"Mrps18b;Mrpl9;Hspd1;Psma6;Hspe1;Xrcc6;Hddc2;Psma1;Psmb2;Ifrd1;Prdx3;Psmb3;Tufm;Ndufab1;Ruvbl2;Psma4;Psmc4;Phb2;Cct7;Psmd7;Cyc1;Psma7;Psmd1;Cops5;Psmd14;Exosc7;Mrpl23;Cox5a;Hdgf;Slc25a3;Ssbp1;Pabpc4;Aimp2;Ldha;Pgk1;Snrpa1;Ube2e1;Ran;Eif2s1;Glo1;Cnbp;Vdac3;Tcp1;Eif3j1;Apex1;Pold2;Psma2;Eif2s2;Psmc6;C1qbp;Cct5;Odc1;Psmd3;Vdac1;Cct3;Acp1;Rfc4;Ywhae;Serbp1;Eif4e;Hnrnpa2b1;Hsp90ab1;Rrp9;Stard7;Clns1a;Rsl1d1;Rad23b;Ube2l3;Prpf31;Tomm70a;Cct2;Etf1;Cct4;G3bp1;U2af1;Vbp1;Psmd8;Rps5;Got2;Eif1ax;Snrpd3;Rnps1","4W"
"HALLMARK_MYC_TARGETS_V2",0.0243215538517434,0.03708924518143,0.352487857583619,-0.356437087541403,-1.49823652925121,57,"Hspd1;Hspe1;Sord;Mrto4;Las1l;Ung;Dctpp1;Aimp2;Ndufaf4;Hk2;Tfb2m;Tbrg4;Grwd1;Exosc5;Supv3l1;Rrp9;Rrp12;Noc4l;Mphosph10;Bysl;Prmt3;Pes1;Farsa;Nop16","4W"
