"gene_id","ENTREZID","SYMBOL","logFC_1W","FDR_1W","direction_1W","logFC_4W","FDR_4W","direction_4W","direction_persistent","category"
"G10090_14650","50781","Dkk3",2.37957359896948,2.08250914447968e-08,"Up",1.86850788928909,5.45307461835345e-06,"Up","Up","persistent_direction_consistent"
"G10090_14725","227737","Niban2",1.2176957019066,1.01615670125669e-07,"Up",1.28426035121434,1.54017955733362e-05,"Up","Up","persistent_direction_consistent"
"G10090_14746","12831","Col5a1",2.97638608671909,1.45718862155126e-10,"Up",1.84565167676204,9.62672199027744e-06,"Up","Up","persistent_direction_consistent"
"G10090_14761","18173","Slc11a1",1.27797987509613,1.01482334574888e-06,"Up",1.06843572229167,8.84713258354513e-05,"Up","Up","persistent_direction_consistent"
"G10090_1479","319772","C130050O18Rik",1.86455736729487,4.0659278484297e-07,"Up",1.44232116964256,0.000219859634739114,"Up","Up","persistent_direction_consistent"
"G10090_14828","70417","Megf10",1.10498041903256,0.00206773997998117,"Up",2.25792665475225,1.85429417274412e-05,"Up","Up","persistent_direction_consistent"
"G10090_14857","245537","Nlgn3",1.62602403082527,7.66614922743221e-06,"Up",1.20928715892237,0.000722905232240559,"Up","Up","persistent_direction_consistent"
"G10090_14868","22324","Vav1",1.75932634464212,9.97072942852843e-08,"Up",1.00940937307629,9.49693091698673e-05,"Up","Up","persistent_direction_consistent"
"G10090_14887","18605","Enpp1",2.55140756172084,4.346792068033e-09,"Up",2.80147066768412,1.1696077345198e-06,"Up","Up","persistent_direction_consistent"
"G10090_14929","545260","Arsi",2.28796807836823,8.2598024053185e-11,"Up",1.37713781066985,6.43114832143833e-05,"Up","Up","persistent_direction_consistent"
"G10090_15062","12819","Col15a1",1.05679659091141,8.50155508217186e-06,"Up",1.02970020638019,0.000422491342743543,"Up","Up","persistent_direction_consistent"
"G10090_15065","12062","Bdkrb2",1.25900082546812,6.93196489064112e-05,"Up",1.40052907378107,0.000363299321239106,"Up","Up","persistent_direction_consistent"
"G10090_15091","13717","Eln",2.8952764557886,6.68580131494874e-13,"Up",1.14337814429373,1.87344653808417e-05,"Up","Up","persistent_direction_consistent"
"G10090_15121","240913","Adamts4",2.9667487262483,2.0374148436581e-10,"Up",2.13797373261418,0.000200989929081357,"Up","Up","persistent_direction_consistent"
"G10090_15159","74691","Tdrd9",2.31828102927419,1.74361256235575e-05,"Up",1.79236755714693,0.0010693361061219,"Up","Up","persistent_direction_consistent"
"G10090_15168","280411","Lix1l",1.29577406824158,5.29772658596976e-08,"Up",1.0863087311259,2.86214751066969e-05,"Up","Up","persistent_direction_consistent"
"G10090_15186","16803","Lbp",1.28111295195324,3.28770885837424e-06,"Up",1.59823191924089,9.59603535530991e-06,"Up","Up","persistent_direction_consistent"
"G10090_15210","17387","Mmp14",3.38533651941381,8.7393090215426e-12,"Up",2.15578960005984,2.8069905731064e-06,"Up","Up","persistent_direction_consistent"
"G10090_15213","75668","Rasl10a",1.79801031876838,1.04167721492249e-07,"Up",1.63639927231209,0.00238705081768509,"Up","Up","persistent_direction_consistent"
"G10090_15249","70911","Phyhipl",1.9554790835713,7.78287986788192e-06,"Up",1.87766395254268,0.00303641017330177,"Up","Up","persistent_direction_consistent"
"G10090_15255","12267","C3ar1",2.21896951463305,3.2541674702677e-09,"Up",1.44397758391358,2.26041113500384e-05,"Up","Up","persistent_direction_consistent"
"G10090_15259","20779","Src",1.34851304455832,1.87150212791105e-08,"Up",1.05708696262221,2.58293951451557e-05,"Up","Up","persistent_direction_consistent"
"G10090_1535","77125","Il33",1.49732541850825,6.1755742572081e-07,"Up",1.05208778450029,3.6523862747937e-05,"Up","Up","persistent_direction_consistent"
"G10090_15365","18503","Pax1",2.80086759163076,6.63700657342436e-06,"Up",2.36579034649186,2.00066835176125e-05,"Up","Up","persistent_direction_consistent"
"G10090_15371","72269","Cda",1.71516957226987,7.94450011160158e-08,"Up",1.34700315384832,7.81084333606105e-05,"Up","Up","persistent_direction_consistent"
"G10090_15377","326623","Tnfsf15",4.02207203032693,3.44137164326669e-09,"Up",2.83261872891062,2.35910316007353e-05,"Up","Up","persistent_direction_consistent"
"G10090_15395","50706","Postn",4.97092728617747,8.41321205093056e-11,"Up",2.2202367743276,4.42334552031224e-06,"Up","Up","persistent_direction_consistent"
"G10090_15412","70433","Draxin",2.86597639442085,3.58264936310745e-07,"Up",1.37712066998664,0.000265433595844306,"Up","Up","persistent_direction_consistent"
"G10090_15422","432839","Gprin2",2.28381190529545,3.58489330388864e-07,"Up",1.54322246206078,0.00113973700969063,"Up","Up","persistent_direction_consistent"
"G10090_15427","93892","Pcdhb21",1.81477892264146,8.71063409630156e-05,"Up",1.35478831563991,0.00363372672515161,"Up","Up","persistent_direction_consistent"
"G10090_15446","230726","Rhbdl2",1.66690391649887,0.00108041012399023,"Up",1.41341310929414,0.00159717344010055,"Up","Up","persistent_direction_consistent"
"G10090_15473","68303","Fam114a1",1.54394358255136,4.06941475199344e-08,"Up",1.1090375909257,2.55137885090267e-05,"Up","Up","persistent_direction_consistent"
"G10090_15494","12978","Csf1r",1.30585261975067,6.50768499774914e-06,"Up",1.03174405943001,0.00063289397049536,"Up","Up","persistent_direction_consistent"
"G10090_15506","50524","Sall2",1.40702990413296,4.07623232498307e-09,"Up",1.07415201367953,9.05505285246751e-05,"Up","Up","persistent_direction_consistent"
"G10090_15509","225872","Npas4",1.50849280614066,1.20043604918287e-05,"Up",1.89101748271585,1.84563922218112e-05,"Up","Up","persistent_direction_consistent"
"G10090_15510","381633","Nicol1",1.7631044476547,3.40811390501752e-07,"Up",1.00231792781233,0.000835111689637882,"Up","Up","persistent_direction_consistent"
"G10090_15516","18143","Npas2",1.62277215254362,3.56470699029053e-07,"Up",1.58462185210823,0.000424725814063105,"Up","Up","persistent_direction_consistent"
"G10090_15533","73690","Glipr1",2.75124374375153,9.78411760252048e-09,"Up",2.09288493497702,3.77545183001398e-05,"Up","Up","persistent_direction_consistent"
"G10090_15607","67016","Tbc1d2b",1.68061427255964,3.3401947377758e-08,"Up",1.25036511871219,3.35243132181601e-05,"Up","Up","persistent_direction_consistent"
"G10090_15611","17121","Mxd3",3.07119786634588,5.97675375807204e-09,"Up",1.02544798430573,0.0132788955707308,"Up","Up","persistent_direction_consistent"
"G10090_1565","19268","Ptprf",1.23862346349582,2.98895113533962e-06,"Up",1.24720064125724,0.00019232060098218,"Up","Up","persistent_direction_consistent"
"G10090_15652","104732","Tedc1",2.87929196314188,9.51758639001096e-10,"Up",1.8234578279216,0.000742531212927916,"Up","Up","persistent_direction_consistent"
"G10090_15680","68498","Tspan11",2.33616867083875,1.96700948854014e-10,"Up",1.29704671075586,0.000178094070927153,"Up","Up","persistent_direction_consistent"
"G10090_15692","21973","Top2a",2.97415584190085,1.00723954889883e-08,"Up",1.00251619382487,0.00935024303096037,"Up","Up","persistent_direction_consistent"
"G10090_15771","268890","Lsamp",1.36350327317525,1.63148746996864e-05,"Up",1.23216701056858,8.85536684478733e-05,"Up","Up","persistent_direction_consistent"
"G10090_15794","17474","Clec4d",4.72323118573936,4.20560830125124e-10,"Up",2.71456703957236,0.000189339209417518,"Up","Up","persistent_direction_consistent"
"G10090_15882","667281","H60b",1.40609033922865,0.0017433292684839,"Up",2.64327851663276,5.32232100103078e-05,"Up","Up","persistent_direction_consistent"
"G10090_15904","106931","Kctd1",1.62272692405112,1.59205827066285e-09,"Up",1.62624611427721,4.98960545774323e-06,"Up","Up","persistent_direction_consistent"
"G10090_15927","12326","Camk4",2.50839556127739,1.59053737045196e-07,"Up",1.44874687954875,0.00162251668982313,"Up","Up","persistent_direction_consistent"
"G10090_15939","170643","Kirrel1",1.4261108970273,3.87658967000909e-07,"Up",1.16698229675323,3.17765453300866e-05,"Up","Up","persistent_direction_consistent"
"G10090_15941","12316","Aspm",3.40154018714369,2.1665825007615e-08,"Up",1.69609928665481,0.000813897359580121,"Up","Up","persistent_direction_consistent"
"G10090_15948","219148","Fam167a",1.91822514614822,7.28925737809273e-08,"Up",1.9782363164373,1.5077212863774e-05,"Up","Up","persistent_direction_consistent"
"G10090_15973","216725","Adamts2",1.52377293878573,1.06832600371891e-07,"Up",1.16273440532827,3.34518617581748e-05,"Up","Up","persistent_direction_consistent"
"G10090_15985","22234","Ugcg",1.38326598270384,8.00329815577054e-10,"Up",1.00831442833481,2.9040022383353e-06,"Up","Up","persistent_direction_consistent"
"G10090_1599","12654","Chi3l1",2.10242507672532,0.00171114957300609,"Up",3.89640593999106,0.000530512477456806,"Up","Up","persistent_direction_consistent"
"G10090_16016","271711","Tmem169",2.17157659346759,1.92612925001324e-06,"Up",1.21826041897671,6.80972519142894e-05,"Up","Up","persistent_direction_consistent"
"G10090_16044","72043","Sulf2",2.04998219008454,1.46800574800515e-08,"Up",1.62868111764227,1.98981562857203e-05,"Up","Up","persistent_direction_consistent"
"G10090_16056","52377","Rcn3",1.78193029428553,1.17529549637825e-07,"Up",1.1762028073959,4.01139649353095e-05,"Up","Up","persistent_direction_consistent"
"G10090_16153","54667","Atp8b2",1.46104527461246,5.46162915407785e-08,"Up",1.42178949758666,1.09258102548238e-05,"Up","Up","persistent_direction_consistent"
"G10090_16205","242341","Atp6v0d2",2.50740966274804,2.58065650753659e-06,"Up",1.72520247046613,0.000190595203540121,"Up","Up","persistent_direction_consistent"
"G10090_16223","320981","Enpp6",1.09941953439361,5.83973341988109e-06,"Up",1.54926449386746,2.76746584911562e-05,"Up","Up","persistent_direction_consistent"
"G10090_16229","18595","Pdgfra",1.13587747094816,5.41221686466086e-06,"Up",1.12239710187195,2.36840650996617e-05,"Up","Up","persistent_direction_consistent"
"G10090_1624","54140","Avpr1a",1.43567567448639,6.00417155110282e-07,"Up",1.00239423253773,0.0042659521799979,"Up","Up","persistent_direction_consistent"
"G10090_16259","140792","Colec12",1.1669173348185,4.00224093229743e-06,"Up",1.43667098143768,8.71076718195428e-06,"Up","Up","persistent_direction_consistent"
"G10090_16265","20682","Sox9",1.5208432943237,6.13097538927216e-05,"Up",1.26309294893845,0.00471509108356547,"Up","Up","persistent_direction_consistent"
"G10090_16289","12519","Cd80",1.33005036925566,2.20543254335023e-06,"Up",1.93742679129771,7.82438024148323e-06,"Up","Up","persistent_direction_consistent"
"G10090_16358","56620","Clec4n",4.22669596059578,1.43119078390734e-10,"Up",1.89356000785611,0.000270376386940837,"Up","Up","persistent_direction_consistent"
"G10090_16381","240261","Ccdc112",1.02895781241314,3.19645580831525e-08,"Up",1.0998947984125,4.037545118119e-05,"Up","Up","persistent_direction_consistent"
"G10090_1640","78733","Troap",3.08152920908291,1.37268375204014e-08,"Up",1.21145730989282,0.00635282511326272,"Up","Up","persistent_direction_consistent"
"G10090_16431","13605","Ect2",2.79091970781436,1.04309809573181e-08,"Up",1.40725421732259,0.00324443385475325,"Up","Up","persistent_direction_consistent"
"G10090_16466","93735","Wnt16",4.14759073448876,7.36001216176245e-08,"Up",3.9999084394722,4.44823186753004e-06,"Up","Up","persistent_direction_consistent"
"G10090_16467","100129","Gpr153",2.3719707845313,8.63687477629183e-11,"Up",2.25273006799486,2.19250322710708e-06,"Up","Up","persistent_direction_consistent"
"G10090_16470","76123","Gpsm2",1.77022020722569,5.06167109400705e-09,"Up",1.64829378594414,4.98960545774323e-06,"Up","Up","persistent_direction_consistent"
"G10090_1650","381284","Crocc2",1.50997686322421,0.000636799957226993,"Up",2.46439435972641,0.000278223000546975,"Up","Up","persistent_direction_consistent"
"G10090_1651","58859","Efemp2",2.09699816085256,8.06808549420564e-11,"Up",1.42759960786998,1.48093491209869e-05,"Up","Up","persistent_direction_consistent"
"G10090_16565","22137","Ttk",2.65465338621027,1.51635724332518e-08,"Up",1.35595990473009,0.00118028686480976,"Up","Up","persistent_direction_consistent"
"G10090_16579","16416","Itgb3",1.11435825736116,1.71968760171143e-05,"Up",1.07003954627892,5.65320706279438e-05,"Up","Up","persistent_direction_consistent"
"G10090_16587","237979","Sdk2",2.13168761085332,5.05886094156399e-06,"Up",2.4615730839994,8.06218842462105e-05,"Up","Up","persistent_direction_consistent"
"G10090_16600","76686","Clip3",1.50951979549256,5.11814823257651e-09,"Up",1.24719535309378,2.00046341459612e-05,"Up","Up","persistent_direction_consistent"
"G10090_16608","20652","Soat1",2.0241251406954,2.67395689672207e-10,"Up",1.28890166603311,9.7562559346872e-06,"Up","Up","persistent_direction_consistent"
"G10090_16621","72691","Calhm2",1.10297830300279,3.75655817964231e-06,"Up",1.11815700497562,3.82546288591193e-05,"Up","Up","persistent_direction_consistent"
"G10090_16625","14370","Fzd8",1.01918322780964,1.14603478944288e-06,"Up",1.07747041247263,1.6356732707626e-05,"Up","Up","persistent_direction_consistent"
"G10090_16680","12394","Runx1",2.74383629655089,8.84067537544994e-12,"Up",2.30925915512754,2.17153995462432e-06,"Up","Up","persistent_direction_consistent"
"G10090_16695","11492","Adam19",1.52642824012731,6.85739222238709e-10,"Up",1.15426446456122,1.71660205336519e-05,"Up","Up","persistent_direction_consistent"
"G10090_16697","73712","Dmkn",1.33734123425596,0.00213499369342715,"Up",2.08181330393533,0.000449240385759453,"Up","Up","persistent_direction_consistent"
"G10090_16710","108167946","Gm46306",1.55820488440178,1.17331319850014e-05,"Up",1.02034841900945,0.00210995370856351,"Up","Up","persistent_direction_consistent"
"G10090_16730","227659","Slc2a6",1.10440674319429,0.000346592368332898,"Up",1.34055239649637,2.61971254182088e-05,"Up","Up","persistent_direction_consistent"
"G10090_16803","14745","Lpar1",1.29360417805924,5.43237703801825e-07,"Up",1.18366342126708,4.50321060472379e-06,"Up","Up","persistent_direction_consistent"
"G10090_16841","226518","Nmnat2",2.35273396315295,3.97119085058983e-08,"Up",1.14443015285139,0.00333373281378778,"Up","Up","persistent_direction_consistent"
"G10090_16887","72267","Lrrc8e",1.72766140744297,3.58634203046993e-06,"Up",1.75807086334275,0.0132357131720128,"Up","Up","persistent_direction_consistent"
"G10090_1693","17925","Myo9b",1.14473181308364,4.03205396743602e-08,"Up",1.04076559309252,1.33256910167195e-05,"Up","Up","persistent_direction_consistent"
"G10090_16944","244810","AW551984",2.14449815627349,3.02038963152732e-08,"Up",1.26503245009998,4.58134639881138e-05,"Up","Up","persistent_direction_consistent"
"G10090_16947","66681","Pgm2",1.30164850597118,4.70322197279995e-08,"Up",1.04729689705657,9.59603535530991e-06,"Up","Up","persistent_direction_consistent"
"G10090_16950","66815","Mcub",1.22366961348794,1.9644988475813e-06,"Up",1.49566957624718,2.1429529111601e-05,"Up","Up","persistent_direction_consistent"
"G10090_16969","19038","Ppic",2.05185717948293,1.19984285717762e-11,"Up",1.50588124301718,2.76439315656003e-06,"Up","Up","persistent_direction_consistent"
"G10090_17022","104009","Qsox1",1.27005945311973,1.48124281411938e-08,"Up",1.1494912126674,9.59603535530991e-06,"Up","Up","persistent_direction_consistent"
"G10090_17023","96875","Prg4",1.22148400774765,0.00742411271887399,"Up",2.95193641523449,3.91470915171558e-05,"Up","Up","persistent_direction_consistent"
"G10090_17086","21426","Tfec",2.25703814587079,1.54706346652353e-07,"Up",1.12170084466583,0.000341258839831838,"Up","Up","persistent_direction_consistent"
"G10090_17111","241520","Fam171b",1.5946364814541,3.76809122362883e-08,"Up",1.05532690853115,1.94009064191511e-05,"Up","Up","persistent_direction_consistent"
"G10090_17113","26934","Racgap1",2.10037105190806,2.93243325525024e-10,"Up",1.00543283314151,0.000814512188844454,"Up","Up","persistent_direction_consistent"
"G10090_17143","53418","B4galt2",1.65684361727996,7.0037341663716e-11,"Up",1.15214554717226,3.24668862441869e-06,"Up","Up","persistent_direction_consistent"
"G10090_1716","17537","Meis3",1.2737622239963,1.4322612433023e-06,"Up",1.25726870030162,4.00747049062053e-05,"Up","Up","persistent_direction_consistent"
"G10090_17164","17389","Mmp16",2.90555924583987,1.05819351314168e-08,"Up",1.88304192450951,5.96287523331547e-06,"Up","Up","persistent_direction_consistent"
"G10090_17165","14042","Ext1",1.28482208590514,4.24441071743519e-10,"Up",1.10557077904725,2.27247783624488e-06,"Up","Up","persistent_direction_consistent"
"G10090_1720","52855","Lair1",1.99960092494611,3.44994263732149e-08,"Up",1.50045371464263,1.6356732707626e-05,"Up","Up","persistent_direction_consistent"
"G10090_17221","14068","F7",4.3068809059336,2.32144813164208e-09,"Up",2.30982308886352,0.00050792432000659,"Up","Up","persistent_direction_consistent"
"G10090_17242","12578","Cdkn2a",2.2541111665221,5.20968138706871e-05,"Up",2.96112346985525,0.00015604593375292,"Up","Up","persistent_direction_consistent"
"G10090_17274","16854","Lgals3",1.61038993415004,2.60606051242501e-06,"Up",1.35000868464952,9.15540073024524e-05,"Up","Up","persistent_direction_consistent"
"G10090_17328","105245383","Zfp996",1.26935955484557,5.33046586655593e-05,"Up",1.24761295616476,0.000246349423763521,"Up","Up","persistent_direction_consistent"
"G10090_17329","13733","Adgre1",2.05008626822141,5.06735254716916e-09,"Up",1.1600590864557,0.000115365710239617,"Up","Up","persistent_direction_consistent"
"G10090_1734","226101","Myof",1.58932763896902,3.71292214527228e-08,"Up",1.33431627230454,1.35082334957681e-05,"Up","Up","persistent_direction_consistent"
"G10090_17345","22379","Fmnl3",1.3342825316366,5.60493636409188e-09,"Up",1.28785492138303,1.42455007747695e-05,"Up","Up","persistent_direction_consistent"
"G10090_17366","230815","Man1c1",1.34511966737428,8.69648279067927e-08,"Up",1.23403527568972,1.11316183407124e-05,"Up","Up","persistent_direction_consistent"
"G10090_17448","11551","Adra2a",1.33163170659349,6.2915472413273e-05,"Up",1.72993647013508,9.50418676048225e-05,"Up","Up","persistent_direction_consistent"
"G10090_17598","14726","Pdpn",2.04719509757756,2.19676847622454e-10,"Up",1.67177856676217,3.50122417820682e-06,"Up","Up","persistent_direction_consistent"
"G10090_17677","237887","Slfn10",2.52764615062107,5.14353100989181e-08,"Up",1.39236416533719,0.000171481861041017,"Up","Up","persistent_direction_consistent"
"G10090_1780","320118","Fbxl13",2.71390361882264,1.09144940892846e-08,"Up",1.03919967692133,0.0143273326894314,"Up","Up","persistent_direction_consistent"
"G10090_17808","629378","Dact3",1.40239015819509,1.26088803257304e-08,"Up",1.08729053016571,2.39533742632881e-05,"Up","Up","persistent_direction_consistent"
"G10090_17815","629242","Gm6958",1.93684736024556,5.22248335158527e-07,"Up",1.40895836555953,0.000433831301442744,"Up","Up","persistent_direction_consistent"
"G10090_17857","14728","Lilrb4a",2.03773640599412,1.15891094009287e-08,"Up",1.08483592523667,0.000103120010935868,"Up","Up","persistent_direction_consistent"
"G10090_17868","14634","Gli3",1.54584128539585,1.4443135082852e-08,"Up",1.45668281753125,2.8069905731064e-06,"Up","Up","persistent_direction_consistent"
"G10090_17947","66039","Tmem254",1.51644240748491,2.59779265866058e-06,"Up",1.31882649976952,3.46376820857393e-05,"Up","Up","persistent_direction_consistent"
"G10090_17992","16181","Il1rn",3.98683853978937,1.03916459595149e-06,"Up",1.07379412677475,0.0112185772059591,"Up","Up","persistent_direction_consistent"
"G10090_18008","20256","Clec11a",2.35163836082933,5.08075537590376e-08,"Up",1.33205440635988,3.85540529903153e-05,"Up","Up","persistent_direction_consistent"
"G10090_18063","14089","Fap",2.16394205587543,2.52754568860313e-08,"Up",2.45646913901673,1.70583664455986e-06,"Up","Up","persistent_direction_consistent"
"G10090_18088","238328","Vash1",1.1763426032339,1.02392690671782e-09,"Up",1.02997212980589,1.55550951977518e-05,"Up","Up","persistent_direction_consistent"
"G10090_18137","14706","Gng4",1.13234526440134,0.000370732834687193,"Up",1.62220336301263,6.44831949079156e-05,"Up","Up","persistent_direction_consistent"
"G10090_18243","12504","Cd4",3.39920367256321,1.03909489212664e-08,"Up",1.88979970286224,1.93046905995767e-05,"Up","Up","persistent_direction_consistent"
"G10090_18261","219151","Scara3",1.17460694686033,0.000193066741599239,"Up",2.21274655185024,1.11135108909932e-05,"Up","Up","persistent_direction_consistent"
"G10090_18327","244550","Podnl1",3.78414204039067,1.33439859087194e-07,"Up",3.30507673499274,7.96123891069424e-05,"Up","Up","persistent_direction_consistent"
"G10090_18367","225875","Lrfn4",1.00807772187069,0.000121714455626004,"Up",1.03482977094724,0.000481381752979904,"Up","Up","persistent_direction_consistent"
"G10090_18377","12816","Col12a1",3.17355699489581,2.63898986676161e-07,"Up",1.38446987105132,0.000125380367259131,"Up","Up","persistent_direction_consistent"
"G10090_18392","18725","Pira2",1.7712320737872,6.9443276535445e-06,"Up",1.3390029347217,0.000390582350162127,"Up","Up","persistent_direction_consistent"
"G10090_18416","26558","Homer3",1.2604802786981,9.2872307958413e-09,"Up",1.05554339808427,2.87522811721118e-05,"Up","Up","persistent_direction_consistent"
"G10090_18418","320924","Ccbe1",2.02074148298982,3.34007931231371e-09,"Up",1.85346830518765,2.01327870171073e-06,"Up","Up","persistent_direction_consistent"
"G10090_18442","12767","Cxcr4",1.23864782227872,2.68469105431164e-06,"Up",1.15255162095052,9.97955513153244e-05,"Up","Up","persistent_direction_consistent"
"G10090_18455","68169","Ndnf",2.47129811678948,9.20564498150274e-08,"Up",1.67175072854381,4.33977123847332e-05,"Up","Up","persistent_direction_consistent"
"G10090_18463","14758","Gpm6b",1.57338585568308,1.99612497183797e-07,"Up",1.11921047861141,8.77811120744894e-06,"Up","Up","persistent_direction_consistent"
"G10090_18549","233332","Adamts17",4.00938099781946,3.67546853127726e-09,"Up",1.87924157685546,0.000121326324736566,"Up","Up","persistent_direction_consistent"
"G10090_18603","245469","Pdzd4",1.13553536568611,4.18501688726457e-07,"Up",1.23658359752724,2.48381892860386e-05,"Up","Up","persistent_direction_consistent"
"G10090_18604","72080","Sapcd2",3.3425518572897,5.82655655601458e-08,"Up",1.41342841544443,0.00625549120954933,"Up","Up","persistent_direction_consistent"
"G10090_18702","12703","Socs1",1.61824115045993,3.75552030068156e-09,"Up",1.18191547275918,0.000416947093551061,"Up","Up","persistent_direction_consistent"
"G10090_18740","414801","Itprip",1.19393985296456,6.97683081754366e-06,"Up",1.05435653344382,6.5055415460629e-05,"Up","Up","persistent_direction_consistent"
"G10090_18795","229699","Slc16a4",2.05958724244949,1.94514881839084e-06,"Up",1.4951475085214,0.00135817436120892,"Up","Up","persistent_direction_consistent"
"G10090_18805","243312","Elfn1",2.45945816576544,8.66160826305084e-08,"Up",2.22780856974437,0.000702462823372697,"Up","Up","persistent_direction_consistent"
"G10090_18820","383435","Ms4a14",2.97741809545019,5.38690409158797e-11,"Up",1.45626179062365,7.71565432461423e-05,"Up","Up","persistent_direction_consistent"
"G10090_18822","70717","Medag",1.13709105671312,5.28096885677691e-06,"Up",1.31572117097994,2.93000709907795e-05,"Up","Up","persistent_direction_consistent"
"G10090_18847","13637","Efna2",1.34102606658107,1.71995118824836e-08,"Up",1.10159060204257,0.00014674259387179,"Up","Up","persistent_direction_consistent"
"G10090_18866","70771","Gpr173",2.11542824449527,3.2541674702677e-09,"Up",1.39072334675636,3.84464613920276e-05,"Up","Up","persistent_direction_consistent"
"G10090_19060","67874","Rprm",3.14571519304801,5.45063450135727e-08,"Up",1.85510497443423,0.000284019369332846,"Up","Up","persistent_direction_consistent"
"G10090_19061","14609","Gja1",1.92988221608276,2.58579908747686e-09,"Up",1.61917406605256,2.13848304914485e-06,"Up","Up","persistent_direction_consistent"
"G10090_191","16197","Il7r",2.01755565108149,1.61192427933735e-06,"Up",1.2227547258409,0.000330962273215579,"Up","Up","persistent_direction_consistent"
"G10090_19126","22403","Ccn5",2.84831106531839,5.78733388927448e-11,"Up",3.00445981207751,1.04153986096631e-06,"Up","Up","persistent_direction_consistent"
"G10090_19181","11595","Acan",5.71390953747687,1.59460304061953e-07,"Up",4.43804650966147,0.000986023434430136,"Up","Up","persistent_direction_consistent"
"G10090_19195","23948","Mmp17",1.0257994799863,7.50242248791847e-05,"Up",1.00539273487412,0.00035289990711066,"Up","Up","persistent_direction_consistent"
"G10090_19225","217887","Clba1",1.46172743274745,1.46582239814694e-07,"Up",1.343648224632,3.5270691648901e-05,"Up","Up","persistent_direction_consistent"
"G10090_19299","20405","Sh3gl1",1.17597971960797,9.71993590913826e-09,"Up",1.01401934003165,2.59324964996507e-05,"Up","Up","persistent_direction_consistent"
"G10090_19307","78896","Ecrg4",2.00781948811476,4.59573917802333e-06,"Up",1.04978517784198,0.00203359992214905,"Up","Up","persistent_direction_consistent"
"G10090_19309","74030","Rin2",1.71282307380471,1.51635724332518e-08,"Up",1.57067887455965,3.03525924601535e-06,"Up","Up","persistent_direction_consistent"
"G10090_19318","19132","Prph",3.05103438639562,2.09692849660419e-08,"Up",1.9706841682241,8.88555817791108e-05,"Up","Up","persistent_direction_consistent"
"G10090_19330","100043497","Nat8f7",1.30849951775484,0.000386463190538008,"Up",1.35668066931572,0.000198338828487423,"Up","Up","persistent_direction_consistent"
"G10090_19451","74559","Elovl7",1.48972466717716,6.52889428571136e-06,"Up",2.30455702812788,3.64278758697287e-05,"Up","Up","persistent_direction_consistent"
"G10090_19478","12111","Bgn",2.70442678729923,2.43629802594492e-09,"Up",1.86836972971643,8.77811120744894e-06,"Up","Up","persistent_direction_consistent"
"G10090_19511","14368","Fzd6",1.33326549279209,2.01144584786093e-10,"Up",1.16606881688497,2.66681036721344e-06,"Up","Up","persistent_direction_consistent"
"G10090_19610","330790","Hapln4",2.47710986914197,1.01339719982439e-09,"Up",2.96580973237632,7.43371467433383e-05,"Up","Up","persistent_direction_consistent"
"G10090_19641","66102","Cxcl16",2.31220542342747,1.19984285717762e-11,"Up",1.49459105083351,5.03615122405135e-06,"Up","Up","persistent_direction_consistent"
"G10090_19683","330450","Far2",1.40409221523646,2.96024172182534e-05,"Up",1.72323138047475,6.20730645852195e-05,"Up","Up","persistent_direction_consistent"
"G10090_19693","13837","Epha3",2.47875246329713,1.42864176518152e-05,"Up",1.05757955409583,0.0134124988382905,"Up","Up","persistent_direction_consistent"
"G10090_19706","22350","Ezr",1.18860100566147,9.06175402125112e-06,"Up",1.20445307262137,6.11636606093433e-05,"Up","Up","persistent_direction_consistent"
"G10090_19738","70358","Steap1",2.98140933990075,7.75205279284061e-08,"Up",3.72359734618107,3.26936863125009e-05,"Up","Up","persistent_direction_consistent"
"G10090_19748","83675","Bicc1",1.57742464884073,5.80712608822106e-08,"Up",1.23538738129696,1.70583664455986e-06,"Up","Up","persistent_direction_consistent"
"G10090_19761","16190","Il4ra",1.30627550389308,2.90512344950392e-06,"Up",1.12111280796368,0.000352747391022979,"Up","Up","persistent_direction_consistent"
"G10090_19782","14451","Gas1",1.48968719372595,8.28028765606472e-07,"Up",1.39653178954216,9.59603535530991e-06,"Up","Up","persistent_direction_consistent"
"G10090_19840","244864","Layn",1.66027633789722,8.70593240889801e-10,"Up",1.08841970711597,5.52762643041413e-05,"Up","Up","persistent_direction_consistent"
"G10090_19916","17381","Mmp12",4.03552172055094,6.72249999808354e-06,"Up",2.18359869820327,0.000870782033736688,"Up","Up","persistent_direction_consistent"
"G10090_1992","72709","C1qtnf6",3.52476056909089,1.39210990429535e-12,"Up",2.21804869555382,3.00328048080245e-06,"Up","Up","persistent_direction_consistent"
"G10090_19925","320452","P4ha3",4.65502764391651,1.84671573488984e-11,"Up",3.63732486202264,3.71203478770497e-05,"Up","Up","persistent_direction_consistent"
"G10090_19936","68588","Cthrc1",6.20943492302011,1.93648903778503e-14,"Up",3.92728815852194,2.05386789513754e-05,"Up","Up","persistent_direction_consistent"
"G10090_19988","16917","Lmx1b",1.33116488458159,2.91889744906691e-05,"Up",1.32847614150226,0.000164687142363375,"Up","Up","persistent_direction_consistent"
"G10090_20061","11568","Aebp1",1.16605857661813,1.92157059930515e-07,"Up",1.11506828054176,1.0789224584269e-05,"Up","Up","persistent_direction_consistent"
