"gene_id","ENTREZID","SYMBOL","logFC_1W","FDR_1W","direction_1W","logFC_4W","FDR_4W","direction_4W","direction_persistent","category"
"G10090_1168","403183","Mettl21e",-2.28042095719117,2.11010149627722e-06,"Down",-1.24119064691296,0.00547032492829449,"Down","Down","persistent_direction_consistent"
"G10090_11701","69165","Cd209b",-1.49996248817517,1.18283529147909e-05,"Down",-1.88282253775907,9.06807744078361e-05,"Down","Down","persistent_direction_consistent"
"G10090_11759","18979","Pon1",-2.80323280121436,7.72942555349528e-08,"Down",-1.47329552514875,0.000289578877749035,"Down","Down","persistent_direction_consistent"
"G10090_11775","68854","Asb11",-1.72207129272408,4.52060064271274e-05,"Down",-1.05996560836139,0.00191127354263058,"Down","Down","persistent_direction_consistent"
"G10090_11940","74249","Lrrc2",-1.54162271990345,2.82928642713675e-05,"Down",-1.09540972017289,0.00220957300985184,"Down","Down","persistent_direction_consistent"
"G10090_1214","58522","Trim54",-1.53490802571033,2.67210624576528e-05,"Down",-1.06881255589213,0.000178720054627081,"Down","Down","persistent_direction_consistent"
"G10090_12153","116939","Pnpla3",-1.89897998800599,3.60037944076654e-06,"Down",-1.29976152177992,4.65720828088389e-05,"Down","Down","persistent_direction_consistent"
"G10090_12172","66152","Uqcr10",-1.45862316508755,9.70684948224123e-08,"Down",-1.01538734844957,7.95401977436768e-05,"Down","Down","persistent_direction_consistent"
"G10090_12188","12491","Cd36",-1.27309349600868,3.36279072901211e-07,"Down",-1.00981483980213,7.39034492136634e-05,"Down","Down","persistent_direction_consistent"
"G10090_12244","66106","Smpx",-1.52032175551712,0.000225373717056918,"Down",-1.48933728525313,0.000132905136828888,"Down","Down","persistent_direction_consistent"
"G10090_12266","11364","Acadm",-1.69983922449781,8.41321205093056e-11,"Down",-1.00629010506776,1.85429417274412e-05,"Down","Down","persistent_direction_consistent"
"G10090_12283","14874","Gstz1",-1.40399529890151,4.37103041999187e-08,"Down",-1.19034886817101,1.24074745386916e-05,"Down","Down","persistent_direction_consistent"
"G10090_12314","21393","Tcap",-1.53343505071822,8.64429289699603e-05,"Down",-1.03248830642527,0.000663935830258834,"Down","Down","persistent_direction_consistent"
"G10090_12323","17907","Mylpf",-1.82000456343182,8.07681432093049e-06,"Down",-1.10575880596414,0.000430708377692427,"Down","Down","persistent_direction_consistent"
"G10090_12330","104776","Aldh6a1",-1.62478141885718,1.24792779088103e-09,"Down",-1.10533129489348,1.71660205336519e-05,"Down","Down","persistent_direction_consistent"
"G10090_12444","75744","Svip",-1.49778511718984,2.36423045479278e-06,"Down",-1.15363351915349,0.000202719947738649,"Down","Down","persistent_direction_consistent"
"G10090_12553","235435","Lctl",-2.40733021115978,0.00115868511901027,"Down",-1.08786428716164,0.00521236030214287,"Down","Down","persistent_direction_consistent"
"G10090_12634","26380","Esrrb",-2.43988325080152,2.88650188126715e-05,"Down",-1.04816226736016,0.041966805539624,"Down","Down","persistent_direction_consistent"
"G10090_12651","26381","Esrrg",-2.11427827942018,3.75718077967027e-05,"Down",-1.40340475984466,0.00625436797761087,"Down","Down","persistent_direction_consistent"
"G10090_12745","66650","Nepn",-1.39348325584434,6.18091407480573e-06,"Down",-1.47891878290992,3.52668950960313e-06,"Down","Down","persistent_direction_consistent"
"G10090_12854","170761","Nherf4",-1.26395139885279,0.00232897678636343,"Down",-1.11433458080839,0.00216139629183228,"Down","Down","persistent_direction_consistent"
"G10090_12985","108079","Prkaa2",-1.40333234294571,0.000568392571040435,"Down",-1.14885499744918,0.00127080925369697,"Down","Down","persistent_direction_consistent"
"G10090_13003","14180","Fgf9",-1.63149814428448,1.33781669256141e-06,"Down",-1.24329514363406,2.13302900191667e-05,"Down","Down","persistent_direction_consistent"
"G10090_13071","71755","Dhdh",-1.27059225566173,5.98694703893315e-07,"Down",-1.08411986660079,1.11460847813396e-05,"Down","Down","persistent_direction_consistent"
"G10090_1344","20660","Sorl1",-1.53178940276909,1.16314531113224e-06,"Down",-1.31085431411103,4.43383728699087e-05,"Down","Down","persistent_direction_consistent"
"G10090_13456","12836","Col7a1",-1.15727270127031,0.00143241292723517,"Down",-1.09263488553049,0.000551198789685885,"Down","Down","persistent_direction_consistent"
"G10090_13462","68393","Mogat1",-3.18431774458747,2.59491789205004e-06,"Down",-2.00755902097683,3.61559357158388e-05,"Down","Down","persistent_direction_consistent"
"G10090_13568","13106","Cyp2e1",-3.0669722779831,2.3719669227934e-06,"Down",-1.84334052328737,1.05027825261399e-05,"Down","Down","persistent_direction_consistent"
"G10090_13743","20646","Snrpn",-1.78376781486639,1.55405591160943e-07,"Down",-1.06676128565106,0.00011610885837471,"Down","Down","persistent_direction_consistent"
"G10090_13799","11674","Aldoa",-1.47423117359538,8.09049323722797e-05,"Down",-1.02299890273066,0.000515606879473174,"Down","Down","persistent_direction_consistent"
"G10090_1404","18802","Plcd4",-1.74208036958438,0.0001049300048606,"Down",-1.2199802624956,0.000226466404037865,"Down","Down","persistent_direction_consistent"
"G10090_1405","22138","Ttn",-1.36198376044619,0.000883500843249816,"Down",-1.04649433242204,0.00407615615895727,"Down","Down","persistent_direction_consistent"
"G10090_14314","72088","Ush1c",-1.13093831138938,0.00422085731656046,"Down",-1.1301246101142,0.00030168060011278,"Down","Down","persistent_direction_consistent"
"G10090_14348","235599","6430571L13Rik",-1.92365417165814,1.75502590783785e-05,"Down",-1.07132901741332,0.000583563194141575,"Down","Down","persistent_direction_consistent"
"G10090_14355","235674","Acaa1b",-1.65639408448534,0.000244086303438949,"Down",-1.19604656085168,0.00695343410587799,"Down","Down","persistent_direction_consistent"
"G10090_14356","74513","Neto2",-1.40488883903249,0.00261245845480032,"Down",-1.54713510717437,0.00612410811710527,"Down","Down","persistent_direction_consistent"
"G10090_14371","52570","Ccdc69",-1.36251222920447,2.74817847756929e-09,"Down",-1.25039759110395,3.31589592977614e-07,"Down","Down","persistent_direction_consistent"
"G10090_14376","104158","Ces1d",-2.6017223272666,7.34027510826591e-09,"Down",-1.62561436485197,4.98117270026032e-05,"Down","Down","persistent_direction_consistent"
"G10090_14379","629147","Ctxn3",-1.30860029298197,0.000246214416264113,"Down",-1.21916112586228,6.98345931934253e-05,"Down","Down","persistent_direction_consistent"
"G10090_14425","68016","Cavin4",-1.32756654942842,3.3749300800989e-05,"Down",-1.0373624356699,0.000928519241617374,"Down","Down","persistent_direction_consistent"
"G10090_1453","26874","Abcd2",-1.52685304254022,3.54879094368503e-08,"Down",-1.29440456242238,1.02886172773094e-05,"Down","Down","persistent_direction_consistent"
"G10090_14641","11537","Cfd",-2.39464119074988,1.36064947694177e-05,"Down",-1.50498817181534,6.54653666977451e-05,"Down","Down","persistent_direction_consistent"
"G10090_14670","230590","Zyg11a",-1.23582601191429,0.00146878729568041,"Down",-1.02496114338398,0.0193485777051294,"Down","Down","persistent_direction_consistent"
"G10090_14689","277396","Klhl23",-1.6427790947331,8.5804043342252e-08,"Down",-1.08228604668744,0.00171150385236848,"Down","Down","persistent_direction_consistent"
"G10090_1484","12411","Cbs",-2.18200334632883,1.19625996009651e-05,"Down",-1.76907168235951,0.00194442879476205,"Down","Down","persistent_direction_consistent"
"G10090_1486","108167814","",-2.10450761496506,1.96238951558052e-06,"Down",-1.07687273129139,0.000686862404653068,"Down","Down","persistent_direction_consistent"
"G10090_14888","218865","Chdh",-2.27649168430373,7.54165669580967e-06,"Down",-1.81261665341436,7.01265924991808e-05,"Down","Down","persistent_direction_consistent"
"G10090_15017","319415","Hs3st5",-1.78878296469325,2.60606051242501e-06,"Down",-1.11257875703956,0.00131814025120602,"Down","Down","persistent_direction_consistent"
"G10090_15050","100038948","Mup9",-1.97982378865619,0.0440765064687355,"Down",-1.48114457639426,0.0362063723415163,"Down","Down","persistent_direction_consistent"
"G10090_15083","57890","Il17re",-1.76198410482941,5.07254293634319e-05,"Down",-1.00917620496544,0.00265683445552297,"Down","Down","persistent_direction_consistent"
"G10090_15107","17877","Myf5",-1.28445691906814,0.00185995688018026,"Down",-1.27639486401445,0.00236670578386826,"Down","Down","persistent_direction_consistent"
"G10090_15112","52815","Ldhd",-1.90990240021072,3.70705006925034e-09,"Down",-1.02047391272972,4.68153224257791e-05,"Down","Down","persistent_direction_consistent"
"G10090_15207","239790","Ostn",-2.83376476016889,6.71507736772224e-08,"Down",-1.53452024574326,0.000567230948533452,"Down","Down","persistent_direction_consistent"
"G10090_15293","229905","Kyat3",-1.51221100908445,1.3474592594819e-09,"Down",-1.04669935016516,3.1705947695657e-05,"Down","Down","persistent_direction_consistent"
"G10090_15344","83961","Nrg4",-1.86194534955568,1.45516499779757e-05,"Down",-1.49012147247779,9.13608355502752e-05,"Down","Down","persistent_direction_consistent"
"G10090_15511","231510","Gpat3",-1.59714983425315,4.16032123381187e-06,"Down",-1.16497555678984,8.24614874050098e-05,"Down","Down","persistent_direction_consistent"
"G10090_15593","380755","Lsmem1",-1.49741532031777,0.000125948533233746,"Down",-1.20692561634829,0.000230794514286485,"Down","Down","persistent_direction_consistent"
"G10090_15658","142687","Asb14",-1.83756791754521,2.77178735394375e-05,"Down",-1.14234442513852,0.000609508156280913,"Down","Down","persistent_direction_consistent"
"G10090_15689","12484","Cd24a",-1.8921066898974,6.45457831801375e-07,"Down",-1.27711951672043,0.00061185363748228,"Down","Down","persistent_direction_consistent"
"G10090_1573","228608","Smox",-1.83028181656655,0.000618133851870245,"Down",-1.25670823229341,0.0183812683114592,"Down","Down","persistent_direction_consistent"
"G10090_15857","22042","Tfrc",-1.6512906765308,2.31461188526397e-05,"Down",-1.14676300825443,0.000753544203876519,"Down","Down","persistent_direction_consistent"
"G10090_15878","272428","Acsm5",-2.89487879522647,2.53375902341195e-06,"Down",-1.6488034776013,0.000585219456337717,"Down","Down","persistent_direction_consistent"
"G10090_15921","71037","Prss55",-2.12515851097665,7.93855122068969e-06,"Down",-1.84411691596127,0.00195838361651163,"Down","Down","persistent_direction_consistent"
"G10090_1596","67914","Coq9",-1.71630363733114,3.62514907108765e-07,"Down",-1.01570473977281,0.000191961007335409,"Down","Down","persistent_direction_consistent"
"G10090_15995","14373","G0s2",-1.26839542608523,3.95355627363156e-06,"Down",-1.22278670353949,7.23217043553834e-05,"Down","Down","persistent_direction_consistent"
"G10090_16053","109254","Adtrp",-2.57377989707277,7.71600813896377e-05,"Down",-1.71024692103686,0.000108157250822776,"Down","Down","persistent_direction_consistent"
"G10090_16195","63954","Rbp7",-1.30056621691747,6.03707181464361e-08,"Down",-1.05974676613707,9.53971964828157e-05,"Down","Down","persistent_direction_consistent"
"G10090_16319","108682","Gpt2",-1.37925167302901,3.04645220823665e-05,"Down",-1.04996145774538,3.1443751597973e-05,"Down","Down","persistent_direction_consistent"
"G10090_16489","16005","Igfals",-1.50841898538885,1.86237952812091e-07,"Down",-1.0479602115253,0.000190886584914375,"Down","Down","persistent_direction_consistent"
"G10090_16513","68515","Myadml2",-1.4660142900973,5.36308519745418e-05,"Down",-1.01971668080958,0.000410688011271255,"Down","Down","persistent_direction_consistent"
"G10090_16594","55985","Cxcl13",-1.08213284153908,0.00518253516576754,"Down",-1.81744030136986,0.00103198433717312,"Down","Down","persistent_direction_consistent"
"G10090_16597","214779","Zfp879",-1.04602697400172,6.32505219958701e-05,"Down",-1.03406880594109,0.000582090594165188,"Down","Down","persistent_direction_consistent"
"G10090_16810","239447","Colec10",-1.27207148231125,0.00848023589636153,"Down",-2.35994228316975,0.00140547806932025,"Down","Down","persistent_direction_consistent"
"G10090_16895","13799","En2",-1.80462395127344,1.98373885582085e-05,"Down",-1.00595222726767,0.00438480637864147,"Down","Down","persistent_direction_consistent"
"G10090_16899","225742","St8sia5",-1.46367902269101,4.64063540750287e-05,"Down",-1.10178752066148,0.000363673417265382,"Down","Down","persistent_direction_consistent"
"G10090_16978","380660","Acss3",-1.79970418049156,0.000177211375191615,"Down",-1.40770736991087,0.000871219963558569,"Down","Down","persistent_direction_consistent"
"G10090_17057","234725","Zfp612",-1.27988333425834,8.95267611431169e-06,"Down",-1.20789919837083,3.50847816212725e-05,"Down","Down","persistent_direction_consistent"
"G10090_1730","238871","Pde4d",-1.26791098387828,3.89768012691192e-05,"Down",-1.01662389062481,0.000437943849596833,"Down","Down","persistent_direction_consistent"
"G10090_17519","58916","Myot",-1.57549567898845,3.76278736491584e-05,"Down",-1.10474761755559,0.00229534105640204,"Down","Down","persistent_direction_consistent"
"G10090_17604","14859","Gsta3",-2.00539603390903,1.65116364057779e-05,"Down",-1.81634614192305,2.66739843985497e-05,"Down","Down","persistent_direction_consistent"
"G10090_17605","244757","Glb1l2",-1.57033555733197,0.000143297590400067,"Down",-1.04058124477731,0.0011424295079557,"Down","Down","persistent_direction_consistent"
"G10090_17761","73284","Ddit4l",-1.62848682745319,8.78819633577215e-05,"Down",-1.01992312422257,0.00124144703857319,"Down","Down","persistent_direction_consistent"
"G10090_17781","103968","Plin1",-1.78419954778865,0.000453297368518912,"Down",-1.03921776713167,0.00194672866190272,"Down","Down","persistent_direction_consistent"
"G10090_17783","76282","Gpt",-1.75570175467461,1.37041071337715e-09,"Down",-1.1993497050327,1.8748937183061e-05,"Down","Down","persistent_direction_consistent"
"G10090_17824","18563","Pcx",-1.69997690917546,1.4615152389506e-08,"Down",-1.08994468117072,0.000105255931323144,"Down","Down","persistent_direction_consistent"
"G10090_17872","381485","Trim55",-1.62764811397356,1.17807018652006e-05,"Down",-1.01819510317003,0.00102204102740305,"Down","Down","persistent_direction_consistent"
"G10090_17922","140491","Ppp1r3a",-1.54425675499867,0.000526140278279434,"Down",-1.18518749268199,0.00300023787501806,"Down","Down","persistent_direction_consistent"
"G10090_18015","81600","Chia1",-2.25177675301503,1.04891291258082e-05,"Down",-1.45608188680763,0.000648653270839109,"Down","Down","persistent_direction_consistent"
"G10090_18019","13076","Cyp1a1",-2.09233060971935,4.40623949841459e-05,"Down",-1.72831666681841,8.24106778218036e-05,"Down","Down","persistent_direction_consistent"
"G10090_18091","269642","Nat8l",-2.0629634351595,0.000139747189871712,"Down",-1.82909605476249,1.08919320367425e-05,"Down","Down","persistent_direction_consistent"
"G10090_18094","18767","Pkia",-1.4400206518716,0.000203088895716603,"Down",-1.15452820000997,0.00246935310450513,"Down","Down","persistent_direction_consistent"
"G10090_18180","83557","Lin28a",-1.18862233780356,0.0115237520153769,"Down",-1.47942536496296,0.000430708377692427,"Down","Down","persistent_direction_consistent"
"G10090_18573","26358","Aldh1a7",-1.90714621100224,1.73104219829038e-05,"Down",-1.46534478902063,8.97907635381771e-05,"Down","Down","persistent_direction_consistent"
"G10090_18579","12922","Crhr2",-2.95147507732052,1.58705235182047e-09,"Down",-1.17699883946225,0.000347682537758049,"Down","Down","persistent_direction_consistent"
"G10090_18598","16625","Serpina3c",-1.69768480917504,2.14486956154051e-05,"Down",-1.18431439620814,0.000397139235329572,"Down","Down","persistent_direction_consistent"
"G10090_18607","319317","Snhg11",-1.29171377357557,0.000167339460843732,"Down",-1.24299508025497,0.000137010112534441,"Down","Down","persistent_direction_consistent"
"G10090_18780","69352","Necab1",-1.45021487464256,7.76014894127497e-06,"Down",-1.57531214141554,9.05369759762582e-05,"Down","Down","persistent_direction_consistent"
"G10090_18812","12450","Ccng1",-1.4131136434571,0.000100719273706886,"Down",-1.03830922650272,0.00271968052581851,"Down","Down","persistent_direction_consistent"
"G10090_18834","668257","Dgat2l6",-1.11694090843163,0.00165770841245242,"Down",-1.41992727539566,0.000642794098979178,"Down","Down","persistent_direction_consistent"
"G10090_18982","27276","Plekhb1",-1.25112542449093,0.000152160712701175,"Down",-1.20759225441473,4.65638830194682e-05,"Down","Down","persistent_direction_consistent"
"G10090_18992","320502","Lmod3",-1.19833128787675,0.00012368797722415,"Down",-1.037992277625,0.000339608741603896,"Down","Down","persistent_direction_consistent"
"G10090_19019","19428","Rasl2-9",-1.32391370353141,5.77719980605892e-06,"Down",-1.22605020058289,0.000184683813217749,"Down","Down","persistent_direction_consistent"
"G10090_19080","83379","Klb",-1.69775508636936,0.000603866564507723,"Down",-1.42307852114118,0.000430328960792085,"Down","Down","persistent_direction_consistent"
"G10090_19226","213603","Slc44a3",-1.18483565696011,0.00273450941955432,"Down",-1.15803626712202,0.000595288098387398,"Down","Down","persistent_direction_consistent"
"G10090_19379","13603","Opn3",-1.4363416746743,0.000137626017277306,"Down",-1.13196231545674,0.00105133291658209,"Down","Down","persistent_direction_consistent"
"G10090_19503","15483","Hsd11b1",-1.85088758593843,3.82304256944939e-07,"Down",-1.77427624370227,0.000135303642585966,"Down","Down","persistent_direction_consistent"
"G10090_19533","20183","Rxrg",-1.55618405471176,9.51286613504737e-06,"Down",-1.16039189263211,3.45237479247797e-05,"Down","Down","persistent_direction_consistent"
"G10090_19561","11450","Adipoq",-1.79465744156274,0.000151776201743843,"Down",-1.38908318017784,0.000109797664374076,"Down","Down","persistent_direction_consistent"
"G10090_19680","232370","Clstn3",-2.5191658109139,6.49820087056415e-05,"Down",-1.83707428907713,0.000267930925421528,"Down","Down","persistent_direction_consistent"
"G10090_19737","71939","Apol6",-1.64335142604196,1.55744933616327e-08,"Down",-1.23482088378817,1.79958196869753e-05,"Down","Down","persistent_direction_consistent"
"G10090_19792","11770","Fabp4",-1.51554090427305,3.62043991762921e-05,"Down",-1.38845439797261,1.49516262082602e-05,"Down","Down","persistent_direction_consistent"
"G10090_1983","105244392","Gm40011",-1.22170211869124,0.000594022260035103,"Down",-1.51378729676968,6.05211205448572e-05,"Down","Down","persistent_direction_consistent"
"G10090_19903","17841","Mup2",-1.58151622415666,0.00503057767077454,"Down",-1.37096066550888,0.0166204532848369,"Down","Down","persistent_direction_consistent"
"G10090_19957","65256","Asb2",-1.76972480684081,4.50245293754072e-05,"Down",-1.01069475480653,0.000732346571458107,"Down","Down","persistent_direction_consistent"
"G10090_19975","73635","Ptges3l",-1.54519841916919,2.70564770364551e-06,"Down",-1.00929099020099,0.000102878823036895,"Down","Down","persistent_direction_consistent"
"G10090_1998","13527","Dtna",-1.24157929616494,0.000395541746719298,"Down",-1.00673389346934,0.00190455722248038,"Down","Down","persistent_direction_consistent"
"G10090_19995","99586","Dpyd",-1.16800992445221,9.95826440082593e-06,"Down",-1.06961375444998,0.000182221972876218,"Down","Down","persistent_direction_consistent"
"G10090_20211","631797","Fer1l6",-1.56916087733952,5.08553968160802e-05,"Down",-1.31579804359006,0.00272398223319235,"Down","Down","persistent_direction_consistent"
"G10090_20216","386463","Cdsn",-1.81390415012261,6.01006711068496e-05,"Down",-1.4941698223378,0.000363907120820558,"Down","Down","persistent_direction_consistent"
"G10090_20244","239706","Mettl22",-1.17205354143739,0.000192296986506303,"Down",-1.08766537400708,0.000209815270902822,"Down","Down","persistent_direction_consistent"
"G10090_20263","57260","Ltb4r2",-1.13536979711941,2.4730016478659e-05,"Down",-1.05875613084624,0.000219260782682484,"Down","Down","persistent_direction_consistent"
"G10090_20356","18405","Orm1",-2.38351354564679,1.34335927433456e-05,"Down",-1.7857717543949,3.03024909906673e-05,"Down","Down","persistent_direction_consistent"
"G10090_20381","56012","Pgam2",-1.89655515031497,1.56867483240279e-05,"Down",-1.01185410352481,0.000658878520738409,"Down","Down","persistent_direction_consistent"
"G10090_20416","12349","Car2",-2.01923705891515,5.22699695334811e-05,"Down",-1.40469463530268,0.00980361679428875,"Down","Down","persistent_direction_consistent"
"G10090_2043","216974","Proca1",-1.20207807798027,0.000236719649597609,"Down",-1.0208316569183,0.00129713502581324,"Down","Down","persistent_direction_consistent"
"G10090_20483","54388","H1f9",-1.08285398316675,0.000749035370162473,"Down",-1.04228375917006,0.0062853512839642,"Down","Down","persistent_direction_consistent"
"G10090_20514","99377","Sall4",-1.89223060789139,4.35012532513965e-06,"Down",-1.1965622530039,5.65320706279438e-05,"Down","Down","persistent_direction_consistent"
"G10090_20554","17436","Me1",-1.16260030761282,0.000116755663126388,"Down",-1.06401983704445,2.34114942493779e-05,"Down","Down","persistent_direction_consistent"
"G10090_20685","170779","Cd209d",-1.617650218801,1.77381373994239e-06,"Down",-1.22334310764381,0.00188202348100188,"Down","Down","persistent_direction_consistent"
"G10090_20850","14412","Slc6a13",-1.76680199401525,1.18889052270733e-05,"Down",-1.35751198715508,0.000219904455203035,"Down","Down","persistent_direction_consistent"
"G10090_20859","75572","Acyp2",-1.43696803570185,2.27858677509371e-05,"Down",-1.10990304313825,0.000156348934300206,"Down","Down","persistent_direction_consistent"
"G10090_20860","242721","Klhdc7a",-1.98632687895079,4.49416043751532e-05,"Down",-1.28582386174637,0.00085987847848767,"Down","Down","persistent_direction_consistent"
"G10090_21106","235135","Tmem45b",-2.49510965912069,4.55748275385232e-06,"Down",-1.55605277421578,0.00011610885837471,"Down","Down","persistent_direction_consistent"
"G10090_21154","27389","Dusp13b",-1.50738235412108,4.52060419753375e-05,"Down",-1.10101113616532,0.000244641432998363,"Down","Down","persistent_direction_consistent"
"G10090_21337","100039008","Mup10",-1.52606236043619,0.00590054421165501,"Down",-1.31585168360734,0.027730120315823,"Down","Down","persistent_direction_consistent"
"G10090_21445","53883","Celsr2",-1.50354334709828,5.11192318515357e-09,"Down",-1.13391527404314,1.67139196448405e-05,"Down","Down","persistent_direction_consistent"
"G10090_21690","230909","Ciroz",-1.6605917521814,3.91926206241856e-06,"Down",-1.01819000344015,0.000514819098718062,"Down","Down","persistent_direction_consistent"
"G10090_21695","23831","Car14",-2.64888374921188,2.66619728280438e-09,"Down",-1.13917324045952,0.00103703475440617,"Down","Down","persistent_direction_consistent"
"G10090_21697","12038","Bche",-1.55528838050787,2.00949049829913e-06,"Down",-1.52109006899907,2.05386789513754e-05,"Down","Down","persistent_direction_consistent"
"G10090_21752","14545","Gdap1",-1.77234212146361,0.000787718315888291,"Down",-1.7895875784164,0.00128678375001415,"Down","Down","persistent_direction_consistent"
"G10090_2178","12561","Cdh4",-1.06773340477326,0.00151395006392913,"Down",-1.12055701226932,0.000327849939970552,"Down","Down","persistent_direction_consistent"
"G10090_21781","319158","H4c9",-2.06023471862545,7.56279241899924e-07,"Down",-1.31974512721611,0.000213597372607991,"Down","Down","persistent_direction_consistent"
"G10090_21843","13645","Egf",-1.21810574816819,0.00133736270228532,"Down",-1.35445247805481,0.000182823368350202,"Down","Down","persistent_direction_consistent"
"G10090_21844","19301","Pxmp2",-1.84292991304932,1.63529235294067e-09,"Down",-1.15987951136238,3.41725237312624e-05,"Down","Down","persistent_direction_consistent"
"G10090_21867","70134","Misp3",-1.45156119530995,0.00024038962142449,"Down",-1.18260641182352,0.000178720054627081,"Down","Down","persistent_direction_consistent"
"G10090_2201","433294","Mettl21c",-2.1116410172674,0.000100462253251354,"Down",-1.29737851802794,0.00406924311065686,"Down","Down","persistent_direction_consistent"
"G10090_22091","19416","Rasd1",-1.59841860754297,0.000321690371857206,"Down",-1.02999608911992,0.00848551400916912,"Down","Down","persistent_direction_consistent"
"G10090_22129","77559","Agl",-1.41627344354133,0.000602553753275929,"Down",-1.00794463437749,0.00577556179932654,"Down","Down","persistent_direction_consistent"
"G10090_22170","18761","Prkcq",-1.15216861761867,0.000259022347660584,"Down",-1.02770714271264,0.00149631873647111,"Down","Down","persistent_direction_consistent"
