"gene_id","ENTREZID","SYMBOL","logFC","FDR","timepoint","strict_DEG","direction","fdr_source_column"
"G10090_16062","56297","Arl6",0.417415716440379,0.000349603556330104,"4W",FALSE,"Up","FDR"
"G10090_7307","11782","Ap4s1",-0.682273006145061,0.000349704481025224,"4W",FALSE,"Down","FDR"
"G10090_2555","13682","Eif4a2",-0.575297148417272,0.000349704481025224,"4W",FALSE,"Down","FDR"
"G10090_14393","245020","Slc35g2",0.905984512744108,0.000350229992997048,"4W",FALSE,"Up","FDR"
"G10090_16170","100900","Hscb",-0.448686849708374,0.00035050996964904,"4W",FALSE,"Down","FDR"
"G10090_11096","69740","Dph5",-0.304193118454518,0.000350982452658034,"4W",FALSE,"Down","FDR"
"G10090_21818","60504","Il21r",1.35954122684469,0.000350982452658034,"4W",TRUE,"Up","FDR"
"G10090_32679","70186","Fam162a",-0.49238904801526,0.000351426560380746,"4W",FALSE,"Down","FDR"
"G10090_7576","97287","Mtmr14",-0.384731250254346,0.000351426560380746,"4W",FALSE,"Down","FDR"
"G10090_26889","12709","Ckb",0.931100034659739,0.000351426560380746,"4W",FALSE,"Up","FDR"
"G10090_10149","14367","Fzd5",0.418120287819508,0.000351426560380746,"4W",FALSE,"Up","FDR"
"G10090_14444","268860","Abat",0.658692391994069,0.000351426560380746,"4W",FALSE,"Up","FDR"
"G10090_25930","17995","Ndufv1",-0.747873589413304,0.000351426560380746,"4W",FALSE,"Down","FDR"
"G10090_29544","104080","Nxph4",1.27684592341326,0.000351928996490795,"4W",TRUE,"Up","FDR"
"G10090_5376","73827","Tmem198b",0.684717381251054,0.000352261561214558,"4W",FALSE,"Up","FDR"
"G10090_19268","66736","Emc2",-0.481523714826027,0.000352601254669458,"4W",FALSE,"Down","FDR"
"G10090_19761","16190","Il4ra",1.12111280796368,0.000352747391022979,"4W",TRUE,"Up","FDR"
"G10090_19195","23948","Mmp17",1.00539273487412,0.00035289990711066,"4W",TRUE,"Up","FDR"
"G10090_10502","235606","Apeh",-0.263550567423179,0.00035289990711066,"4W",FALSE,"Down","FDR"
"G10090_1273","18514","Pbx1",0.361084974294561,0.00035289990711066,"4W",FALSE,"Up","FDR"
"G10090_15912","66390","Prelid3b",-0.486151434335362,0.000353644663132154,"4W",FALSE,"Down","FDR"
"G10090_23444","12915","Atf6b",0.455725067477853,0.000353644663132154,"4W",FALSE,"Up","FDR"
"G10090_7603","14709","Gng8",0.977013283323458,0.000355337248356632,"4W",FALSE,"Up","FDR"
"G10090_10229","117606","Boc",0.987256078916724,0.000355337248356632,"4W",FALSE,"Up","FDR"
"G10090_357","211660","Cspp1",0.392630789976362,0.000355643962921142,"4W",FALSE,"Up","FDR"
"G10090_2236","68481","Mpzl1",0.784978571559254,0.000356225802609827,"4W",FALSE,"Up","FDR"
"G10090_21098","13805","Eng",0.767940929600295,0.000356225802609827,"4W",FALSE,"Up","FDR"
"G10090_4839","18049","Ngf",1.11742954497664,0.000356590860881081,"4W",TRUE,"Up","FDR"
"G10090_23230","20826","Snu13",-0.347537415295139,0.000356590860881081,"4W",FALSE,"Down","FDR"
"G10090_25916","12391","Cav3",-0.964406554314669,0.000358401706685256,"4W",FALSE,"Down","FDR"
"G10090_3873","26456","Sema4g",1.28857565496992,0.000358669786659561,"4W",TRUE,"Up","FDR"
"G10090_8980","54607","Socs6",-0.592667060860469,0.000359045985204507,"4W",FALSE,"Down","FDR"
"G10090_7892","68394","Ccdc163",0.544374246374326,0.000359142624450837,"4W",FALSE,"Up","FDR"
"G10090_27506","76927","Tsacc",-0.59434508678817,0.000359659416954471,"4W",FALSE,"Down","FDR"
"G10090_6886","100038514","Gm11837",-0.918181125456955,0.000359881467109267,"4W",FALSE,"Down","FDR"
"G10090_22359","217012","Unc45b",-0.962765024891931,0.000359881467109267,"4W",FALSE,"Down","FDR"
"G10090_30833","12974","Cs",-0.783509906562305,0.000359887413143892,"4W",FALSE,"Down","FDR"
"G10090_1318","14466","Gba1",0.41453449656373,0.000359887413143892,"4W",FALSE,"Up","FDR"
"G10090_10896","50795","Sh3bgr",-1.10394542541173,0.000359893987528556,"4W",TRUE,"Down","FDR"
"G10090_28516","67160","Eef1g",-0.456626043823671,0.000360751010393795,"4W",FALSE,"Down","FDR"
"G10090_11043","53598","Dctn3",-0.389431874822381,0.000360751010393795,"4W",FALSE,"Down","FDR"
"G10090_5336","50793","Orc3",-0.506558049649352,0.000361313638292345,"4W",FALSE,"Down","FDR"
"G10090_8221","18475","Pafah1b2",0.40562941266257,0.00036326462844209,"4W",FALSE,"Up","FDR"
"G10090_29954","14119","Fbn2",3.25773109492056,0.00036326462844209,"4W",TRUE,"Up","FDR"
"G10090_15065","12062","Bdkrb2",1.40052907378107,0.000363299321239106,"4W",TRUE,"Up","FDR"
"G10090_7987","72615","Anks3",0.26055281601877,0.000363448623025802,"4W",FALSE,"Up","FDR"
"G10090_27606","76917","Flywch2",1.09030098881517,0.000363673417265382,"4W",TRUE,"Up","FDR"
"G10090_16899","225742","St8sia5",-1.10178752066148,0.000363673417265382,"4W",TRUE,"Down","FDR"
"G10090_18211","56772","Mllt11",-0.952374885462311,0.000363907120820558,"4W",FALSE,"Down","FDR"
"G10090_20216","386463","Cdsn",-1.4941698223378,0.000363907120820558,"4W",TRUE,"Down","FDR"
"G10090_33203","20249","Scd1",-1.12760530143271,0.000363907120820558,"4W",TRUE,"Down","FDR"
"G10090_11826","70484","Slc35d2",0.66346330924151,0.000363939785142204,"4W",FALSE,"Up","FDR"
"G10090_18234","382051","Pdp2",-0.571054247385482,0.000364096893145632,"4W",FALSE,"Down","FDR"
"G10090_13416","72836","Pot1b",0.398644449802088,0.000365202096530172,"4W",FALSE,"Up","FDR"
"G10090_11611","72900","Ndufv2",-0.880599519720893,0.000365202096530172,"4W",FALSE,"Down","FDR"
"G10090_2147","66826","Tafazzin",-0.310368154519652,0.000365845851036006,"4W",FALSE,"Down","FDR"
"G10090_7299","77113","Klhl2",-0.739210382670359,0.000365919960725981,"4W",FALSE,"Down","FDR"
"G10090_11995","70396","Asnsd1",-0.899518825461909,0.000365919960725981,"4W",FALSE,"Down","FDR"
"G10090_8707","68730","Dus1l",-0.257460237198098,0.000367276702877798,"4W",FALSE,"Down","FDR"
"G10090_17211","67865","Rgs10",0.790762630928382,0.000367276702877798,"4W",FALSE,"Up","FDR"
"G10090_21074","217082","Hlf",-0.673366243470622,0.000367316848954211,"4W",FALSE,"Down","FDR"
"G10090_8403","69354","Slc38a4",-1.3364352395975,0.000367874922722003,"4W",TRUE,"Down","FDR"
"G10090_19830","28080","Atp5po",-0.81516248969557,0.000368099933025556,"4W",FALSE,"Down","FDR"
"G10090_22967","71912","Jsrp1",-1.01700342592147,0.000368136791316907,"4W",TRUE,"Down","FDR"
"G10090_986","329828","Myorg",-0.807413114549046,0.000368136791316907,"4W",FALSE,"Down","FDR"
"G10090_5303","236266","Alms1",0.66477270643193,0.000368214267697644,"4W",FALSE,"Up","FDR"
"G10090_6875","12306","Anxa2",0.857381673716381,0.000368329954375749,"4W",FALSE,"Up","FDR"
"G10090_7508","17690","Msi1",1.52875331893663,0.000368352130116343,"4W",TRUE,"Up","FDR"
"G10090_10934","68316","Apoo",-1.06546702185004,0.000369718162463271,"4W",TRUE,"Down","FDR"
"G10090_30958","218203","Mylip",0.42210093867533,0.00037003647959937,"4W",FALSE,"Up","FDR"
"G10090_10933","66968","Plin5",-1.29820142084998,0.00037003647959937,"4W",TRUE,"Down","FDR"
"G10090_2869","67445","C1qtnf4",-0.953797559521469,0.000370259666189347,"4W",FALSE,"Down","FDR"
"G10090_7914","252876","Gin1",-0.437699710841874,0.000371192091427474,"4W",FALSE,"Down","FDR"
"G10090_7050","58805","Mlxipl",-0.908314464808288,0.000371921946549649,"4W",FALSE,"Down","FDR"
"G10090_32060","13543","Dvl2",0.425577503132128,0.000371921946549649,"4W",FALSE,"Up","FDR"
"G10090_14693","14385","Slc37a4",-0.897268025013744,0.000371944973326957,"4W",FALSE,"Down","FDR"
"G10090_8351","67604","Get4",-0.279769623741167,0.000372418634015048,"4W",FALSE,"Down","FDR"
"G10090_22055","66915","Cops9",-0.58083959756518,0.000372418634015048,"4W",FALSE,"Down","FDR"
"G10090_1078","626359","Wdr93",-1.36038306095782,0.000372418634015048,"4W",TRUE,"Down","FDR"
"G10090_11988","98366","Smap1",0.325787476634602,0.000372466967658542,"4W",FALSE,"Up","FDR"
"G10090_5000","16516","Kcnj15",2.66872545498204,0.000373059207198598,"4W",TRUE,"Up","FDR"
"G10090_30199","21991","Tpi1",-0.941364773770838,0.000373529408165145,"4W",FALSE,"Down","FDR"
"G10090_14003","109658","Txlna",0.514267249153923,0.00037357082574173,"4W",FALSE,"Up","FDR"
"G10090_27891","219022","Ttc5",0.45455587827428,0.000373956455076915,"4W",FALSE,"Up","FDR"
"G10090_19297","53859","Map3k14",0.499573194779303,0.000373956455076915,"4W",FALSE,"Up","FDR"
"G10090_16076","241494","Zfp385b",1.03782950242015,0.000373956455076915,"4W",TRUE,"Up","FDR"
"G10090_443","66353","Riiad1",-0.991204960680037,0.000373956455076915,"4W",FALSE,"Down","FDR"
"G10090_13903","17067","Ly6c1",0.704644224574059,0.000374598824738367,"4W",FALSE,"Up","FDR"
"G10090_6294","14701","Gng12",0.309206353897504,0.000374822482505548,"4W",FALSE,"Up","FDR"
"G10090_26524","231872","Aimp2",-0.973088131631897,0.000374958582556658,"4W",FALSE,"Down","FDR"
"G10090_12052","20964","Syn1",1.83625493467256,0.000375279637734902,"4W",TRUE,"Up","FDR"
"G10090_7375","104816","Aspg",2.84698743212475,0.000375861244935296,"4W",TRUE,"Up","FDR"
"G10090_4136","17969","Ncf1",0.844510764652399,0.000375983367511529,"4W",FALSE,"Up","FDR"
"G10090_27883","76281","Tax1bp3",0.684140782255816,0.000376724934874627,"4W",FALSE,"Up","FDR"
"G10090_22568","381308","Ifi211",0.825455925585064,0.000377347230555627,"4W",FALSE,"Up","FDR"
"G10090_1735","320772","Mdga2",2.52660344751255,0.000377347230555627,"4W",TRUE,"Up","FDR"
"G10090_6394","432763","Prr7",1.39083377723991,0.000377877536472443,"4W",TRUE,"Up","FDR"
"G10090_3886","226075","Glis3",1.44665715815386,0.000378084195834263,"4W",TRUE,"Up","FDR"
"G10090_22321","78920","Dlst",-0.539728631610753,0.000378084195834263,"4W",FALSE,"Down","FDR"
"G10090_14653","56325","Abcb9",-0.460393955425238,0.000378479524508528,"4W",FALSE,"Down","FDR"
"G10090_22413","209558","Enpp3",0.745134090883486,0.000379258701266144,"4W",FALSE,"Up","FDR"
"G10090_24432","67525","Trim62",0.90063658777732,0.000380602647927168,"4W",FALSE,"Up","FDR"
"G10090_10663","235459","Gtf2a2",-0.363791544502575,0.000380891900483536,"4W",FALSE,"Down","FDR"
"G10090_18616","20813","Srp14",-0.423738442051214,0.000381265369259047,"4W",FALSE,"Down","FDR"
"G10090_6529","76073","Pcgf5",-0.755165766459066,0.000381499573122581,"4W",FALSE,"Down","FDR"
"G10090_11597","26397","Map2k3",-0.582557893633538,0.000381907834693891,"4W",FALSE,"Down","FDR"
"G10090_13271","21887","Tle3",0.692493338165244,0.00038281976936301,"4W",FALSE,"Up","FDR"
"G10090_13587","59031","Chst12",0.738279419621593,0.00038281976936301,"4W",FALSE,"Up","FDR"
"G10090_10681","99650","4933434E20Rik",-0.588069926492681,0.000383736299594855,"4W",FALSE,"Down","FDR"
"G10090_425","65973","Asph",-0.738563990959654,0.00038388448168237,"4W",FALSE,"Down","FDR"
"G10090_23026","72307","2510002D24Rik",-0.441100455336307,0.000386894139425443,"4W",FALSE,"Down","FDR"
"G10090_24525","102247","Gpat4",-0.260641803039713,0.000387407815732077,"4W",FALSE,"Down","FDR"
"G10090_25392","328417","Parp4",0.40264127155639,0.000387602915500672,"4W",FALSE,"Up","FDR"
"G10090_16601","26357","Abcg2",-0.327259233904638,0.000387695484109241,"4W",FALSE,"Down","FDR"
"G10090_32","21930","Tnfaip6",2.54546680885953,0.000387695484109241,"4W",TRUE,"Up","FDR"
"G10090_12388","14664","Slc6a9",0.570178160110408,0.000387695484109241,"4W",FALSE,"Up","FDR"
"G10090_6431","30948","Bin1",-0.872068075971189,0.000387695484109241,"4W",FALSE,"Down","FDR"
"G10090_3579","14677","Gnai1",-1.01407215227264,0.000388362123726595,"4W",TRUE,"Down","FDR"
"G10090_14317","83554","Fstl3",0.765801780645198,0.000388382347599378,"4W",FALSE,"Up","FDR"
"G10090_6535","380785","Begain",1.07855763769446,0.000388572830035107,"4W",TRUE,"Up","FDR"
"G10090_5400","20536","Slc4a3",0.573939370527794,0.000390162596276878,"4W",FALSE,"Up","FDR"
"G10090_30611","14632","Gli1",1.0134977416281,0.000390568850017683,"4W",TRUE,"Up","FDR"
"G10090_18392","18725","Pira2",1.3390029347217,0.000390582350162127,"4W",TRUE,"Up","FDR"
"G10090_10298","233890","Zfp768",-0.538828436457612,0.000390582350162127,"4W",FALSE,"Down","FDR"
"G10090_13661","22368","Trpv2",0.87339548312195,0.000390740108047055,"4W",FALSE,"Up","FDR"
"G10090_19369","245555","Nexmif",1.81947928011366,0.000390925596172819,"4W",TRUE,"Up","FDR"
"G10090_9460","106200","Txndc11",0.4125812083331,0.000391152656557094,"4W",FALSE,"Up","FDR"
"G10090_607","66306","Fam53c",0.318886002886972,0.000392595511483838,"4W",FALSE,"Up","FDR"
"G10090_10516","66277","Klf15",-1.04799390949444,0.000392595511483838,"4W",TRUE,"Down","FDR"
"G10090_31146","17110","Lyz1",0.979421040082817,0.000393014157991942,"4W",FALSE,"Up","FDR"
"G10090_30421","621603","Aldh3b2",-1.23418385339732,0.000393417745527896,"4W",TRUE,"Down","FDR"
"G10090_3729","19352","Rabggtb",-0.558128985144851,0.000393691339259403,"4W",FALSE,"Down","FDR"
"G10090_444","223870","Senp1",0.347101503546441,0.000394136907285493,"4W",FALSE,"Up","FDR"
"G10090_25800","28295","Gatd3a",-0.735609788021039,0.000394406841590761,"4W",FALSE,"Down","FDR"
"G10090_11032","18438","P2rx4",0.901204729106377,0.000394406841590761,"4W",FALSE,"Up","FDR"
"G10090_20639","216825","Usp22",0.434583681604223,0.000394561246481787,"4W",FALSE,"Up","FDR"
"G10090_21183","100042025","Gapdh-ps15",-0.861705280818233,0.000395471944349392,"4W",FALSE,"Down","FDR"
"G10090_24161","13423","Dnase2a",0.888564051533024,0.000395471944349392,"4W",FALSE,"Up","FDR"
"G10090_18722","432769","Zfp708",-0.591126799272904,0.00039555922731634,"4W",FALSE,"Down","FDR"
"G10090_10985","12442","Ccnb2",1.55633216108944,0.00039555922731634,"4W",TRUE,"Up","FDR"
"G10090_18598","16625","Serpina3c",-1.18431439620814,0.000397139235329572,"4W",TRUE,"Down","FDR"
"G10090_20910","415115","Neurl2",-0.635959564946489,0.000397375697791956,"4W",FALSE,"Down","FDR"
"G10090_27178","54648","Ccdc120",0.997117159609398,0.000397375697791956,"4W",FALSE,"Up","FDR"
"G10090_22981","15436","Hoxd4",0.723742339200821,0.000397437703176188,"4W",FALSE,"Up","FDR"
"G10090_20590","664799","Ctcfl",-0.603350805429702,0.000397920037191891,"4W",FALSE,"Down","FDR"
"G10090_23744","330171","Kctd10",0.476445129111958,0.000398165278604241,"4W",FALSE,"Up","FDR"
"G10090_5409","78787","Usp54",0.42103904471469,0.000398165278604241,"4W",FALSE,"Up","FDR"
"G10090_15522","21427","Vps72",-0.443412296845473,0.000398291716928581,"4W",FALSE,"Down","FDR"
"G10090_11390","11950","Atp5pb",-0.878894793007861,0.000398615260547892,"4W",FALSE,"Down","FDR"
"G10090_13559","246738","Dnajc28",-0.982304416272161,0.000398826301920983,"4W",FALSE,"Down","FDR"
"G10090_15745","18567","Pdcd2",-0.374634186309623,0.000399900483894883,"4W",FALSE,"Down","FDR"
"G10090_24420","13667","Eif2b4",-0.522572974036068,0.00040075172954691,"4W",FALSE,"Down","FDR"
"G10090_2955","17179","Matk",0.858706413634977,0.000401261794352153,"4W",FALSE,"Up","FDR"
"G10090_28978","59032","Ppp2r3c",-0.426410152141452,0.000401756409638458,"4W",FALSE,"Down","FDR"
"G10090_31967","22057","Tob1",-0.757779308163431,0.000402313157179879,"4W",FALSE,"Down","FDR"
"G10090_24666","16440","Itpr3",0.949759629949453,0.000402322357997575,"4W",FALSE,"Up","FDR"
"G10090_13331","102644","Oaf",0.712381934606182,0.000404043499444053,"4W",FALSE,"Up","FDR"
"G10090_9808","56278","Gkap1",-0.380513523670414,0.000404043499444053,"4W",FALSE,"Down","FDR"
"G10090_3846","11566","Adss2",0.384370469711388,0.000404825363575137,"4W",FALSE,"Up","FDR"
"G10090_8565","238076","Kcns3",-1.18782636809442,0.000404917428479133,"4W",TRUE,"Down","FDR"
"G10090_24013","26912","Gcat",-0.547477657948574,0.000405093734854515,"4W",FALSE,"Down","FDR"
"G10090_25450","18457","Bloc1s6",-0.293347493753853,0.000405654102516596,"4W",FALSE,"Down","FDR"
"G10090_3286","68801","Elovl5",0.59510726915223,0.000407291781122323,"4W",FALSE,"Up","FDR"
"G10090_16276","70103","Znhit1",-0.345663553016049,0.00040829361767574,"4W",FALSE,"Down","FDR"
"G10090_33437","14791","Emg1",-0.420886768854397,0.000410591735785301,"4W",FALSE,"Down","FDR"
"G10090_6059","70392","Asb12",-1.10459769424797,0.000410591735785301,"4W",TRUE,"Down","FDR"
"G10090_16513","68515","Myadml2",-1.01971668080958,0.000410688011271255,"4W",TRUE,"Down","FDR"
"G10090_9935","14168","Fgf13",-0.901651404828906,0.000411297500764359,"4W",FALSE,"Down","FDR"
"G10090_534","69956","Ptcd3",-0.676897196707714,0.000412133242523244,"4W",FALSE,"Down","FDR"
"G10090_11916","21838","Thy1",1.07302246229986,0.00041213557264051,"4W",TRUE,"Up","FDR"
"G10090_24467","78244","Dnajc21",-0.812362029073185,0.000413229143413384,"4W",FALSE,"Down","FDR"
"G10090_33295","68493","Ndufaf4",-0.751653059326866,0.000413229143413384,"4W",FALSE,"Down","FDR"
"G10090_11352","16206","Lrig1",-0.699587234147268,0.000413229143413384,"4W",FALSE,"Down","FDR"
"G10090_9624","60613","Kcnq4",-0.474919346472525,0.000413277354036392,"4W",FALSE,"Down","FDR"
"G10090_16179","101568","Vrk3",-0.355489090219418,0.000414115532830795,"4W",FALSE,"Down","FDR"
"G10090_25303","19385","Ranbp1",0.403768122990247,0.000415034372400356,"4W",FALSE,"Up","FDR"
"G10090_21668","105352","Dusp22",-0.384715766088503,0.0004152672693894,"4W",FALSE,"Down","FDR"
"G10090_9762","66587","Fastk",-0.628084679932823,0.000415932754702327,"4W",FALSE,"Down","FDR"
"G10090_8915","76375","Det1",-0.5735849217223,0.000416355168979371,"4W",FALSE,"Down","FDR"
"G10090_29676","66072","Sdhaf2",-0.352843784675152,0.000416738843168052,"4W",FALSE,"Down","FDR"
"G10090_9688","67178","Zmat5",-0.39039126146038,0.000416738843168052,"4W",FALSE,"Down","FDR"
"G10090_18702","12703","Socs1",1.18191547275918,0.000416947093551061,"4W",TRUE,"Up","FDR"
"G10090_7070","329738","Aknad1",0.99048695932196,0.000416947093551061,"4W",FALSE,"Up","FDR"
"G10090_21652","233902","Fbxl19",0.885480307254024,0.00041733788139525,"4W",FALSE,"Up","FDR"
"G10090_13019","319801","Tigar",-0.982972390010822,0.000417392817514396,"4W",FALSE,"Down","FDR"
"G10090_10163","56449","Ybx3",-0.862224016011226,0.000417655055133024,"4W",FALSE,"Down","FDR"
"G10090_3186","16826","Ldb2",0.85558254770364,0.000418088173135347,"4W",FALSE,"Up","FDR"
"G10090_12048","67239","Rpf2",-0.528813158037784,0.000418298320638996,"4W",FALSE,"Down","FDR"
"G10090_4545","94040","Clmn",-0.920450107387276,0.000419152254078761,"4W",FALSE,"Down","FDR"
"G10090_6884","14167","Fgf12",1.24536975978293,0.000419499100182804,"4W",TRUE,"Up","FDR"
"G10090_9100","56790","Supt20",0.327179293858335,0.000419499100182804,"4W",FALSE,"Up","FDR"
"G10090_11440","102323","Dcun1d2",-0.778835525031055,0.000419499100182804,"4W",FALSE,"Down","FDR"
"G10090_12576","216438","Marchf9",0.76362527949019,0.000419731233654295,"4W",FALSE,"Up","FDR"
"G10090_20530","13722","Aimp1",-0.652251120887239,0.000419893872199928,"4W",FALSE,"Down","FDR"
"G10090_27921","232853","Zfp954",0.327497569982211,0.000419893872199928,"4W",FALSE,"Up","FDR"
"G10090_24502","106840","Unc119b",0.375433643885574,0.00042020138313572,"4W",FALSE,"Up","FDR"
"G10090_15062","12819","Col15a1",1.02970020638019,0.000422491342743543,"4W",TRUE,"Up","FDR"
"G10090_473","382014","Ano8",0.338161484587418,0.000423029846577313,"4W",FALSE,"Up","FDR"
"G10090_4761","19016","Pparg",-1.15131720599084,0.000423029846577313,"4W",TRUE,"Down","FDR"
"G10090_18644","20022","Polr2j",-0.345096808954149,0.000423029846577313,"4W",FALSE,"Down","FDR"
"G10090_23577","11811","Apobec2",-1.1571923883283,0.000423029846577313,"4W",TRUE,"Down","FDR"
"G10090_21658","66282","Tma16",-0.399332757665171,0.0004231394959603,"4W",FALSE,"Down","FDR"
"G10090_3262","170743","Tlr7",1.02043397874485,0.000423417416784094,"4W",TRUE,"Up","FDR"
"G10090_29139","22365","Vps45",-0.23501720153192,0.000423417416784094,"4W",FALSE,"Down","FDR"
"G10090_27312","66403","Asf1a",-0.465951588840535,0.000423417416784094,"4W",FALSE,"Down","FDR"
"G10090_12913","16828","Ldha",-0.874065446759696,0.000423539529725625,"4W",FALSE,"Down","FDR"
"G10090_28510","59011","Myoz1",-1.09110307735371,0.000423668111020619,"4W",TRUE,"Down","FDR"
"G10090_27619","20657","Sod3",1.06559686115201,0.000423668111020619,"4W",TRUE,"Up","FDR"
"G10090_5660","215008","Vezt",-0.45576900343752,0.000424034923333977,"4W",FALSE,"Down","FDR"
"G10090_22333","74012","Rap2b",0.586365981817483,0.000424580810900586,"4W",FALSE,"Up","FDR"
"G10090_15516","18143","Npas2",1.58462185210823,0.000424725814063105,"4W",TRUE,"Up","FDR"
"G10090_22161","14187","Akr1b8",1.05742928684384,0.000425101085526408,"4W",TRUE,"Up","FDR"
"G10090_11319","56085","Ubqln1",-0.285014553315127,0.000425841769113326,"4W",FALSE,"Down","FDR"
"G10090_23601","269529","Fbxo10",0.641889810205556,0.000425850268551872,"4W",FALSE,"Up","FDR"
"G10090_2149","234094","Arhgef10",0.67115780266599,0.000425850268551872,"4W",FALSE,"Up","FDR"
"G10090_31855","71653","Shtn1",0.667109532662274,0.000425850268551872,"4W",FALSE,"Up","FDR"
"G10090_29577","73390","Msl3l2",0.921694169996691,0.000425850268551872,"4W",FALSE,"Up","FDR"
"G10090_9196","67473","Slc47a1",-1.24050130842364,0.000425850268551872,"4W",TRUE,"Down","FDR"
"G10090_32537","66593","Diablo",-0.36509448351337,0.000425916206344256,"4W",FALSE,"Down","FDR"
"G10090_1478","102637099","",0.322121867864477,0.000426146147097267,"4W",FALSE,"Up","FDR"
"G10090_13648","12614","Celsr1",0.885725762978386,0.000426185188878205,"4W",FALSE,"Up","FDR"
"G10090_9790","75210","Prr3",0.591068032879798,0.000426238857002866,"4W",FALSE,"Up","FDR"
"G10090_17998","224619","Traf7",0.40632161718042,0.000426907514183228,"4W",FALSE,"Up","FDR"
"G10090_11579","72844","Kctd17",0.718948192545739,0.000427439937396269,"4W",FALSE,"Up","FDR"
"G10090_13357","243834","Zfp324",0.458356581819025,0.000428362115029068,"4W",FALSE,"Up","FDR"
"G10090_23288","14744","Gpr65",1.23556540131352,0.000429035860780288,"4W",TRUE,"Up","FDR"
"G10090_1148","229665","Ampd1",-1.18745796458343,0.000429047508345447,"4W",TRUE,"Down","FDR"
"G10090_8000","237758","Zfp454",-0.646879565492829,0.000429391404388959,"4W",FALSE,"Down","FDR"
"G10090_28357","14869","Gstp2",-0.81651890299376,0.000430328960792085,"4W",FALSE,"Down","FDR"
"G10090_5504","71279","Slc29a3",0.672231722110664,0.000430328960792085,"4W",FALSE,"Up","FDR"
"G10090_19080","83379","Klb",-1.42307852114118,0.000430328960792085,"4W",TRUE,"Down","FDR"
"G10090_16328","382406","Poc1b",0.384747113436071,0.000430328960792085,"4W",FALSE,"Up","FDR"
"G10090_7913","18797","Plcb3",0.594242198821976,0.000430328960792085,"4W",FALSE,"Up","FDR"
"G10090_5093","26894","Cops7a",-0.433830401091265,0.000430328960792085,"4W",FALSE,"Down","FDR"
"G10090_18180","83557","Lin28a",-1.47942536496296,0.000430708377692427,"4W",TRUE,"Down","FDR"
"G10090_24571","67326","Adissp",-0.657443140185709,0.000430708377692427,"4W",FALSE,"Down","FDR"
"G10090_12323","17907","Mylpf",-1.10575880596414,0.000430708377692427,"4W",TRUE,"Down","FDR"
"G10090_11982","55992","Trim3",0.49303801846557,0.00043080667787276,"4W",FALSE,"Up","FDR"
"G10090_32776","15983","Ifrd2",-0.606661842416334,0.00043080667787276,"4W",FALSE,"Down","FDR"
"G10090_9683","243372","Zfp775",-0.442639009051434,0.000431331726700029,"4W",FALSE,"Down","FDR"
"G10090_33173","19700","Rem1",0.647575556059021,0.000432424203112663,"4W",FALSE,"Up","FDR"
"G10090_7343","234595","Slc38a7",0.495714886436394,0.000432784791877803,"4W",FALSE,"Up","FDR"
"G10090_13065","13001","Csnk2b",-0.436370848131345,0.000433111935950005,"4W",FALSE,"Down","FDR"
"G10090_1611","330323","Mindy4",0.720582655732469,0.000433417559906065,"4W",FALSE,"Up","FDR"
"G10090_12734","56427","Tubd1",-0.555858843178861,0.000433438979260799,"4W",FALSE,"Down","FDR"
"G10090_6277","109093","Rars2",-0.448436927393017,0.000433438979260799,"4W",FALSE,"Down","FDR"
"G10090_1550","56299","Fkbpl",-0.418941817108386,0.000433610950692253,"4W",FALSE,"Down","FDR"
"G10090_14613","67526","Atg12",-0.385156507427594,0.000433831301442744,"4W",FALSE,"Down","FDR"
"G10090_21068","73327","Pradc1",-0.502452480387951,0.000433831301442744,"4W",FALSE,"Down","FDR"
"G10090_7168","52552","Parp8",0.495596972143981,0.000433831301442744,"4W",FALSE,"Up","FDR"
"G10090_31747","54709","Eif3i",-0.39744837716696,0.000433831301442744,"4W",FALSE,"Down","FDR"
"G10090_17815","629242","Gm6958",1.40895836555953,0.000433831301442744,"4W",TRUE,"Up","FDR"
"G10090_21250","93692","Glrx",-0.563770153618224,0.000434678967766389,"4W",FALSE,"Down","FDR"
"G10090_9771","100502766","Kifc1",1.28169492653007,0.000436171256349281,"4W",TRUE,"Up","FDR"
"G10090_30787","60533","Cd274",-0.828019326206898,0.000436834134209997,"4W",FALSE,"Down","FDR"
"G10090_1730","238871","Pde4d",-1.01662389062481,0.000437943849596833,"4W",TRUE,"Down","FDR"
"G10090_9505","67674","Trmt112",-0.296556307140877,0.000438423082590953,"4W",FALSE,"Down","FDR"
"G10090_4709","109267","Ssc4d",-0.770422095626719,0.000438423082590953,"4W",FALSE,"Down","FDR"
"G10090_24002","70127","Dpf3",-0.914145806808764,0.00043886410002919,"4W",FALSE,"Down","FDR"
"G10090_13547","66483","Rpl36al",-0.482591187771316,0.00043886410002919,"4W",FALSE,"Down","FDR"
"G10090_29602","212326","Fam149a",0.799308235328339,0.00043904743343276,"4W",FALSE,"Up","FDR"
"G10090_24034","103172","Chchd10",-1.11853430088743,0.00043904743343276,"4W",TRUE,"Down","FDR"
"G10090_32121","279618","Gm715",1.08981935326867,0.000439524804771467,"4W",TRUE,"Up","FDR"
"G10090_2793","72508","Rps6kb1",-0.404575292548161,0.000439658628852932,"4W",FALSE,"Down","FDR"
"G10090_9219","77827","Krba1",-0.69258998708794,0.000440457441111809,"4W",FALSE,"Down","FDR"
