"gene_id","GSM7140486_CON1_synovium","GSM7140491_CON2_synovium","GSM7140495_CON3_synovium","GSM7140500_CON4_synovium","GSM7140502_CON5_synovium","GSM7140507_CON6_synovium","GSM7140511_CON7_synovium","GSM7140516_CON8_synovium","GSM7140518_CON9_synovium","GSM7140523_CON10_synovium","GSM7140527_CON11_synovium","GSM7140532_CON12_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140501_ACLT12_synovium"
"ENSSSCG00000000002",0.316317,0.680578,1.186006,0.671478,0.155034,0.655532,1.163245,0.20243,0.528841,0.581192,0.405606,0.395195,0.818194,0.370202,0.158019,1.422699,0.689591,0.902465,0,1.110602,0.665256,0.905603,0,0.627226
"ENSSSCG00000000003",26.588923,21.764033,29.966684,24.605795,20.824274,23.942388,32.085966,29.333827,32.420986,32.882651,18.010357,32.593859,21.051666,25.689646,13.751046,23.14152,18.48819,16.108769,24.824347,20.83413,18.18767,31.696554,12.884846,18.619785
"ENSSSCG00000000005",5.930137,5.514977,5.506349,5.774402,3.163997,4.230549,4.30209,6.684276,4.373748,4.195483,3.582382,5.447458,2.604414,5.925595,2.969822,3.935748,2.825069,3.303723,4.520056,4.003631,4.764868,6.41926,3.10785,3.065077
"ENSSSCG00000000006",14.653554,8.663012,10.47936,15.625163,9.827683,12.582896,10.279302,12.999117,7.852105,7.708549,6.096451,8.938308,10.088342,12.275399,8.355616,9.017177,11.661236,8.978618,12.165674,10.638345,12.067014,11.469782,6.2907,8.350432
"ENSSSCG00000000007",10.111911,7.880591,8.140831,9.726416,4.2927,9.507579,9.945124,11.427955,6.72002,9.9973,5.586645,11.890935,6.509994,12.169572,6.14774,9.166116,10.751969,8.837896,7.437778,8.592875,5.779333,13.963833,4.312406,13.727445
"ENSSSCG00000000010",345.708274,328.745738,128.300911,289.690952,62.531397,147.370889,393.549622,179.815876,224.70926,106.177268,140.685409,131.125031,23.369833,178.517225,114.581619,34.88662,191.029418,156.49536,346.827376,92.137827,422.713903,86.085278,257.548213,102.372286
"ENSSSCG00000000014",20.501322,17.997015,24.486135,20.842444,16.903097,19.532147,15.385225,24.626341,17.676871,21.051204,20.797915,24.187947,20.712385,21.697503,19.876181,19.024613,20.298678,19.00007,17.672702,19.404403,22.774186,23.473223,13.675706,32.102233
"ENSSSCG00000000018",32.395293,33.177544,38.139259,27.861471,27.646078,34.183598,32.998645,28.784832,30.617754,30.441052,24.815666,30.346031,36.845371,34.03461,36.80608,32.129874,29.378257,32.270833,35.568138,30.820847,44.841297,32.795798,27.233686,31.711072
"ENSSSCG00000000019",49.395068,46.819144,38.836858,39.858675,54.023855,42.193741,42.409303,44.917866,39.518915,38.048861,44.801414,47.35913,32.432725,36.143581,57.770305,41.879358,40.211629,44.638386,40.434727,41.974972,46.409451,42.598511,32.587826,33.023575
"ENSSSCG00000000020",2.571806,0.683106,2.327139,0.954436,0.928145,1.70374,1.233354,2.269771,0.853057,1.84249,0.100292,1.122634,1.163205,0.771833,0.946763,1.133618,0.886579,0.630921,0.611003,1.165903,0.578702,1.664465,0.320708,0.065281
"ENSSSCG00000000021",0.199243,0,0,0,0,0.076718,0.212944,0,0.39269,0.16038,0,0.246093,0,0,0,0,0.250336,0.087148,0,0.09988,0,0.30474,0,0
"ENSSSCG00000000022",26.871345,20.155443,24.16386,22.497501,16.137841,21.248031,24.818322,21.07872,20.670391,22.081685,13.340771,21.853133,22.279062,23.416611,19.842021,17.975424,16.225852,18.771335,27.056126,22.30386,23.579463,31.076679,11.641055,21.269616
"ENSSSCG00000000024",12.567142,13.718567,10.042227,11.40942,14.486827,15.329472,12.400962,13.994272,12.469729,19.167121,9.649903,12.69805,6.92712,8.303565,8.518467,16.163307,8.684813,16.121688,6.254708,11.373484,10.380215,16.636672,4.139981,10.748103
"ENSSSCG00000000025",11.606369,13.969574,15.773057,14.062518,12.953927,10.239919,17.725093,17.886735,17.549673,26.594264,8.333056,20.631246,8.276481,5.505643,4.759643,10.524573,10.642705,11.787114,4.079524,9.830812,6.173427,12.288766,1.835298,13.327949
"ENSSSCG00000000026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000028",0.858748,0.159347,0.146694,0.636742,0,0.170648,0.709042,0.145103,0.108588,0.207938,0,0.405297,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000029",74.637377,52.904749,102.838179,85.822742,10.870472,45.985449,68.709173,61.926827,84.02142,84.778602,8.42676,66.571231,3.18075,11.287348,5.202911,4.408233,16.919326,19.224774,6.758168,7.599169,17.968385,18.253055,2.421614,17.531188
"ENSSSCG00000000031",3.698768,3.497117,9.219691,5.375641,4.708871,4.395652,3.601464,4.584394,4.464862,3.270429,5.881464,5.360196,4.635399,4.662885,1.93692,5.419003,2.690813,3.157068,6.366914,3.882812,8.135473,24.57257,10.280302,2.288674
"ENSSSCG00000000033",474.387393,418.7746,449.048384,381.989396,562.371607,455.464202,416.262289,393.852533,430.642697,464.36079,512.729458,498.103266,309.406069,333.350336,327.642013,526.36964,420.101131,417.633714,375.100238,370.236449,435.859563,378.918577,373.455803,383.484215
"ENSSSCG00000000034",62.516704,57.557231,72.816796,46.060128,45.201721,61.108756,61.680649,56.440064,47.42967,55.015118,46.172074,57.082827,51.387336,52.86548,52.382374,50.509384,43.674643,59.21483,73.808256,48.472809,58.596595,65.074452,55.049734,46.667419
"ENSSSCG00000000035",20.869591,16.760515,20.239655,16.885799,13.855182,20.483019,19.042874,17.419453,18.016926,20.08644,22.17489,15.321604,19.494143,17.799656,20.953066,18.76666,16.027021,21.337128,20.407655,15.703483,19.290094,22.455227,15.735441,21.244013
"ENSSSCG00000000036",63.923277,52.291163,66.836254,53.237109,47.88895,56.114214,58.191671,50.255241,58.203013,54.307818,45.613116,54.93165,61.712295,68.176629,59.198895,58.837563,57.948268,63.125427,64.516251,70.157739,64.510303,75.452859,30.262187,49.77733
"ENSSSCG00000000037",80.469003,86.795436,81.777146,67.586232,85.685299,87.822384,75.019585,95.496774,76.813773,85.237815,94.301877,82.598075,80.047885,82.402578,78.635858,92.161643,92.552415,96.540638,82.914575,81.840241,88.328331,77.628635,69.630507,69.83419
"ENSSSCG00000000038",402.712077,288.270427,341.406587,333.726602,392.398851,267.387321,289.293804,284.15824,246.76357,229.980031,263.019206,221.354222,243.011086,292.174095,272.646168,292.604614,337.989633,324.135154,526.237057,263.41495,446.413095,267.863724,270.178883,251.979211
"ENSSSCG00000000039",77.718154,65.166956,76.015206,66.756716,59.05684,80.477809,66.648551,78.96006,66.261714,73.124841,56.531745,70.955208,69.870357,66.907349,68.909471,67.711901,66.714187,67.795798,77.551165,70.800631,74.62838,82.526307,48.991991,70.167645
"ENSSSCG00000000040",0.915448,0.298163,0.292243,0.196327,0,0.526211,0.423338,0.654579,0.679048,0.491362,0.188456,1.310254,0.483646,1.463125,1.315215,0.40223,0.100278,0.183025,0.178593,0.327789,0.746425,1.05919,0.091937,1.256712
"ENSSSCG00000000045",25.654419,18.055141,23.867748,19.810841,27.236489,29.665575,23.948697,20.017261,22.175231,16.136974,24.306038,21.10485,20.408559,19.742501,20.15232,26.536645,19.057395,23.999242,26.203588,20.371208,32.106288,16.961495,28.66723,21.480347
"ENSSSCG00000000046",1.884475,0.576716,3.039527,1.085532,1.31244,1.245111,1.756048,1.599204,2.557892,1.325409,1.663591,2.699898,1.987877,2.21776,0.06593,1.086339,1.408714,0.497694,1.479504,0.878729,1.286568,2.46111,0.606712,1.713982
"ENSSSCG00000000050",83.964771,75.030479,85.664815,55.039096,57.888449,71.470144,81.880764,72.54168,93.193332,102.776039,63.048469,87.424478,59.559889,60.009627,52.501892,72.77384,53.481902,62.155239,51.296749,62.513076,50.614858,91.632051,34.818273,63.879929
"ENSSSCG00000000058",129.777768,133.933348,123.313063,109.960334,140.301231,132.535294,126.903152,127.140954,111.896493,114.583771,140.267108,125.503304,112.704721,119.138536,136.02455,138.200184,134.249791,120.189834,143.198361,105.400158,142.936266,130.553968,162.953968,103.197002
"ENSSSCG00000000059",26.957806,23.032151,31.101391,23.408174,21.463233,25.13893,27.418563,26.755314,26.21683,26.60342,22.808281,26.067903,20.774461,21.263926,17.34053,27.189723,21.780021,23.242775,18.967281,20.51206,23.254106,23.279301,20.595831,19.103553
"ENSSSCG00000000061",16.279464,14.067701,15.267255,15.602843,14.68071,13.850181,13.756156,13.184853,10.545138,13.502533,10.630256,11.082757,16.19814,13.925926,10.709449,12.416867,13.546318,14.487018,12.191663,13.928968,14.184824,18.838269,8.725847,8.181205
"ENSSSCG00000000062",9.825705,5.387765,4.5183,7.338728,4.442758,3.480775,4.435919,4.774049,3.629665,3.469425,2.905178,1.803324,3.59359,4.892329,5.874905,2.340005,6.028288,5.524123,6.606206,5.11821,8.507869,3.949826,7.92108,5.076182
"ENSSSCG00000000063",8.941537,8.82323,7.520261,5.720139,4.554588,7.168569,5.20825,4.648943,6.046825,5.624796,3.951715,7.195732,5.656932,4.7303,5.326301,4.210735,5.343291,4.682445,7.320708,5.457698,7.848298,6.862128,4.387662,4.991407
"ENSSSCG00000000064",61.61365,59.566561,61.882783,53.807418,54.431443,60.470525,59.586782,43.968356,53.544998,54.608941,55.814595,49.377834,52.573464,56.64598,48.115635,52.777861,50.387335,55.68043,62.593133,50.198763,63.532758,65.425914,43.053229,55.350302
"ENSSSCG00000000066",12.388098,10.023264,11.469973,9.12961,7.528661,10.12993,9.240205,10.694073,7.415296,8.986334,6.652617,10.356043,8.06011,9.776518,7.65154,9.376945,7.975683,9.400201,8.502447,7.641769,11.061524,10.472037,6.397339,9.555782
"ENSSSCG00000000067",1.454272,0.59857,0.877692,0.281451,0.155589,0.791053,1.090327,1.322191,0.637511,2.548372,0.455343,1.710395,1.219727,0.324608,0,0.785425,0.810488,0.090932,0.104982,0.544399,0.90739,1.463695,1.132917,0.973217
"ENSSSCG00000000068",70.207302,57.708754,64.304983,53.840213,49.242661,57.54447,59.723576,56.877567,54.49788,64.257303,41.076954,61.346819,55.8693,59.973202,57.978289,50.210094,53.919913,49.001974,68.676138,55.510565,61.752778,80.413788,47.3275,53.287611
"ENSSSCG00000000071",224.638049,245.08157,256.717389,228.226751,252.466294,263.892793,268.953062,251.622105,262.697082,228.280098,204.851,283.262681,183.168964,241.911335,233.474414,229.976603,212.268954,222.874351,240.854489,221.136854,245.155894,232.827565,224.146577,232.873711
"ENSSSCG00000000072",51.551849,54.60163,42.674395,30.302035,47.395747,64.245623,45.680922,46.257317,50.495969,50.458219,49.960971,52.48966,45.486313,41.15166,46.538113,53.433635,45.354552,47.370614,36.835152,41.362925,35.022971,49.078247,35.986795,41.881387
"ENSSSCG00000000074",1.768357,1.321062,0.840362,0,0.098347,0.156624,0.437548,0,1.003545,0.287391,3.305385,0,1.637747,0.492919,0.558124,0.717936,1.032365,0.754706,0.265069,0.417357,1.042805,1.252165,0,1.680755
"ENSSSCG00000000075",39.258411,28.704407,34.9844,25.664508,19.912974,25.149054,26.670209,27.486002,24.095266,30.043948,15.853887,25.010242,26.052684,27.421666,18.706347,19.731897,20.091529,21.510008,37.33457,19.456892,25.386342,34.176205,16.427539,22.750932
"ENSSSCG00000000076",8.82558,8.345039,10.029805,8.736404,6.427624,8.738822,8.656526,8.869886,7.248957,7.487476,8.80036,8.248642,11.455827,10.911844,6.314574,9.28669,10.202109,8.410743,12.60547,8.962351,9.527115,13.012106,5.108334,8.223173
"ENSSSCG00000000077",29.352654,23.061866,25.72684,21.363166,20.211521,24.796714,26.169121,20.003471,23.114061,21.447822,21.855875,24.523818,20.654445,20.159009,19.406799,18.917084,19.163235,14.150165,25.002361,16.593562,13.182423,24.454949,18.329184,10.727197
"ENSSSCG00000000078",60.19621,46.364359,52.318662,38.314604,34.13826,42.355815,49.989117,46.787247,43.916164,49.886387,29.073353,46.426566,39.465374,50.14461,34.136467,34.209243,40.164634,30.745401,55.97672,41.463788,39.746893,64.857712,35.472274,36.57922
"ENSSSCG00000000079",0.802306,0.527663,0.723952,0.666445,0.231678,0.63074,0.385495,0.437474,0.485029,0.431488,0.443464,0.691949,0.366664,0.541245,0.338844,0.209018,0.524691,0.288914,0.225346,0.256037,0.297132,0.627436,0.140238,0.306927
"ENSSSCG00000000080",0.5278,0.099718,0.371222,0.50007,0.265441,0.107556,0.218631,0.181822,0.552875,0.064647,0,0,0.597607,0.503257,0.189244,0.192667,0.794642,0.217575,0.265311,0.413806,0,0,0,0
"ENSSSCG00000000081",0,0,0,0.25497,0,0.137123,0,0,0,0,0,0.092248,0,0,0.119648,0,0,0,0,0.257357,0,0,0,0
"ENSSSCG00000000082",0.361685,0.116975,0,0.045176,0,0.874562,0.062188,0.091516,0.021868,0.086186,0,0.24762,0,0.075073,0.021333,0,0,0,0.241728,0,0.159372,0.04551,0,0
"ENSSSCG00000000087",16.987644,15.634302,23.981363,18.51195,12.476418,15.307237,21.169056,13.265137,15.308817,17.991151,11.83468,18.970508,15.121545,18.142278,15.001678,14.788714,19.014969,12.919607,22.253383,16.002168,21.18147,23.306511,12.204802,13.330094
"ENSSSCG00000000091",10.181726,4.827558,8.967958,7.632624,6.807299,4.567569,9.905416,8.502609,6.443897,10.299379,5.936755,7.174426,5.40053,4.560474,4.09522,4.684908,5.177453,3.617953,4.686337,4.344721,5.222909,7.317444,0,6.890868
"ENSSSCG00000000092",4.905213,4.367447,4.20072,7.255077,3.586164,4.308167,4.655469,4.10385,4.176912,3.218911,1.613385,2.218539,3.682993,3.345512,3.431602,1.541614,4.56454,3.403408,6.443072,2.703306,5.016047,3.550164,4.806937,1.89511
"ENSSSCG00000000093",21.162436,15.087823,16.472506,15.427892,15.785695,14.041349,15.594581,18.729726,19.452027,17.986471,13.773805,14.373629,16.65034,14.534117,11.31646,11.577977,12.906744,11.515116,14.42846,15.348427,19.471142,18.434974,7.758661,16.36756
"ENSSSCG00000000094",83.77305,82.771517,74.306439,64.617692,63.388098,68.441529,85.397133,80.919175,80.270773,80.587928,47.248959,76.542416,63.957884,79.289073,55.162586,60.115058,64.479061,58.780351,101.287102,74.533357,97.565013,96.939183,68.293097,72.433122
"ENSSSCG00000000095",28.321976,25.563388,27.593174,21.789053,19.203493,24.909893,22.917382,22.33565,25.770038,25.524248,18.289719,25.632709,22.079262,26.680566,21.012858,20.583096,24.485542,19.415187,24.23898,25.834118,25.895827,29.709948,18.029291,25.625543
"ENSSSCG00000000097",51.92789,61.11221,54.783648,52.772075,68.52138,70.285186,73.117243,57.426047,59.437671,63.081551,89.522333,65.671726,52.437815,50.034142,66.716272,75.960884,64.954356,67.520518,73.618555,59.512797,73.322385,57.928315,63.21724,62.798663
"ENSSSCG00000000103",0,0,0,0,0.124189,0.201662,0,0,0,0.122592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000104",505.133213,391.954273,451.620668,368.033836,336.24632,421.745871,413.458206,451.164512,443.396536,450.25562,300.009573,443.917656,332.552992,371.262525,295.825489,315.141998,351.082419,282.026237,355.900313,362.018305,334.477356,451.105059,245.517758,226.977965
"ENSSSCG00000000105",67.481894,73.636475,81.678639,68.995326,63.409528,61.713569,66.616927,86.455574,57.224227,71.672395,186.52954,43.97655,135.80461,98.168635,124.611923,117.507406,130.69977,120.626231,156.069511,91.232572,115.024323,69.833282,183.475616,109.966797
"ENSSSCG00000000106",0,0,0,0,0,0,0,0,0,0.117148,0,0,0,0,0.247791,0,0,0.231541,0,0,0,0,0,0
"ENSSSCG00000000107",53.016413,46.488054,64.327862,45.436141,41.369489,48.923389,52.90369,50.987891,53.240198,47.041928,43.827251,53.988637,44.301498,59.412989,48.991932,46.052201,49.198846,56.691038,61.029123,58.219523,58.456654,66.555616,37.823119,45.746905
"ENSSSCG00000000108",58.19656,41.452137,50.837132,37.524633,29.434884,38.323989,31.799002,32.757399,38.55663,34.558704,36.644895,28.652524,46.922497,48.284988,39.198943,31.682976,39.64346,43.255285,58.079208,47.008221,50.284165,51.372047,36.27329,42.730596
"ENSSSCG00000000110",11.956741,6.227808,12.085707,6.398163,4.527386,11.046031,7.810807,7.365055,6.636631,8.199374,3.898801,11.89834,4.794799,5.075063,2.745,6.554325,6.397242,7.1386,6.505317,5.150716,3.295356,6.174818,3.091198,4.31024
"ENSSSCG00000000111",0.521132,0.180865,0.601681,0.12588,0,0,0.47093,0,0.084578,0.082386,0,0,0,0.413639,0.420161,0,0,0.23609,0.112857,0,0.149645,0,0,0
"ENSSSCG00000000113",0,0.177803,0.847984,0.174176,0.248434,0.276779,0.130835,0.307607,0,0,0,0,0.270186,0,0.239031,0.172683,0,0.113328,0,0.126002,0.414639,0,0,0
"ENSSSCG00000000114",10.818122,8.166991,12.416067,9.849379,7.101596,9.078166,13.192167,10.223423,10.744253,11.055836,6.357824,6.397404,7.048615,10.489544,6.206146,8.084882,8.13873,8.182775,7.135557,9.762929,7.313847,12.232202,3.268253,7.905158
"ENSSSCG00000000116",64.02235,97.539056,95.35105,99.793243,121.558399,85.082845,117.620947,82.260613,80.394477,82.953853,105.36548,109.834164,79.125612,96.660016,97.020864,105.751663,120.988896,75.531932,107.764415,93.28428,123.828314,89.306796,115.935422,94.065295
"ENSSSCG00000000117",0.9707,0.578659,1.111668,0.552225,0,0.309935,1.273142,0.946006,0.79548,0.838504,0.69674,0.476121,1.108159,0.479546,0.984318,0.976125,0.372948,0.197711,1.022948,0.396835,1.04046,0.992347,0.420827,2.574231
"ENSSSCG00000000118",7.612999,4.595574,10.903046,7.360663,5.038334,6.234224,7.268157,6.760063,6.384727,5.812563,5.327768,5.619705,8.158673,10.050217,11.727218,6.755237,6.981974,7.421092,8.743086,8.227391,9.85969,9.88167,3.845172,9.189584
"ENSSSCG00000000119",183.03314,165.172016,170.861747,123.844627,177.604215,163.853442,158.179623,181.127857,175.60051,169.647124,170.280061,173.13842,162.063552,163.426896,135.223658,181.755892,139.782383,139.584985,214.196731,151.899574,157.875692,189.681804,185.197393,160.462937
"ENSSSCG00000000120",13.368027,11.588395,17.05087,11.572068,10.941871,12.631558,11.245719,15.012793,10.832147,11.395655,9.9876,12.007584,11.140733,11.630861,10.556944,11.590301,9.468608,10.874946,12.720776,12.777792,10.007236,18.193784,8.958461,7.489798
"ENSSSCG00000000121",0.177264,0,0,0.892745,0,0,0.236601,0.426109,0.414886,0,0.156562,0,0,0.164621,0,0,0,0,0.137844,0.176294,0,0.628909,0,0
"ENSSSCG00000000130",19.899882,17.498959,14.58135,17.998592,17.263484,15.767488,21.770338,20.141951,17.640226,24.032857,12.563475,25.618708,11.526535,11.08705,10.42117,17.964064,12.471701,21.698161,9.642664,20.500213,13.983208,13.205356,2.514704,16.142663
"ENSSSCG00000000131",0,0,0.276018,0,0.068803,0.053085,0,0.449001,0.066958,0.130481,0,0,0,0.160525,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000132",0,0,0,0,0,0.217244,0.301808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000133",36.355408,41.045049,24.946035,31.965177,27.731132,49.273829,31.528925,33.339543,33.471105,27.268946,19.070415,30.336007,15.559905,23.261625,21.160168,15.976239,26.823342,18.59952,38.288911,30.04665,26.239164,19.898388,39.079753,21.018984
"ENSSSCG00000000135",13.241241,6.482018,16.050335,10.798092,7.538147,7.160192,8.997566,12.889539,9.022894,7.327856,3.547293,7.022845,5.766076,9.742455,4.882149,6.761712,8.732104,7.733919,7.363765,6.426274,10.812091,10.206157,3.395888,8.19321
"ENSSSCG00000000136",29.358914,31.179112,31.46587,20.160436,31.338496,29.925867,53.562947,34.792188,41.005235,54.378415,31.484538,40.849978,19.286843,19.990785,18.978538,34.577379,26.037959,32.866859,13.779637,31.759327,26.222113,42.565201,7.825983,32.195467
"ENSSSCG00000000137",52.927838,48.280936,48.169053,42.797576,64.251681,47.468961,67.898111,67.116766,68.724995,70.753738,49.435985,62.380281,33.493174,30.940727,26.373733,55.428692,41.717138,59.122465,20.350246,45.342573,27.207358,52.531135,14.694374,41.48993
"ENSSSCG00000000138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000139",4.015641,2.681963,4.518887,1.928257,2.981363,3.414409,3.527082,2.709753,3.334366,2.574577,2.440088,3.752888,3.010239,2.168776,2.948739,2.633568,1.740239,2.180925,2.429087,4.326607,3.971,4.560303,2.418444,2.968862
"ENSSSCG00000000141",57.830188,70.792542,68.976913,56.184748,62.645736,62.663036,77.444199,68.966818,73.578655,67.542313,60.316731,70.800836,56.49945,59.464717,55.841679,60.486965,57.323066,57.090603,69.952914,57.086342,64.480108,67.996585,50.549346,53.363309
"ENSSSCG00000000142",11.447973,12.532302,15.328877,13.783806,12.74444,12.372999,14.027178,14.285516,15.989823,13.666793,6.723213,15.509368,7.943671,10.56285,5.398566,4.316325,9.610846,7.912213,12.229689,9.176598,8.906998,10.676711,8.460165,6.671715
"ENSSSCG00000000144",42.256973,38.197858,45.991335,31.219197,35.809069,40.976791,42.605142,35.170184,32.823519,35.892941,36.899889,32.71638,30.811251,35.71345,24.942069,30.40427,33.458046,31.633324,40.438561,30.638613,35.649762,37.490503,23.16618,32.774865
"ENSSSCG00000000145",263.376764,205.686829,315.975504,162.85382,200.153264,169.162991,260.765271,176.999336,237.361943,196.843652,201.589522,188.035952,199.637431,238.432382,211.037916,220.844331,192.667738,203.197788,244.919144,207.99087,236.200964,291.607046,169.88937,202.810311
"ENSSSCG00000000146",31.779291,53.075931,36.524936,6.172014,6.018327,8.990168,12.190867,2.239056,16.787294,3.624629,8.388932,2.452231,11.887595,20.887818,8.766479,2.610488,9.240625,4.505213,24.79369,6.511284,10.918166,7.616923,26.074012,10.535895
"ENSSSCG00000000148",7.259243,4.31173,8.663749,4.644255,3.878427,5.079236,5.407805,4.687334,4.253577,5.550956,3.564341,4.156921,10.73713,9.931743,7.734513,3.848444,5.233139,4.431815,4.593572,3.53927,7.96556,5.706599,5.279294,3.702424
"ENSSSCG00000000151",14.990652,12.228837,3.111369,4.943537,0.707134,30.882984,7.225859,1.700761,3.507367,1.902246,0.280835,3.253328,0.756485,3.043068,0.082629,0.169972,0.34653,0.322101,7.992072,0.2491,0.521137,0.191142,0.460416,4.323675
"ENSSSCG00000000152",132.883932,113.362687,127.977972,104.428598,96.326676,98.579003,109.850679,106.716638,104.892393,100.740437,97.535376,95.02059,121.551672,139.718229,108.860446,103.050349,93.656305,97.792585,151.816017,107.297911,119.164912,145.205526,119.291997,102.507112
"ENSSSCG00000000156",35.277163,35.973448,32.543909,24.193286,26.97041,39.078267,29.570411,25.18935,33.789647,34.623388,30.573263,33.516979,30.400621,28.939647,27.393892,28.367175,24.771957,25.325326,27.604948,29.312052,29.276374,30.377893,22.050366,20.792816
"ENSSSCG00000000157",0.666731,0,1.132011,0.930251,0.858767,1.192782,0.481476,0.363941,0.924592,0.941706,0.7142,0.489945,0.474499,1.024141,0.062456,0.620789,0.645227,0.449483,0.733323,0.360364,0.468294,0.612867,0.659324,0.483029
"ENSSSCG00000000158",19.582903,20.06182,18.119361,16.916336,19.832864,18.859522,16.021239,17.471658,19.103323,17.809883,21.765024,16.557541,17.16323,16.419531,18.294489,18.913965,18.828035,17.730014,20.372307,18.514948,21.392232,21.314917,14.230684,15.996753
"ENSSSCG00000000159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000160",16.108111,12.639266,15.105156,10.20719,14.201858,13.08906,13.58027,12.088056,14.471743,14.347878,13.995983,13.045607,11.953293,12.874284,11.55241,9.265185,10.26487,10.474784,15.693478,11.17903,13.731642,14.819865,10.840907,11.907951
"ENSSSCG00000000161",15.055341,13.264186,15.946901,15.01908,12.131739,14.812276,13.564238,14.603573,13.830316,13.824955,15.354598,15.754624,13.337101,12.873857,15.106205,14.342988,14.14106,15.126502,14.649685,11.170392,15.386205,15.599073,13.405403,10.253825
"ENSSSCG00000000162",5.913631,3.080241,4.416295,3.498243,3.505255,2.568214,3.20266,3.675933,3.355094,3.376706,2.087986,3.036138,3.048903,4.839697,3.285578,1.64807,3.584599,2.357064,3.707645,2.783566,5.036305,5.337345,3.748655,1.706611
"ENSSSCG00000000164",38.22047,44.368182,38.617709,31.687967,49.57641,24.424533,22.147984,18.682997,37.243841,26.784499,61.936714,28.539812,59.879878,36.524319,80.266102,42.790732,51.414882,52.547169,50.41751,55.74801,68.748381,50.839372,70.703317,45.544845
"ENSSSCG00000000167",35.823657,38.525496,35.874751,32.770726,32.611733,31.889031,33.103839,36.982585,43.946371,37.225708,31.415901,35.69677,30.89939,28.881226,34.629828,35.002216,43.684475,23.492091,29.259841,25.754386,32.74023,32.963243,26.016683,26.178768
"ENSSSCG00000000171",76.021565,94.984969,73.760942,73.894493,81.090897,67.522877,57.04855,65.749029,67.877828,77.358795,120.211914,68.684895,92.327159,92.917669,104.882466,94.159174,102.914191,103.470852,70.921385,94.617244,109.827965,95.090377,93.594419,68.276217
"ENSSSCG00000000174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000175",24.099338,14.674204,25.352837,15.5316,10.316358,18.792519,15.393521,15.565642,17.739662,13.311117,13.571932,13.1666,17.804487,17.935944,14.618436,12.899004,17.250716,18.580349,20.647939,17.429938,15.392333,23.247673,10.365559,15.468011
"ENSSSCG00000000176",32.240442,33.719794,30.459553,24.042625,27.879021,27.701099,28.304186,26.861235,28.148325,30.941378,26.289831,31.037673,28.246687,33.203908,32.815678,30.490073,31.725717,31.45119,30.682316,31.864971,34.299804,35.890765,28.365952,24.385483
"ENSSSCG00000000179",1.204033,1.743354,1.148425,1.800657,1.421631,1.009729,1.157422,1.484282,1.316016,1.628583,0.757057,0.769484,1.680061,1.930343,1.461913,1.977063,1.766166,1.354222,0.998528,1.135497,1.975318,1.051287,1.083962,1.041927
"ENSSSCG00000000182",19.931206,13.438717,16.841762,18.10621,7.355332,15.838195,20.166231,31.089563,18.45478,21.653148,7.744837,12.297669,7.226751,8.374924,11.050166,13.712979,13.201092,11.214319,12.473009,13.799703,8.743809,14.608693,2.508895,10.67732
"ENSSSCG00000000183",0,0,0.125583,0,0,0.069609,0.199248,0,0.356377,0,0.136045,0,0,0,0,0,0,0,0,0.095021,0,0,0,0
"ENSSSCG00000000184",0,0,0,0,0,0.211146,0,0.142398,0.106401,0.050859,0.04056,0,0.125618,0,0,0,0,0,0.140281,0.054492,0,0.158475,0,0
"ENSSSCG00000000185",26.793994,38.286078,36.58051,28.218285,29.989091,33.594369,33.88173,31.380361,33.45918,37.291946,25.98259,36.621715,25.715667,26.787647,22.678006,27.968669,27.625848,24.386981,27.288632,24.308507,29.413181,28.935398,26.259633,23.972445
"ENSSSCG00000000186",0,0.38236,0.749711,0,0.380861,0.302487,0.562063,0,0.263872,0.121968,0,0.149687,1.535256,0.488029,0.363472,0.360915,0,0.305114,0.709983,0.786791,0.688791,0.432728,0.8467,0.679308
"ENSSSCG00000000188",0.209264,0.303252,1.718763,0.152963,0.102446,0.402976,0.454779,0,0.204613,0,0.382877,0,0,0.249951,0.07068,0,0.773596,0,1.084884,0.108333,0.536006,0,0,0
