"gene_id","GSM7140486_CON1_synovium","GSM7140491_CON2_synovium","GSM7140495_CON3_synovium","GSM7140500_CON4_synovium","GSM7140502_CON5_synovium","GSM7140507_CON6_synovium","GSM7140511_CON7_synovium","GSM7140516_CON8_synovium","GSM7140518_CON9_synovium","GSM7140523_CON10_synovium","GSM7140527_CON11_synovium","GSM7140532_CON12_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140501_ACLT12_synovium"
"ENSSSCG00000003616",23.302104,13.937477,27.606587,9.199336,17.687895,11.036868,13.461124,7.565747,27.969416,9.078784,14.790588,15.750558,7.906971,12.842018,10.974091,3.031218,8.462216,7.780705,15.42999,10.727258,9.972829,5.855569,14.36585,5.478934
"ENSSSCG00000003617",31.926986,30.499161,42.185593,36.952505,20.749477,29.003213,29.759302,31.006763,33.042756,35.044141,28.742177,34.249362,38.978674,37.914771,31.700901,34.159455,35.460757,34.63858,32.952632,31.421465,43.024306,41.971187,29.494061,33.294633
"ENSSSCG00000003619",5.426715,7.139852,6.064682,3.028169,3.9546,7.964779,10.893744,7.041483,6.681772,8.107298,4.616438,11.487163,3.478599,4.165076,1.71148,5.041264,4.376997,3.342344,5.309687,4.209532,4.279724,7.582583,2.450781,6.426762
"ENSSSCG00000003620",4.476806,3.154602,4.290266,3.176554,3.18246,3.218785,4.614366,3.137114,4.10513,3.845817,3.070492,4.397399,4.330768,4.436165,3.937449,2.897472,4.591466,4.481828,4.375014,4.836729,5.271004,5.723259,4.024152,3.636288
"ENSSSCG00000003621",9.350291,9.306344,10.509708,8.396763,5.751114,7.040531,8.92255,10.858716,7.693818,9.851073,4.573352,6.638008,8.583119,8.181904,7.214201,9.978491,8.319432,8.388714,7.727506,6.308689,7.320652,8.776704,5.450151,6.420269
"ENSSSCG00000003622",11.376484,6.830355,13.600944,6.498753,6.111669,7.589248,6.111102,5.961312,8.31457,10.107203,5.836564,11.680584,2.891006,4.908796,3.581638,9.74843,7.067697,3.484046,2.793868,4.664891,11.044536,8.507855,3.071285,5.313196
"ENSSSCG00000003623",0.095889,0,0.139018,0,0.048752,0.038336,0.105884,0.064425,0.596804,0,0,0.523145,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003627",27.94965,24.835156,27.261461,28.020933,22.099503,28.445629,26.74322,29.945594,23.01086,28.89626,21.899912,29.460157,24.638187,24.628215,26.539859,25.360492,24.6615,19.276025,29.295303,20.279439,26.311821,29.289578,23.100051,16.885508
"ENSSSCG00000003628",1.03732,1.08858,2.099348,1.753954,1.005672,1.266141,2.367217,1.377613,1.41687,1.593935,0.890184,1.381393,1.021804,0.983814,1.020716,2.30235,1.449565,1.234438,0.95548,1.290941,0.878215,1.351582,0.888621,0.932725
"ENSSSCG00000003630",45.161076,40.022219,46.402646,38.509052,35.717009,42.49553,41.574121,45.329549,43.687274,42.287506,35.124762,43.790913,33.442134,42.36507,39.950858,37.134509,36.771244,35.649977,39.912152,38.352587,41.41046,47.339447,32.090011,30.535797
"ENSSSCG00000003632",0,0,0.208278,0,0,0.110447,0,0,0,0.267473,0,0,0,0,0,0,0,0,0,0,0.250953,0,0,0
"ENSSSCG00000003633",0,0,0.56343,0,0.195193,0.077845,0.10694,0.391391,0.399491,0.277553,0.154672,0.237379,0.630234,0.605865,0.137705,0,0.569667,0.618668,0.389069,0.201999,0.172805,0.158678,0,0
"ENSSSCG00000003634",10.161113,8.61625,9.491742,10.263606,9.728993,9.968869,10.847142,7.302535,7.634877,7.118622,6.250911,10.604791,7.115232,7.879088,7.894549,7.984887,10.484836,7.773691,11.314869,11.741794,10.90921,6.694287,5.924585,7.330264
"ENSSSCG00000003637",51.958395,41.96298,50.156121,44.916737,39.843865,44.011566,47.632738,44.675907,43.593477,47.857126,35.928726,37.726012,47.726683,54.951162,61.602186,56.491499,47.364189,65.931014,52.998122,57.899724,63.3708,61.842295,28.722004,53.935231
"ENSSSCG00000003640",0.106019,0.227254,0.072947,0.02147,0,0.189248,0.029846,0,0.029821,0.0141,0,0.032151,0,0.090273,0,0.020525,0.021019,0.063858,0.072966,0.030529,0,0,0.082429,0
"ENSSSCG00000003642",21.885325,19.896413,23.618283,14.097327,15.261079,18.529539,16.892876,17.890941,16.123538,15.90521,22.952364,19.812962,21.567242,20.367168,17.164686,17.632247,19.979206,16.893637,24.022935,16.919487,18.300994,19.718851,16.201156,15.592224
"ENSSSCG00000003643",43.183771,47.545898,52.62289,37.870437,41.388348,42.006484,42.00744,43.983098,40.625135,41.905852,40.11026,43.401629,39.266865,33.813883,40.831373,46.870546,44.935364,39.235273,47.127389,34.412868,48.22738,49.779765,42.419923,32.485566
"ENSSSCG00000003644",21.475312,16.866374,26.713218,9.746945,17.891408,14.216209,13.2177,13.505225,21.397931,20.394793,27.367456,16.882733,22.448689,21.794867,17.273688,23.194069,18.72689,27.335776,24.771813,20.353456,21.541094,19.242817,17.510677,24.798936
"ENSSSCG00000003645",26.374139,33.47651,37.568485,33.086915,43.108215,35.278188,33.868673,35.678902,34.657564,37.559746,39.265442,35.283246,27.260932,29.417714,53.526088,47.406878,37.529849,39.540563,30.558475,39.660785,37.008415,28.774233,28.687906,32.699461
"ENSSSCG00000003646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.090306,0,0,0
"ENSSSCG00000003648",54.504153,60.044998,41.630651,54.737553,56.095289,63.377832,60.697679,79.672984,50.604272,60.62058,56.295993,66.600203,52.367406,59.431004,62.833994,77.905329,70.420951,58.13474,64.423353,62.185739,56.656599,44.249672,45.433991,41.27917
"ENSSSCG00000003650",4.279137,2.074387,4.953243,5.133487,6.859677,3.440489,3.654682,6.80652,2.885425,2.368543,2.693432,3.045796,3.262002,4.033113,3.820434,7.874027,5.081833,5.956147,1.694971,4.264267,5.223919,4.121201,0.541823,6.573184
"ENSSSCG00000003651",19.63831,14.6831,25.38381,25.35469,28.903911,20.198251,16.628148,30.999585,18.081877,18.221268,28.322105,19.070075,21.325413,22.013875,31.03522,36.765153,30.524054,29.69124,12.815928,24.796081,22.749043,24.593677,9.752948,24.107
"ENSSSCG00000003652",20.426644,18.276576,21.136799,21.215672,20.423295,19.82754,19.053986,24.256228,19.057012,22.383376,18.343483,22.247345,15.932449,16.402389,20.465671,20.352005,20.817657,19.863706,19.027663,20.789415,19.419508,21.992052,17.76943,23.449335
"ENSSSCG00000003653",73.771112,102.126562,116.642596,100.350532,116.79257,126.71503,133.661834,115.873127,120.303216,123.389263,145.838413,110.491374,114.989109,102.897425,121.100486,142.189822,142.30015,106.817646,94.385865,94.978112,119.289201,86.57788,159.595053,120.987311
"ENSSSCG00000003654",113.408831,96.482478,124.549621,99.334129,87.518459,97.559983,89.596557,104.551033,108.505703,117.825286,91.963129,103.928616,96.276565,102.347059,98.750507,97.844144,109.826682,95.492952,92.394772,95.319594,108.607534,126.145089,68.249558,77.377732
"ENSSSCG00000003659",0,0,0.559111,0,0,0,0.297096,0,0.117329,0.110764,0,0.136071,0.288575,0.143365,0,0,0,0.368111,0,0.477108,0,0,0,0.622204
"ENSSSCG00000003660",41.858692,43.451844,46.27943,37.598402,35.488493,43.226132,37.323991,44.263053,39.779496,39.278963,36.408152,52.370855,23.134549,33.147416,34.489702,33.352929,41.587298,32.358458,40.749352,34.999062,40.048517,33.21146,21.993953,25.434462
"ENSSSCG00000003662",0.392162,0.164448,0.126954,0.097946,0,0.192868,0.240544,0.179266,0.229378,0.063664,0.017698,0.025613,0,0.028146,0.062934,0,0,0,0.392488,0.113213,0,0.074243,0,0
"ENSSSCG00000003663",42.115704,31.052318,41.751667,32.839029,36.031501,34.864425,44.689782,39.45398,38.665344,40.967178,26.410713,35.194758,25.066461,30.485178,30.391669,40.844917,36.134501,40.587608,27.560675,44.720174,39.325659,42.778378,17.313171,28.986912
"ENSSSCG00000003664",27.044304,25.706778,25.308435,24.394953,20.393989,24.201653,23.319415,27.877623,21.791588,27.351172,22.488933,20.299518,18.284495,25.176543,18.342103,19.38017,21.989517,22.22822,32.633575,22.092289,25.986943,31.733819,24.369236,17.163303
"ENSSSCG00000003666",0,0,0.581995,0,0,0,0.535752,0,0,1.156975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003667",53.240304,44.376537,52.268933,42.695106,32.539112,46.154324,42.434667,52.252329,43.856248,46.052978,32.046633,46.325235,30.639013,32.111637,28.140999,26.28226,30.539448,27.717002,34.445717,32.090104,39.823881,42.106425,27.844462,25.422629
"ENSSSCG00000003669",0,0.237655,0.114307,0.350785,0.397598,0.186967,0.086519,0.104885,0,0,0.06254,0,0,0,0.170157,0.1149,0,0,0.107326,0.164878,0.140213,0,0.137172,0
"ENSSSCG00000003670",20.213384,17.942576,16.845841,17.321451,22.60628,21.114566,18.326148,22.296521,18.933367,20.569068,18.929668,18.385825,18.143878,21.545764,23.969067,24.014701,21.351716,14.880781,19.014495,19.873746,19.352846,20.033109,18.076211,14.04558
"ENSSSCG00000003672",173.50613,176.762817,181.689091,145.343264,186.644377,175.798874,185.354814,151.610035,166.204527,172.15916,199.400488,169.776775,153.307765,162.921278,158.447714,204.541408,159.786616,160.287328,184.298997,162.600384,190.236057,164.014901,142.132097,131.848508
"ENSSSCG00000003673",85.448596,99.344212,86.581551,62.922877,73.008443,82.982862,72.427994,74.367334,94.999406,100.341426,110.706564,97.644005,56.090019,67.673209,57.17832,72.110259,81.925783,79.625842,70.702285,59.898883,79.865075,82.699595,61.777163,57.032781
"ENSSSCG00000003679",25.772944,26.810542,31.016349,23.109735,29.770205,26.819194,24.18413,23.518387,25.351822,26.411747,30.786389,27.348891,33.548526,34.539947,37.010025,34.73662,32.408739,37.479814,36.288954,32.051739,39.149156,37.929325,28.251841,31.169872
"ENSSSCG00000003680",49.399822,48.857731,39.275519,39.759853,44.635743,40.97934,42.500771,44.878643,37.746994,40.185123,40.707128,42.983146,39.241496,46.662169,54.710885,45.552357,40.803497,53.073102,46.886257,45.85317,59.367435,52.035398,40.671592,39.490308
"ENSSSCG00000003682",62.952039,58.238904,57.268121,67.259696,50.251983,56.232644,61.086788,77.43039,57.133957,62.541819,54.461947,54.675888,48.914752,60.042682,60.079618,63.595032,66.664823,62.955999,55.918723,57.903106,61.447871,58.714257,49.51913,44.162269
"ENSSSCG00000003684",16.038592,12.159142,15.418073,21.242718,10.624884,14.172603,17.623828,17.654436,16.507356,14.047529,8.139055,12.72657,13.102017,15.715069,14.039175,14.847186,15.53694,18.64401,10.181922,15.043414,16.257679,18.217453,5.140931,15.30422
"ENSSSCG00000003687",61.001516,64.332215,53.472301,64.578925,45.203429,70.240452,63.64269,55.340998,68.607972,84.492825,73.294153,69.243273,45.465424,58.005595,58.635049,86.776477,86.60283,98.483866,42.737567,60.95335,62.018848,80.731623,29.390967,60.419448
"ENSSSCG00000003690",0.753072,0.226307,0.415564,0.126975,0.109713,0.228639,0.276812,0.185826,0.153161,0.034472,0.838659,0.163102,1.606529,1.474205,0.70923,0.226415,0.208875,0.434726,1.707512,0.571845,0.922403,0.190323,1.233894,0.092033
"ENSSSCG00000003691",116.20153,121.663366,134.040122,95.056011,118.54041,114.635825,111.056587,86.392749,115.269463,97.530465,175.388379,108.354056,128.219787,128.729358,133.659216,137.356185,116.669194,119.766704,140.386951,122.324058,145.380739,113.887015,125.105209,102.915225
"ENSSSCG00000003693",5.535727,5.485244,6.571795,1.165359,1.918372,1.627605,2.203168,0.912702,2.905384,1.327152,2.758551,1.106979,1.528691,2.895606,2.048762,1.386737,1.572959,1.036188,5.317376,1.977599,2.274545,1.92852,4.226581,1.012191
"ENSSSCG00000003694",132.510372,139.624418,125.276463,118.992287,112.762956,122.218066,142.311429,148.209942,120.347336,132.61007,93.013216,106.739001,90.146673,123.653555,100.747207,74.285291,94.203237,112.508775,151.958009,109.755088,114.357661,117.310182,94.384409,81.331273
"ENSSSCG00000003697",0.17002,0.254011,1.399571,0.092024,0.352173,0.437099,0.523912,0.172422,1.152893,0.668185,0.491618,0.230242,0.83339,0.406294,0.178921,3.064158,1.374471,0.74454,0.324238,0.300999,0.301649,0.465401,0,0
"ENSSSCG00000003699",0.09621,0.072939,0.13969,0,0.068813,0.058734,0.21387,0.0675,0.076456,0.047445,0.175578,0.226749,0.064093,0.118064,0.034521,0.035038,0.036114,0,0.099546,0.025227,0.086241,0.082234,0.038825,0.031048
"ENSSSCG00000003700",26.50221,18.454059,21.864239,25.528867,20.002674,23.399769,21.88126,30.427906,18.966813,20.369642,17.421568,20.547723,17.87922,24.011936,33.120084,25.927731,29.868376,20.82372,21.932565,22.492183,22.140091,28.44556,21.308681,18.172234
"ENSSSCG00000003701",100.925008,75.219545,83.679341,61.259699,62.401589,65.019886,54.465931,62.925687,79.634395,67.890973,61.276993,58.200918,59.6874,57.988496,56.709523,50.931299,52.898298,71.210614,64.802058,46.875141,65.389142,84.469399,66.098647,75.019559
"ENSSSCG00000003702",4.049251,2.605286,2.089691,1.760295,0.433796,2.038241,1.9031,1.827849,1.48263,0.642877,1.61505,0.616052,2.388633,2.826001,1.200376,0.944527,2.100879,1.619776,5.384886,2.372789,1.502655,1.558324,4.67907,0
"ENSSSCG00000003703",0,0.776035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003705",32.951774,29.965123,34.90611,23.171015,25.158126,24.638067,25.410514,30.337207,30.366841,30.878093,32.717289,24.371011,44.88471,38.390703,28.492002,44.869134,34.234983,25.220009,25.534058,31.616197,29.21399,39.719607,23.753118,27.501663
"ENSSSCG00000003707",19.296758,23.427969,17.457845,16.366397,22.700305,23.012931,15.167813,17.599989,23.224092,20.18046,23.950812,26.81992,18.887679,16.388384,27.656652,25.44436,18.21788,25.166689,19.096843,25.662114,26.014053,24.323625,17.265305,25.261236
"ENSSSCG00000003708",6.661697,8.455148,9.639027,7.786728,5.972596,8.433984,6.526091,11.006232,9.962571,4.263424,19.860074,5.885732,18.344853,11.69996,10.725749,7.921754,11.394786,13.021553,20.125586,10.953605,9.650056,12.081512,18.886976,5.541583
"ENSSSCG00000003709",16.241415,7.52246,13.098104,6.256154,4.527693,4.88953,6.83204,4.471418,6.809917,2.722761,10.828805,3.689826,18.225221,17.622326,8.933373,4.282001,10.729364,5.799556,20.966665,10.581611,7.207887,15.595322,8.342614,6.846267
"ENSSSCG00000003710",9.282641,6.688566,8.244178,5.263517,6.148542,5.977324,6.46133,6.275253,8.982581,9.376584,8.811636,8.141293,7.913502,9.250909,6.339589,8.526725,8.686745,5.480215,11.346092,5.492411,8.42504,6.198687,6.893896,5.950399
"ENSSSCG00000003711",1.243903,1.068846,1.482853,0.692427,0.943912,0.853286,0.711838,0.917626,1.381514,1.12026,1.185313,0.559708,1.387784,0.70778,0.098939,0.651454,0.714487,0,2.281217,0.499182,1.024227,1.054313,0.554152,0.698179
"ENSSSCG00000003712",34.814148,32.131535,28.2909,22.956383,26.811842,33.161164,30.409447,35.520256,28.947792,28.969581,24.782908,24.965179,19.941408,27.7549,23.505906,25.739715,25.477367,19.925164,34.559823,21.721823,26.192092,27.829003,24.105235,20.335781
"ENSSSCG00000003713",23.681975,25.461498,24.201974,27.033203,18.321952,24.889794,22.868673,26.522222,27.324723,28.977406,20.702767,23.838414,22.750906,17.903487,15.310973,17.554936,21.515819,21.144004,23.57568,19.416776,19.606496,22.16079,19.862197,13.140897
"ENSSSCG00000003715",31.911931,28.093693,25.323857,19.770087,14.11362,18.901683,22.04831,20.584106,19.058165,15.680731,32.649262,13.755334,37.104919,46.591609,30.371986,19.684085,34.448729,20.519955,58.464482,23.108604,34.034219,38.946531,39.855898,20.879308
"ENSSSCG00000003716",61.98779,59.070453,57.467179,52.005866,42.599103,60.761385,52.871984,58.331395,52.290162,56.287398,50.903003,64.437915,46.5619,48.272977,63.124602,70.504331,60.364534,56.955854,54.638529,60.193356,58.219906,59.021342,39.025418,35.132518
"ENSSSCG00000003717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003718",11.981943,9.203185,11.632705,11.12759,7.516071,11.364415,8.422111,9.186729,10.915513,9.615111,7.989385,13.233702,7.437484,10.752642,11.065598,5.965459,10.381833,8.306383,10.547124,9.060576,13.454334,11.150926,11.94112,7.299928
"ENSSSCG00000003719",9.209087,5.508206,7.411856,7.00495,5.639978,8.421656,8.359692,6.917964,5.682945,8.917122,3.103285,8.194187,4.123235,6.187838,3.575333,5.149094,4.485557,3.877185,5.107115,5.211513,4.502997,8.825054,3.621905,3.751277
"ENSSSCG00000003721",0,0.101998,0,0.100025,0,0.161255,0.212688,0,0,0.193845,0,0,0,0.088702,0,0,0,0,0,0.193447,0,0.245288,0.106538,0
"ENSSSCG00000003722",2.079624,3.787062,5.979144,8.248885,2.997504,6.123927,5.711635,6.304309,4.376438,6.408987,2.036354,11.879078,1.782999,3.014762,2.769034,4.900234,1.933676,3.437704,2.544178,4.353039,1.961162,9.615296,1.915988,1.071697
"ENSSSCG00000003726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003728",35.302396,32.818307,36.552895,39.029654,32.537566,38.366126,32.907861,42.418531,32.555437,43.068052,33.477078,40.097295,30.370346,36.275817,42.349207,45.475992,47.286406,26.864437,34.991829,40.103916,43.69513,35.477839,37.978737,23.033608
"ENSSSCG00000003729",61.497143,52.867532,54.431523,48.954261,34.210706,66.622887,54.221633,55.382767,42.903175,63.719241,26.896598,45.897103,26.346649,34.681873,19.774269,26.540627,44.29374,21.405792,39.013338,29.478813,21.646094,37.810857,17.414181,32.848184
"ENSSSCG00000003730",19.885206,18.839584,13.895598,17.258263,13.107122,17.597319,18.311,24.753324,17.062123,19.688663,16.266922,18.65478,15.35016,13.08816,19.455513,15.375922,18.695089,15.261,17.1183,18.735701,14.810794,18.878937,13.003771,10.671611
"ENSSSCG00000003731",8.328874,7.486642,6.029944,11.052792,4.849514,11.171692,5.854825,6.822053,5.642102,7.601701,6.307647,7.496957,5.271794,6.454476,6.996354,7.828972,5.840177,6.994085,7.958951,5.967426,8.371798,7.760538,8.566774,6.440229
"ENSSSCG00000003732",0,0.072504,0.211628,0.111609,0.048224,0.038735,0.052613,0.128637,0.080215,0,0,0,0,0,0.034388,0,0.108554,0,0,0.076484,0,0,0,0
"ENSSSCG00000003733",0,0.051073,0,0,0,0.218091,0,0,0,0,0.055068,0,0,0.087224,0.048465,0,0.050202,0,0.094488,0.0349,0,0.056742,0,0
"ENSSSCG00000003736",0.690105,0.621257,0.470362,0.258386,0.301274,0.567726,0.398962,0.422693,0.367147,0.186427,0.210122,0.075731,0.398348,0.585162,0.459746,0.062167,0.192109,0.414775,1.094629,0.441332,0.503564,0.400413,0.350533,0
"ENSSSCG00000003737",0.388911,0.117795,0,0,0.117474,0,0,0.109494,0,0,0.352571,0.264727,1.741761,1.114309,0.589049,0.224577,0.45367,0.455169,1.119376,0.692545,1.596985,0,1.244032,0.194096
"ENSSSCG00000003738",105.271787,97.869963,94.754109,88.276715,99.622361,98.90942,89.16171,80.874152,98.43342,75.286556,102.211397,86.921591,91.866796,98.099814,87.282888,84.677732,94.693184,87.826349,102.673524,82.846478,108.795199,104.536633,95.615225,80.583284
"ENSSSCG00000003740",1.754592,1.815593,2.048858,2.161545,1.124329,1.876012,2.991885,1.662246,1.914639,2.344676,0.41735,1.11437,0.341755,0.879383,0.728829,1.334095,1.374823,1.010323,0.844698,0.984658,1.567578,1.177062,1.00614,2.525101
"ENSSSCG00000003741",12.312814,9.626962,11.510495,11.83007,7.595814,10.470762,13.638614,12.902674,11.28423,10.684623,7.364138,9.271131,8.69358,8.282545,7.787976,10.640603,9.136545,6.890836,9.152094,6.715791,10.403739,9.84689,7.076628,7.143647
"ENSSSCG00000003743",144.339097,135.420831,123.110926,128.306061,130.464282,131.845417,134.848088,157.802118,150.979648,148.762934,121.670904,166.446582,102.923155,108.105502,124.896143,137.983122,116.170069,135.978485,128.254532,115.454168,114.574305,150.6608,96.945396,115.813522
"ENSSSCG00000003744",18.69811,14.84534,16.627113,10.003448,11.808708,15.68434,11.014576,13.801637,13.654473,17.595674,9.894777,15.877092,15.706746,13.305308,9.484489,9.804543,9.167642,8.686857,11.429755,9.944011,12.043674,15.190322,11.118948,7.84154
"ENSSSCG00000003746",2.792991,1.721271,0.346061,2.005174,2.33133,2.847648,2.342043,2.794434,3.34802,2.217452,2.041532,2.769934,0.603085,0,2.107189,1.318241,2.350735,1.602799,3.185623,1.438959,2.937079,1.943642,1.608662,6.352026
"ENSSSCG00000003747",30.708832,33.749669,34.945638,35.268141,33.303602,38.171535,37.503865,38.177785,37.868571,33.011773,40.570071,34.780971,24.959211,29.605397,45.72003,36.908907,43.474245,30.393138,29.726879,32.104982,31.322563,43.969543,37.15863,25.913524
"ENSSSCG00000003748",0,0,0,0,0.154796,0.083575,0,0.084441,0.067327,0.062476,0.301433,0,0.330849,0.081196,0,0,0,0,0,0.13133,0,0,0,0
"ENSSSCG00000003749",37.93687,35.239929,38.44425,33.079668,30.523056,34.676071,36.8721,40.895702,39.794131,39.234203,34.164939,36.023463,26.445357,31.038448,31.025617,33.553121,37.524099,31.844562,29.894184,30.942986,36.493487,39.650332,30.640574,37.620881
"ENSSSCG00000003753",1.015537,0.370377,1.868825,1.080044,0.758236,0.390231,0.566588,0,1.771329,0,5.33425,0,3.496267,3.711018,0,0,0,0,2.744152,0.529798,1.822985,0.401839,3.924624,0
"ENSSSCG00000003754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003755",17.152298,16.437232,16.460008,16.83834,26.984726,19.789136,14.118714,20.571128,17.384214,22.965057,8.900117,15.061031,12.327514,13.103969,10.56256,13.915227,9.985643,19.182438,7.408874,12.261115,13.332147,19.507493,5.0847,14.013792
"ENSSSCG00000003756",0,0,0,0,0.223823,0,0,0,0.080011,0,0,0,0,0.099145,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003757",41.760217,25.002031,28.910828,28.239978,19.960161,34.560033,24.208604,36.415778,29.591048,26.840507,19.795619,26.669182,20.347587,15.828018,17.224596,23.863991,26.181559,24.8523,19.605151,26.124756,26.209036,33.74521,22.733592,27.448803
"ENSSSCG00000003758",0,0,0.27881,0.805671,0,0.425773,0.191722,0,0.201733,0,0,0,0,0.240644,0.780383,0.962579,0.255401,0.279575,0,0.689492,0,0,0,0
"ENSSSCG00000003760",10.511719,10.461727,9.242512,15.923018,9.58797,13.176484,12.452595,10.728763,10.11626,6.099518,8.626103,6.565488,7.572383,13.226599,12.49722,12.647029,17.314089,14.674186,11.784,14.878276,9.507071,9.464755,10.298294,8.321434
"ENSSSCG00000003761",50.207437,40.325082,44.551733,33.873335,33.229953,51.420205,36.259977,33.233965,48.440258,49.813954,29.228191,40.597907,23.184037,30.120308,26.87903,29.849628,30.114892,23.428972,29.070568,22.793537,30.061412,35.583041,25.290208,20.502018
"ENSSSCG00000003762",61.092921,38.048865,54.634297,19.318224,21.91275,25.11786,22.988449,19.924595,45.830141,22.037299,26.337921,17.40216,31.792817,26.460813,20.072645,9.78144,19.456722,13.558424,30.749626,19.208539,30.218249,35.279973,33.71413,9.472111
"ENSSSCG00000003763",39.547791,24.307616,35.963738,31.502058,29.88462,41.855373,26.407423,34.018258,29.327295,47.247073,17.396908,44.255343,12.874157,16.079199,32.798084,26.200753,28.745319,32.519164,13.492784,18.210188,21.337734,16.916472,9.917914,14.24726
"ENSSSCG00000003766",58.632216,47.848826,57.578877,76.357814,70.799219,69.11204,60.891989,84.836213,53.409808,54.581023,35.130243,61.43912,51.843816,57.724714,117.55157,86.74209,58.970034,49.280248,56.749718,66.15015,62.161312,65.357104,74.15983,64.515775
"ENSSSCG00000003768",10.832328,20.158895,12.01513,13.037099,5.451868,13.797115,10.698646,10.168516,13.043904,7.062165,19.111289,11.905511,16.4129,20.517136,23.820353,16.64294,24.911857,12.682422,30.006863,19.345358,24.866047,15.539649,36.492947,16.557575
"ENSSSCG00000003770",30.537161,23.014617,27.703934,28.86842,21.370872,29.714413,19.528722,28.88499,23.575951,24.23582,23.536028,26.582037,30.648849,23.194375,24.537753,22.964981,28.378651,23.304597,26.317877,20.870211,25.917163,32.348397,26.475721,18.541516
"ENSSSCG00000003771",58.442922,51.763453,54.770538,44.864637,43.515643,50.28635,45.976054,52.051277,51.986251,48.521612,40.925582,53.808203,40.563463,46.025264,42.910403,42.003371,43.38238,42.586281,49.243104,36.412163,44.460189,57.927483,31.497914,31.203616
"ENSSSCG00000003772",38.872712,39.895241,42.962942,34.484722,33.09931,42.898001,36.626112,40.319962,36.313731,34.202235,35.46655,43.426508,29.479176,32.44412,40.092683,37.083743,40.279653,30.407086,35.070305,29.928064,36.089008,36.922304,33.934608,29.672921
"ENSSSCG00000003773",0.985186,0,0.160901,0.455995,0.153181,0.164588,0.493489,0.384272,0,0.108697,0.796741,0.056255,1.788314,2.449399,1.098938,1.084696,1.369208,0.450291,1.057995,2.00845,0.993612,1.140065,0.567655,0.923375
"ENSSSCG00000003775",80.027855,83.041862,58.20085,77.705263,57.04922,78.447282,66.119469,58.718719,80.06916,75.456855,80.714281,72.670795,46.875725,55.777306,60.395426,63.349239,75.964596,71.8417,56.565286,55.100331,64.000123,62.14342,57.743771,27.598213
"ENSSSCG00000003776",57.792104,75.519867,65.69123,67.479383,79.135291,98.393935,71.243734,77.620899,65.613911,82.833682,64.845613,79.293997,46.631702,56.144482,67.754995,76.381201,65.438154,76.884315,76.986194,60.160337,66.867862,62.638793,54.746484,37.374967
"ENSSSCG00000003777",0.834864,0.209603,0.523677,1.629088,0.141953,0.382395,0.949457,0.874726,0.999568,0.857154,0.178778,0.286795,0.390429,0.371395,0.496278,0.274502,0.387405,1.272961,0.529016,0.198788,0.378852,0.905257,0.11238,0.461393
"ENSSSCG00000003778",0,0,0,0,0,0,0,0,0,0,0,0,0.17847,0,0,0.193558,0,0,0,0,0,0,0,0
"ENSSSCG00000003779",13.039535,11.628703,9.208172,11.039944,11.03534,13.080734,9.532265,15.172771,8.247893,13.674491,9.957401,11.223728,7.683852,9.510989,6.347857,12.458113,10.461256,12.596492,11.188193,7.960699,14.183199,10.237185,4.144154,18.740809
"ENSSSCG00000003780",13.344866,12.780757,12.365903,14.133089,11.936881,18.935895,12.264263,12.109979,12.392378,12.8038,10.809912,12.767348,10.443863,7.112262,12.3913,13.238823,10.598629,9.45739,10.624638,9.258271,7.718342,8.427026,19.038547,9.650874
"ENSSSCG00000003781",0,0,0,0,0,0.031095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000003783",10.925582,12.647251,19.578467,19.868706,12.400539,20.506393,20.619448,27.745649,17.437084,22.12913,9.792052,23.469269,7.197668,11.47845,5.232404,11.607649,16.362581,9.826092,10.377242,15.056437,15.815728,15.060991,12.095421,5.385374
"ENSSSCG00000003784",8.570132,12.342168,15.258256,18.332155,15.860732,21.357154,17.641774,23.592336,15.539849,12.675624,8.200954,18.746365,5.937734,9.622373,11.443786,15.62435,12.690844,7.408305,4.24095,10.924464,14.852021,10.778772,4.113838,4.771797
