"gene_id","GSM7140438_CON1_cartilage","GSM7140439_ACLT1_cartilage","GSM7140440_ACLT2_cartilage","GSM7140441_ACLT3_cartilage","GSM7140442_ACLT4_cartilage","GSM7140443_CON2_cartilage","GSM7140444_ACLT5_cartilage","GSM7140445_ACLT6_cartilage","GSM7140446_ACLT7_cartilage","GSM7140447_CON3_cartilage","GSM7140448_ACLT8_cartilage","GSM7140449_ACLT9_cartilage","GSM7140450_ACLT10_cartilage","GSM7140451_ACLT11_cartilage","GSM7140452_CON4_cartilage","GSM7140453_ACLT12_cartilage","GSM7140454_CON5_cartilage","GSM7140455_RECON1_cartilage","GSM7140456_RECON2_cartilage","GSM7140457_RECON3_cartilage","GSM7140458_RECON4_cartilage","GSM7140459_CON6_cartilage","GSM7140460_RECON5_cartilage","GSM7140461_RECON6_cartilage","GSM7140462_RECON7_cartilage","GSM7140463_CON7_cartilage","GSM7140464_RECON8_cartilage","GSM7140465_RECON9_cartilage","GSM7140466_RECON10_cartilage","GSM7140467_RECON11_cartilage","GSM7140468_CON8_cartilage","GSM7140469_RECON12_cartilage","GSM7140470_CON9_cartilage","GSM7140471_REPAIR1_cartilage","GSM7140472_REPAIR2_cartilage","GSM7140473_REPAIR3_cartilage","GSM7140474_REPAIR4_cartilage","GSM7140475_CON10_cartilage","GSM7140476_REPAIR5_cartilage","GSM7140477_REPAIR6_cartilage","GSM7140478_REPAIR7_cartilage","GSM7140479_CON11_cartilage","GSM7140480_REPAIR8_cartilage","GSM7140481_REPAIR9_cartilage","GSM7140482_REPAIR10_cartilage","GSM7140483_REPAIR11_cartilage","GSM7140484_CON12_cartilage","GSM7140485_REPAIR12_cartilage","GSM7140486_CON1_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140491_CON2_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140495_CON3_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140500_CON4_synovium","GSM7140501_ACLT12_synovium","GSM7140502_CON5_synovium","GSM7140503_RECON1_synovium","GSM7140504_RECON2_synovium","GSM7140505_RECON3_synovium","GSM7140506_RECON4_synovium","GSM7140507_CON6_synovium","GSM7140508_RECON5_synovium","GSM7140509_RECON6_synovium","GSM7140510_RECON7_synovium","GSM7140511_CON7_synovium","GSM7140512_RECON8_synovium","GSM7140513_RECON9_synovium","GSM7140514_RECON10_synovium","GSM7140515_RECON11_synovium","GSM7140516_CON8_synovium","GSM7140517_RECON12_synovium","GSM7140518_CON9_synovium","GSM7140519_REPAIR1_synovium","GSM7140520_REPAIR2_synovium","GSM7140521_REPAIR3_synovium","GSM7140522_REPAIR4_synovium","GSM7140523_CON10_synovium","GSM7140524_REPAIR5_synovium","GSM7140525_REPAIR6_synovium","GSM7140526_REPAIR7_synovium","GSM7140527_CON11_synovium","GSM7140528_REPAIR8_synovium","GSM7140529_REPAIR9_synovium","GSM7140530_REPAIR10_synovium","GSM7140531_REPAIR11_synovium","GSM7140532_CON12_synovium","GSM7140533_REPAIR12_synovium"
"ENSSSCG00000021998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000022004",8.118856,10.064661,10.181694,4.759524,12.611283,9.724119,9.031848,10.990903,8.73365,9.728194,8.660514,11.439744,6.906188,8.478676,6.017097,5.694148,6.800498,7.000254,8.952876,12.719699,10.406385,16.619287,9.3422,9.198118,10.814789,12.059913,7.623256,7.359439,8.100331,8.631382,8.225855,13.51955,9.567508,10.894589,10.188867,9.724741,7.012125,8.052508,6.802893,6.175001,15.364886,15.534847,8.083233,5.358114,5.615064,9.028867,3.987826,4.288801,39.184259,21.563276,25.329561,20.684102,34.694246,33.754164,33.253256,48.160545,19.075409,33.088936,33.645794,28.355621,32.144273,7.426358,28.702312,33.478139,27.919765,21.511627,41.133379,25.933806,36.750514,36.227549,19.154702,20.51948,13.555947,40.26581,30.359345,30.241413,33.645083,25.170161,39.045935,15.471296,37.862881,41.783696,22.190087,41.648658,34.962229,46.106948,25.647134,31.242602,38.793218,26.493456,19.649341,19.057539,38.604753,23.828653,36.621252,36.435675
"ENSSSCG00000022005",32.103509,42.49153,46.954842,37.382663,62.809369,34.345933,49.286462,52.412693,47.802363,46.506501,50.571202,55.234849,49.996489,40.25041,45.5102,39.970891,36.911309,53.808164,43.006376,58.637798,51.018164,48.556526,40.856174,41.751221,76.669159,46.769794,50.914888,46.058858,49.556293,43.763652,48.522507,58.751131,28.765609,41.80288,36.176383,50.146664,48.428242,43.249893,35.616406,35.080996,63.275336,52.84243,49.133164,33.509284,41.69837,44.986185,34.14086,40.068937,104.14839,94.74613,92.914248,87.938728,105.633917,94.309337,86.107658,87.53684,98.161515,97.918019,81.019492,97.499878,110.99377,94.475678,66.125624,78.133492,89.743868,108.15645,121.462944,111.658056,124.925144,81.064153,83.201019,101.055429,107.310403,82.805305,97.760859,100.454911,78.629785,111.978396,78.965108,84.784011,102.47552,114.029496,98.25093,106.278339,123.721448,101.445579,73.302727,106.421137,85.330171,111.686168,104.485938,111.033529,116.60098,109.508876,92.046269,106.197198
"ENSSSCG00000022009",4.699876,8.509139,7.852303,8.767329,6.43261,8.510552,8.419746,8.384199,9.013513,7.886895,6.674789,8.648519,8.016271,6.609905,8.935409,6.465005,6.612084,7.541002,6.783313,6.316538,7.344727,9.499698,7.300739,7.257584,7.26311,8.395359,7.828535,7.673939,7.213486,6.083491,9.03978,9.42727,5.092428,7.015384,8.152467,6.428531,6.208622,8.136417,7.434599,7.029295,7.639117,9.134295,6.880708,5.571505,7.26156,5.93057,4.975243,8.429346,11.778659,7.211716,8.181899,6.484813,7.524931,9.33697,7.131427,6.793937,7.064445,10.88493,6.90768,7.968073,8.809893,9.146068,8.429939,5.704257,6.500385,6.890275,5.739458,7.420693,5.760603,8.580029,3.358028,6.908627,7.790533,7.940862,7.284439,9.127637,4.353546,8.046246,7.839392,7.302406,10.138861,5.917653,6.808739,7.706083,4.978239,8.872074,8.129964,6.855283,8.422971,6.500922,5.632285,7.859276,5.893013,8.370592,6.231468,7.901637
"ENSSSCG00000022011",2.214949,2.179344,1.515598,1.253236,2.725518,1.418344,1.294829,1.007389,0.956188,1.086462,3.119415,2.291791,1.03575,2.513141,0.973562,1.047769,2.353598,1.002927,1.677397,0.806321,3.448225,2.50933,1.114382,1.56759,3.632195,1.103318,1.153651,1.011688,2.930703,2.043991,1.667377,4.138235,1.288778,0.836129,1.233455,1.218581,2.137702,1.135008,1.321491,1.118966,3.662637,1.142089,2.118663,0.982233,1.006912,1.4583,1.817454,1.05421,14.8136,16.2665,14.833324,9.282397,11.901122,21.309032,14.673736,10.799325,9.835079,14.881336,18.008725,10.888582,20.408565,16.797168,19.452317,18.38707,18.506578,10.583598,11.32571,7.49247,17.534665,23.163871,12.951463,14.234528,15.563877,14.170526,14.436796,16.902963,15.4866,25.345256,17.264708,14.862468,17.547117,8.118904,23.320666,14.694396,21.349705,24.44,17.513457,17.822368,9.794287,19.972956,12.542215,12.266353,15.198583,22.85896,26.628778,17.4544
"ENSSSCG00000022014",0,0.125895,0.222242,0,0.174123,0,0,0,0.126125,0.113099,0.222375,0,0.247795,0,0.114436,0,0,0,0,0,0.219528,0,0.127417,0,0.149632,0,0.452202,0.250747,0.118663,0.309075,0.149494,0,0,0.121837,0.102304,0,0,0,0,0,0.283347,0.160438,0,0.120339,0.117346,0.318651,0,0,0,0,0,0,0,0.343199,0,0.120455,0,0.17009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258372,0,0.290188,0,0,0,0,0,0,0,0,0,0,0,0.498436,0.148034,0.091485,0,0.521244,0,0,0.147623,0
"ENSSSCG00000022017",0,0.232744,0,0.076318,0,0,0.449069,0.354827,0.117569,0.216488,0.423093,0.432002,0.117519,0.112512,0,0.260973,0.299781,0.40982,0.214294,0.089841,0.719594,0,0.237601,0.687648,0.558606,0.11914,0,0,0.445151,0.097826,0.13935,0.1135,0.454727,0,0,0,0.121578,0,0,0,0.176714,0,0.239861,0.113708,0.10997,0.14735,0.204467,0.266856,0,0,0,0,0,0,0,0,0,0,0.112159,0,0,0,0.316821,0,0.109291,0,0,0,0,0,0,0,0,0,0,0,0.295747,0,0,0,0.221166,0,0,0,0,0.206462,0,0,0,0,0,0,0,0.081964,0,0
"ENSSSCG00000022026",0,0.542276,0,0.35858,0.202319,0.349055,0.200036,0.233377,0.149598,0.069567,0.344327,0.207709,0.226746,0,0.139614,0,0.064825,0.344943,0.136499,0.11589,0.536818,0.079922,0.153399,0.072495,0.089698,0.535848,0.089834,0,0.071992,0.433825,0.538773,0.294562,0,0.072924,0.237769,0.271955,0.232385,0.364372,0.524966,0,0.342238,0.196356,0.07644,0.144477,0.495784,0.27861,0.320888,0.341272,0,0,0.350071,0.150186,0.102291,0,0.314256,0.073495,0.094778,0.205274,0,0.126513,0,0,0,0.241257,0,0,0,0.176435,0,0,0,0,0,0.078682,0,0,0.065614,0.308422,0.096493,0,0.073164,0.06932,0,0.459391,0.113541,0.344118,0.467413,0.060644,0,0.05589,0.197405,0.314206,0.063707,0.053993,0.802411,0.225856
"ENSSSCG00000022029",2.077878,4.619677,3.89777,3.287628,3.175696,7.50867,3.662968,4.263718,4.248097,6.217283,4.088432,4.28728,4.898347,5.636506,4.262915,4.658438,5.831941,3.866308,3.880883,11.373943,7.860436,8.364911,5.36493,4.07151,4.641744,6.348689,6.527037,4.612047,2.096254,2.530557,5.673678,4.334903,7.315669,4.455228,3.879946,6.610333,2.681722,6.397812,3.418138,3.499992,3.102873,6.663735,4.004778,4.659482,4.630501,6.01154,4.103603,3.184078,0.938541,0.477242,0.750789,0.748024,0.726599,0.839142,0.645713,1.342495,1.197938,1.208177,0.589706,0.65775,0.694404,0.279909,1.303172,0.904043,1.160762,0.321535,0.414992,1.047752,1.740627,2.53323,0.560846,0.496434,0.455818,1.119458,0.332495,0.248131,0.810441,1.056598,1.723961,0.65698,0.940059,0.481125,0.897035,0.836981,0.570919,1.424351,0.711306,0.60162,1.109477,0.32569,0.388118,0.704663,0.338593,0.966615,1.060537,0.319607
"ENSSSCG00000022031",2.458415,2.035912,1.377074,0,11.062236,0,0.442164,2.128401,0.199514,0.092387,0.570675,1.931458,0.201326,0.590118,0.096334,0.424592,0.629856,0.929526,0.545708,0.234297,0.375942,0.107388,0.106395,1.406746,1.067215,0.902696,1.232172,0.311127,4.385411,0.081979,0.252373,2.00191,0.582086,0.796137,0.409181,0.380395,0.844377,0.895514,0,0.417007,10.799999,0,0.315915,0.204563,0,1.282012,0.447229,0.235638,6.740737,7.827394,9.213288,6.6459,5.938555,2.881859,2.60893,2.516681,13.163552,7.869503,6.364105,2.858227,7.369238,1.75063,1.071061,8.973493,2.670255,11.536315,7.262334,6.651017,3.873782,1.455851,4.235316,7.178156,1.900633,4.895934,7.87198,5.583446,3.392651,1.724982,2.852816,8.753296,4.882879,6.382288,2.65965,6.43946,6.833017,4.019897,6.952197,2.083967,2.904535,5.57901,10.525295,10.35708,3.918412,5.854045,3.205883,3.527866
"ENSSSCG00000022032",16.132079,17.903042,17.266852,17.831821,16.216719,12.848374,14.594414,14.017135,15.60347,15.176383,17.585277,14.845447,16.092285,13.015103,14.913563,15.281293,11.134083,14.598811,18.128585,17.153943,17.673583,14.694493,17.600787,14.596776,12.485086,17.064528,16.810717,15.141906,16.576068,17.778254,14.074234,15.809431,11.766601,16.68747,13.282912,15.286403,14.224549,14.310501,11.851845,13.005983,15.88864,15.563612,16.789568,14.975774,17.131719,16.883994,13.582293,12.879022,18.217965,13.718118,17.625609,13.00185,12.976034,15.035277,15.951289,13.263974,18.653009,15.200156,14.714427,15.214927,17.254829,10.7116,14.948388,13.56515,12.968501,17.810508,16.741095,16.944163,18.559076,16.29782,11.507098,17.361693,16.635999,13.806206,14.42836,14.876825,12.41049,16.669169,14.94569,13.546292,14.643601,15.728863,14.490859,19.704872,12.17438,14.009868,19.28278,12.228659,13.187632,14.172481,13.948911,15.76653,13.760334,14.555633,15.318253,14.887681
"ENSSSCG00000022034",8.53543,10.816378,13.609316,6.602569,7.791299,8.634993,11.887388,8.148183,7.034784,7.03496,9.948219,11.202915,8.934246,11.298579,8.561109,10.426041,11.544835,9.980666,10.160227,13.006571,12.709567,13.825752,11.651742,8.804133,14.675977,11.302361,9.975132,11.854849,11.657186,13.043415,10.636168,15.425878,7.317299,8.593605,8.610501,10.449916,9.315616,6.778042,10.282256,7.3948,12.852447,6.011992,12.380943,7.018413,11.35671,8.903521,8.297211,9.942336,19.858496,20.198788,16.631802,14.611972,19.404889,21.071919,22.913696,18.65216,19.905907,28.281088,18.837174,21.128837,27.094987,17.977839,24.684965,16.315077,14.229105,22.286574,20.819207,25.367742,20.24587,19.028388,10.00122,19.384009,18.501802,20.739726,21.417235,17.266946,17.949266,20.836269,24.960139,17.456534,16.901465,21.172569,18.54173,24.754273,21.249754,19.618305,24.219973,18.772248,22.432957,16.062889,14.83285,19.098456,22.588842,19.441895,18.531964,21.497482
"ENSSSCG00000022039",2.537853,6.482684,7.681988,4.50198,8.156146,3.217677,6.096269,4.040533,5.12396,3.51032,5.778036,5.420019,5.714186,3.720327,4.156418,4.780797,4.066681,7.077606,5.74081,4.912155,5.002375,7.748758,5.591665,4.535081,13.189982,4.501222,5.931784,6.153111,7.63853,4.796455,6.107869,6.26537,2.213234,4.81531,3.870923,5.692982,4.166078,4.52663,4.99683,2.624175,5.700917,5.101386,5.095613,3.230873,4.34566,3.754254,3.06623,3.688784,19.215993,20.551129,20.638998,14.244625,12.937081,15.878545,14.820935,12.59207,22.83382,22.822073,16.451154,18.494147,24.501398,12.632495,13.938684,9.162753,11.657351,18.556709,17.092525,20.282665,15.693867,14.671212,8.811858,18.055372,13.225174,15.209541,16.552316,22.798106,11.302426,17.200054,17.075974,13.056785,14.810769,16.904393,18.297145,17.371393,12.872769,17.414529,17.048632,15.239935,15.492259,11.632881,16.113714,15.415399,16.053375,13.345859,15.919526,14.001183
"ENSSSCG00000022044",0.055614,0,0.101981,0.057485,0.039285,0.134644,0,0.095744,0.183646,0.05472,0.027234,0,0.029797,0.02789,0.025749,0.07512,0.052481,0.167942,0,0.06661,0.055191,0,0.05874,0.031536,0.036131,0.061367,0.107258,0.02937,0.059439,0.025444,0,0.095135,0,0.057369,0,0.107719,0.089487,0,0.132021,0.031129,0.023521,0.119657,0.176031,0.052901,0.084909,0.141334,0,0.035375,0,0.037944,0.036301,0,0,0,0,0,0,0.041,0,0.050614,0,0,0,0.379258,0,0.06307,0.023592,0.025104,0.024641,0.022786,0.020635,0,0,0.092828,0,0,0.049907,0,0.039098,0.145949,0.119371,0,0.033985,0,0,0.027348,0.400781,0,0.104601,0.023214,0,0.070708,0,0.021262,0,0
"ENSSSCG00000022045",3.468382,4.821459,6.964033,4.322897,4.035989,6.276688,4.960887,4.815044,5.601903,5.224419,8.197619,6.171057,7.062381,3.745449,6.611413,4.779128,6.331684,5.252193,4.558485,6.760475,7.345358,5.182118,6.440074,6.052,5.062581,3.483453,5.213991,5.775478,6.421869,4.958954,8.201556,7.743429,3.764527,5.387897,6.101403,6.562739,5.949926,5.424205,3.401567,4.186188,5.539547,7.411203,5.534353,4.586047,6.116209,3.760869,4.093351,6.05523,5.11456,3.896044,4.10548,2.544628,2.407459,3.943626,3.880704,3.359817,3.630999,5.786492,3.419786,3.458551,5.132353,3.625348,4.859218,2.769321,3.571702,3.527594,3.076907,3.489751,3.928969,3.743403,1.333332,4.451811,5.404066,2.785094,2.26584,4.738937,2.355513,4.882384,4.537785,3.05857,3.67546,2.486167,4.005914,3.960149,2.223372,3.431575,3.758469,2.499425,3.529686,2.624363,3.412838,3.085594,3.583207,2.975733,3.281777,3.447556
"ENSSSCG00000022048",153.231891,136.751912,123.922404,130.934322,142.608994,160.634124,146.684843,129.723945,132.761233,124.458223,117.2882,135.750384,141.875713,139.368624,132.359392,131.612633,131.53094,142.756476,117.92346,145.93301,133.075695,126.428922,129.492298,108.185357,140.183315,138.693847,128.560069,126.618542,139.201969,155.573494,149.456485,113.884211,136.488653,119.858541,134.608087,137.710288,137.984186,165.290172,134.712257,123.0118,139.761574,118.45469,114.963284,131.515958,125.25449,159.84121,141.759415,115.429263,294.40859,242.964092,249.888496,279.638859,306.752571,281.133356,292.505486,262.192221,279.351132,229.434761,249.129037,272.883157,249.729133,275.542945,262.144377,219.369334,279.320492,280.012187,266.421925,295.104761,312.461384,316.143923,295.937269,248.772421,315.215881,277.781423,233.490852,313.678206,276.706221,299.94917,315.411746,313.288482,272.356071,257.705449,304.311614,310.01825,300.174892,327.018836,288.374062,248.79366,241.053148,292.755331,309.580586,293.655925,301.900191,312.40518,303.714714,306.871285
"ENSSSCG00000022054",0,0,0,0,0,0,0,0.2159,0,0,0,0,0,0,0,0,0,0,0.355989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244741,0,0,0,0,0,0,0,0,0,0,0,0,0.201191,0,0,0,0,0,0.188407,0,0,0,0.159295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000022055",1.018831,1.620929,1.962014,2.535494,1.875376,0.866901,0.557316,1.282735,1.865472,1.37433,0.82576,1.869876,1.846529,1.232362,2.014294,0.582928,1.237681,2.516132,1.044037,0.657224,1.674175,1.59029,1.280886,1.752428,0.963198,1.09651,1.32141,1.503604,0.770503,1.244587,1.337026,1.323052,0.75634,0.541346,2.357737,1.301773,1.322067,1.689236,1.556882,0.465423,1.304325,1.138325,2.463789,0.7556,1.381381,1.555313,1.074722,0.796808,1.233934,0.553741,1.592651,0.587517,0.838723,0.619102,1.026268,0.643357,1.618419,2.301078,0.610681,0.561363,1.273604,0.686761,1.013793,0.441522,1.046139,1.622841,1.083833,0.408339,1.174224,0.746636,0.509835,1.258849,0.396223,1.115424,1.044333,2.72414,0.463923,1.41062,1.500819,1.847694,1.963047,0.76766,0.616984,1.139646,0.883671,1.183207,0.893474,1.253341,1.700984,1.287112,1.859585,0.888086,1.49182,1.014256,0.273929,0.606232
"ENSSSCG00000022057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546158,0,0,0,0,0
"ENSSSCG00000022058",115.556195,91.974876,90.724447,102.715204,92.699841,137.077809,110.150447,101.998215,77.356176,111.898345,97.920426,101.196502,97.64622,106.794406,122.102558,85.76671,97.970522,97.148758,95.428723,118.19851,101.353654,118.683289,106.768104,90.798312,91.855172,115.008437,92.920471,113.31117,101.346259,104.730479,110.971839,82.446338,129.891829,119.509303,87.531703,95.643982,114.397965,130.809301,102.397858,116.275663,107.674194,106.027112,110.886419,131.084564,90.644558,105.055217,114.62359,105.979809,111.983407,89.110005,86.404525,103.056036,108.137961,119.342465,106.280362,120.746258,80.393843,120.254763,106.305256,106.467864,93.152642,95.719707,140.409085,88.434168,157.675373,93.917429,109.23964,82.936463,116.229667,122.447998,95.874504,72.817191,137.551337,137.398034,72.743151,98.492155,116.47335,95.153216,124.956556,76.8901,155.958463,114.762218,94.850937,129.29258,93.024892,127.342157,97.548268,87.604885,141.303315,121.172816,86.033176,106.968032,122.175173,104.79022,125.133679,114.926337
"ENSSSCG00000022060",0.958468,1.318871,1.331628,1.891765,2.420503,0,2.014137,3.387117,1.06782,0.792843,3.884611,6.154186,1.552494,2.199079,1.648733,0.765672,5.506688,1.406448,5.578645,2.386659,6.371972,2.107941,4.474125,1.126926,5.821313,0.986441,3.196708,1.118683,1.679416,3.013227,1.263278,4.313515,1.562143,4.808909,4.502647,2.168243,1.037821,0.685509,1.061362,1.757749,8.127698,2.133545,7.213746,0.899856,2.197186,1.402594,1.087703,7.188257,4.050392,0.819719,1.675147,0.644942,0.342061,2.804193,1.42024,1.115348,2.486817,3.395825,1.235341,0.416433,2.248248,2.008754,1.030558,0,1.935669,2.170843,2.938036,1.759535,1.643967,1.285581,0,1.164259,0.894268,0.791231,1.819583,1.707721,0.217852,2.13636,0.921495,1.175658,2.089908,1.638409,2.579954,1.116083,0.662214,0.114757,3.984941,0.378627,1.735376,0.524287,0.538512,0.965532,0.205012,0.710744,0.487214,0.462232
"ENSSSCG00000022064",2.245152,2.815658,0.38966,1.961034,1.8369,0,0.593222,1.014825,1.348568,0.641693,1.573053,1.008872,1.632365,0.849965,1.130238,0.345203,1.001915,1.213757,2.860398,0.285778,3.970579,0.189971,1.382161,1.311735,1.064285,1.060046,2.195859,1.676364,2.141321,0.821966,0.480007,2.580107,2.506022,0.905111,3.355839,0.679843,0.932066,1.131446,1.305639,0.352657,0.843327,1.851902,8.970183,0.582081,2.616585,1.583892,0.838646,3.254367,0,0.475302,0.254566,0,0,1.245335,0,0.409456,0,0.283921,0,0,0,0,0.319755,0,0.832063,0.437914,0,0.991951,1.31832,0.330279,0,0,1.660534,0.233245,0.748487,0,0.179914,0.272683,0.28075,0,0.410353,0.390171,0,2.020362,0.168298,0,0,0,0,0.150987,0,0,0.343897,0,0,0.372384
"ENSSSCG00000022066",9.962913,15.349575,16.633275,11.943764,14.348443,11.019599,11.007515,12.757272,15.998776,14.350833,14.330062,15.400354,14.318784,12.022152,11.924826,9.557221,13.776594,11.835908,11.698467,14.013017,13.967803,17.2779,11.662117,11.446575,12.023973,15.042742,12.072335,15.062586,15.005812,17.356595,13.949334,12.119835,8.528644,10.921007,12.911493,11.961842,9.712785,12.738646,11.352948,11.72055,11.578332,14.020634,10.665931,10.819813,13.249455,10.933293,10.197612,10.540377,18.531882,13.195036,17.41851,14.512272,18.307266,15.273091,16.905906,18.425272,16.603185,16.602341,21.127199,20.223008,23.095166,7.139424,14.810116,11.784939,14.331967,17.488052,18.292892,17.567464,18.254338,16.130493,13.982332,11.417208,10.740924,15.991804,13.764395,19.640679,14.397695,15.297071,18.281598,11.962588,14.847017,15.514081,12.782394,18.989258,15.020689,17.959221,19.34807,13.291021,15.451255,12.171628,19.449569,12.369224,12.611132,16.645862,15.622719,11.25106
"ENSSSCG00000022068",0,0.72161,0.885048,0.666522,0.320911,0.287236,0.331986,0,0.696021,0.216909,1.098372,1.075713,0.235008,1.151867,0.678037,0.486119,0,0.275606,0.426902,0.367511,0.864999,1.011003,0.247563,0.710343,0.560018,0,0.29078,0.240411,0.686081,0.765055,1.464919,1.162096,0.230841,0.471294,0.960588,0.891313,0.24777,0.301641,0.285823,0.498251,0.541758,0.904424,0,0.723152,0.225697,0.302064,0.427372,0.279164,0,1.411823,0.281597,0,0.328041,1.361102,0.680085,0.246067,0,0.323387,0.477386,0.4025,2.099238,0,0.342433,0.250148,0,1.228575,0,0.381736,0.935324,1.088216,1.059935,0,0,1.028937,0.214791,0.287555,0.202938,0,0.600381,2.133154,0.467261,0.224007,0.268187,0,0.178799,1.566476,0.513618,0,0.834967,0,0.212926,0.197872,0.405278,0.520128,0.286937,0
"ENSSSCG00000022070",22.355403,27.161923,34.382742,28.412581,30.625265,23.866069,30.647842,30.369341,30.344329,27.627818,29.009614,32.887544,33.685836,23.167303,26.33387,30.89126,25.916427,30.206151,26.417895,28.923991,35.090267,31.932088,28.254437,30.954285,33.526043,28.554009,28.22675,32.127294,29.330443,28.467306,34.831842,38.640621,18.856299,26.043341,27.630112,33.746393,26.743619,29.714241,26.201953,22.460384,28.014616,31.159535,26.536399,23.725592,29.669446,29.668368,22.341776,31.109059,44.761667,27.480299,32.508411,32.6839,31.427137,36.056527,33.150341,33.931825,35.231051,42.99248,30.474414,35.589794,47.931948,26.580355,37.904281,27.768546,31.660475,32.014281,30.413906,39.2589,36.587757,39.908354,20.960314,38.980243,35.985644,35.009124,31.598758,46.40853,27.897954,37.829104,41.59294,31.188645,37.50303,31.281416,34.551034,34.408806,27.920761,42.977774,39.971323,27.410854,37.429859,29.494779,25.571076,36.509268,33.878315,32.423187,39.676606,30.369857
"ENSSSCG00000022073",50.406697,51.920304,59.262164,50.802107,55.575279,46.108922,44.987612,49.891592,49.846815,46.804586,60.080499,65.545129,66.905497,39.328711,54.255203,42.420931,38.466088,45.158573,49.516014,47.152771,59.373569,51.365062,50.297504,48.803368,52.270936,45.582282,45.585487,54.322122,57.576826,49.971445,55.98446,54.172036,40.593824,45.880569,41.660726,44.448807,44.12881,43.74412,45.982121,44.874185,53.755888,52.524349,47.176488,53.211229,43.954846,44.304433,43.89801,48.213831,61.815117,62.944482,63.148022,52.536772,60.946628,53.304107,50.007621,43.709267,64.972673,56.1583,54.332476,62.777415,64.386417,47.696816,52.578926,42.569113,54.910133,72.005978,56.67999,66.036137,75.918888,58.614523,42.481193,67.716525,70.800999,67.701544,59.843811,63.339531,50.599773,55.399564,60.603391,60.973647,57.345237,62.012744,72.89804,73.377882,47.52081,66.916637,59.149683,50.787988,55.071479,57.931448,56.341606,55.544302,58.012042,60.309139,62.848708,55.986969
"ENSSSCG00000022080",314.024442,335.007626,300.909734,310.999926,363.765939,272.108525,314.561156,354.830468,291.157601,348.874333,262.007426,296.038443,291.137771,277.24106,294.519292,373.07831,330.177836,315.426354,247.701,355.803121,287.375931,256.143523,224.424033,308.599743,379.085002,294.739741,385.116054,328.630686,284.113434,273.449198,241.046253,238.894363,283.182115,288.671486,278.651506,284.564012,292.717853,317.326445,259.436325,355.537907,324.762621,320.093427,304.60656,301.444266,297.80375,312.88761,292.560544,248.327639,730.297062,549.169926,619.378868,695.334044,862.179263,658.418096,709.301066,863.50668,692.985607,704.571433,716.161128,755.725912,747.548196,638.502964,599.186561,634.447086,881.562027,651.335902,797.041924,646.780106,785.287657,696.941673,737.242923,793.925309,891.972824,753.746201,604.926442,845.183958,757.10523,960.398635,684.824874,553.025479,703.788372,781.867922,706.267425,693.03138,773.989741,750.959799,583.189731,761.352398,795.115405,783.795062,734.608361,819.403602,774.52399,838.617846,629.604433,833.526891
"ENSSSCG00000022081",3.653445,10.73547,3.675508,1.00478,13.073682,2.808903,1.319799,3.905493,0.919188,4.164257,1.446205,7.777359,0.777698,2.161379,0.90216,2.622959,3.924786,6.004131,4.473382,1.992307,1.316694,5.304745,3.615456,4.060621,20.707231,5.198448,7.940936,1.398409,9.450042,1.803245,2.856717,3.854965,2.029358,5.662519,1.583596,2.253862,1.505103,1.289152,1.072615,2.757611,6.824109,1.94486,6.76623,1.423108,0.56932,5.269597,3.011393,2.242361,67.392497,60.773762,61.773822,52.877409,33.504666,46.497316,41.381415,25.136513,77.517627,62.660945,38.785399,47.842311,68.642964,63.823678,41.131596,41.322704,34.526584,77.500438,47.169644,70.7658,41.243616,54.097272,40.776922,66.82306,60.052266,45.657062,57.673624,47.594547,33.555453,48.869394,47.843261,72.279284,51.455093,46.41829,58.572295,45.04459,19.676866,33.484534,90.343397,35.51923,43.66181,33.93072,59.225159,66.458169,20.804102,33.341896,40.36139,32.434608
