"gene_id","GSM7140438_CON1_cartilage","GSM7140439_ACLT1_cartilage","GSM7140440_ACLT2_cartilage","GSM7140441_ACLT3_cartilage","GSM7140442_ACLT4_cartilage","GSM7140443_CON2_cartilage","GSM7140444_ACLT5_cartilage","GSM7140445_ACLT6_cartilage","GSM7140446_ACLT7_cartilage","GSM7140447_CON3_cartilage","GSM7140448_ACLT8_cartilage","GSM7140449_ACLT9_cartilage","GSM7140450_ACLT10_cartilage","GSM7140451_ACLT11_cartilage","GSM7140452_CON4_cartilage","GSM7140453_ACLT12_cartilage","GSM7140454_CON5_cartilage","GSM7140455_RECON1_cartilage","GSM7140456_RECON2_cartilage","GSM7140457_RECON3_cartilage","GSM7140458_RECON4_cartilage","GSM7140459_CON6_cartilage","GSM7140460_RECON5_cartilage","GSM7140461_RECON6_cartilage","GSM7140462_RECON7_cartilage","GSM7140463_CON7_cartilage","GSM7140464_RECON8_cartilage","GSM7140465_RECON9_cartilage","GSM7140466_RECON10_cartilage","GSM7140467_RECON11_cartilage","GSM7140468_CON8_cartilage","GSM7140469_RECON12_cartilage","GSM7140470_CON9_cartilage","GSM7140471_REPAIR1_cartilage","GSM7140472_REPAIR2_cartilage","GSM7140473_REPAIR3_cartilage","GSM7140474_REPAIR4_cartilage","GSM7140475_CON10_cartilage","GSM7140476_REPAIR5_cartilage","GSM7140477_REPAIR6_cartilage","GSM7140478_REPAIR7_cartilage","GSM7140479_CON11_cartilage","GSM7140480_REPAIR8_cartilage","GSM7140481_REPAIR9_cartilage","GSM7140482_REPAIR10_cartilage","GSM7140483_REPAIR11_cartilage","GSM7140484_CON12_cartilage","GSM7140485_REPAIR12_cartilage","GSM7140486_CON1_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140491_CON2_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140495_CON3_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140500_CON4_synovium","GSM7140501_ACLT12_synovium","GSM7140502_CON5_synovium","GSM7140503_RECON1_synovium","GSM7140504_RECON2_synovium","GSM7140505_RECON3_synovium","GSM7140506_RECON4_synovium","GSM7140507_CON6_synovium","GSM7140508_RECON5_synovium","GSM7140509_RECON6_synovium","GSM7140510_RECON7_synovium","GSM7140511_CON7_synovium","GSM7140512_RECON8_synovium","GSM7140513_RECON9_synovium","GSM7140514_RECON10_synovium","GSM7140515_RECON11_synovium","GSM7140516_CON8_synovium","GSM7140517_RECON12_synovium","GSM7140518_CON9_synovium","GSM7140519_REPAIR1_synovium","GSM7140520_REPAIR2_synovium","GSM7140521_REPAIR3_synovium","GSM7140522_REPAIR4_synovium","GSM7140523_CON10_synovium","GSM7140524_REPAIR5_synovium","GSM7140525_REPAIR6_synovium","GSM7140526_REPAIR7_synovium","GSM7140527_CON11_synovium","GSM7140528_REPAIR8_synovium","GSM7140529_REPAIR9_synovium","GSM7140530_REPAIR10_synovium","GSM7140531_REPAIR11_synovium","GSM7140532_CON12_synovium","GSM7140533_REPAIR12_synovium"
"ENSSSCG00000000002",0.460818,1.099507,0.785008,1.978458,1.548513,1.000155,0.861121,0.078534,0.436824,0.612703,1.263515,0.907586,2.094553,0.423921,0.803935,1.784321,0.462828,1.901259,0.810033,0.647465,1.360146,1.198161,1.417105,0.559598,0.901706,0.675365,1.351508,1.435026,0.715803,0.712074,1.116891,1.156016,0.452431,1.033631,0.647929,1.092441,1.005141,0.273707,0.620087,0.519047,1.20154,2.125416,1.560951,0.150477,0.923242,0.840283,0.267568,0.755484,0.316317,0.818194,0.370202,0.158019,1.422699,0.680578,0.689591,0.902465,0,1.186006,1.110602,0.665256,0.905603,0,0.671478,0.627226,0.155034,0.555855,0.733785,0.183889,0.776489,0.655532,0.298969,0.113219,0.355167,1.163245,1.115621,0.46641,0.767349,0.734082,0.20243,1.997501,0.528841,0.7939,0.824237,0.730687,0.789163,0.581192,0.169787,0.373039,1.38114,0.405606,0.352716,0.273855,1.719597,1.649476,0.395195,0.154344
"ENSSSCG00000000003",17.384705,20.536029,24.62322,20.265061,24.127784,25.615772,17.074522,18.543672,21.80364,17.745112,21.293496,19.980143,24.375644,15.213457,15.965842,16.32172,13.259652,20.954612,15.960994,20.330863,24.972468,25.017582,23.356214,13.502968,19.954644,20.297891,16.652274,21.317261,18.116601,21.143451,22.401154,26.32919,16.321709,19.891979,13.339664,23.933741,15.341608,21.550698,19.353283,13.806373,17.0797,20.155281,18.174965,18.764288,19.136484,17.173519,12.537755,14.915979,26.588923,21.051666,25.689646,13.751046,23.14152,21.764033,18.48819,16.108769,24.824347,29.966684,20.83413,18.18767,31.696554,12.884846,24.605795,18.619785,20.824274,21.88388,25.859213,21.317481,25.044602,23.942388,15.412763,14.119112,15.950113,32.085966,24.322322,23.095728,24.322163,27.460161,29.333827,27.897253,32.420986,27.126016,20.006515,24.703167,15.765691,32.882651,27.002463,16.791186,29.51474,18.010357,21.798809,22.449164,25.136394,21.778131,32.593859,16.98893
"ENSSSCG00000000005",3.060115,4.288421,4.779652,2.051102,4.76887,2.988255,4.541865,2.549702,4.424583,5.020607,5.282695,3.904083,4.481395,2.566207,5.038267,4.144947,3.367073,4.10436,4.125589,4.935598,5.980292,5.973765,3.908739,4.103881,4.290745,3.683301,3.959462,4.197607,3.64317,5.088385,4.388673,6.011604,3.17975,4.233091,3.491055,3.845477,3.927748,3.86761,2.937289,1.88597,3.982995,4.932774,2.373463,4.982156,3.073499,3.290774,3.223204,2.594245,5.930137,2.604414,5.925595,2.969822,3.935748,5.514977,2.825069,3.303723,4.520056,5.506349,4.003631,4.764868,6.41926,3.10785,5.774402,3.065077,3.163997,5.223208,4.350442,4.361577,5.822991,4.230549,1.817118,7.28988,3.477497,4.30209,4.371467,2.984715,3.750687,5.022989,6.684276,4.030424,4.373748,3.85017,6.13131,2.891827,2.991629,4.195483,5.72959,2.528786,7.282605,3.582382,3.110532,3.926026,3.212003,4.215317,5.447458,3.690296
"ENSSSCG00000000006",5.686218,4.808454,4.921151,4.700846,4.695773,6.820787,5.892973,5.516936,5.212929,4.937853,7.495428,6.78278,5.660229,4.430557,6.062823,4.71093,4.155525,3.984215,3.410626,4.028518,4.709994,8.678521,7.224642,4.935174,6.188462,4.191043,4.444139,6.440588,6.740928,7.242272,6.585379,5.935936,3.937415,4.392435,5.101647,5.091041,4.149414,7.008655,5.020296,3.626976,4.025144,7.106041,4.480385,4.073479,5.235132,5.920864,4.6282,6.202301,14.653554,10.088342,12.275399,8.355616,9.017177,8.663012,11.661236,8.978618,12.165674,10.47936,10.638345,12.067014,11.469782,6.2907,15.625163,8.350432,9.827683,10.451813,11.450895,10.503929,9.497455,12.582896,5.195835,12.100021,8.124145,10.279302,7.527774,9.078978,7.014574,13.965089,12.999117,7.83137,7.852105,9.335182,8.017298,10.659099,6.447729,7.708549,10.743495,4.396871,9.6195,6.096451,9.126292,9.099691,6.699162,9.678505,8.938308,6.419399
"ENSSSCG00000000007",5.916818,7.722686,7.262579,6.993721,5.966537,6.615719,6.651342,7.531362,7.029131,7.88162,11.651379,8.692157,11.898436,6.441874,7.505869,9.856589,7.77181,7.12152,4.634592,8.683308,7.343375,8.289395,7.202955,6.760369,8.673169,7.124568,6.187166,9.484988,7.358277,8.503251,10.288622,6.966884,5.769006,7.106292,9.89339,10.394987,5.564422,6.848542,6.752428,5.211302,5.701608,8.840825,6.867338,4.715468,7.393733,6.688306,4.544557,5.979324,10.111911,6.509994,12.169572,6.14774,9.166116,7.880591,10.751969,8.837896,7.437778,8.140831,8.592875,5.779333,13.963833,4.312406,9.726416,13.727445,4.2927,10.347022,7.495787,9.875589,9.682638,9.507579,7.450176,7.917936,7.025539,9.945124,9.378436,9.894806,5.621247,6.651469,11.427955,4.796201,6.72002,7.050508,9.45688,8.08783,6.792873,9.9973,8.119378,9.136576,8.503242,5.586645,8.782711,5.691262,9.079492,8.820417,11.890935,9.253272
"ENSSSCG00000000010",383.70833,256.044621,326.910511,388.17644,263.78952,642.587627,455.594967,403.556528,441.706065,332.566758,398.682761,265.608221,537.456956,387.548881,592.190411,403.908293,282.657568,290.694262,257.166216,331.933518,376.579704,526.617021,415.555786,362.918709,283.529245,427.837156,244.20066,352.118125,403.271685,520.712169,573.862187,274.198764,352.413876,278.758826,377.428765,262.526777,360.511248,498.037339,489.408298,394.23179,242.023748,385.014104,315.078181,396.79236,232.556676,417.673051,413.091497,475.562958,345.708274,23.369833,178.517225,114.581619,34.88662,328.745738,191.029418,156.49536,346.827376,128.300911,92.137827,422.713903,86.085278,257.548213,289.690952,102.372286,62.531397,266.203423,114.159668,65.095607,100.825504,147.370889,101.886844,132.830258,98.089018,393.549622,191.637689,73.419127,138.70916,88.214261,179.815876,262.305454,224.70926,70.13828,93.685406,69.426586,68.993968,106.177268,567.4173,136.061068,541.714218,140.685409,142.85704,110.766375,16.306239,121.892302,131.125031,69.600717
"ENSSSCG00000000014",16.484459,17.877312,20.578025,18.409875,20.003146,16.074184,18.630825,21.627445,18.807404,19.320822,20.112218,18.191246,20.833914,19.094168,19.708333,21.553149,18.40814,21.750048,14.926428,16.502293,19.266912,18.552116,15.833996,15.195806,16.455843,18.863795,20.296619,19.177859,16.729167,21.238945,17.31588,16.641133,15.761748,15.705281,20.367273,14.740595,19.00179,17.072012,21.270382,18.069203,20.551748,19.938178,18.37647,18.248168,18.297389,17.780727,14.856737,11.540136,20.501322,20.712385,21.697503,19.876181,19.024613,17.997015,20.298678,19.00007,17.672702,24.486135,19.404403,22.774186,23.473223,13.675706,20.842444,32.102233,16.903097,19.202545,22.645217,19.724637,18.418539,19.532147,17.56045,15.726398,11.02346,15.385225,22.49279,24.187904,13.944523,18.56025,24.626341,17.191948,17.676871,25.437342,15.906041,22.451026,21.549608,21.051204,16.647056,19.070314,21.136276,20.797915,21.172528,18.574837,20.012174,19.154907,24.187947,14.585927
"ENSSSCG00000000018",4.293437,9.836572,6.168817,4.194481,10.63289,3.315838,4.02683,7.898097,4.603071,5.522918,3.942343,9.669196,3.026538,5.294998,2.937351,5.151529,7.061109,7.771008,6.841188,7.365904,5.048474,3.763522,4.51429,5.477151,17.918984,3.226786,12.854923,5.118934,9.836775,3.079646,3.735413,5.229632,4.520713,6.568961,3.068929,4.943612,6.155663,3.888603,2.781538,5.628162,9.915523,6.687657,6.324173,3.460377,4.115294,6.153658,3.321401,2.73775,32.395293,36.845371,34.03461,36.80608,32.129874,33.177544,29.378257,32.270833,35.568138,38.139259,30.820847,44.841297,32.795798,27.233686,27.861471,31.711072,27.646078,37.674741,37.372865,40.829138,42.112194,34.183598,32.332824,36.676703,25.30353,32.998645,36.44217,42.237097,32.787071,33.486101,28.784832,26.692497,30.617754,37.295303,33.812096,37.09549,31.354899,30.441052,28.509061,35.121912,32.957538,24.815666,30.969585,29.052284,42.479663,30.13017,30.346031,29.035755
"ENSSSCG00000000019",36.021535,35.970008,38.13198,40.867278,42.007026,31.598426,33.364844,41.840226,33.33056,34.239005,28.303298,38.268527,38.4574,33.271911,37.788017,43.458057,34.458087,39.992795,31.668577,39.145239,33.557848,33.773766,33.165193,33.600089,39.035101,38.347196,39.254017,41.151336,34.461001,33.957959,30.366056,28.533592,36.703849,30.014912,38.506468,28.313685,35.681832,36.171435,39.188568,35.995655,35.575466,34.950384,34.222944,33.6861,36.317154,33.595646,35.657278,29.290753,49.395068,32.432725,36.143581,57.770305,41.879358,46.819144,40.211629,44.638386,40.434727,38.836858,41.974972,46.409451,42.598511,32.587826,39.858675,33.023575,54.023855,38.665249,44.437213,33.74598,40.000359,42.193741,48.443264,37.664201,41.307095,42.409303,39.668366,44.664472,47.890948,42.156436,44.917866,33.514981,39.518915,40.393763,35.752637,35.699447,42.488999,38.048861,40.213736,46.237706,40.702174,44.801414,40.933745,47.522193,48.318652,40.56854,47.35913,44.13723
"ENSSSCG00000000020",1.069308,1.549581,1.167813,1.797494,1.533256,1.185978,1.574962,0.965332,2.20713,1.233214,2.002266,1.034019,1.480313,0.930212,1.142494,1.830978,1.413613,0.906091,1.536754,1.645079,1.827888,3.26114,1.300184,1.908161,1.252617,2.295266,0.471201,1.973487,1.867997,2.551738,2.590663,2.758235,0.915098,0.837215,1.456053,0.873328,1.222549,1.597628,1.393466,1.171286,0.696617,1.357999,1.696435,1.238328,1.630669,1.473117,1.106114,0.655638,2.571806,1.163205,0.771833,0.946763,1.133618,0.683106,0.886579,0.630921,0.611003,2.327139,1.165903,0.578702,1.664465,0.320708,0.954436,0.065281,0.928145,0.611374,1.162555,0.575073,0.672483,1.70374,0.306715,0.871013,0.367426,1.233354,0.758488,0.757612,0.972134,1.994435,2.269771,0.726788,0.853057,1.491321,0.713772,0.767312,0.397082,1.84249,1.099065,1.171496,1.206784,0.100292,0.423905,0.294273,0.953456,1.500927,1.122634,1.519795
"ENSSSCG00000000021",0,0,0,0,0,0,0,0,0,0,0,0.092704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104152,0,0,0,0,0,0,0,0,0,0,0,0.199243,0,0,0,0,0,0.250336,0.087148,0,0,0.09988,0,0.30474,0,0,0,0,0,0,0,0.234941,0.076718,0,0,0,0.212944,0.096227,0,0,0,0,0,0.39269,0,0,0,0.07789,0.16038,0.319877,0.330181,0,0,0,0,0.151115,0.189084,0.246093,0
"ENSSSCG00000000022",24.625403,25.601915,28.939387,27.2223,26.238,26.803788,25.211207,27.12543,28.419846,25.480943,29.092374,28.673749,31.156923,24.247484,25.289766,30.695976,23.915784,27.016339,23.580537,26.09358,26.711457,26.61561,26.794945,26.287032,30.376832,26.827306,25.143431,28.919735,29.172578,24.477185,27.75146,29.65481,24.344513,23.553963,23.357298,25.230075,22.678419,22.711848,23.633799,25.782574,28.679998,28.796896,23.565333,22.70845,29.58096,24.574075,22.146672,26.399005,26.871345,22.279062,23.416611,19.842021,17.975424,20.155443,16.225852,18.771335,27.056126,24.16386,22.30386,23.579463,31.076679,11.641055,22.497501,21.269616,16.137841,26.215153,25.774193,26.125018,26.713744,21.248031,12.657142,20.908535,14.242258,24.818322,23.693842,23.918061,14.768277,21.548959,21.07872,21.631834,20.670391,25.99431,20.94888,24.895994,18.223936,22.081685,27.872161,18.257388,25.513973,13.340771,21.934113,18.721733,22.59286,18.934992,21.853133,20.669292
"ENSSSCG00000000024",1.585843,0.881185,0.472389,0.030795,1.159202,0.051002,0.181953,1.219081,0.253992,0.160198,0.039631,1.914338,0,0.742479,0.120373,0.463263,0.857956,0.662647,1.485167,0.03307,0.119623,0.094277,0,0.506888,2.341495,0.258081,0.983809,0.043086,0.785408,0.036037,0.051792,0.346209,0.170721,1.175382,0.249561,0.682953,0.222845,0.490818,0.156837,0.181138,3.356481,0.225593,0.525873,0.08649,0,0.915175,0.223586,0.196189,12.567142,6.92712,8.303565,8.518467,16.163307,13.718567,8.684813,16.121688,6.254708,10.042227,11.373484,10.380215,16.636672,4.139981,11.40942,10.748103,14.486827,6.394706,13.185886,6.461661,10.339292,15.329472,7.164595,9.241693,8.174619,12.400962,9.827534,13.856998,18.148168,8.587244,13.994272,5.236512,12.469729,10.848436,8.355475,10.46466,16.036536,19.167121,6.691533,7.512951,15.955084,9.649903,5.659358,9.328921,16.480554,12.000081,12.69805,18.144977
"ENSSSCG00000000025",0.344547,0.517506,0.170491,0,1.255338,0,0,0.183646,0,0.107166,0,1.171061,0,0.445453,0.174947,0.128702,0.250684,0.214464,0.106733,0,0,0.098418,0,0.172094,0.418419,0,0,0,0.278263,0,0.113051,0.090715,0.089836,0.18262,0,0,0.096823,0.28573,0,0.480169,1.195845,0.075272,0.095718,0,0,0.350455,0.050399,0,11.606369,8.276481,5.505643,4.759643,10.524573,13.969574,10.642705,11.787114,4.079524,15.773057,9.830812,6.173427,12.288766,1.835298,14.062518,13.327949,12.953927,3.757848,13.369633,3.201733,5.450445,10.239919,5.396667,5.96297,4.51669,17.725093,8.020852,8.928636,15.107764,7.778463,17.886735,3.350074,17.549673,7.518816,7.448918,9.433369,15.783374,26.594264,7.098738,9.071557,14.79667,8.333056,3.38116,6.445137,16.626488,10.05032,20.631246,13.279987
"ENSSSCG00000000026",0,0,0,0,0,0,0,0,0,0,0,0,0.071351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087439,0,0,0,0,0,0,0,0,0,0.054918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000028",0.44264,0.343747,0.102338,0.623247,1.60121,1.972149,1.08251,0.454488,0.950891,1.223569,0.41051,0.408074,1.205865,0.31103,0.945508,0.885782,0.574251,0.862358,0.383283,0.588977,1.382767,0.567761,0.570081,0.829545,0.753716,1.544845,1.308635,1.100896,1.051012,1.154762,1.481401,1.565608,0.617846,1.065782,0.604032,1.077369,1.119858,0.808642,0.90772,0.650654,1.149721,0.985091,0.113247,0.552024,1.34401,1.088097,1.170171,0.490462,0.858748,0,0,0,0,0.159347,0,0,0,0.146694,0,0,0,0,0.636742,0,0,0,0.173825,0,0,0.170648,0,0,0,0.709042,0,0,0,0.149567,0.145103,0,0.108588,0.20662,0,0,0,0.207938,0.119052,0,0.12543,0,0,0,0,0,0.405297,0
"ENSSSCG00000000029",62.634707,45.213257,41.536206,25.398425,39.445135,23.589331,15.496934,22.269177,30.679892,21.681385,19.929994,24.486526,46.558311,31.945096,18.01708,43.164048,53.111946,26.401608,55.441972,9.899634,57.482928,27.728432,37.855179,41.688685,26.23754,43.648734,17.542517,15.98008,23.907355,25.396736,30.916409,43.320156,18.476335,56.977842,36.864791,27.391356,21.482189,28.373397,31.110207,18.19855,28.645449,34.437729,26.987171,28.586668,36.866438,38.297166,34.09213,32.09828,74.637377,3.18075,11.287348,5.202911,4.408233,52.904749,16.919326,19.224774,6.758168,102.838179,7.599169,17.968385,18.253055,2.421614,85.822742,17.531188,10.870472,4.188386,16.624211,3.347583,4.869118,45.985449,0.718262,2.080793,1.632216,68.709173,7.492003,4.293775,3.823027,1.977515,61.926827,4.709184,84.02142,5.905559,4.642147,14.19667,11.6148,84.778602,18.007363,1.722059,109.832828,8.42676,5.112785,3.045118,14.261226,5.376783,66.571231,11.475056
"ENSSSCG00000000031",10.860427,4.056571,8.375528,2.952652,4.253622,13.409361,4.312724,3.542388,8.544372,7.734314,9.467953,13.896747,12.21447,4.781323,12.255927,7.572757,4.478219,4.166626,4.822232,6.030279,5.480622,4.570109,5.454034,5.95491,8.565487,3.81391,5.002186,4.010349,3.729457,10.785951,4.553355,4.953872,4.42154,4.224532,7.593555,4.620094,3.079507,4.665611,1.996303,6.989627,4.849772,12.537806,3.021437,2.738912,14.620011,5.164142,4.602058,4.906604,3.698768,4.635399,4.662885,1.93692,5.419003,3.497117,2.690813,3.157068,6.366914,9.219691,3.882812,8.135473,24.57257,10.280302,5.375641,2.288674,4.708871,4.650078,3.445662,2.813575,9.214173,4.395652,2.916599,3.856908,5.883474,3.601464,4.072584,3.442712,1.966478,3.797778,4.584394,4.212924,4.464862,3.413152,6.072883,19.267616,3.318735,3.270429,4.240608,3.643217,5.914475,5.881464,2.638023,4.791403,3.713515,2.702528,5.360196,9.39126
"ENSSSCG00000000033",307.323934,357.020553,356.574233,316.105979,291.549984,274.886993,249.903325,261.340379,257.559158,362.115679,246.608429,300.960339,267.138106,224.78803,291.84686,265.486172,213.952644,304.097546,357.430717,379.572343,339.169816,249.318854,210.167329,339.690965,290.651535,282.344732,350.506249,285.081759,303.838362,211.265214,184.664892,275.525043,302.250961,336.912214,224.333559,333.156261,296.474353,272.249222,197.054451,302.420749,299.950185,386.317669,298.791737,351.097875,334.936343,224.252789,265.425396,256.322999,474.387393,309.406069,333.350336,327.642013,526.36964,418.7746,420.101131,417.633714,375.100238,449.048384,370.236449,435.859563,378.918577,373.455803,381.989396,383.484215,562.371607,300.242759,432.748903,278.074399,540.11182,455.464202,507.60385,371.74238,484.911103,416.262289,418.324504,349.529808,460.578171,353.607255,393.852533,477.264215,430.642697,486.635998,421.629702,471.899146,562.741454,464.36079,328.130227,517.565319,483.144794,512.729458,418.865297,393.125545,521.552864,466.749132,498.103266,409.018071
"ENSSSCG00000000034",98.390563,126.170003,118.912554,113.067823,105.253262,98.25835,91.702324,103.286529,104.812964,141.948934,107.993572,87.200644,115.217725,95.286638,106.446953,116.59489,102.662502,111.319584,123.600915,143.822608,134.989206,98.720843,95.656655,126.63362,97.476317,123.876127,126.191565,105.888863,95.980969,97.097095,98.356883,96.494848,104.452159,135.129976,94.668619,126.420425,101.353801,112.545783,96.770238,93.501182,111.642204,149.273564,109.776509,103.325783,122.370007,101.484362,102.149553,75.342146,62.516704,51.387336,52.86548,52.382374,50.509384,57.557231,43.674643,59.21483,73.808256,72.816796,48.472809,58.596595,65.074452,55.049734,46.060128,46.667419,45.201721,67.29706,61.96117,72.099244,94.109696,61.108756,61.887166,67.562412,50.724594,61.680649,72.340461,59.409829,53.294705,54.996097,56.440064,64.859529,47.42967,62.314927,55.777283,67.745693,56.401795,55.015118,62.010513,55.980606,71.835962,46.172074,67.837139,55.610104,58.869019,49.862447,57.082827,39.828685
"ENSSSCG00000000035",9.802953,7.23646,8.822635,8.65648,10.091725,11.753374,10.075326,10.426716,10.809642,11.032638,10.108562,8.125425,9.272323,7.479519,10.265826,9.679848,7.883174,11.986609,9.340769,11.120203,9.860791,9.058648,7.857891,8.409819,14.77755,9.733339,11.600325,8.939118,9.152059,11.781379,11.159271,7.547682,8.101342,11.97133,9.148669,9.482654,10.991168,12.067127,8.312263,8.791511,10.959055,7.595822,9.573859,8.178496,11.957055,11.752149,8.523379,5.639601,20.869591,19.494143,17.799656,20.953066,18.76666,16.760515,16.027021,21.337128,20.407655,20.239655,15.703483,19.290094,22.455227,15.735441,16.885799,21.244013,13.855182,20.628122,19.999717,22.581291,30.187356,20.483019,18.203349,21.842559,14.566406,19.042874,22.545831,20.240898,22.165461,16.886272,17.419453,27.065164,18.016926,20.370473,19.825746,20.384266,26.839047,20.08644,18.941682,18.228794,22.078324,22.17489,22.987035,21.128452,21.709353,21.267002,15.321604,20.740066
"ENSSSCG00000000036",79.151595,96.450122,81.353733,67.367897,65.50549,60.180209,67.892364,75.97359,69.360982,98.000084,55.467028,79.292437,73.610089,78.286724,67.008188,83.559377,80.587894,62.07702,92.990586,73.733961,80.694555,63.976488,79.068347,82.466031,67.223602,64.767743,82.694782,72.366636,67.256998,76.042186,69.200878,69.488583,66.914989,90.990241,75.475494,79.533464,75.993534,70.907083,56.98206,78.709838,72.566462,114.664507,71.549842,73.939196,70.603719,76.731499,59.213351,41.792419,63.923277,61.712295,68.176629,59.198895,58.837563,52.291163,57.948268,63.125427,64.516251,66.836254,70.157739,64.510303,75.452859,30.262187,53.237109,49.77733,47.88895,54.102079,79.293667,55.405336,75.349678,56.114214,43.293858,65.065624,36.890253,58.191671,72.515228,67.886861,54.3393,59.542308,50.255241,39.894968,58.203013,70.750046,60.582622,60.388379,65.113804,54.307818,55.601233,74.135298,60.715934,45.613116,53.030198,51.188435,70.086932,50.454885,54.93165,65.836823
"ENSSSCG00000000037",108.025936,110.257716,118.997378,111.573742,127.620355,107.446194,126.529708,131.326781,106.008946,115.815421,112.006603,104.993881,114.023561,109.694985,105.185078,110.252957,108.123185,119.423762,120.346765,132.353781,118.730997,103.324554,103.354784,103.674273,108.541956,115.573314,131.099438,115.377669,106.248361,120.091981,99.850056,115.088159,119.312413,107.419645,123.252919,123.810039,103.347353,120.557373,112.019411,121.48434,123.567591,109.089401,107.736636,111.6602,130.557694,109.304798,111.254965,100.327208,80.469003,80.047885,82.402578,78.635858,92.161643,86.795436,92.552415,96.540638,82.914575,81.777146,81.840241,88.328331,77.628635,69.630507,67.586232,69.83419,85.685299,88.673572,92.523716,90.06259,100.057893,87.822384,90.601609,86.498315,71.01608,75.019585,76.499459,91.375606,78.824131,83.069535,95.496774,88.732149,76.813773,93.746308,90.364661,95.296455,91.874152,85.237815,76.64555,77.836044,89.650551,94.301877,100.62203,85.919914,84.978723,91.433601,82.598075,85.677088
"ENSSSCG00000000038",282.175417,323.083885,286.387581,293.400869,291.338315,324.840859,326.318675,314.118674,353.161601,327.762391,354.574134,368.420389,360.753136,305.648758,355.277119,342.332251,315.124878,344.197035,298.408282,315.240312,316.312957,309.545795,283.826982,395.952453,445.160375,335.1976,315.85983,341.693431,349.075273,286.295758,274.193518,354.646506,325.137957,385.225147,318.958757,259.658545,341.141415,309.817581,304.47771,374.328162,299.730454,340.295081,367.306598,339.816302,329.657367,286.145099,305.715143,371.453406,402.712077,243.011086,292.174095,272.646168,292.604614,288.270427,337.989633,324.135154,526.237057,341.406587,263.41495,446.413095,267.863724,270.178883,333.726602,251.979211,392.398851,417.454383,376.170083,353.84612,461.35726,267.387321,415.597898,376.913211,410.796008,289.293804,343.303483,251.530081,354.994302,352.88411,284.15824,424.739512,246.76357,410.138206,491.161562,394.628469,241.51284,229.980031,240.795968,415.332608,360.352521,263.019206,424.745378,327.315408,324.909733,307.554444,221.354222,371.697558
"ENSSSCG00000000039",90.904854,106.127152,114.306753,102.803732,106.288887,110.996679,110.232464,98.762559,109.645809,105.829221,112.718829,89.524545,124.056092,100.600138,91.87286,97.452988,90.696882,105.865474,100.169589,115.259071,128.218469,117.747339,103.341929,103.668326,90.979321,105.709641,103.160147,113.16005,94.549282,115.333159,109.940654,95.921553,92.133599,103.842732,97.663381,101.849768,98.491192,113.31984,121.370036,88.277726,86.048461,110.075383,110.208581,106.947823,103.396851,101.439658,92.093964,84.778563,77.718154,69.870357,66.907349,68.909471,67.711901,65.166956,66.714187,67.795798,77.551165,76.015206,70.800631,74.62838,82.526307,48.991991,66.756716,70.167645,59.05684,78.215781,85.984085,79.798486,92.368895,80.477809,64.155935,68.845134,62.798837,66.648551,67.259984,74.60317,62.3982,79.609977,78.96006,63.797373,66.261714,81.142578,76.341196,84.482513,63.252335,73.124841,80.707118,57.271393,80.375534,56.531745,73.550713,70.330326,70.725961,71.490746,70.955208,70.708253
"ENSSSCG00000000040",0,0.121211,0,0,0.22574,0,0,0,0.121926,0.097518,0.110364,0.113007,0,0,0,0,0.129626,0.082186,0,0,0.097039,0,0,0.07513,0,0,0,0,0.144972,0.029759,0.16163,0,0.118432,0,0.055922,0,0.031972,0.084699,0,0,0.254664,0,0,0,0,0.085236,0.058845,0.170153,0.915448,0.483646,1.463125,1.315215,0.40223,0.298163,0.100278,0.183025,0.178593,0.292243,0.327789,0.746425,1.05919,0.091937,0.196327,1.256712,0,0.828187,0.462541,2.392819,0.322565,0.526211,0.346248,0.831527,0.186744,0.423338,0.721364,0.166537,0.180697,0.099457,0.654579,0.33803,0.679048,0.555942,0.644634,0.429787,0.208719,0.491362,1.009742,0,0.597615,0.188456,0.510628,0.407776,0.348708,0.08302,1.310254,0.285353
