"sample_id","geo_accession","tissue_inferred","group_inferred","filename","file","file_exists","size_bytes","size_mb","readable","read_method","read_error","n_transcripts","has_Name","has_Length","has_EffectiveLength","has_TPM","has_NumReads","has_all_required_cols","tpm_sum","numreads_sum","length_min","effective_length_min","tpm_sum_close_1e6","expected_transcript_count_46295"
"GSM7140495_CON3_synovium","GSM7140495","synovium","Control_52W","GSM7140495_CON3_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140495_CON3_synovium_quant.sf.txt.gz",TRUE,777716,0.742,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000028,10425790.047,9,1,TRUE,TRUE
"GSM7140496_ACLT8_synovium","GSM7140496","synovium","ACLT_alone_52W","GSM7140496_ACLT8_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140496_ACLT8_synovium_quant.sf.txt.gz",TRUE,780336,0.744,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000019,13159220,9,1,TRUE,TRUE
"GSM7140497_ACLT9_synovium","GSM7140497","synovium","ACLT_alone_52W","GSM7140497_ACLT9_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140497_ACLT9_synovium_quant.sf.txt.gz",TRUE,762774,0.727,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000002,8211346.003,9,1,TRUE,TRUE
"GSM7140498_ACLT10_synovium","GSM7140498","synovium","ACLT_alone_52W","GSM7140498_ACLT10_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140498_ACLT10_synovium_quant.sf.txt.gz",TRUE,766525,0.731,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000102,9772684.007,9,1,TRUE,TRUE
"GSM7140499_ACLT11_synovium","GSM7140499","synovium","ACLT_alone_52W","GSM7140499_ACLT11_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140499_ACLT11_synovium_quant.sf.txt.gz",TRUE,739742,0.705,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000017,8671126.009,9,1,TRUE,TRUE
"GSM7140500_CON4_synovium","GSM7140500","synovium","Control_52W","GSM7140500_CON4_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140500_CON4_synovium_quant.sf.txt.gz",TRUE,765768,0.73,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999993,8960678.933,9,1,TRUE,TRUE
"GSM7140501_ACLT12_synovium","GSM7140501","synovium","ACLT_alone_52W","GSM7140501_ACLT12_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140501_ACLT12_synovium_quant.sf.txt.gz",TRUE,737529,0.703,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.00001,11212101.963,9,1,TRUE,TRUE
"GSM7140502_CON5_synovium","GSM7140502","synovium","Control_52W","GSM7140502_CON5_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140502_CON5_synovium_quant.sf.txt.gz",TRUE,768978,0.733,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.99999,13427013.973,9,1,TRUE,TRUE
"GSM7140503_RECON1_synovium","GSM7140503","synovium","Reconstruction_52W","GSM7140503_RECON1_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140503_RECON1_synovium_quant.sf.txt.gz",TRUE,776909,0.741,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000118,14652661.981,9,1,TRUE,TRUE
"GSM7140504_RECON2_synovium","GSM7140504","synovium","Reconstruction_52W","GSM7140504_RECON2_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140504_RECON2_synovium_quant.sf.txt.gz",TRUE,784900,0.749,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000018,18680260.055,9,1,TRUE,TRUE
"GSM7140505_RECON3_synovium","GSM7140505","synovium","Reconstruction_52W","GSM7140505_RECON3_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140505_RECON3_synovium_quant.sf.txt.gz",TRUE,776207,0.74,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999947,18129646.987,9,1,TRUE,TRUE
"GSM7140506_RECON4_synovium","GSM7140506","synovium","Reconstruction_52W","GSM7140506_RECON4_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140506_RECON4_synovium_quant.sf.txt.gz",TRUE,777376,0.741,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.00001,17240687.925,9,1,TRUE,TRUE
"GSM7140507_CON6_synovium","GSM7140507","synovium","Control_52W","GSM7140507_CON6_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140507_CON6_synovium_quant.sf.txt.gz",TRUE,793844,0.757,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999973,17393125.886,9,1,TRUE,TRUE
"GSM7140508_RECON5_synovium","GSM7140508","synovium","Reconstruction_52W","GSM7140508_RECON5_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140508_RECON5_synovium_quant.sf.txt.gz",TRUE,768486,0.733,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999964,16354572.027,9,1,TRUE,TRUE
"GSM7140509_RECON6_synovium","GSM7140509","synovium","Reconstruction_52W","GSM7140509_RECON6_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140509_RECON6_synovium_quant.sf.txt.gz",TRUE,749674,0.715,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999962,9249773.942,9,1,TRUE,TRUE
"GSM7140510_RECON7_synovium","GSM7140510","synovium","Reconstruction_52W","GSM7140510_RECON7_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140510_RECON7_synovium_quant.sf.txt.gz",TRUE,755805,0.721,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999942,14607475.02,9,1,TRUE,TRUE
"GSM7140511_CON7_synovium","GSM7140511","synovium","Control_52W","GSM7140511_CON7_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140511_CON7_synovium_quant.sf.txt.gz",TRUE,786520,0.75,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999993,12767938.989,9,1,TRUE,TRUE
"GSM7140512_RECON8_synovium","GSM7140512","synovium","Reconstruction_52W","GSM7140512_RECON8_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140512_RECON8_synovium_quant.sf.txt.gz",TRUE,784314,0.748,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999996,15916730.95,9,1,TRUE,TRUE
"GSM7140513_RECON9_synovium","GSM7140513","synovium","Reconstruction_52W","GSM7140513_RECON9_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140513_RECON9_synovium_quant.sf.txt.gz",TRUE,772432,0.737,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999968,11614077.987,9,1,TRUE,TRUE
"GSM7140514_RECON10_synovium","GSM7140514","synovium","Reconstruction_52W","GSM7140514_RECON10_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140514_RECON10_synovium_quant.sf.txt.gz",TRUE,773070,0.737,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999988,14846182.934,9,1,TRUE,TRUE
"GSM7140515_RECON11_synovium","GSM7140515","synovium","Reconstruction_52W","GSM7140515_RECON11_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140515_RECON11_synovium_quant.sf.txt.gz",TRUE,759088,0.724,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000008,10051722.984,9,1,TRUE,TRUE
"GSM7140516_CON8_synovium","GSM7140516","synovium","Control_52W","GSM7140516_CON8_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140516_CON8_synovium_quant.sf.txt.gz",TRUE,775147,0.739,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000008,10811238.966,9,1,TRUE,TRUE
"GSM7140517_RECON12_synovium","GSM7140517","synovium","Reconstruction_52W","GSM7140517_RECON12_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140517_RECON12_synovium_quant.sf.txt.gz",TRUE,751529,0.717,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999993,13384611.024,9,1,TRUE,TRUE
"GSM7140518_CON9_synovium","GSM7140518","synovium","Control_52W","GSM7140518_CON9_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140518_CON9_synovium_quant.sf.txt.gz",TRUE,782111,0.746,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999958,13327077.012,9,1,TRUE,TRUE
"GSM7140519_REPAIR1_synovium","GSM7140519","synovium","Repair_52W","GSM7140519_REPAIR1_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140519_REPAIR1_synovium_quant.sf.txt.gz",TRUE,777032,0.741,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000043,14314317.951,9,1,TRUE,TRUE
"GSM7140520_REPAIR2_synovium","GSM7140520","synovium","Repair_52W","GSM7140520_REPAIR2_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140520_REPAIR2_synovium_quant.sf.txt.gz",TRUE,774966,0.739,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999954,12550451.966,9,1,TRUE,TRUE
"GSM7140521_REPAIR3_synovium","GSM7140521","synovium","Repair_52W","GSM7140521_REPAIR3_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140521_REPAIR3_synovium_quant.sf.txt.gz",TRUE,765888,0.73,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000051,13526306.013,9,1,TRUE,TRUE
"GSM7140522_REPAIR4_synovium","GSM7140522","synovium","Repair_52W","GSM7140522_REPAIR4_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140522_REPAIR4_synovium_quant.sf.txt.gz",TRUE,782492,0.746,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999977,17012321.93,9,1,TRUE,TRUE
"GSM7140523_CON10_synovium","GSM7140523","synovium","Control_52W","GSM7140523_CON10_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140523_CON10_synovium_quant.sf.txt.gz",TRUE,783302,0.747,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999945,15311434.941,9,1,TRUE,TRUE
"GSM7140524_REPAIR5_synovium","GSM7140524","synovium","Repair_52W","GSM7140524_REPAIR5_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140524_REPAIR5_synovium_quant.sf.txt.gz",TRUE,772136,0.736,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999999,13206278.996,9,1,TRUE,TRUE
"GSM7140525_REPAIR6_synovium","GSM7140525","synovium","Repair_52W","GSM7140525_REPAIR6_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140525_REPAIR6_synovium_quant.sf.txt.gz",TRUE,760922,0.726,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000013,14388470.002,9,1,TRUE,TRUE
"GSM7140526_REPAIR7_synovium","GSM7140526","synovium","Repair_52W","GSM7140526_REPAIR7_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140526_REPAIR7_synovium_quant.sf.txt.gz",TRUE,782548,0.746,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999867,11927583.024,9,1,TRUE,TRUE
"GSM7140527_CON11_synovium","GSM7140527","synovium","Control_52W","GSM7140527_CON11_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140527_CON11_synovium_quant.sf.txt.gz",TRUE,776144,0.74,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000025,17481506.933,9,1,TRUE,TRUE
"GSM7140528_REPAIR8_synovium","GSM7140528","synovium","Repair_52W","GSM7140528_REPAIR8_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140528_REPAIR8_synovium_quant.sf.txt.gz",TRUE,776672,0.741,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1000000.000055,15891428.943,9,1,TRUE,TRUE
"GSM7140529_REPAIR9_synovium","GSM7140529","synovium","Repair_52W","GSM7140529_REPAIR9_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140529_REPAIR9_synovium_quant.sf.txt.gz",TRUE,777854,0.742,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999952,17434828.974,9,1,TRUE,TRUE
"GSM7140530_REPAIR10_synovium","GSM7140530","synovium","Repair_52W","GSM7140530_REPAIR10_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140530_REPAIR10_synovium_quant.sf.txt.gz",TRUE,772756,0.737,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999917,16284350.917,9,1,TRUE,TRUE
"GSM7140531_REPAIR11_synovium","GSM7140531","synovium","Repair_52W","GSM7140531_REPAIR11_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140531_REPAIR11_synovium_quant.sf.txt.gz",TRUE,785361,0.749,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999979,18404485.059,9,1,TRUE,TRUE
"GSM7140532_CON12_synovium","GSM7140532","synovium","Control_52W","GSM7140532_CON12_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140532_CON12_synovium_quant.sf.txt.gz",TRUE,770224,0.735,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999986,12343766.958,9,1,TRUE,TRUE
"GSM7140533_REPAIR12_synovium","GSM7140533","synovium","Repair_52W","GSM7140533_REPAIR12_synovium_quant.sf.txt.gz","E:/R/ACLsenescence2/rebuild_submission/raw data/GSE228848_synovium_quant/GSM7140533_REPAIR12_synovium_quant.sf.txt.gz",TRUE,765700,0.73,TRUE,"gzfile","",46295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,999999.999972,14764155.993,9,1,TRUE,TRUE
