"metric","value"
"project_root","E:/R/ACLsenescence2"
"count_matrix_file","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_gene_count_matrix.csv"
"gtf_relative","reference/Sus_scrofa_Ensembl115/Sus_scrofa.Sscrofa11.1.115.gtf.gz"
"n_input_genes_total","35682"
"n_samples_total","18"
"t7_genes_after_filter","14233"
"t28_genes_after_filter","14002"
"elapsed_minutes_total","0.141"
