"column_name","core_group","value","Freq"
"age","ACLT_untreated_t28","17.1",1
"age","CON_t0","17.1",1
"age","ACLT_untreated_t7","17.3",1
"age","ACLT_untreated_t28","17.4",1
"age","ACLT_untreated_t28","17.7",1
"age","CON_t0","17.8",1
"age","ACLT_untreated_t7","17.9",1
"age","CON_t0","18",1
"age","ACLT_untreated_t7","18.1",1
"age","ACLT_untreated_t28","18.2",1
"age","CON_t0","18.4",1
"age","ACLT_untreated_t7","18.7",1
"age","ACLT_untreated_t7","19.2",1
"analysis__age","ACLT_untreated_t28","15.3",1
"analysis__age","ACLT_untreated_t7","16",1
"analysis__age","CON_t0","16.1",1
"analysis__age","CON_t0","16.4",1
"analysis__age","ACLT_untreated_t28","16.9",1
"analysis__age","ACLT_untreated_t28","17.1",1
"analysis__age","CON_t0","17.1",1
"analysis__age","ACLT_untreated_t7","17.3",1
"analysis__age","ACLT_untreated_t28","17.4",1
"analysis__age","ACLT_untreated_t28","17.7",1
"analysis__age","CON_t0","17.8",1
"analysis__age","ACLT_untreated_t7","17.9",1
"analysis__age","CON_t0","18",1
"analysis__age","ACLT_untreated_t7","18.1",1
"analysis__age","ACLT_untreated_t28","18.2",1
"analysis__age","CON_t0","18.4",1
"analysis__age","ACLT_untreated_t7","18.7",1
"analysis__age","ACLT_untreated_t7","19.2",1
"analysis__core_group","ACLT_untreated_t28","ACLT_untreated_t28",6
"analysis__core_group","ACLT_untreated_t7","ACLT_untreated_t7",6
"analysis__core_group","CON_t0","CON_t0",6
"analysis__injury_label","ACLT_untreated_t28","ACLT",6
"analysis__injury_label","ACLT_untreated_t7","ACLT",6
"analysis__injury_label","CON_t0","control",6
"analysis__injury_raw","ACLT_untreated_t28","anterior cruciate ligament transection surgery",6
"analysis__injury_raw","ACLT_untreated_t7","anterior cruciate ligament transection surgery",6
"analysis__injury_raw","CON_t0",NA,6
"analysis__organism_part","ACLT_untreated_t28","synovial membrane",6
"analysis__organism_part","ACLT_untreated_t7","synovial membrane",6
"analysis__organism_part","CON_t0","synovial membrane",6
"analysis__sampling_site","ACLT_untreated_t28","perimeniscal medial femorotibial joint",6
"analysis__sampling_site","ACLT_untreated_t7","perimeniscal medial femorotibial joint",6
"analysis__sampling_site","CON_t0","perimeniscal medial femorotibial joint",6
"analysis__sex","ACLT_untreated_t28","female",3
"analysis__sex","ACLT_untreated_t7","female",3
"analysis__sex","CON_t0","female",3
"analysis__sex","ACLT_untreated_t28","male",3
"analysis__sex","ACLT_untreated_t7","male",3
"analysis__sex","CON_t0","male",3
"analysis__source_name","CON_t0","CON1",1
"analysis__source_name","CON_t0","CON2",1
"analysis__source_name","CON_t0","CON3",1
"analysis__source_name","CON_t0","CON4",1
"analysis__source_name","CON_t0","CON5",1
"analysis__source_name","CON_t0","CON6",1
"analysis__source_name","ACLT_untreated_t28","INJL1",1
"analysis__source_name","ACLT_untreated_t28","INJL2",1
"analysis__source_name","ACLT_untreated_t28","INJL3",1
"analysis__source_name","ACLT_untreated_t28","INJL4",1
"analysis__source_name","ACLT_untreated_t28","INJL5",1
"analysis__source_name","ACLT_untreated_t28","INJL6",1
"analysis__source_name","ACLT_untreated_t7","INJS1",1
"analysis__source_name","ACLT_untreated_t7","INJS2",1
"analysis__source_name","ACLT_untreated_t7","INJS3",1
"analysis__source_name","ACLT_untreated_t7","INJS4",1
"analysis__source_name","ACLT_untreated_t7","INJS5",1
"analysis__source_name","ACLT_untreated_t7","INJS6",1
"analysis__study_group_raw","ACLT_untreated_t28","ACLT__untreated__t28",6
"analysis__study_group_raw","ACLT_untreated_t7","ACLT__untreated__t7",6
"analysis__study_group_raw","CON_t0","control__control__t0",6
"analysis__time_raw","CON_t0","0",6
"analysis__time_raw","ACLT_untreated_t28","28",6
"analysis__time_raw","ACLT_untreated_t7","7",6
"analysis__time_unit_raw","ACLT_untreated_t28","month",6
"analysis__time_unit_raw","ACLT_untreated_t7","month",6
"analysis__time_unit_raw","CON_t0","month",6
"analysis__treatment_label","CON_t0","control",6
"analysis__treatment_label","ACLT_untreated_t28","untreated",6
"analysis__treatment_label","ACLT_untreated_t7","untreated",6
"analysis__treatment_raw","ACLT_untreated_t28",NA,6
"analysis__treatment_raw","ACLT_untreated_t7",NA,6
"analysis__treatment_raw","CON_t0",NA,6
"core_group","ACLT_untreated_t28","ACLT_untreated_t28",6
"core_group","ACLT_untreated_t7","ACLT_untreated_t7",6
"core_group","CON_t0","CON_t0",6
"coremeta__age","ACLT_untreated_t28","15.3",1
"coremeta__age","ACLT_untreated_t7","16",1
"coremeta__age","CON_t0","16.1",1
"coremeta__age","CON_t0","16.4",1
"coremeta__age","ACLT_untreated_t28","16.9",1
"coremeta__age","ACLT_untreated_t28","17.1",1
"coremeta__age","CON_t0","17.1",1
"coremeta__age","ACLT_untreated_t7","17.3",1
"coremeta__age","ACLT_untreated_t28","17.4",1
"coremeta__age","ACLT_untreated_t28","17.7",1
"coremeta__age","CON_t0","17.8",1
"coremeta__age","ACLT_untreated_t7","17.9",1
"coremeta__age","CON_t0","18",1
"coremeta__age","ACLT_untreated_t7","18.1",1
"coremeta__age","ACLT_untreated_t28","18.2",1
"coremeta__age","CON_t0","18.4",1
"coremeta__age","ACLT_untreated_t7","18.7",1
"coremeta__age","ACLT_untreated_t7","19.2",1
"coremeta__core_group","ACLT_untreated_t28","ACLT_untreated_t28",6
"coremeta__core_group","ACLT_untreated_t7","ACLT_untreated_t7",6
"coremeta__core_group","CON_t0","CON_t0",6
"coremeta__injury_label","ACLT_untreated_t28","ACLT",6
"coremeta__injury_label","ACLT_untreated_t7","ACLT",6
"coremeta__injury_label","CON_t0","control",6
"coremeta__sex","ACLT_untreated_t28","female",3
"coremeta__sex","ACLT_untreated_t7","female",3
"coremeta__sex","CON_t0","female",3
"coremeta__sex","ACLT_untreated_t28","male",3
"coremeta__sex","ACLT_untreated_t7","male",3
"coremeta__sex","CON_t0","male",3
"coremeta__source_name","CON_t0","CON1",1
"coremeta__source_name","CON_t0","CON2",1
"coremeta__source_name","CON_t0","CON3",1
"coremeta__source_name","CON_t0","CON4",1
"coremeta__source_name","CON_t0","CON5",1
"coremeta__source_name","CON_t0","CON6",1
"coremeta__source_name","ACLT_untreated_t28","INJL1",1
"coremeta__source_name","ACLT_untreated_t28","INJL2",1
"coremeta__source_name","ACLT_untreated_t28","INJL3",1
"coremeta__source_name","ACLT_untreated_t28","INJL4",1
"coremeta__source_name","ACLT_untreated_t28","INJL5",1
"coremeta__source_name","ACLT_untreated_t28","INJL6",1
"coremeta__source_name","ACLT_untreated_t7","INJS1",1
"coremeta__source_name","ACLT_untreated_t7","INJS2",1
"coremeta__source_name","ACLT_untreated_t7","INJS3",1
"coremeta__source_name","ACLT_untreated_t7","INJS4",1
"coremeta__source_name","ACLT_untreated_t7","INJS5",1
"coremeta__source_name","ACLT_untreated_t7","INJS6",1
"coremeta__time_raw","CON_t0","0",6
"coremeta__time_raw","ACLT_untreated_t28","28",6
"coremeta__time_raw","ACLT_untreated_t7","7",6
"coremeta__time_unit_raw","ACLT_untreated_t28","month",6
"coremeta__time_unit_raw","ACLT_untreated_t7","month",6
"coremeta__time_unit_raw","CON_t0","month",6
"coremeta__treatment_label","CON_t0","control",6
"coremeta__treatment_label","ACLT_untreated_t28","untreated",6
"coremeta__treatment_label","ACLT_untreated_t7","untreated",6
"injury_label","ACLT_untreated_t28","ACLT",6
"injury_label","ACLT_untreated_t7","ACLT",6
"injury_label","CON_t0","control",6
"injury_raw","ACLT_untreated_t28","anterior cruciate ligament transection surgery",6
"injury_raw","ACLT_untreated_t7","anterior cruciate ligament transection surgery",6
"injury_raw","CON_t0",NA,6
"manifest__age","ACLT_untreated_t28","15.3",1
"manifest__age","ACLT_untreated_t7","16",1
"manifest__age","CON_t0","16.1",1
"manifest__age","CON_t0","16.4",1
"manifest__age","ACLT_untreated_t28","16.9",1
"manifest__age","ACLT_untreated_t28","17.1",1
"manifest__age","CON_t0","17.1",1
"manifest__age","ACLT_untreated_t7","17.3",1
"manifest__age","ACLT_untreated_t28","17.4",1
"manifest__age","ACLT_untreated_t28","17.7",1
"manifest__age","CON_t0","17.8",1
"manifest__age","ACLT_untreated_t7","17.9",1
"manifest__age","CON_t0","18",1
"manifest__age","ACLT_untreated_t7","18.1",1
"manifest__age","ACLT_untreated_t28","18.2",1
"manifest__age","CON_t0","18.4",1
"manifest__age","ACLT_untreated_t7","18.7",1
"manifest__age","ACLT_untreated_t7","19.2",1
"manifest__core_group","ACLT_untreated_t28","ACLT_untreated_t28",6
"manifest__core_group","ACLT_untreated_t7","ACLT_untreated_t7",6
"manifest__core_group","CON_t0","CON_t0",6
"manifest__sex","ACLT_untreated_t28","female",3
"manifest__sex","ACLT_untreated_t7","female",3
"manifest__sex","CON_t0","female",3
"manifest__sex","ACLT_untreated_t28","male",3
"manifest__sex","ACLT_untreated_t7","male",3
"manifest__sex","CON_t0","male",3
"organism_part","ACLT_untreated_t28","synovial membrane",6
"organism_part","ACLT_untreated_t7","synovial membrane",6
"organism_part","CON_t0","synovial membrane",6
"samplelevel__Characteristics[age]","ACLT_untreated_t28","15.3",1
"samplelevel__Characteristics[age]","ACLT_untreated_t7","16",1
"samplelevel__Characteristics[age]","CON_t0","16.1",1
"samplelevel__Characteristics[age]","CON_t0","16.4",1
"samplelevel__Characteristics[age]","ACLT_untreated_t28","16.9",1
"samplelevel__Characteristics[age]","ACLT_untreated_t28","17.1",1
"samplelevel__Characteristics[age]","CON_t0","17.1",1
"samplelevel__Characteristics[age]","ACLT_untreated_t7","17.3",1
"samplelevel__Characteristics[age]","ACLT_untreated_t28","17.4",1
"samplelevel__Characteristics[age]","ACLT_untreated_t28","17.7",1
"samplelevel__Characteristics[age]","CON_t0","17.8",1
"samplelevel__Characteristics[age]","ACLT_untreated_t7","17.9",1
"samplelevel__Characteristics[age]","CON_t0","18",1
"samplelevel__Characteristics[age]","ACLT_untreated_t7","18.1",1
"samplelevel__Characteristics[age]","ACLT_untreated_t28","18.2",1
"samplelevel__Characteristics[age]","CON_t0","18.4",1
"samplelevel__Characteristics[age]","ACLT_untreated_t7","18.7",1
"samplelevel__Characteristics[age]","ACLT_untreated_t7","19.2",1
"samplelevel__Characteristics[injury]","ACLT_untreated_t28","anterior cruciate ligament transection surgery",6
"samplelevel__Characteristics[injury]","ACLT_untreated_t7","anterior cruciate ligament transection surgery",6
"samplelevel__Characteristics[injury]","CON_t0",NA,6
"samplelevel__Characteristics[organism part]","ACLT_untreated_t28","synovial membrane",6
"samplelevel__Characteristics[organism part]","ACLT_untreated_t7","synovial membrane",6
"samplelevel__Characteristics[organism part]","CON_t0","synovial membrane",6
"samplelevel__Characteristics[sampling site]","ACLT_untreated_t28","perimeniscal medial femorotibial joint",6
"samplelevel__Characteristics[sampling site]","ACLT_untreated_t7","perimeniscal medial femorotibial joint",6
"samplelevel__Characteristics[sampling site]","CON_t0","perimeniscal medial femorotibial joint",6
"samplelevel__Characteristics[sex]","ACLT_untreated_t28","female",3
"samplelevel__Characteristics[sex]","ACLT_untreated_t7","female",3
"samplelevel__Characteristics[sex]","CON_t0","female",3
"samplelevel__Characteristics[sex]","ACLT_untreated_t28","male",3
"samplelevel__Characteristics[sex]","ACLT_untreated_t7","male",3
"samplelevel__Characteristics[sex]","CON_t0","male",3
"samplelevel__Characteristics[treatment]","ACLT_untreated_t28",NA,6
"samplelevel__Characteristics[treatment]","ACLT_untreated_t7",NA,6
"samplelevel__Characteristics[treatment]","CON_t0",NA,6
"samplelevel__Factor Value[injury]","ACLT_untreated_t28","anterior cruciate ligament transection surgery",6
"samplelevel__Factor Value[injury]","ACLT_untreated_t7","anterior cruciate ligament transection surgery",6
"samplelevel__Factor Value[injury]","CON_t0",NA,6
"samplelevel__Factor Value[time]","CON_t0","0",6
"samplelevel__Factor Value[time]","ACLT_untreated_t28","28",6
"samplelevel__Factor Value[time]","ACLT_untreated_t7","7",6
"samplelevel__Factor Value[treatment]","ACLT_untreated_t28",NA,6
"samplelevel__Factor Value[treatment]","ACLT_untreated_t7",NA,6
"samplelevel__Factor Value[treatment]","CON_t0",NA,6
"samplelevel__Source Name","CON_t0","CON1",1
"samplelevel__Source Name","CON_t0","CON2",1
"samplelevel__Source Name","CON_t0","CON3",1
"samplelevel__Source Name","CON_t0","CON4",1
"samplelevel__Source Name","CON_t0","CON5",1
"samplelevel__Source Name","CON_t0","CON6",1
"samplelevel__Source Name","ACLT_untreated_t28","INJL1",1
"samplelevel__Source Name","ACLT_untreated_t28","INJL2",1
"samplelevel__Source Name","ACLT_untreated_t28","INJL3",1
"samplelevel__Source Name","ACLT_untreated_t28","INJL4",1
"samplelevel__Source Name","ACLT_untreated_t28","INJL5",1
"samplelevel__Source Name","ACLT_untreated_t28","INJL6",1
"samplelevel__Source Name","ACLT_untreated_t7","INJS1",1
"samplelevel__Source Name","ACLT_untreated_t7","INJS2",1
"samplelevel__Source Name","ACLT_untreated_t7","INJS3",1
"samplelevel__Source Name","ACLT_untreated_t7","INJS4",1
"samplelevel__Source Name","ACLT_untreated_t7","INJS5",1
"samplelevel__Source Name","ACLT_untreated_t7","INJS6",1
"samplelevel__Unit[time unit]","ACLT_untreated_t28","month",6
"samplelevel__Unit[time unit]","ACLT_untreated_t7","month",6
"samplelevel__Unit[time unit]","CON_t0","month",6
"sampling_site","ACLT_untreated_t28","perimeniscal medial femorotibial joint",6
"sampling_site","ACLT_untreated_t7","perimeniscal medial femorotibial joint",6
"sampling_site","CON_t0","perimeniscal medial femorotibial joint",6
"sdrf__Characteristics[age]","ACLT_untreated_t28","15.3",1
"sdrf__Characteristics[age]","ACLT_untreated_t7","16",1
"sdrf__Characteristics[age]","CON_t0","16.1",1
"sdrf__Characteristics[age]","CON_t0","16.4",1
"sdrf__Characteristics[age]","ACLT_untreated_t28","16.9",1
"sdrf__Characteristics[age]","ACLT_untreated_t28","17.1",1
"sdrf__Characteristics[age]","CON_t0","17.1",1
"sdrf__Characteristics[age]","ACLT_untreated_t7","17.3",1
"sdrf__Characteristics[age]","ACLT_untreated_t28","17.4",1
"sdrf__Characteristics[age]","ACLT_untreated_t28","17.7",1
"sdrf__Characteristics[age]","CON_t0","17.8",1
"sdrf__Characteristics[age]","ACLT_untreated_t7","17.9",1
"sdrf__Characteristics[age]","CON_t0","18",1
"sdrf__Characteristics[age]","ACLT_untreated_t7","18.1",1
"sdrf__Characteristics[age]","ACLT_untreated_t28","18.2",1
"sdrf__Characteristics[age]","CON_t0","18.4",1
"sdrf__Characteristics[age]","ACLT_untreated_t7","18.7",1
"sdrf__Characteristics[age]","ACLT_untreated_t7","19.2",1
"sdrf__Characteristics[injury]","ACLT_untreated_t28","anterior cruciate ligament transection surgery",6
"sdrf__Characteristics[injury]","ACLT_untreated_t7","anterior cruciate ligament transection surgery",6
"sdrf__Characteristics[injury]","CON_t0",NA,6
"sdrf__Characteristics[organism part]","ACLT_untreated_t28","synovial membrane",6
"sdrf__Characteristics[organism part]","ACLT_untreated_t7","synovial membrane",6
"sdrf__Characteristics[organism part]","CON_t0","synovial membrane",6
"sdrf__Characteristics[organism]","ACLT_untreated_t28","Sus scrofa",6
"sdrf__Characteristics[organism]","ACLT_untreated_t7","Sus scrofa",6
"sdrf__Characteristics[organism]","CON_t0","Sus scrofa",6
"sdrf__Characteristics[sampling site]","ACLT_untreated_t28","perimeniscal medial femorotibial joint",6
"sdrf__Characteristics[sampling site]","ACLT_untreated_t7","perimeniscal medial femorotibial joint",6
"sdrf__Characteristics[sampling site]","CON_t0","perimeniscal medial femorotibial joint",6
"sdrf__Characteristics[sex]","ACLT_untreated_t28","female",3
"sdrf__Characteristics[sex]","ACLT_untreated_t7","female",3
"sdrf__Characteristics[sex]","CON_t0","female",3
"sdrf__Characteristics[sex]","ACLT_untreated_t28","male",3
"sdrf__Characteristics[sex]","ACLT_untreated_t7","male",3
"sdrf__Characteristics[sex]","CON_t0","male",3
"sdrf__Characteristics[treatment]","ACLT_untreated_t28",NA,6
"sdrf__Characteristics[treatment]","ACLT_untreated_t7",NA,6
"sdrf__Characteristics[treatment]","CON_t0",NA,6
"sdrf__Factor Value[injury]","ACLT_untreated_t28","anterior cruciate ligament transection surgery",6
"sdrf__Factor Value[injury]","ACLT_untreated_t7","anterior cruciate ligament transection surgery",6
"sdrf__Factor Value[injury]","CON_t0",NA,6
"sdrf__Factor Value[time]","CON_t0","0",6
"sdrf__Factor Value[time]","ACLT_untreated_t28","28",6
"sdrf__Factor Value[time]","ACLT_untreated_t7","7",6
"sdrf__Factor Value[treatment]","ACLT_untreated_t28",NA,6
"sdrf__Factor Value[treatment]","ACLT_untreated_t7",NA,6
"sdrf__Factor Value[treatment]","CON_t0",NA,6
"sdrf__Source Name","CON_t0","CON1",1
"sdrf__Source Name","CON_t0","CON2",1
"sdrf__Source Name","CON_t0","CON3",1
"sdrf__Source Name","CON_t0","CON4",1
"sdrf__Source Name","CON_t0","CON5",1
"sdrf__Source Name","CON_t0","CON6",1
"sdrf__Source Name","ACLT_untreated_t28","INJL1",1
"sdrf__Source Name","ACLT_untreated_t28","INJL2",1
"sdrf__Source Name","ACLT_untreated_t28","INJL3",1
"sdrf__Source Name","ACLT_untreated_t28","INJL4",1
"sdrf__Source Name","ACLT_untreated_t28","INJL5",1
"sdrf__Source Name","ACLT_untreated_t28","INJL6",1
"sdrf__Source Name","ACLT_untreated_t7","INJS1",1
"sdrf__Source Name","ACLT_untreated_t7","INJS2",1
"sdrf__Source Name","ACLT_untreated_t7","INJS3",1
"sdrf__Source Name","ACLT_untreated_t7","INJS4",1
"sdrf__Source Name","ACLT_untreated_t7","INJS5",1
"sdrf__Source Name","ACLT_untreated_t7","INJS6",1
"sdrf__Unit[time unit]","ACLT_untreated_t28","month",6
"sdrf__Unit[time unit]","ACLT_untreated_t7","month",6
"sdrf__Unit[time unit]","CON_t0","month",6
"sdrf__Unit[time unit].1","ACLT_untreated_t28","day",6
"sdrf__Unit[time unit].1","ACLT_untreated_t7","day",6
"sdrf__Unit[time unit].1","CON_t0","day",6
"sex","ACLT_untreated_t28","female",3
"sex","ACLT_untreated_t7","female",3
"sex","CON_t0","female",3
"sex","ACLT_untreated_t28","male",3
"sex","ACLT_untreated_t7","male",3
"sex","CON_t0","male",3
"source_name","CON_t0","CON1",1
"source_name","CON_t0","CON2",1
"source_name","CON_t0","CON3",1
"source_name","CON_t0","CON4",1
"source_name","CON_t0","CON5",1
"source_name","CON_t0","CON6",1
"source_name","ACLT_untreated_t28","INJL1",1
"source_name","ACLT_untreated_t28","INJL2",1
"source_name","ACLT_untreated_t28","INJL3",1
"source_name","ACLT_untreated_t28","INJL4",1
"source_name","ACLT_untreated_t28","INJL5",1
"source_name","ACLT_untreated_t28","INJL6",1
"source_name","ACLT_untreated_t7","INJS1",1
"source_name","ACLT_untreated_t7","INJS2",1
"source_name","ACLT_untreated_t7","INJS3",1
"source_name","ACLT_untreated_t7","INJS4",1
"source_name","ACLT_untreated_t7","INJS5",1
"source_name","ACLT_untreated_t7","INJS6",1
"study_group_raw","ACLT_untreated_t28","ACLT__untreated__t28",6
"study_group_raw","ACLT_untreated_t7","ACLT__untreated__t7",6
"study_group_raw","CON_t0","control__control__t0",6
"time_raw","CON_t0","0",6
"time_raw","ACLT_untreated_t28","28",6
"time_raw","ACLT_untreated_t7","7",6
"time_unit_raw","ACLT_untreated_t28","month",6
"time_unit_raw","ACLT_untreated_t7","month",6
"time_unit_raw","CON_t0","month",6
"treatment_label","CON_t0","control",6
"treatment_label","ACLT_untreated_t28","untreated",6
"treatment_label","ACLT_untreated_t7","untreated",6
"treatment_raw","ACLT_untreated_t28",NA,6
"treatment_raw","ACLT_untreated_t7",NA,6
"treatment_raw","CON_t0",NA,6
