"metric","value"
"package_root","E:/R/ACLsenescence2/rebuild_submission/submission/mouse"
"preferred_root","E:/R/ACLsenescence2"
"fallback_root","E:/R/ACLsenescence2 LD"
"n_manifest_entries","243"
"n_required_entries","169"
"n_optional_entries","74"
"n_copied","234"
"n_missing_required","0"
"n_missing_optional","9"
"n_duplicate_exact_basename_records","0"
