"category","role","required","expected_paths","exact_basenames","found","source_chosen","source_mode","destination","copied","source_size_bytes","dest_size_bytes","source_md5","dest_md5","warning_message","error_message"
"figures_optional","Figure1D_mouse_1W_volcano_final_SYMBOL.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.png","Figure1D_mouse_1W_volcano_final_SYMBOL.png",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.png",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure1D_mouse_1W_volcano_final_SYMBOL.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.pdf","Figure1D_mouse_1W_volcano_final_SYMBOL.pdf",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1D_mouse_1W_volcano_final_SYMBOL.pdf",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure1E_mouse_4W_volcano_final_SYMBOL.png",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.png","Figure1E_mouse_4W_volcano_final_SYMBOL.png",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.png",FALSE,NA,NA,NA,NA,NA,NA
"figures_optional","Figure1E_mouse_4W_volcano_final_SYMBOL.pdf",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/06_figures/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.pdf","Figure1E_mouse_4W_volcano_final_SYMBOL.pdf",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/figures_optional_audit/Figure1/Figure1E_mouse_4W_volcano_final_SYMBOL.pdf",FALSE,NA,NA,NA,NA,NA,NA
"optional_audit_tables","step11A_CellAge_columns_detected_when_required_missing.csv",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11A_CellAge_raw_to_clean/step11A_CellAge_columns_detected_when_required_missing.csv","step11A_CellAge_columns_detected_when_required_missing.csv",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/optional_audit_tables/07_tables/step11A_CellAge_raw_to_clean/step11A_CellAge_columns_detected_when_required_missing.csv",FALSE,NA,NA,NA,NA,NA,NA
"optional_audit_tables","step11C_CellAge_clean_duplicate_symbols_detected.csv",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_CellAge_clean_duplicate_symbols_detected.csv","step11C_CellAge_clean_duplicate_symbols_detected.csv",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/optional_audit_tables/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_CellAge_clean_duplicate_symbols_detected.csv",FALSE,NA,NA,NA,NA,NA,NA
"optional_audit_tables","step11C_current_mapping_failed_validation_rows.csv",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_current_mapping_failed_validation_rows.csv","step11C_current_mapping_failed_validation_rows.csv",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/optional_audit_tables/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_current_mapping_failed_validation_rows.csv",FALSE,NA,NA,NA,NA,NA,NA
"optional_audit_tables","step11D_persistent_mapping_denominator_audit_summary.csv",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11D_audit_persistent_mapping_denominators/step11D_persistent_mapping_denominator_audit_summary.csv","step11D_persistent_mapping_denominator_audit_summary.csv",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/optional_audit_tables/07_tables/step11D_audit_persistent_mapping_denominators/step11D_persistent_mapping_denominator_audit_summary.csv",FALSE,NA,NA,NA,NA,NA,NA
"optional_audit_tables","step12A_expression_metadata_alignment_mismatch.csv",FALSE,"E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step12A_Figure3A_whole_CellAge_from_scratch/step12A_expression_metadata_alignment_mismatch.csv","step12A_expression_metadata_alignment_mismatch.csv",FALSE,NA,"not_found","E:/R/ACLsenescence2/rebuild_submission/submission/mouse/optional_audit_tables/07_tables/step12A_Figure3A_whole_CellAge_from_scratch/step12A_expression_metadata_alignment_mismatch.csv",FALSE,NA,NA,NA,NA,NA,NA
