"gene_id","logFC","logCPM","F","PValue","FDR","comparison","direction","FDR_lt_0_05","strict_DE_FDR_0_05_abslogFC_1","strict_direction"
"ENSSSCG00000004466",3.75664442918159,2.42299754233277,231.777160707782,5.39539461306038e-10,1.99283742054192e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000004782",3.35280904345175,3.72543138071454,222.924071631,6.22708061392686e-10,2.24252740609041e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000013008",3.31328326659293,3.05568426775522,221.238159257992,6.66540654170986e-10,2.34183368861782e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000000739",3.52134879563738,2.11100340439352,221.568053803575,7.28754102162795e-10,2.44289121291597e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000007476",4.87934537991285,3.05127878561827,221.479475676807,7.29221257586858e-10,2.44289121291597e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000035454",1.19010340512968,7.33854485181876,216.247056826878,7.5201790948288e-10,2.4620040877502e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000037120",3.01861680269573,3.25858232288737,213.818090825635,8.20594819292375e-10,2.62681519375703e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000014988",9.30773224874522,5.58494787294321,148.285293315475,8.90273200756178e-10,2.73575323490025e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000007391",-3.53778957174106,3.64820446202764,211.074606810816,8.92609524750515e-10,2.73575323490025e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000016061",1.9691274904967,5.8735812257846,208.3918523769,9.57952600770116e-10,2.87485566960282e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000033444",2.14917874265075,3.06150922560572,206.591041096055,1.02009788351681e-09,2.99887959429789e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000029395",-3.96565328028137,3.86623517790224,205.968962151066,1.05132709399113e-09,3.02887335778844e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000035908",3.15361757239141,1.83697030507882,205.706495967644,1.17617776540054e-09,3.32212562952838e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000011563",1.76571193488869,3.66755892969576,198.588073496732,1.31408517311116e-09,3.61164344901462e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000012307",4.01306691938986,2.41614467319055,202.060569315685,1.32992986100121e-09,3.61164344901462e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000037508",-3.00573985139246,11.7548031781068,197.612301982255,1.35389619053655e-09,3.61164344901462e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000021834",2.99284709674984,1.2963208860036,199.494470167961,1.4293416971175e-09,3.743575844905e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000033051",3.67012083841032,3.53768390071698,195.305842225472,1.491695664083e-09,3.81221640594189e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000013772",3.11533150362626,2.95854067786114,195.068349651488,1.50847855007767e-09,3.81221640594189e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000002849",3.31336521601946,3.08393080966499,193.874200031687,1.57299774112952e-09,3.90672973465012e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000009216",2.34513007794105,5.0763580190752,191.535947775464,1.65985826347643e-09,3.95668649835534e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000037307",2.37086045164542,4.64594388173275,191.276742772163,1.67526204396311e-09,3.95668649835534e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000040355",3.78003371235023,1.41365852522135,186.832901470947,1.69765408755564e-09,3.95668649835534e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000039953",-1.31323363569311,5.45176409489019,190.764020871636,1.70298204025013e-09,3.95668649835534e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000009378",3.32474243048012,3.15017642506583,188.995881571115,1.85111618342233e-09,4.23259184479343e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000003949",3.50295915090461,3.984863078184,185.774604042625,2.03847714092082e-09,4.58816612733819e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000010896",4.24706953131582,3.54731377632761,183.741467003838,2.27691202812849e-09,5.04598734849091e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000006588",5.86755670427206,3.98975931932106,184.230671791157,2.39169253268992e-09,5.17152236922728e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000031741",3.58673831416855,5.08390987617943,180.687839500211,2.4256069602072e-09,5.17152236922728e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000008125",2.6675593194859,3.88331111801167,180.547495264436,2.44126012570257e-09,5.17152236922728e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000005494",3.19143271130977,11.1811556660628,179.947398387325,2.48570712156169e-09,5.18936392552117e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000062491",-4.40681830976393,3.22019942825023,178.845546677759,2.8176298789212e-09,5.7982797722657e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000026326",2.86597912796088,3.19243475352591,175.925966426364,2.908670274162e-09,5.90132328159205e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000055280",-1.88415927741808,2.85653114416406,175.24683170396,2.96633852035108e-09,5.93473699800796e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000024145",3.82674626434671,1.40346252958516,169.551630050064,3.0529437075869e-09,6.02433617914922e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000002716",1.10523590143122,5.47777284447811,171.395888675763,3.40450459505051e-09,6.62728225563549e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000004548",3.62269259287477,0.852833780145805,153.778448645149,3.58793193409689e-09,6.89122126808875e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000053639",-4.07026194874362,0.321003126201579,112.05642373529,3.70130238196011e-09,7.01542905422834e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000002768",2.95361355707243,2.91586663333746,168.845894496171,3.82085438435372e-09,7.14797498787212e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000038543",3.47904725306771,2.52203511504596,168.888189309264,4.02679390392194e-09,7.43666233153788e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000022155",-1.32627460501615,6.69967898999648,164.249000874367,4.47795618585005e-09,8.16518466546455e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000016092",2.54593836425388,1.8415719628127,165.47791570397,4.54322929236854e-09,8.1806522445711e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000041731",1.79030169917249,5.95481115098944,162.053448462261,4.88285123572182e-09,8.68363852476207e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000015327",-1.47097824833182,3.72997096514306,161.717956515248,4.95512613514548e-09,8.70470633863057e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000011683",-2.26132389031593,7.74240378084271,161.268594493388,5.03688312693596e-09,8.74172306548343e-07,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000015604",3.84904609821011,2.9419237596652,162.148439854171,5.18305227584959e-09,8.8883176230492e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000055606",2.090693120879,2.37851775535631,158.871143622925,5.62454880659623e-09,9.53195594811984e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000040678",2.49632148723691,2.9787158079909,158.391089961547,5.70562547981443e-09,9.55692267868917e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000052062",5.16220910073373,1.53022145915773,114.504190517798,5.81969115244239e-09,9.63593690240604e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000003973",2.40386652635823,3.80161913154596,157.37248152122,5.90845539872923e-09,9.67173863848801e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000035059",3.37165586750495,2.50055821638236,157.744451756008,6.18365284760189e-09,9.96717422005504e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000017893",3.50158789910763,2.29617107460629,158.319395032781,6.22732162308194e-09,9.96717422005504e-07,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000036613",2.9509285192399,1.4301221487444,158.27291019901,6.36761153645215e-09,1.00797191409443e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000023296",2.83035450088544,3.0821223461739,155.154089659782,6.52889387532318e-09,1.0222686551525e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000006590",5.64815752103811,3.70345499805722,155.563360434125,6.9851896291605e-09,1.08195329686083e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000011624",2.56019013003339,4.13956282006618,152.508178429476,7.2184079552752e-09,1.10618262335893e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000018093",-3.55660094584696,1.65168927750498,153.726193027184,7.63802530420199e-09,1.14765714537111e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000017342",3.09310952846823,1.79905238754992,153.555042445733,7.64839194416011e-09,1.14765714537111e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000000683",3.17465327530287,2.68891746474625,151.056320010082,7.93616945239373e-09,1.17301072228342e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000026914",-1.72105929355821,5.59685290894135,150.086211456467,7.98021872848142e-09,1.17301072228342e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000010912",3.15356163906175,2.34988472078383,151.037269130867,8.12996483976687e-09,1.17445083716112e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000032094",-3.45883446844,4.1952555868002,149.521753344313,8.21142517595983e-09,1.17445083716112e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000008089",2.72701153301237,2.59771404134551,149.83848618704,8.24358472266013e-09,1.17445083716112e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000007493",2.02845485439456,2.67772119331089,149.309487881884,8.31613921488613e-09,1.17445083716112e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000026748",2.11345345670308,3.28532091358379,147.02057210879,9.13775247751418e-09,1.27795460619992e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000001752",3.1337231773281,3.22435986570071,146.788558970199,9.32049679005401e-09,1.29097842558392e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000014248",2.25926753504672,5.07726918615489,146.117196539634,9.47174375754898e-09,1.29943303645231e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000017758",3.58629293610553,3.56869108720833,145.849382360593,9.7223122373422e-09,1.3212255450841e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000011299",-2.43913298591428,9.27670117493485,144.797819913566,1.00288935648133e-08,1.34911688373262e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000017257",-1.90003339201579,6.08543735995079,144.606122552815,1.01148645222578e-08,1.34911688373262e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000010865",2.96681390132312,1.20141893264377,146.299240080816,1.02641597185446e-08,1.35646991509756e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000009591",-1.2938932372079,4.11489304858377,140.554000036516,1.21270021496171e-08,1.58808605422941e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000014840",2.78936689834635,7.2397917879795,140.008307393771,1.24203630095837e-08,1.60382766122233e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000035544",1.84060549025922,4.35463615754909,139.786716232698,1.25557706113558e-08,1.60382766122233e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000015961",3.69430885166305,2.02064932329812,142.055931768304,1.25812235833477e-08,1.60382766122233e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000010437",1.24999212805811,5.14775861067236,139.320872820441,1.28164567257165e-08,1.6149789568514e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000009045",-4.78276858736342,1.32482097508329,110.315975453333,1.28929246815627e-08,1.6149789568514e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000060144",2.33155606789529,2.68708496740006,138.676588872206,1.33426522373278e-08,1.65690435757506e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000009914",1.34510441164174,7.73584084285146,137.644636416264,1.38361841272247e-08,1.70350625942454e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000008508",1.09315729008942,5.77048360368416,137.176477452981,1.41389861638876e-08,1.72603470924408e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000001660",2.21028202799212,4.5812117286978,136.740778688962,1.44386769586181e-08,1.74780791251171e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000011065",3.0256983707383,1.51763934524583,137.769662119663,1.52972547687263e-08,1.82723353974469e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000017238",1.82553067601386,5.6771214689851,135.276354544668,1.54468974927378e-08,1.82723353974469e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000063017",1.7523625385021,2.6420288762224,135.369064929796,1.54753552133879e-08,1.82723353974469e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000000693",1.44246658036874,5.15967091348471,134.850755725992,1.57588930028439e-08,1.84558417647127e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000040486",2.0106701814174,2.98622307359645,134.293261900687,1.62538532127974e-08,1.88819964137376e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000000265",3.2805776384228,2.92333995787493,134.100455095375,1.67581284337501e-08,1.91787124754721e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000012153",-2.08739734557702,0.892266960583804,135.859797478896,1.67755485727837e-08,1.91787124754721e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000013517",3.13621002276086,3.55968621833303,130.818934172694,1.92353176828981e-08,2.18176969466257e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000032279",3.71635403053718,0.834067245723625,116.440961234728,1.97041990486526e-08,2.18707950154019e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000037821",1.74624609997018,6.62050044847235,130.107808497669,1.97540801531794e-08,2.18707950154019e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000017471",2.08582702762655,1.3790210512535,131.309078005268,1.98807602435406e-08,2.18707950154019e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000012167",-3.02289272665357,1.73735838752355,131.963474492656,1.98894421868632e-08,2.18707950154019e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000030309",-1.82292215926663,7.33222781781855,129.668843037785,2.01794968892389e-08,2.20216403552641e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000026257",1.83454381993692,6.20359551246459,128.450488481126,2.14177547855323e-08,2.31971998259844e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000001475",1.06440629718446,7.52619604797917,128.185579744162,2.16969216411488e-08,2.33241907642349e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000016668",3.47850265427988,4.93165564777208,127.452085987033,2.25380072939205e-08,2.4048888523624e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000010861",-1.9295983212145,4.69954112429126,126.317463030011,2.38102295200829e-08,2.52195850174113e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000017492",-1.80081685128734,6.53076539624642,125.367465263295,2.49546637869741e-08,2.62388271424352e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000025924",-3.35940763222688,9.6907157950458,124.951335902411,2.54813750422178e-08,2.65984932958803e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000009448",3.29191977714881,2.03887107995832,125.4626474471,2.71272204747741e-08,2.81127777654044e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000016313",3.43384395412845,1.21950813152292,122.209426857118,2.78551157922123e-08,2.85743003548849e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000055221",-4.26937861626903,13.6225481004201,123.111363382771,2.79692908714945e-08,2.85743003548849e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000013659",1.30298945905904,5.87803126303922,122.595180828455,2.87179740354221e-08,2.91325645056518e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000045128",1.32844641191434,5.55528579310312,122.370225964602,2.90531679094483e-08,2.92664953661261e-06,"ACLT_t7_vs_Control_t0","up",TRUE,TRUE,"strict_up"
"ENSSSCG00000006624",-1.74413150561375,5.17832725824529,122.133693406555,2.94131495592174e-08,2.94233624583699e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
"ENSSSCG00000032599",-4.23498709390269,11.8183846796711,121.614672037098,3.01993805579755e-08,3.00015225474232e-06,"ACLT_t7_vs_Control_t0","down",TRUE,TRUE,"strict_down"
