"comparison","score","n_control","n_case","median_control","median_case","mean_control","mean_case","median_difference_case_minus_control","mean_difference_case_minus_control","wilcox_p_value","BH_FDR_across_all_score_comparisons"
"ACLT_alone_52W_vs_Control_52W","directional_score",12,12,-0.139433548042642,0.162449627277128,-0.167729441065862,0.167729441065862,0.30188317531977,0.335458882131724,0.000900935596360016,0.00401900971132003
"ACLT_alone_52W_vs_Control_52W","directional_score_sum_means",12,12,-0.300682528295825,0.321588270771782,-0.296463592957394,0.296463592957394,0.622270799067607,0.592927185914788,0.00200950485566001,0.00401900971132003
"ACLT_alone_52W_vs_Control_52W","up_score",12,12,-0.129592726818664,0.146088051366624,-0.174819493643013,0.174819493643013,0.275680778185288,0.349638987286026,0.00165203945623417,0.00401900971132003
"ACLT_alone_52W_vs_Control_52W","down_score_reoriented",12,12,-0.0506728413258575,0.115826111909063,-0.121644099314381,0.121644099314381,0.166498953234921,0.243288198628762,0.174853306893293,0.174853306893293
"ACLT_alone_52W_vs_Control_52W","down_score_raw",12,12,0.0506728413258575,-0.115826111909063,0.121644099314381,-0.121644099314381,-0.166498953234921,-0.243288198628762,0.174853306893293,0.174853306893293
"ACLT_alone_52W_vs_Control_52W","total_score_unoriented",12,12,-0.11677319254021,0.115151851186748,-0.135291014582027,0.135291014582027,0.231925043726959,0.270582029164054,0.00510790542499549,0.00766185813749324
