"panel","timepoint","gene_id","ENTREZID","SYMBOL","label_final","logFC","AveExpr","t","P.Value","FDR","B","strict_DEG","direction","label_score","neg_log10_FDR","DEG_class"
"Figure1D","1W","G10090_11395","240186","Zfp438","Zfp438",-0.438098753483992,2.52427255854984,-5.22249027832556,2.02308315048433e-05,5.29196544810479e-05,2.35718376223693,FALSE,"Not_strict",1.87347806173657,4.27638300003753,"Not strict"
"Figure1D","1W","G10090_32913","12319","Car8","Car8",-0.748044340092515,2.92438260170395,-5.22205015641312,2.02539466827331e-05,5.29628271572015e-05,2.28033800399932,FALSE,"Not_strict",3.19865917205724,4.27602884029794,"Not strict"
"Figure1D","1W","G10090_9318","18682","Phkg1","Phkg1",-1.57096537278632,8.33004194151311,-5.22203510169002,2.0254737826243e-05,5.29628271572015e-05,2.42117009275393,TRUE,"Down",6.7174932411437,4.27602884029794,"Down strict"
"Figure1D","1W","G10090_32940","72198","Mtrex","Mtrex",-0.557860566792829,5.47707665055161,-5.22191083330443,2.02612694657883e-05,5.29702278635179e-05,2.07061169578659,FALSE,"Not_strict",2.38539402068058,4.27596815884361,"Not strict"
"Figure1D","1W","G10090_33738","12729","Clns1a","Clns1a",-0.340627105796614,5.19891192550718,-5.22120980872995,2.02981555996561e-05,5.30569689108088e-05,2.05482718515582,FALSE,"Not_strict",1.45626861070855,4.27525756443494,"Not strict"
"Figure1D","1W","G10090_8373","218989","Tmem260","Tmem260",0.635364105031414,3.64933609920284,5.22069184125826,2.03254531723483e-05,5.31186194940608e-05,2.18140157031389,FALSE,"Not_strict",2.71602475412411,4.27475322042284,"Not strict"
"Figure1D","1W","G10090_11173","16409","Itgam","Itgam",1.13941115621339,4.87255536765199,5.22013023195427,2.03550925046778e-05,5.3186366411255e-05,2.09924766009347,TRUE,"Up",4.87007079792814,4.27419967881732,"Up strict"
"Figure1D","1W","G10090_7100","17295","Met","Met",-0.666064918071754,4.15800517194441,-5.21948894365758,2.03889901864274e-05,5.32637898057503e-05,2.09115783245194,FALSE,"Not_strict",2.84647367718929,4.27356793603509,"Not strict"
"Figure1D","1W","G10090_25553","56445","Dnaja2","Dnaja2",-0.740738712855159,7.53190156044496,-5.21938232135256,2.03946316148603e-05,5.32637898057503e-05,2.30223586773678,FALSE,"Not_strict",3.16559721223771,4.27356793603509,"Not strict"
"Figure1D","1W","G10090_14985","224090","Tmem44","Tmem44",0.729894590578919,3.18083100105122,5.21935856010874,2.03958890458746e-05,5.32637898057503e-05,2.25769779199951,FALSE,"Not_strict",3.11925411898353,4.27356793603509,"Not strict"
"Figure1D","1W","G10090_17328","105245383","Zfp996","Zfp996",1.26935955484557,-0.201008629425752,5.21899263642356,2.04152633740431e-05,5.33046586655593e-05,2.77603882566646,TRUE,"Up",5.42427146574024,4.27323483329368,"Up strict"
"Figure1D","1W","G10090_23975","110168","Gpr18","Gpr18",1.53943312894686,-1.61484496262453,5.21888344247694,2.04210483861532e-05,5.33100371131408e-05,2.85062986095668,TRUE,"Up",6.57829181500881,4.27319101512976,"Up strict"
"Figure1D","1W","G10090_24567","26572","Cops3","Cops3",-0.687667286721816,6.42781149189135,-5.21728705074697,2.0505812746521e-05,5.35215550274415e-05,2.15878836944081,FALSE,"Not_strict",2.93735106334152,4.2714712769662,"Not strict"
"Figure1D","1W","G10090_4449","22333","Vdac1","Vdac1",-1.25513733265865,9.55213302021051,-5.21687336273502,2.05278362822507e-05,5.35692678766029e-05,2.55172200382738,TRUE,"Down",5.36079734208853,4.27108428902614,"Down strict"
"Figure1D","1W","G10090_5768","12461","Cct2","Cct2",-0.319255454158307,7.09975627472163,-5.2167453728568,2.05346549115519e-05,5.35709206896617e-05,2.24106277667514,FALSE,"Not_strict",1.36356267660712,4.27107088961737,"Not strict"
"Figure1D","1W","G10090_7791","15950","Ifi203","Ifi203",0.636446810671532,5.26103447187871,5.21666765037405,2.05387966707622e-05,5.35709206896617e-05,2.06842365017818,FALSE,"Not_strict",2.718309445849,4.27107088961737,"Not strict"
"Figure1D","1W","G10090_4114","68732","Carmil1","Carmil1",0.982695089516434,2.97302502203321,5.21665070737299,2.05396996592952e-05,5.35709206896617e-05,2.29943363936978,FALSE,"Not_strict",4.19716039020357,4.27107088961737,"Not strict"
"Figure1D","1W","G10090_17364","12014","Bach2","Bach2",0.654491557450178,1.62359719319155,5.21611436406534,2.05683051072535e-05,5.36308519745418e-05,2.51917173926642,FALSE,"Not_strict",2.79506202672223,4.27058530382188,"Not strict"
"Figure1D","1W","G10090_16513","68515","Myadml2","Myadml2",-1.4660142900973,6.02353782832504,-5.21607936688806,2.05701730478834e-05,5.36308519745418e-05,2.11601119105464,TRUE,"Down",6.26073908248238,4.27058530382188,"Down strict"
"Figure1D","1W","G10090_27403","67776","Vwa5a","Vwa5a",0.507185662655526,5.991304825119,5.21536296179641,2.06084480437517e-05,5.37208560936485e-05,2.114388752967,FALSE,"Not_strict",2.16561029005199,4.26985707504679,"Not strict"
"Figure1D","1W","G10090_7842","66272","Cox16","Cox16",-0.767605766145832,5.08292646670799,-5.21459007470113,2.0649821103382e-05,5.38189018048623e-05,2.03420101912856,FALSE,"Not_strict",3.27695903933593,4.26906516842575,"Not strict"
"Figure1D","1W","G10090_9414","74349","Fhip1b","Fhip1b",-0.309045665170072,4.31039105563607,-5.21416705499539,2.06725009826632e-05,5.38682013042412e-05,2.06350142734188,FALSE,"Not_strict",1.31921319483866,4.2686675255991,"Not strict"
"Figure1D","1W","G10090_661","12593","Cdyl","Cdyl",0.34088416470315,3.45763865102059,5.21376550641182,2.0694052910923e-05,5.39145441850026e-05,2.18166996423649,FALSE,"Not_strict",1.45499385607906,4.26829406213723,"Not strict"
"Figure1D","1W","G10090_15694","232023","Vopp1","Vopp1",0.689743293469125,3.80968493933496,5.21346368860439,2.07102669795958e-05,5.39469659164535e-05,2.14134781418113,FALSE,"Not_strict",2.94384712141189,4.26803297587071,"Not strict"
"Figure1D","1W","G10090_21668","105352","Dusp22","Dusp22",-0.561545435624615,5.33290881662971,-5.21302352574679,2.07339360710993e-05,5.39987914674253e-05,2.03879580473506,FALSE,"Not_strict",2.39646026327917,4.26761595989743,"Not strict"
"Figure1D","1W","G10090_20480","14697","Gnb5","Gnb5",-0.371279171037134,4.34452876252284,-5.21289903766815,2.07406351693683e-05,5.40064100998599e-05,2.056794487343,FALSE,"Not_strict",1.58445416768482,4.26755469006999,"Not strict"
"Figure1D","1W","G10090_7037","594844","Tceal3","Tceal3",1.03794287520142,1.61393992670327,5.21276564529538,2.07478158550468e-05,5.40152797346869e-05,2.52415644388401,TRUE,"Up",4.42940395938881,4.26748337044008,"Up strict"
"Figure1D","1W","G10090_6103","230597","Zfyve9","Zfyve9",-1.04142831273956,5.80064272927907,-5.21237899643773,2.07686438164486e-05,5.40596101510764e-05,2.07567651416381,TRUE,"Down",4.44390696613067,4.26712709052495,"Down strict"
"Figure1D","1W","G10090_9112","217218","Atxn7l3","Atxn7l3",0.43341836712163,5.24747482732245,5.21230933462117,2.07723985899496e-05,5.40596101510764e-05,2.0492580895098,FALSE,"Not_strict",1.8494512558758,4.26712709052495,"Not strict"
"Figure1D","1W","G10090_21560","69581","Rhou","Rhou",-0.553387003718137,4.68094670144492,-5.2115940005473,2.08109946854276e-05,5.41502081714826e-05,2.0300456293767,FALSE,"Not_strict",2.36097024042527,4.26639986946244,"Not strict"
"Figure1D","1W","G10090_8855","67921","Ube2f","Ube2f",-0.576768749550791,5.71488810669194,-5.21144319936338,2.08191404272686e-05,5.41615558361463e-05,2.06223544078479,FALSE,"Not_strict",2.46067363138039,4.26630886867025,"Not strict"
"Figure1D","1W","G10090_21998","23922","Jtb","Jtb",-0.508673221538075,5.79799298007775,-5.21088582558977,2.08492756436509e-05,5.42291611002165e-05,2.06851249575588,FALSE,"Not_strict",2.16988150013086,4.26576711384529,"Not strict"
"Figure1D","1W","G10090_22694","29819","Stau2","Stau2",-0.94293648173718,5.73899562364066,-5.21082243259625,2.08527058580457e-05,5.42291611002165e-05,2.06471010516317,FALSE,"Not_strict",4.02234743423944,4.26576711384529,"Not strict"
"Figure1D","1W","G10090_31319","75581","Yipf7","Yipf7",-1.45681949608237,5.66613354276834,-5.21050198902427,2.08700538571972e-05,5.42644151072581e-05,2.06624745824266,TRUE,"Down",6.21404152425315,4.26548487370173,"Down strict"
"Figure1D","1W","G10090_4376","13860","Eps8","Eps8",0.73487874386982,4.55748571482666,5.20937242568869,2.09313215295076e-05,5.4413831500233e-05,2.0610382246882,FALSE,"Not_strict",3.1337365876503,4.26429069256822,"Not strict"
"Figure1D","1W","G10090_20609","72020","Zfp654","Zfp654",-0.701921900587769,4.23345613462106,-5.20844252427736,2.09818954148215e-05,5.45353987071395e-05,2.05507594245259,FALSE,"Not_strict",2.9925187352903,4.26332150739912,"Not strict"
"Figure1D","1W","G10090_5669","22258","Usp4","Usp4",-0.46596983468746,6.754646189035,-5.2082939826848,2.09899854305046e-05,5.45465192474945e-05,2.17670729390382,FALSE,"Not_strict",1.98653795650095,4.26323295762993,"Not strict"
"Figure1D","1W","G10090_4776","110639","Prps2","Prps2",0.64621184749365,3.24837747598013,5.20742859850508,2.10371793121989e-05,5.46592362267389e-05,2.21264066757996,FALSE,"Not_strict",2.75437230627809,4.2623364411547,"Not strict"
"Figure1D","1W","G10090_8589","246728","Oas2","Oas2",1.00856798485285,3.41281505867859,5.20695710754295,2.10629371077457e-05,5.47162267106459e-05,2.2019958191188,TRUE,"Up",4.29839961602024,4.26188385966601,"Up strict"
"Figure1D","1W","G10090_6539","16904","Gzmm","Gzmm",-1.22277499525624,1.03877439283543,-5.20619091861479,2.11048621574051e-05,5.48150314107773e-05,2.57399107397091,TRUE,"Down",5.21036693909215,4.26110033269063,"Down strict"
"Figure1D","1W","G10090_7709","70918","Nsun7","Nsun7",1.22958552077231,-0.0494950130491295,5.2061220919979,2.11086323880088e-05,5.48150314107773e-05,2.72880165093318,TRUE,"Up",5.23938727163447,4.26110033269063,"Up strict"
"Figure1D","1W","G10090_32628","72865","Rtl8c","Rtl8c",0.669736251927965,3.97216649685662,5.2044304436671,2.12015121211222e-05,5.50462336657075e-05,2.09536789861677,FALSE,"Not_strict",2.85258912686371,4.2592723906642,"Not strict"
"Figure1D","1W","G10090_8406","17761","Map7","Map7",-0.499050870864637,2.25514449172473,-5.20404740891822,2.12225996676929e-05,5.50847226757495e-05,2.3596494075473,FALSE,"Not_strict",2.12544210493609,4.25896883268358,"Not strict"
"Figure1D","1W","G10090_7364","18637","Pfdn2","Pfdn2",-0.590115122485447,4.55410292002701,-5.20402135657491,2.12240347169368e-05,5.50847226757495e-05,2.01711157648969,FALSE,"Not_strict",2.51328191436077,4.25896883268358,"Not strict"
"Figure1D","1W","G10090_4690","69129","Pex11g","Pex11g",-0.491086605220617,2.20489911862058,-5.20378290362139,2.12371740350356e-05,5.51088300299899e-05,2.36826947614407,FALSE,"Not_strict",2.09142922770898,4.25877880902376,"Not strict"
"Figure1D","1W","G10090_434","170737","Znrf1","Znrf1",-0.508245913474277,6.31648427402552,-5.20230008469438,2.13190648707469e-05,5.53113011902211e-05,2.10553540938397,FALSE,"Not_strict",2.16369745077659,4.25718612469688,"Not strict"
"Figure1D","1W","G10090_23259","56441","Naa80","Naa80",-0.424686665968789,4.8655269694371,-5.20218091569701,2.132565993918e-05,5.53183830686252e-05,2.00075668310462,FALSE,"Not_strict",1.80794656824076,4.25713052260894,"Not strict"
"Figure1D","1W","G10090_19110","55979","Agpat1","Agpat1",-0.65519674409258,6.80109228351324,-5.20093408273676,2.13947856610793e-05,5.54876363892182e-05,2.1633428048852,FALSE,"Not_strict",2.78838877652617,4.25580377446467,"Not strict"
"Figure1D","1W","G10090_14532","101966","D8Ertd738e","D8Ertd738e",-0.467208437248648,6.16277469002454,-5.19984659807003,2.14552611256549e-05,5.56343978925978e-05,2.08004954879079,FALSE,"Not_strict",1.98781146474798,4.25465660777455,"Not strict"
"Figure1D","1W","G10090_25326","98956","Nat10","Nat10",-0.33517024058916,4.61883813029944,-5.1996401014005,2.14667639188702e-05,5.56541410222738e-05,2.00315632930381,FALSE,"Not_strict",1.42598263182588,4.25450251585372,"Not strict"
"Figure1D","1W","G10090_24656","98432","Phlpp1","Phlpp1",-0.267373082886283,4.13366899950121,-5.19848554650669,2.15311923274298e-05,5.58046593011627e-05,2.04015519121928,FALSE,"Not_strict",1.13722583136786,4.25332953897805,"Not strict"
"Figure1D","1W","G10090_33987","57262","Retnla","Retnla",-1.65702926908036,5.10399413857214,-5.19845999727237,2.15326202683964e-05,5.58046593011627e-05,2.01310886076673,TRUE,"Down",7.04789153713072,4.25332953897805,"Down strict"
"Figure1D","1W","G10090_15305","15361","Hmga1","Hmga1",-0.538575213706867,5.78149855114013,-5.19739624949652,2.15921575977773e-05,5.59488262505505e-05,2.03186879589175,FALSE,"Not_strict",2.2901343817247,4.25220902009642,"Not strict"
"Figure1D","1W","G10090_7005","20612","Siglec1","Siglec1",1.41026372300802,3.13896001865036,5.19721783432447,2.16021596073764e-05,5.59646100907248e-05,2.24503579400777,TRUE,"Up",5.99656336293667,4.25208651765238,"Up strict"
"Figure1D","1W","G10090_13793","14409","Gabrr2","Gabrr2",-1.36834923736214,-1.22415431828317,-5.19699756075379,2.16145146468366e-05,5.59764679343184e-05,2.77953893974635,TRUE,"Down",5.81821344311561,4.25199450860351,"Down strict"
"Figure1D","1W","G10090_6916","19056","Ppp3cb","Ppp3cb",-1.07436883757614,7.89347604509868,-5.19699676031675,2.1614559555939e-05,5.59764679343184e-05,2.29441167194077,TRUE,"Down",4.56821039758848,4.25199450860351,"Down strict"
"Figure1D","1W","G10090_18265","22229","Ucp3","Ucp3",-1.3117335449836,5.95783654981734,-5.19643521462108,2.16460886490077e-05,5.60479780452234e-05,2.05494580613598,TRUE,"Down",5.57675652826272,4.25144005014557,"Down strict"
"Figure1D","1W","G10090_27606","76917","Flywch2","Flywch2",1.03835217904936,-0.314462839597063,5.19611363797232,2.16641650528617e-05,5.60768944567315e-05,2.72458166219534,TRUE,"Up",4.4142594446014,4.25121604564144,"Up strict"
"Figure1D","1W","G10090_1678","83962","Btbd1","Btbd1",-0.777012958228976,7.30620036411689,-5.19609713283187,2.16650932465424e-05,5.60768944567315e-05,2.21304862373824,FALSE,"Not_strict",3.30324995569434,4.25121604564144,"Not strict"
"Figure1D","1W","G10090_6562","106393","Srl","Srl",-1.51422816660581,9.87543559681418,-5.19594365265748,2.16737263737177e-05,5.60890955034855e-05,2.53495677325378,TRUE,"Down",6.43716801095949,4.25112156339595,"Down strict"
"Figure1D","1W","G10090_4271","71640","Zfp949","Zfp949",-0.40074772712565,3.31474280612589,-5.19389629973972,2.17892200182107e-05,5.63777847912879e-05,2.13736109437464,FALSE,"Not_strict",1.70273380880737,4.2488919925265,"Not strict"
"Figure1D","1W","G10090_6337","232288","Frmd4b","Frmd4b",0.678147735078787,4.72403926457897,5.19342843475887,2.18156997055934e-05,5.643609517114e-05,2.01076693982643,FALSE,"Not_strict",2.88107202710787,4.24844304283217,"Not strict"
"Figure1D","1W","G10090_8758","75571","Spata9","Spata9",-1.24739922871903,-1.44598143111468,-5.19279300117659,2.18517151389713e-05,5.65190485005997e-05,2.77772231771087,TRUE,"Down",5.29870887798626,4.2478051581189,"Down strict"
"Figure1D","1W","G10090_29342","225326","Pik3c3","Pik3c3",-0.31079512554139,4.66120520371319,-5.19268993290279,2.18575625355882e-05,5.65239568931701e-05,1.98320991184635,FALSE,"Not_strict",1.3201854158684,4.24776744348451,"Not strict"
"Figure1D","1W","G10090_3353","67444","Ilkap","Ilkap",-0.385476462690558,5.21343657808256,-5.19229859543956,2.18797787255275e-05,5.65655527612497e-05,1.97997377938575,FALSE,"Not_strict",1.63729121684535,4.2474479645718,"Not strict"
"Figure1D","1W","G10090_24527","71436","Flrt3","Flrt3",0.901665227006032,0.96618981979631,5.19226736492857,2.18815526578351e-05,5.65655527612497e-05,2.56631719425035,FALSE,"Not_strict",3.82977613317194,4.2474479645718,"Not strict"
"Figure1D","1W","G10090_2298","56516","Rbms2","Rbms2",-0.212620289311937,6.52572838724599,-5.19184791948075,2.19053917235253e-05,5.66169515902782e-05,2.10580297606804,FALSE,"Not_strict",0.903009747705624,4.24705351793032,"Not strict"
"Figure1D","1W","G10090_14186","67873","Mri1","Mri1",-0.483231704494142,3.83130768775117,-5.19164964466532,2.19166697174103e-05,5.66358722148536e-05,2.05588256448963,FALSE,"Not_strict",2.05224078824602,4.24690840679494,"Not strict"
"Figure1D","1W","G10090_24073","103554","Psme4","Psme4",-1.14955183509165,7.82121842415193,-5.19098334585716,2.19546120526051e-05,5.67236781160555e-05,2.26995201459803,TRUE,"Down",4.88126794470559,4.2462356160881,"Down strict"
"Figure1D","1W","G10090_1211","17221","Cd46","Cd46",-0.524122568692642,1.81076492600625,-5.19043969067049,2.19856194433197e-05,5.67935378796657e-05,2.40487681124093,FALSE,"Not_strict",2.22526775420187,4.24570107666328,"Not strict"
"Figure1D","1W","G10090_21089","20728","Spic","Spic",1.74943994005844,-1.05831139233497,5.19026282815434,2.19957163041131e-05,5.6809365823527e-05,2.76642232877066,TRUE,"Up",7.42738732362998,4.24558005882836,"Up strict"
"Figure1D","1W","G10090_24149","83679","Pde4dip","Pde4dip",-1.48370522260855,10.985147090441,-5.18962592323686,2.20321151033663e-05,5.68931070451596e-05,2.62157004582631,TRUE,"Down",6.2982401638462,4.2449403479035,"Down strict"
"Figure1D","1W","G10090_8692","19177","Psmb7","Psmb7",-0.875189722685703,7.20427519793719,-5.18893157318022,2.20718659581921e-05,5.69854724386951e-05,2.18226157801841,FALSE,"Not_strict",3.71451159381862,4.24423584685143,"Not strict"
"Figure1D","1W","G10090_6709","66196","Myo19","Myo19",0.706695339530727,3.02897316506362,5.18847998463899,2.20977576982232e-05,5.70420292964056e-05,2.20309414158339,FALSE,"Not_strict",2.99907723845475,4.24380503265559,"Not strict"
"Figure1D","1W","G10090_37","72745","Tmem161b","Tmem161b",-0.457378377771448,3.62980067109929,-5.18785616980748,2.21335742997937e-05,5.7124180668052e-05,2.07266561628253,FALSE,"Not_strict",1.94073879229285,4.24318001596184,"Not strict"
"Figure1D","1W","G10090_13731","70827","Trak2","Trak2",-0.686078065936124,6.73578145577728,-5.18717437756268,2.21727865468599e-05,5.72150646000924e-05,2.11965499270708,FALSE,"Not_strict",2.91067906458053,4.24248960737293,"Not strict"
"Figure1D","1W","G10090_16507","68188","Sympk","Sympk",-0.674397694627552,6.90114223742279,-5.1863224121383,2.22218843599632e-05,5.73314200604712e-05,2.13773160788008,FALSE,"Not_strict",2.86053018525026,4.24160730091173,"Not strict"
"Figure1D","1W","G10090_26561","65961","Utp3","Utp3",-0.357665343572247,5.03962084987299,-5.18618054102814,2.22300708569184e-05,5.73422033225232e-05,1.95973516218688,FALSE,"Not_strict",1.5170467194692,4.24152562369456,"Not strict"
"Figure1D","1W","G10090_8429","29876","Clic4","Clic4",0.645539240179279,7.42511126182371,5.18528974599078,2.22815425090039e-05,5.74646161193648e-05,2.21313989210715,FALSE,"Not_strict",2.73747337278715,4.24059949016717,"Not strict"
"Figure1D","1W","G10090_30444","68177","Ebpl","Ebpl",0.290001592053515,3.36740238595637,5.18466456470396,2.23177381797672e-05,5.75475947911077e-05,2.11931681931462,FALSE,"Not_strict",1.22959886894722,4.23997282304685,"Not strict"
"Figure1D","1W","G10090_26971","75710","Rbm12","Rbm12",0.441249318613365,3.4631210299875,5.18452447557817,2.23258569334925e-05,5.75523984883498e-05,2.1088528184148,FALSE,"Not_strict",1.87086912357678,4.2399365724938,"Not strict"
"Figure1D","1W","G10090_24412","381903","Alg8","Alg8",0.386320297442786,3.12180632085131,5.1844936428607,2.23276442182459e-05,5.75523984883498e-05,2.16393026353176,FALSE,"Not_strict",1.63797355782435,4.2399365724938,"Not strict"
"Figure1D","1W","G10090_7218","228785","Mylk2","Mylk2",-1.64957826605788,9.36200225501121,-5.18426238516863,2.23410541599696e-05,5.75765939282055e-05,2.45054872118286,TRUE,"Down",6.99380610190736,4.23975403035648,"Down strict"
"Figure1D","1W","G10090_33669","277010","Marveld1","Marveld1",0.884893332428907,6.03987260355775,5.18380890803733,2.23673734842845e-05,5.76340442804457e-05,2.04748272142551,FALSE,"Not_strict",3.75134680211354,4.23932090415534,"Not strict"
"Figure1D","1W","G10090_18749","54630","Prickle3","Prickle3",-0.518835139747457,4.28560065323553,-5.18316637586398,2.24047188136128e-05,5.77198795574461e-05,1.98430513382733,FALSE,"Not_strict",2.19917332003426,4.23867458380847,"Not strict"
"Figure1D","1W","G10090_33135","67151","Psmd9","Psmd9",-0.356812111724948,4.47264294367688,-5.18111724066429,2.25242386999112e-05,5.80173470184358e-05,1.96410816121303,FALSE,"Not_strict",1.51161386411526,4.23644213423029,"Not strict"
"Figure1D","1W","G10090_18143","68799","Rgmb","Rgmb",-0.413714491361042,5.68082676015443,-5.18033758600974,2.25698819856037e-05,5.8124452239693e-05,1.97875635740523,FALSE,"Not_strict",1.75234611437854,4.23564112684005,"Not strict"
"Figure1D","1W","G10090_12207","210766","Brcc3","Brcc3",-0.524161329244797,4.11681755917124,-5.17997376639992,2.25912129094031e-05,5.81656699108733e-05,1.99278219266927,FALSE,"Not_strict",2.21999791431599,4.23533326564653,"Not strict"
"Figure1D","1W","G10090_9247","66333","Aqp11","Aqp11",-0.897290383014122,-0.443460766386493,-5.17992598737222,2.25940157245856e-05,5.81656699108733e-05,2.68368628659,FALSE,"Not_strict",3.80032380812442,4.23533326564653,"Not strict"
"Figure1D","1W","G10090_15897","66714","4921524J17Rik","4921524J17Rik",-0.455888083832331,4.00000065254145,-5.17982466125121,2.25999608798181e-05,5.81705108185389e-05,2.0052493917478,FALSE,"Not_strict",1.93082148962398,4.23529712247121,"Not strict"
"Figure1D","1W","G10090_12360","66993","Smarcd3","Smarcd3",-1.33802965778608,7.30434027775628,-5.17787235206112,2.27148176047784e-05,5.8455629336807e-05,2.17102089732366,TRUE,"Down",5.66411190295118,4.23317365948605,"Down strict"
"Figure1D","1W","G10090_11640","74414","Polr3c","Polr3c",-0.441255033303583,4.95067089059521,-5.1776229633531,2.27295317070781e-05,5.84829788313546e-05,1.93626850086624,FALSE,"Not_strict",1.86781954543316,4.23297051469123,"Not strict"
"Figure1D","1W","G10090_23938","54651","Usp27x","Usp27x",1.00144989847698,0.0236168510644429,5.17750406146878,2.27365503758748e-05,5.8490521738117e-05,2.64590035568759,TRUE,"Up",4.23905180098638,4.23291450469285,"Up strict"
"Figure1D","1W","G10090_17861","77305","Wdr82","Wdr82",0.27250853043369,5.63313552553812,5.17684574643522,2.27754496023098e-05,5.85800609738777e-05,1.97519120231814,FALSE,"Not_strict",1.15332427714648,4.23225018061269,"Not strict"
"Figure1D","1W","G10090_15687","17772","Mtm1","Mtm1",-0.645791031051254,3.77488688325737,-5.17613171446292,2.28177168307497e-05,5.86782292120143e-05,2.02264481255345,FALSE,"Not_strict",2.73267960156699,4.23152300074312,"Not strict"
"Figure1D","1W","G10090_644","53885","Nphp1","Nphp1",-0.576098297733429,4.88923036196008,-5.17486699144981,2.28927761752249e-05,5.88606755019123e-05,1.92904407617723,FALSE,"Not_strict",2.43699647726807,4.23017475812038,"Not strict"
"Figure1D","1W","G10090_18472","69714","Tfpt","Tfpt",-0.336354484086061,3.35153102694301,-5.17474515622562,2.29000200177535e-05,5.88687239939051e-05,2.08216348352245,FALSE,"Not_strict",1.42281827546194,4.23011537761422,"Not strict"
"Figure1D","1W","G10090_11861","217344","Rhbdf2","Rhbdf2",-0.68260978470236,4.37489893705187,-5.17381981292901,2.295511264483e-05,5.89997516271842e-05,1.95216642502761,FALSE,"Not_strict",2.88685904579358,4.22914981661498,"Not strict"
"Figure1D","1W","G10090_27237","235472","Prtg","Prtg",1.04208032572591,0.264621689569646,5.17332554737373,2.29845946228219e-05,5.90649189526314e-05,2.61053631038213,TRUE,"Up",4.40661421492674,4.22867038762785,"Up strict"
"Figure1D","1W","G10090_11922","320487","Heatr5a","Heatr5a",0.44169455052373,5.41919314967877,5.17252475085226,2.30324414957121e-05,5.91772477998449e-05,1.95365165052946,FALSE,"Not_strict",1.86741620153517,4.2278452367613,"Not strict"
"Figure1D","1W","G10090_7113","73826","Poldip3","Poldip3",0.482738006810317,5.23164585280077,5.17117591312353,2.31132600992811e-05,5.93742353762002e-05,1.94369702453414,FALSE,"Not_strict",2.04024486307014,4.22640197019293,"Not strict"
"Figure1D","1W","G10090_5411","75691","Anks6","Anks6",0.665965797130069,2.30953184541704,5.17079060018567,2.31363993511127e-05,5.94230098912013e-05,2.28409415226138,FALSE,"Not_strict",2.81440166296019,4.22604535411375,"Not strict"
"Figure1D","1W","G10090_1294","21885","Tle1","Tle1",-0.325950408125086,4.63525607440085,-5.17038371105357,2.31608596332765e-05,5.94751591982451e-05,1.92634438601095,FALSE,"Not_strict",1.37735703147878,4.22566438680517,"Not strict"
"Figure1D","1W","G10090_18403","108995","Tbc1d10c","Tbc1d10c",-0.780435112249777,1.66226314271756,-5.16997100337685,2.31856962891419e-05,5.95282561165966e-05,2.37832507125337,FALSE,"Not_strict",3.29755440486625,4.22527683994165,"Not strict"
"Figure1D","1W","G10090_17655","71687","Tmem25","Tmem25",-0.947896796946125,2.35319248299362,-5.16973125157816,2.32001368069532e-05,5.95461518278091e-05,2.25463684054739,FALSE,"Not_strict",4.00500264399191,4.22514629957077,"Not strict"
"Figure1D","1W","G10090_1223","59049","Slc22a17","Slc22a17",0.960671257777255,3.6397432488796,5.16971712029608,2.32009882322593e-05,5.95461518278091e-05,2.06649150110402,FALSE,"Not_strict",4.05897660990157,4.22514629957077,"Not strict"
"Figure1D","1W","G10090_3477","11717","Ampd3","Ampd3",0.406694237177962,4.69139522379982,5.1691131855027,2.32374053774443e-05,5.96183866379861e-05,1.93763441203626,FALSE,"Not_strict",1.71812851911838,4.22461978079753,"Not strict"
"Figure1D","1W","G10090_6682","233529","Kctd14","Kctd14",1.52020835912356,-0.689203590375791,5.16911219861329,2.32374649337354e-05,5.96183866379861e-05,2.69211538374549,TRUE,"Up",6.42230230488716,4.22461978079753,"Up strict"
"Figure1D","1W","G10090_25246","223739","5031439G07Rik","5031439G07Rik",-0.769727922882261,6.81221736327067,-5.16880826697303,2.32558137542178e-05,5.96547679936567e-05,2.08159042473581,FALSE,"Not_strict",3.25160387573452,4.22435483899146,"Not strict"
"Figure1D","1W","G10090_11656","20686","Spa17","Spa17",-0.733764310942906,2.09587283720424,-5.16822124708879,2.32912943403831e-05,5.97350740690362e-05,2.29674690482297,FALSE,"Not_strict",3.09925211909358,4.22377059346339,"Not strict"
"Figure1D","1W","G10090_26720","106894","Hmgxb3","Hmgxb3",-0.335548003311811,4.7369868173091,-5.16594542729054,2.34293650004445e-05,6.00784165062464e-05,1.9104954950085,FALSE,"Not_strict",1.41644258632641,4.22128152260279,"Not strict"
"Figure1D","1W","G10090_20216","386463","Cdsn","Cdsn",-1.81390415012261,2.42536948446544,-5.16573384024914,2.34422434573709e-05,6.01006711068496e-05,2.25067850914509,TRUE,"Down",7.65670831685154,4.22112067847356,"Down strict"
"Figure1D","1W","G10090_2983","271564","Vps13a","Vps13a",-0.685179732950297,4.37653895659688,-5.16479426507198,2.34995177604359e-05,6.0236718371771e-05,1.92856723397564,FALSE,"Not_strict",2.89155350476224,4.22013869603465,"Not strict"
"Figure1D","1W","G10090_11259","26399","Map2k6","Map2k6",-1.06729044848401,4.4604760987892,-5.16459294736793,2.35118079258214e-05,6.02574289445613e-05,1.92491767965688,TRUE,"Down",4.50395438218703,4.21998940268275,"Down strict"
