"panel","timepoint","gene_id","ENTREZID","SYMBOL","label_final","logFC","AveExpr","t","P.Value","FDR","B","strict_DEG","direction","label_score","neg_log10_FDR","DEG_class"
"Figure1D","1W","G10090_346","74143","Opa1","Opa1",-0.933789426400798,6.192031217822,-6.16255746256785,1.81902898200099e-06,6.75282069038033e-06,4.56178257943358,FALSE,"Not_strict",4.82817203255057,5.17051478207491,"Not strict"
"Figure1D","1W","G10090_11197","17937","Nab2","Nab2",0.934839603758485,4.5072411124085,6.16193941746692,1.8218669204783e-06,6.76160204848674e-06,4.52469115014853,FALSE,"Not_strict",4.83307437689403,5.16995039305443,"Not strict"
"Figure1D","1W","G10090_11916","21838","Thy1","Thy1",1.3965784948575,6.49330436017883,6.15956061400522,1.83283193634642e-06,6.80053353410774e-06,4.61674695971885,TRUE,"Up",7.21675933814817,5.16745701349534,"Up strict"
"Figure1D","1W","G10090_27539","76477","Pcolce2","Pcolce2",-1.15176990199084,5.16452915441209,-6.15904546339274,1.83521532225421e-06,6.80761183949715e-06,4.47442259325199,TRUE,"Down",5.95120109016034,5.16700521508128,"Down strict"
"Figure1D","1W","G10090_17894","97031","Tprn","Tprn",0.683210073561858,2.3948978366499,6.15831718576936,1.83859012945509e-06,6.81836313620931e-06,4.79493329654682,FALSE,"Not_strict",3.52968178019767,5.166319872592,"Not strict"
"Figure1D","1W","G10090_19337","75398","Mrpl32","Mrpl32",-0.749369199896015,4.78963688497764,-6.15814350300486,1.83939589836778e-06,6.81958411957028e-06,4.46514397192988,FALSE,"Not_strict",3.87142271586027,5.16624210922664,"Not strict"
"Figure1D","1W","G10090_3284","14723","Gp1ba","Gp1ba",-1.07227105075883,0.790051338611404,-6.15784388933959,1.84078674342345e-06,6.82297308602254e-06,5.00835586817567,TRUE,"Down",5.53938049381224,5.16602634183968,"Down strict"
"Figure1D","1W","G10090_8345","238323","Rps6kl1","Rps6kl1",-0.815890289024052,0.921088143478138,-6.15598718175177,1.8494296705225e-06,6.8532335615866e-06,4.98723803437285,FALSE,"Not_strict",4.21334268609824,5.16410446695982,"Not strict"
"Figure1D","1W","G10090_20746","279766","Rhbdd3","Rhbdd3",-0.829875959423961,3.98581233809499,-6.15445800060381,1.85657891532945e-06,6.87794482456117e-06,4.51671428151163,FALSE,"Not_strict",4.28426892473202,5.16254131244607,"Not strict"
"Figure1D","1W","G10090_3312","28240","Trpm2","Trpm2",2.43232000385502,-1.56833237913799,6.15417226939008,1.85791787831674e-06,6.88112390180922e-06,5.09578641487782,TRUE,"Up",12.5564643619891,5.16234062215832,"Up strict"
"Figure1D","1W","G10090_16146","67839","Gpsm1","Gpsm1",0.989533647922085,3.85249341101569,6.15399387385378,1.85875435364469e-06,6.88244076455604e-06,4.56815859252554,FALSE,"Not_strict",5.10822751308441,5.16225751778238,"Not strict"
"Figure1D","1W","G10090_4535","73658","Spns1","Spns1",-0.461296848090666,4.63145542232876,-6.1536474735893,1.86037967564105e-06,6.88667706624394e-06,4.45936610216527,FALSE,"Not_strict",2.38120984682612,5.16199028170707,"Not strict"
"Figure1D","1W","G10090_14157","101056094","Gm21811","Gm21811",0.611687978441877,6.58730006151366,6.1533131386252,1.86194975573896e-06,6.89070673762096e-06,4.59251606965309,FALSE,"Not_strict",3.157372001541,5.16173623288072,"Not strict"
"Figure1D","1W","G10090_29172","16852","Lgals1","Lgals1",0.655142540425995,9.21914011484441,6.15303591540745,1.86325265227898e-06,6.89306866141782e-06,4.89834518190943,FALSE,"Not_strict",3.38157547892168,5.1615873955046,"Not strict"
"Figure1D","1W","G10090_22361","236733","Usp11","Usp11",0.955274120632706,2.87075147666872,6.15297239856033,1.86355129977119e-06,6.89306866141782e-06,4.71368816176447,FALSE,"Not_strict",4.93073086030951,5.1615873955046,"Not strict"
"Figure1D","1W","G10090_151","74315","Rnf145","Rnf145",0.760555515831249,4.92192473078517,6.15226594365003,1.86687623303292e-06,6.90358288654629e-06,4.4798320451111,FALSE,"Not_strict",3.92517032274132,5.16092545650833,"Not strict"
"Figure1D","1W","G10090_2423","13032","Ctsc","Ctsc",0.66129768308898,6.6883971669624,6.15209563868045,1.86767867506161e-06,6.90441979706601e-06,4.60186233721997,FALSE,"Not_strict",3.41287323253918,5.16087281086083,"Not strict"
"Figure1D","1W","G10090_11533","114863","Plpbp","Plpbp",-0.424573446735248,5.51978858032523,-6.15201315176267,1.86806746238834e-06,6.90441979706601e-06,4.46914161053979,FALSE,"Not_strict",2.19116955746941,5.16087281086083,"Not strict"
"Figure1D","1W","G10090_18392","18725","Pira2","Pira2",1.7712320737872,1.06397153964881,6.14962691425233,1.87935022026258e-06,6.9443276535445e-06,4.99499697490493,TRUE,"Up",9.13667003126019,5.15836979607332,"Up strict"
"Figure1D","1W","G10090_8723","20841","Zfp143","Zfp143",-0.445114252173674,3.83178462829848,-6.1493325990563,1.88074660615124e-06,6.94769351590872e-06,4.5205935161461,FALSE,"Not_strict",2.29597024071772,5.15815934786533,"Not strict"
"Figure1D","1W","G10090_6178","56738","Mocs1","Mocs1",-0.646748967905003,4.12284410329108,-6.14852429246737,1.88458706067159e-06,6.96008398071514e-06,4.48643227684114,FALSE,"Not_strict",3.33553376223828,5.15738552013928,"Not strict"
"Figure1D","1W","G10090_2880","22029","Traf1","Traf1",1.35348333249884,2.12905130570233,6.1473765869014,1.89005376692257e-06,6.97683081754366e-06,4.8335864743804,TRUE,"Up",6.97902269403871,5.1563418081801,"Up strict"
"Figure1D","1W","G10090_18740","414801","Itprip","Itprip",1.19393985296456,2.40129163020058,6.14736759831343,1.89009664451239e-06,6.97683081754366e-06,4.78598845953541,TRUE,"Up",6.15636198029356,5.1563418081801,"Up strict"
"Figure1D","1W","G10090_3931","67515","Ttc33","Ttc33",-0.752922966072711,4.75862760097173,-6.14717529721454,1.89101420076478e-06,6.97841779967634e-06,4.43817282733215,FALSE,"Not_strict",3.88225379803752,5.1562430327867,"Not strict"
"Figure1D","1W","G10090_32534","75625","Mageh1","Mageh1",0.600684392480991,2.88415668255463,6.14653355813459,1.89407950573827e-06,6.98792776659457e-06,4.6806175841897,FALSE,"Not_strict",3.0969194449356,5.155651592918,"Not strict"
"Figure1D","1W","G10090_3004","52551","Sgta","Sgta",-0.5973422285406,6.87333909350838,-6.14282600250867,1.91188792575666e-06,7.05181136739783e-06,4.59189644819162,FALSE,"Not_strict",3.07732754863045,5.1516993133883,"Not strict"
"Figure1D","1W","G10090_12322","68539","Tmem109","Tmem109",-1.03298684425735,8.05376761578946,-6.14225290613786,1.91465580169935e-06,7.06020076735877e-06,4.73384301836967,TRUE,"Down",5.32110421863851,5.15118294896005,"Down strict"
"Figure1D","1W","G10090_28415","71745","Cul2","Cul2",-0.854311893105237,5.62262331179519,-6.14201765537184,1.91579316698367e-06,7.06257496463249e-06,4.45212111339756,FALSE,"Not_strict",4.40059211060645,5.15103692939503,"Not strict"
"Figure1D","1W","G10090_8107","75593","Malsu1","Malsu1",-1.02918655801589,4.34899588839327,-6.14115669556432,1.91996149734713e-06,7.07435324683572e-06,4.449270717288,TRUE,"Down",5.30063317486906,5.15031325815977,"Down strict"
"Figure1D","1W","G10090_10117","56398","Chp1","Chp1",-0.490768981233972,7.47178199435527,-6.1411535379587,1.91997680181049e-06,7.07435324683572e-06,4.65760316844827,FALSE,"Not_strict",2.52761399074289,5.15031325815977,"Not strict"
"Figure1D","1W","G10090_29477","26395","Map2k1","Map2k1",-0.542279197616606,5.82829682905696,-6.14102463511243,1.9206016812653e-06,7.07483414686942e-06,4.46643668142167,FALSE,"Not_strict",2.79289173224336,5.15028373671444,"Not strict"
"Figure1D","1W","G10090_13646","214616","Afg2b","Afg2b",-0.759556957400105,3.38293626784362,-6.14064860401285,1.92242573915986e-06,7.07973102241811e-06,4.55979476395564,FALSE,"Not_strict",3.91170560194379,5.14998324198518,"Not strict"
"Figure1D","1W","G10090_21633","12934","Dpysl2","Dpysl2",0.87009977201488,4.63209607209707,6.13996245036616,1.92575867997468e-06,7.09018072269555e-06,4.45991831586605,FALSE,"Not_strict",4.48044190483958,5.1493426948777,"Not strict"
"Figure1D","1W","G10090_7808","67109","Zfp787","Zfp787",-0.682218332480602,4.32671928595091,-6.13847942383588,1.93298243479114e-06,7.11494640542592e-06,4.44180395489549,FALSE,"Not_strict",3.51194288440807,5.14782836696627,"Not strict"
"Figure1D","1W","G10090_32504","72273","Smim24","Smim24",1.17464186717479,-1.08198205748125,6.13809152942655,1.93487638683148e-06,7.11865772293874e-06,5.07415369294019,TRUE,"Up",6.04658869339441,5.14760188817166,"Up strict"
"Figure1D","1W","G10090_18110","106369","Ypel1","Ypel1",1.24464287951339,1.31489739044772,6.13802972718157,1.93517831946985e-06,7.11865772293874e-06,4.92036196355884,TRUE,"Up",6.40692603668256,5.14760188817166,"Up strict"
"Figure1D","1W","G10090_5331","12142","Prdm1","Prdm1",1.02467237883801,1.15670028640716,6.13796737258596,1.93548299908844e-06,7.11865772293874e-06,4.9334866584509,TRUE,"Up",5.27460547206391,5.14760188817166,"Up strict"
"Figure1D","1W","G10090_14163","98878","Ehd4","Ehd4",0.448289230724622,6.64911156766906,6.1378270856728,1.93616865294015e-06,7.11896582797272e-06,4.55799514501762,FALSE,"Not_strict",2.3076060642836,5.14758309173198,"Not strict"
"Figure1D","1W","G10090_17317","66966","Trit1","Trit1",-0.419267272741186,3.12848950523129,-6.1377466972057,1.93656166363621e-06,7.11896582797272e-06,4.59403130274515,FALSE,"Not_strict",2.15821312407911,5.14758309173198,"Not strict"
"Figure1D","1W","G10090_10132","69269","Scnm1","Scnm1",-0.598756481838079,4.36609976213426,-6.13682658525953,1.9410657679426e-06,7.13369085902068e-06,4.43412958664924,FALSE,"Not_strict",3.08161143177539,5.1466857148926,"Not strict"
"Figure1D","1W","G10090_29663","70420","Arpin","Arpin",0.685252242793021,3.44772158856231,6.13596854265821,1.94527561819567e-06,7.14732718151431e-06,4.5666107101006,FALSE,"Not_strict",3.52620959591542,5.14585633684749,"Not strict"
"Figure1D","1W","G10090_2055","12982","Csf2ra","Csf2ra",1.15582875454601,4.22369998755154,6.13052230989421,1.97221377022772e-06,7.24260765810782e-06,4.47646160492446,TRUE,"Up",5.94108120717821,5.14010504048393,"Up strict"
"Figure1D","1W","G10090_3062","18784","Pla2g5","Pla2g5",-1.35878649083634,2.39909071410879,-6.13052103636572,1.97222011345442e-06,7.24260765810782e-06,4.71079648088835,TRUE,"Down",6.98430529048936,5.14010504048393,"Down strict"
"Figure1D","1W","G10090_6312","574402","Gpr17","Gpr17",-1.18413884218861,-0.0309928558884629,-6.13000172040588,1.97480846454111e-06,7.25025242074084e-06,5.01568539670144,TRUE,"Down",6.08605549746621,5.13964687301155,"Down strict"
"Figure1D","1W","G10090_28179","20345","Selplg","Selplg",1.30848790060622,3.96525431031738,6.12831022536675,1.98326307825785e-06,7.27942495843756e-06,4.50749339758542,TRUE,"Up",6.72288381398031,5.13790292662669,"Up strict"
"Figure1D","1W","G10090_14006","208820","Triqk","Triqk",1.10590807733266,1.36545143546021,6.12653080373782,1.99219685317452e-06,7.31034081173859e-06,4.88119107879684,TRUE,"Up",5.68001286679913,5.13606237554458,"Up strict"
"Figure1D","1W","G10090_7448","73919","Lyrm1","Lyrm1",-0.886180479409294,2.53326551649194,-6.1258133927799,1.995810240013e-06,7.32172272361602e-06,4.66949172220579,FALSE,"Not_strict",4.55087946728766,5.13538672203789,"Not strict"
"Figure1D","1W","G10090_7666","75029","Purg","Purg",0.604263357342996,2.33444067562727,6.12346096507224,2.0077054794959e-06,7.36347337700302e-06,4.71442066707252,FALSE,"Not_strict",3.10163382800534,5.13291727905448,"Not strict"
"Figure1D","1W","G10090_8707","68730","Dus1l","Dus1l",-0.480977228606391,4.71257943173058,-6.12247185834724,2.01272845176448e-06,7.37915593533341e-06,4.37643504695959,FALSE,"Not_strict",2.46837192048296,5.13199331210534,"Not strict"
"Figure1D","1W","G10090_24765","212531","Sh3bgrl2","Sh3bgrl2",1.03058767753163,1.5969119718577,6.12241595980251,2.01301270152621e-06,7.37915593533341e-06,4.83695914961885,TRUE,"Up",5.2889690686305,5.13199331210534,"Up strict"
"Figure1D","1W","G10090_22485","51800","Bok","Bok",1.03287354030391,2.74591435734902,6.12217374867612,2.01424484068912e-06,7.38178179644097e-06,4.66040969396157,TRUE,"Up",5.30054050609573,5.13183879658309,"Up strict"
"Figure1D","1W","G10090_1732","227624","Rabl6","Rabl6",-0.810166737755239,6.80870063843432,-6.12182389035276,2.01602593820076e-06,7.38641761433463e-06,4.5313149979274,FALSE,"Not_strict",4.15742420066714,5.13156614178741,"Not strict"
"Figure1D","1W","G10090_32691","108167989","Gm46340","Gm46340",1.40155227667686,-0.906142449074821,6.12105655879982,2.0199379569487e-06,7.39885643764855e-06,5.03315314159967,TRUE,"Up",7.19113403521286,5.13083539934975,"Up strict"
"Figure1D","1W","G10090_16150","214048","Larp1b","Larp1b",-1.19342421132386,5.9583968741516,-6.12086744794029,2.02090326752631e-06,7.40049812220291e-06,4.43326663545292,TRUE,"Down",6.12314820095635,5.13073904723614,"Down strict"
"Figure1D","1W","G10090_7499","29877","Hdgfl3","Hdgfl3",0.783618255352158,4.03527958854912,6.12046333859581,2.02296760152987e-06,7.40616253402251e-06,4.45032462119664,FALSE,"Not_strict",4.02028039549789,5.13040676125032,"Not strict"
"Figure1D","1W","G10090_1594","109674","Ampd2","Ampd2",0.820180907544236,4.68936798568448,6.12023554271323,2.0241322073188e-06,7.4085309511354e-06,4.40575725671904,FALSE,"Not_strict",4.20774778249243,5.1302679003967,"Not strict"
"Figure1D","1W","G10090_853","118451","Mrps2","Mrps2",-0.424371153692873,4.85698292509657,-6.11855566154424,2.03274164326759e-06,7.43814002986514e-06,4.36294880484596,FALSE,"Not_strict",2.17640259050513,5.12853564990481,"Not strict"
"Figure1D","1W","G10090_12602","69568","Vkorc1l1","Vkorc1l1",-0.420071989873868,5.76269811606698,-6.1169777763824,2.04086221114167e-06,7.46594557864224e-06,4.39946774581744,FALSE,"Not_strict",2.15367346161565,5.12691518009167,"Not strict"
"Figure1D","1W","G10090_1946","26382","Fgd2","Fgd2",1.21258670039611,3.11027048098641,6.11582456296915,2.04681803888642e-06,7.48537906296199e-06,4.59486298188176,TRUE,"Up",6.2154601774932,5.12578620189618,"Up strict"
"Figure1D","1W","G10090_29767","69802","Cox11","Cox11",-0.923245202996457,4.25781282184896,-6.11574674373153,2.04722057525213e-06,7.48537906296199e-06,4.39140478714074,FALSE,"Not_strict",4.73235752248608,5.12578620189618,"Not strict"
"Figure1D","1W","G10090_25090","94043","Tm2d1","Tm2d1",-0.68112052833694,4.85190358793583,-6.11532340790996,2.04941177722308e-06,7.49147686943539e-06,4.35458448639691,FALSE,"Not_strict",3.49103733122296,5.12543255706426,"Not strict"
"Figure1D","1W","G10090_13479","17865","Mybl2","Mybl2",1.65670076653534,0.516422051458827,6.11503210670427,2.05092094605943e-06,7.49507907534638e-06,4.95841961096191,TRUE,"Up",8.49096216640542,5.12522378085367,"Up strict"
"Figure1D","1W","G10090_23811","17386","Mmp13","Mmp13",4.38367822080821,2.950376189239,6.1148892436029,2.05166150139194e-06,7.49587126536126e-06,4.82135232201037,TRUE,"Up",22.4671306532228,5.12517788066128,"Up strict"
"Figure1D","1W","G10090_8462","12894","Cpt1a","Cpt1a",1.07145138715664,5.35582700690692,6.11478254802495,2.0522147532802e-06,7.49597890101913e-06,4.40502328615424,TRUE,"Up",5.49137226794764,5.12517164453008,"Up strict"
"Figure1D","1W","G10090_14182","319513","Pced1a","Pced1a",0.548670704655036,3.75353193562441,6.11287149229158,2.06214990542676e-06,7.53034633747446e-06,4.45724682849732,FALSE,"Not_strict",2.81094155100359,5.12318504916516,"Not strict"
"Figure1D","1W","G10090_3791","231946","Fam221a","Fam221a",1.19733125755877,-0.657209796219418,6.1122323350087,2.065483628283e-06,7.54059597049951e-06,5.00772038920899,TRUE,"Up",6.13344230911277,5.12259432833833,"Up strict"
"Figure1D","1W","G10090_14888","218865","Chdh","Chdh",-2.27649168430373,2.00683501555366,-6.11207575380001,2.06630116024525e-06,7.54165669580967e-06,4.7537806092955,TRUE,"Down",11.6614043257621,5.12253324102466,"Down strict"
"Figure1D","1W","G10090_24203","50709","H1f4","H1f4",-2.02436458067091,-0.0398511383106265,-6.11196484403708,2.06688043409785e-06,7.54184749933054e-06,4.97767022393511,TRUE,"Down",10.3698526137566,5.12252225353592,"Down strict"
"Figure1D","1W","G10090_14922","11677","Akr1b1","Akr1b1",-0.887527416001872,7.36512892022593,-6.11132050290692,2.07024904534042e-06,7.55221363442944e-06,4.57005041848578,FALSE,"Not_strict",4.54584951108502,5.12192573336285,"Not strict"
"Figure1D","1W","G10090_33723","382384","Cimap1d","Cimap1d",-4.12858063169879,1.21188171489701,-6.10956097272584,2.07947628084269e-06,7.58394114555041e-06,4.91789124360516,TRUE,"Down",21.1387665250041,5.12010504595768,"Down strict"
"Figure1D","1W","G10090_1432","16897","Llgl1","Llgl1",0.509231871502262,5.07894313193823,6.10943457036138,2.0801407589155e-06,7.58443169448146e-06,4.36012622018989,FALSE,"Not_strict",2.60730637032339,5.12007695557565,"Not strict"
"Figure1D","1W","G10090_519","109245","Lrrc39","Lrrc39",-1.63458734002745,5.66552124446361,-6.10927099319697,2.08100097929678e-06,7.58563551062561e-06,4.38592084301898,TRUE,"Down",8.36910030497394,5.12000802895817,"Down strict"
"Figure1D","1W","G10090_15588","102115","Dohh","Dohh",-0.778401690151924,4.88101916210438,-6.1088993419681,2.08295676336656e-06,7.58986775937164e-06,4.33847221735846,FALSE,"Not_strict",3.98523434480808,5.11976579088654,"Not strict"
"Figure1D","1W","G10090_13457","210029","Metrnl","Metrnl",1.03945709679598,4.53592261072656,6.10884882764445,2.08322273487609e-06,7.58986775937164e-06,4.39332742148672,TRUE,"Up",5.32177688527028,5.11976579088654,"Up strict"
"Figure1D","1W","G10090_31716","665033","Col6a5","Col6a5",1.87562659733,1.00872657403132,6.10860172343132,2.08452430205344e-06,7.59267683550184e-06,4.90220795376612,TRUE,"Up",9.60246746423099,5.11960508445569,"Up strict"
"Figure1D","1W","G10090_24276","226252","Fhip2a","Fhip2a",0.352520937333581,5.02858647472984,6.10821185856776,2.08657950878825e-06,7.59822884230756e-06,4.35134473124531,FALSE,"Not_strict",1.80465607400831,5.11928763056877,"Not strict"
"Figure1D","1W","G10090_20032","68281","Rlig1","Rlig1",-0.528081437885838,3.41505907993898,-6.10795969284044,2.08790991805353e-06,7.60113936333353e-06,4.47134265149282,FALSE,"Not_strict",2.70331293935529,5.11912130480847,"Not strict"
"Figure1D","1W","G10090_16252","380712","Tlcd2","Tlcd2",0.831624507790036,2.22077356754568,6.10742600547202,2.09072845738643e-06,7.60894037987936e-06,4.70000759063208,FALSE,"Not_strict",4.25681625835948,5.11867581881584,"Not strict"
"Figure1D","1W","G10090_11405","408065","Zfp456","Zfp456",0.798137426461984,0.798241375317109,6.1073526628182,2.09111610048673e-06,7.60894037987936e-06,4.89420807100324,FALSE,"Not_strict",4.08540674492286,5.11867581881584,"Not strict"
"Figure1D","1W","G10090_20589","30960","Vapa","Vapa",-0.67602527500497,7.0049705461642,-6.10708279102982,2.09254310125436e-06,7.61219733656611e-06,4.51635199821438,FALSE,"Not_strict",3.46022858397193,5.11848996170519,"Not strict"
"Figure1D","1W","G10090_15303","69754","Fbxo7","Fbxo7",-0.366333827746691,3.69453010337835,-6.10648813526183,2.09569095245974e-06,7.62121650977387e-06,4.42908818887851,FALSE,"Not_strict",1.87488762864354,5.11797570040399,"Not strict"
"Figure1D","1W","G10090_13178","225115","Svil","Svil",-0.896466116918992,7.82383373944322,-6.10641328879186,2.09608749790161e-06,7.62121650977387e-06,4.61415876997245,FALSE,"Not_strict",4.58809180262692,5.11797570040399,"Not strict"
"Figure1D","1W","G10090_33154","215449","Rap1b","Rap1b",0.790806937716262,6.75747337061004,6.10622389181706,2.09709128578416e-06,7.62206712201673e-06,4.49579115963193,FALSE,"Not_strict",4.0472923610259,5.11792723103051,"Not strict"
"Figure1D","1W","G10090_12369","54135","Lsr","Lsr",1.02090785367749,1.02687363208097,6.10616817963827,2.09738664848731e-06,7.62206712201673e-06,4.86990045301097,TRUE,"Up",5.22493210470896,5.11792723103051,"Up strict"
"Figure1D","1W","G10090_419","16548","Khk","Khk",-0.766686692937684,3.34506986052733,-6.1047709427167,2.1048080438074e-06,7.64709518023045e-06,4.4745620001966,FALSE,"Not_strict",3.92275515111098,5.11650350429366,"Not strict"
"Figure1D","1W","G10090_14857","245537","Nlgn3","Nlgn3",1.62602403082527,0.075314007737945,6.1036861618802,2.11058821578386e-06,7.66614922743221e-06,4.96006712412751,TRUE,"Up",8.31780028864165,5.1154227311266,"Up strict"
"Figure1D","1W","G10090_1782","17951","Naip5","Naip5",1.00678756446278,1.70470840004279,6.1031763506237,2.11331027036518e-06,7.67408862704797e-06,4.77328073552919,TRUE,"Up",5.14969139974757,5.11497318949845,"Up strict"
"Figure1D","1W","G10090_10772","70247","Psmd1","Psmd1",-0.802190018833237,7.53809941082592,-6.1015396211363,2.1220734364177e-06,7.70395559324549e-06,4.56586266056777,FALSE,"Not_strict",4.10182717651354,5.11328622921478,"Not strict"
"Figure1D","1W","G10090_20476","52892","Sco1","Sco1",-0.382137449672465,2.97257719162185,-6.09981317072371,2.1313569616366e-06,7.73569603803738e-06,4.52502345269215,FALSE,"Not_strict",1.95329580462297,5.11150060350579,"Not strict"
"Figure1D","1W","G10090_9544","11820","App","App",0.736952607211243,8.50530976616682,6.09839816137178,2.1389965357431e-06,7.76014894127497e-06,4.68495291940775,FALSE,"Not_strict",3.76592358483436,5.11012994320662,"Not strict"
"Figure1D","1W","G10090_18780","69352","Necab1","Necab1",-1.45021487464256,-0.286987539772891,-6.09836352736532,2.13918387139391e-06,7.76014894127497e-06,4.95483043071513,TRUE,"Down",7.41078645499458,5.11012994320662,"Down strict"
"Figure1D","1W","G10090_21004","17886","Myh9","Myh9",0.935895268236056,7.27430856464199,6.09826423549786,2.13972103432821e-06,7.76014894127497e-06,4.5427671198218,FALSE,"Not_strict",4.78254643391846,5.11012994320662,"Not strict"
"Figure1D","1W","G10090_15249","70911","Phyhipl","Phyhipl",1.9554790835713,-0.496832658858354,6.09700735774615,2.14653251614352e-06,7.78287986788192e-06,4.97070950416644,TRUE,"Up",9.99026823149683,5.10885967302272,"Up strict"
"Figure1D","1W","G10090_8222","17112","Tm4sf1","Tm4sf1",0.703628873611227,5.15683809925573,6.0947214497583,2.15897716927142e-06,7.82601881191572e-06,4.33150917553974,FALSE,"Not_strict",3.59305207346446,5.1064591124919,"Not strict"
"Figure1D","1W","G10090_33981","69942","Rnf113a1","Rnf113a1",-0.661911548261192,0.996681541693528,-6.09359085381672,2.16515926530524e-06,7.84570957312152e-06,4.82211238973055,FALSE,"Not_strict",3.37930188661394,5.10536777231217,"Not strict"
"Figure1D","1W","G10090_25874","67529","Fgfr1op2","Fgfr1op2",-0.526303708448932,6.50268848958275,-6.09352758459336,2.16550575178744e-06,7.84570957312152e-06,4.42254807859962,FALSE,"Not_strict",2.68697399156356,5.10536777231217,"Not strict"
"Figure1D","1W","G10090_28937","68943","Pink1","Pink1",-1.32078862797414,8.9494005624869,-6.09324286303153,2.16706569280655e-06,7.8493741153517e-06,4.71551215773618,TRUE,"Down",6.74284383784503,5.10516497116376,"Down strict"
"Figure1D","1W","G10090_4087","78926","Gas2l1","Gas2l1",0.972045714727712,4.92325222075586,6.09248399056467,2.17122900069846e-06,7.86246412677017e-06,4.33745026074278,FALSE,"Not_strict",4.96175031415122,5.10444132305145,"Not strict"
"Figure1D","1W","G10090_1507","75578","Fggy","Fggy",-0.613338022525139,2.81221359962064,-6.09177069700706,2.17514965765881e-06,7.87466904901472e-06,4.53260466716398,FALSE,"Not_strict",3.13033478202845,5.10376768937416,"Not strict"
"Figure1D","1W","G10090_9162","12522","Cd83","Cd83",1.42988316126486,2.86706713145729,6.09111460122905,2.17876226955985e-06,7.88575286789858e-06,4.58211123115512,TRUE,"Up",7.29691803113681,5.10315683743141,"Up strict"
"Figure1D","1W","G10090_28643","54683","Prdx5","Prdx5",-0.454523019937763,6.09510711781816,-6.09060715682084,2.1815605503034e-06,7.89388445901188e-06,4.36618954276916,FALSE,"Not_strict",2.31929881115805,5.10270923456336,"Not strict"
"Figure1D","1W","G10090_30166","20364","Selenow","Selenow",-1.12319538607685,9.57415534975538,-6.0901190789944,2.18425547715922e-06,7.90163805197815e-06,4.7704043447236,TRUE,"Down",5.73086057557102,5.10228286779919,"Down strict"
"Figure1D","1W","G10090_12380","12802","Cnr2","Cnr2",1.50684775587706,0.0383077613514341,6.08964866268245,2.18685608417968e-06,7.90904660619041e-06,4.92656689090291,TRUE,"Up",7.68775019832129,5.10187586525398,"Up strict"
"Figure1D","1W","G10090_7159","27397","Mrpl17","Mrpl17",-0.493866680058559,5.42455749969857,-6.08909937179444,2.18989671265926e-06,7.91804240901128e-06,4.30250439939554,FALSE,"Not_strict",2.5194026792168,5.10138217649765,"Not strict"
"Figure1D","1W","G10090_29904","11545","Parp1","Parp1",-0.645121340469112,5.92729292922173,-6.08891284692154,2.19093020672395e-06,7.9197782744194e-06,4.34362220911863,FALSE,"Not_strict",3.29094909268038,5.1012869769388,"Not strict"
"Figure1D","1W","G10090_29708","217057","Ptrh2","Ptrh2",-0.496151227973929,3.59060509019988,-6.08848186547534,2.19332007608276e-06,7.92641505273243e-06,4.39649030744722,FALSE,"Not_strict",2.53082930468912,5.10092319034249,"Not strict"
"Figure1D","1W","G10090_3567","70237","Bhlhb9","Bhlhb9",0.762451172701347,3.20333922741785,6.08824901239776,2.19461238911873e-06,7.92908303475844e-06,4.48760299003281,FALSE,"Not_strict",3.88909343135005,5.10077703411627,"Not strict"
"Figure1D","1W","G10090_17612","98417","Cnih4","Cnih4",-0.565082314035131,5.36313656138931,-6.08810479906895,2.19541314733674e-06,7.92997414223527e-06,4.29641190281088,FALSE,"Not_strict",2.88233131080105,5.10072822881138,"Not strict"
"Figure1D","1W","G10090_15921","71037","Prss55","Prss55",-2.12515851097665,-0.716351949914792,-6.08750245589893,2.1987609229481e-06,7.93855122068969e-06,4.94819301769489,TRUE,"Down",10.8388582880689,5.10025874874047,"Down strict"
"Figure1D","1W","G10090_7686","80287","Apobec3","Apobec3",0.742593389076199,4.73028316113508,6.08747796612189,2.19889714477073e-06,7.93855122068969e-06,4.31764582297953,FALSE,"Not_strict",3.78741842939271,5.10025874874047,"Not strict"
"Figure1D","1W","G10090_12059","54380","Smarcal1","Smarcal1",-0.547413529659817,4.68934152944971,-6.08716505584696,2.20063842970033e-06,7.94283393882507e-06,4.28717557908145,FALSE,"Not_strict",2.79182242229527,5.10002451716933,"Not strict"
"Figure1D","1W","G10090_9354","23834","Cdc6","Cdc6",1.43625351763409,0.540693483434414,6.08656430960893,2.20398539038342e-06,7.95290845228873e-06,4.88126564185237,TRUE,"Up",7.3241374946833,5.09947401677957,"Up strict"
"Figure1D","1W","G10090_24061","68463","Mrpl14","Mrpl14",-0.804429788618827,4.71456653776674,-6.0861949776769,2.20604562820233e-06,7.95833601845314e-06,4.28470394588244,FALSE,"Not_strict",4.10193046181189,5.09917772793414,"Not strict"
"Figure1D","1W","G10090_15425","242642","Hpdl","Hpdl",-1.10726222001063,-0.338385273011518,-6.08536426144731,2.21068674490437e-06,7.97306905401373e-06,4.92461459014846,TRUE,"Down",5.64523743908705,5.09837447450601,"Down strict"
"Figure1D","1W","G10090_22628","12462","Cct3","Cct3",-0.347675341522943,6.17664262354294,-6.08428643704963,2.21672320341812e-06,7.99282584129926e-06,4.35992872399865,FALSE,"Not_strict",1.77220539663541,5.0972996499335,"Not strict"
