"st_gene_id","ENTREZID","SYMBOL"
"G10090_10011","226548","Aph1a"
"G10090_8195","226551","Suco"
"G10090_7358","226562","Prrc2c"
"G10090_8","226564","Fmo4"
"G10090_6553","226565","Fmo6"
"G10090_3604","22658","Pcgf2"
"G10090_3727","226591","Tiprl"
"G10090_12478","226594","Rcsd1"
"G10090_7406","22661","Zfp148"
"G10090_16071","226610","Fam78b"
"G10090_11446","226641","Atf6"
"G10090_32677","226646","Ndufs2"
"G10090_15333","226652","Arhgap30"
"G10090_11406","226654","Tstd1"
"G10090_25229","22666","Zbtb14"
"G10090_5564","22668","Sf1"
"G10090_1379","226691","Ifi207"
"G10090_29508","226695","Ifi205"
"G10090_13909","22670","Trim26"
"G10090_6923","22671","Rnf112"
"G10090_592","22673","Zfp185"
"G10090_5163","226744","Cnst"
"G10090_5774","226747","Ahctf1"
"G10090_2525","226751","Cdc42bpa"
"G10090_6470","226757","Wdr26"
"G10090_30776","226777","C130074G19Rik"
"G10090_4555","226778","Mark1"
"G10090_6866","22678","Zfp2"
"G10090_18098","226781","Slc30a10"
"G10090_28446","226791","Lyplal1"
"G10090_1790","22680","Zfp207"
"G10090_18900","22682","Zfand5"
"G10090_6035","226823","Kctd3"
"G10090_9025","226830","Smyd2"
"G10090_10384","226841","Vash2"
"G10090_26432","226844","Flvcr1"
"G10090_31881","226849","Ppp2r5a"
"G10090_13459","22685","Zfp239"
"G10090_350","226856","Lpgat1"
"G10090_12857","226861","Hhat"
"G10090_10302","226866","Sbspon"
"G10090_26177","22687","Zpr1"
"G10090_5214","22688","Zfp26"
"G10090_10375","22689","Zfp27"
"G10090_3138","226896","Tfap2d"
"G10090_18558","22690","Zfp28"
"G10090_12116","22691","Zscan2"
"G10090_798","226922","Kcnq5"
"G10090_8874","22693","Zfp30"
"G10090_27175","22694","Zfp35"
"G10090_17548","22695","Zfp36"
"G10090_17004","22696","Zfp37"
"G10090_6284","22697","Zscan21"
"G10090_29657","226970","Arhgef4"
"G10090_4785","226971","Plekhb2"
"G10090_8693","226976","Kansl3"
"G10090_11365","226977","Actr1b"
"G10090_21994","22698","Zfp39"
"G10090_27493","226982","Eif5b"
"G10090_33398","226999","Slc9a2"
"G10090_13204","22700","Zfp40"
"G10090_19631","22701","Zfp41"
"G10090_20393","22702","Zfp42"
"G10090_12412","22704","Zfp46"
"G10090_9527","227058","Dnah7b"
"G10090_2218","227059","Slc39a10"
"G10090_16346","22709","Zfp51"
"G10090_18543","227094","Nemp2"
"G10090_24389","227095","Hibch"
"G10090_3354","227099","Pms1"
"G10090_3989","22710","Zfp52"
"G10090_26742","227102","Ormdl1"
"G10090_650","22712","Zfp54"
"G10090_20917","227120","Plcl1"
"G10090_9099","22715","Zfp57"
"G10090_20303","227154","Stradb"
"G10090_1429","227157","Mpp4"
"G10090_21002","22717","Zfp59"
"G10090_15059","22718","Zfp60"
"G10090_11273","22719","Zfp61"
"G10090_24554","227195","Ino80d"
"G10090_7579","227197","Ndufs1"
"G10090_7107","22720","Zfp62"
"G10090_20285","227210","Ccnyl1"
"G10090_13497","22722","Zfp64"
"G10090_13823","227231","Cps1"
"G10090_12728","22724","Zbtb7b"
"G10090_9085","227288","Cxcr1"
"G10090_19837","227289","Gpbar1"
"G10090_282","227290","Aamp"
"G10090_31880","227292","Ctdsp1"
"G10090_23086","227298","Retreg2"
"G10090_33627","227325","Dner"
"G10090_10405","227326","Gpr55"
"G10090_32150","227327","B3gnt7"
"G10090_13122","227331","Gigyf2"
"G10090_2865","227333","Dgkd"
"G10090_14794","227334","Usp40"
"G10090_14037","227357","Espnl"
"G10090_3999","227358","Erfe"
"G10090_21997","227377","Farp2"
"G10090_2052","227394","Slco4c1"
"G10090_235","227399","Ppip5k2"
"G10090_5853","227446","Relch"
"G10090_1915","227449","Zcchc2"
"G10090_31949","22746","Zfp85"
"G10090_10238","227485","Cdh19"
"G10090_11810","22750","Zfp9"
"G10090_21737","22751","Zfp90"
"G10090_7392","227522","Rpp38"
"G10090_4027","227525","Dclre1c"
"G10090_27736","227526","Cdnf"
"G10090_16979","22754","Zfp92"
"G10090_14053","227541","Camk1d"
"G10090_3424","227545","Proser2"
"G10090_3367","22755","Zfp93"
"G10090_3518","22756","Zfp94"
"G10090_3903","22757","Zkscan5"
"G10090_3529","22758","Zscan12"
"G10090_26120","227580","C1ql3"
"G10090_23344","22759","Zfp97"
"G10090_19073","22761","Zfpm1"
"G10090_33204","227612","Tor4a"
"G10090_6358","227613","Tubb4b"
"G10090_2935","227615","Tmem203"
"G10090_23803","227618","Lrrc26"
"G10090_6978","227619","Man1b1"
"G10090_11840","22762","Zfpm2"
"G10090_2452","227620","Uap1l1"
"G10090_6915","227622","Paxx"
"G10090_1732","227624","Rabl6"
"G10090_12911","227627","Obp2a"
"G10090_2007","22763","Zfr"
"G10090_9775","227631","Sohlh1"
"G10090_2895","227632","Kcnt1"
"G10090_65","227634","Camsap1"
"G10090_22473","227638","Qsox2"
"G10090_13444","22764","Zfx"
"G10090_19350","227644","Snapc4"
"G10090_15788","227648","Sec16a"
"G10090_31864","227656","Rexo4"
"G10090_16730","227659","Slc2a6"
"G10090_6084","227671","Gbgt1"
"G10090_1792","227674","Ddx31"
"G10090_4832","227682","Trub2"
"G10090_6689","227683","Coq4"
"G10090_14787","227693","Zer1"
"G10090_13874","227695","Spout1"
"G10090_1274","227696","Phyhd1"
"G10090_28812","227697","Dolk"
"G10090_20464","227699","Nup188"
"G10090_7648","22770","Zhx1"
"G10090_8908","227700","Sh3glb2"
"G10090_32641","227707","BC005624"
"G10090_838","22771","Zic1"
"G10090_26011","227715","Exosc2"
"G10090_13359","227717","Qrfp"
"G10090_25111","22772","Zic2"
"G10090_5807","227720","Nup214"
"G10090_12531","227721","Plpp7"
"G10090_1828","227723","Prrc2b"
"G10090_22324","22773","Zic3"
"G10090_19928","227731","Slc25a25"
"G10090_10271","227733","Pip5kl1"
"G10090_20738","227736","Cfap157"
"G10090_14725","227737","Niban2"
"G10090_4407","227738","Lrsam1"
"G10090_1278","22774","Zic4"
"G10090_5314","227743","Mapkap1"
"G10090_2226","227746","Rabepk"
"G10090_4948","22775","Zik1"
"G10090_93","227753","Gsn"
"G10090_14815","22776","Zim1"
"G10090_789","22778","Ikzf1"
"G10090_3751","22779","Ikzf2"
"G10090_9141","22780","Ikzf3"
"G10090_2882","227800","Rabgap1"
"G10090_5654","227801","Dennd1a"
"G10090_5628","22781","Ikzf4"
"G10090_19721","22782","Slc30a1"
"G10090_23391","227835","Gtdc1"
"G10090_26016","22784","Slc30a3"
"G10090_18539","22785","Slc30a4"
"G10090_24754","22786","Zp1"
"G10090_7380","227867","Epc2"
"G10090_3052","22787","Zp2"
"G10090_31586","22788","Zp3"
"G10090_22034","22789","Zp3r"
"G10090_22428","22791","Dnajc2"
"G10090_12551","227929","Cytip"
"G10090_6339","22793","Zyx"
"G10090_4491","227933","Ccdc148"
"G10090_1315","227937","Pkp4"
"G10090_9924","227960","Gca"
"G10090_13489","228003","Klhl41"
"G10090_12060","228005","Ppig"
"G10090_1341","228012","Tlk1"
"G10090_18343","228019","Mettl8"
"G10090_6837","228026","Pdk1"
"G10090_18712","228033","Atp5mc3"
"G10090_28458","228061","Agps"
"G10090_17103","228071","Sestd1"
"G10090_10309","228094","Cerkl"
"G10090_30129","228136","Zdhhc5"
"G10090_8628","228139","P2rx3"
"G10090_5116","228140","Tnks1bp1"
"G10090_24873","228151","Fads2b"
"G10090_1667","228355","Madd"
"G10090_5820","228356","Cstpp1"
"G10090_5665","228357","Lrp4"
"G10090_13104","228359","Arhgap1"
"G10090_14904","228361","Ambra1"
"G10090_2367","228366","Large2"
"G10090_15189","228368","Slc35c1"
"G10090_22399","228410","Cstf3"
"G10090_22130","228413","Prrg4"
"G10090_4338","228421","Kif18a"
"G10090_5174","228432","Ano3"
"G10090_25025","228482","Arhgap11a"
"G10090_17142","228491","Zfp770"
"G10090_4459","228536","Bahd1"
"G10090_6266","228543","Rhov"
"G10090_18508","228545","Vps18"
"G10090_25060","228550","Itpka"
"G10090_9381","228564","Frmd5"
"G10090_32354","228576","Mall"
"G10090_2307","228592","F830045P16Rik"
"G10090_5332","228598","Ebf4"
"G10090_17740","228602","Dnaaf9"
"G10090_1299","228607","Mavs"
"G10090_1573","228608","Smox"
"G10090_11998","228662","Btbd3"
"G10090_8401","228677","Sptlc3"
"G10090_14896","228684","Sel1l2"
"G10090_31718","228714","Kat14"
"G10090_10820","228715","Smim26"
"G10090_5297","228730","Kiz"
"G10090_21168","228731","Nkx2-4"
"G10090_19454","228756","Cstl1"
"G10090_10470","228765","Sdcbp2"
"G10090_27656","228769","Psmf1"
"G10090_10978","228770","Rspo4"
"G10090_18148","228775","Trib3"
"G10090_18032","228777","Nrsn2"
"G10090_4533","228778","6820408C15Rik"
"G10090_7218","228785","Mylk2"
"G10090_4305","228787","Xkr7"
"G10090_5767","228788","Ccm2l"
"G10090_26755","228790","Asxl1"
"G10090_22145","228796","Bpifb6"
"G10090_26737","228801","Bpifb1"
"G10090_13447","228802","Bpifb5"
"G10090_13275","228807","Zfp341"
"G10090_28334","228812","Pigu"
"G10090_3323","228829","Phf20"
"G10090_730","228836","Dlgap4"
"G10090_15426","228839","Tgif2"
"G10090_1413","228846","D630003M21Rik"
"G10090_10467","228850","Ralgapb"
"G10090_8740","228852","Ppp1r16b"
"G10090_15200","228858","Gdap1l1"
"G10090_19502","228859","Fitm2"
"G10090_18419","228866","Pcif1"
"G10090_2517","228869","Ncoa5"
"G10090_1093","228875","Slc35c2"
"G10090_18827","228876","Zfp334"
"G10090_1155","228880","Zmynd8"
"G10090_16878","228889","Ddx27"
"G10090_5119","228911","Tshz2"
"G10090_7592","228913","Zfp217"
"G10090_1128","228960","Stx16"
"G10090_18013","228961","Npepl1"
"G10090_7546","228966","Ppp1r3d"
"G10090_32761","228980","Taf4"
"G10090_18724","228983","Osbpl2"
"G10090_10326","228993","Slc17a9"
"G10090_29352","228994","Ythdf1"
"G10090_4029","228998","Arfgap1"
"G10090_4837","229003","Helz2"
"G10090_6720","229004","Gmeb2"
"G10090_23189","229007","Zgpat"
"G10090_9603","229011","Samd10"
"G10090_23173","229055","Zbtb10"
"G10090_8878","229096","Ythdf3"
"G10090_26499","229211","Acad9"
"G10090_28489","229214","Qrfpr"
"G10090_3724","229227","Bltp1"
"G10090_830","229228","Nudt6"
"G10090_27927","229277","Stoml3"
"G10090_10686","229279","Hnrnpa3"
"G10090_9537","229285","Spart"
"G10090_4957","229302","Tm4sf4"
"G10090_16110","229317","Eif2a"
"G10090_14661","229320","Clrn1"
"G10090_31980","229323","Gpr171"
"G10090_12942","229333","Aadacl2fm1"
"G10090_7004","229357","Gpr149"
"G10090_2997","229363","Gmps"
"G10090_5495","229445","Ctso"
"G10090_2643","229473","Tmem131l"
"G10090_22291","229474","Fhdc1"
"G10090_20561","229487","Gatb"
"G10090_13329","229488","Fhip1a"
"G10090_22173","229499","Fcrl1"
"G10090_4228","229503","Mettl25b"
"G10090_26980","229504","Isg20l2"
"G10090_21959","229512","Smg5"
"G10090_10","229517","Slc25a44"
"G10090_15609","229521","Syt11"
"G10090_9717","229524","Msto1"
"G10090_14022","229534","Pbxip1"
"G10090_12057","229541","Dennd4b"
"G10090_8602","229542","Gatad2b"
"G10090_21119","229543","Ints3"
"G10090_27507","229571","Tdpoz8"
"G10090_29093","229574","Flg2"
"G10090_2934","229584","Pogz"
"G10090_29604","229588","Gm128"
"G10090_32938","229589","Prune1"
"G10090_15405","229593","Golph3l"
"G10090_20758","229595","Adamtsl4"
"G10090_20805","229599","Ciart"
"G10090_1818","229600","BC028528"
"G10090_11853","229603","Otud7b"
"G10090_8138","229615","Pias3"
"G10090_1688","229644","Trim45"
"G10090_21381","229658","Vangl1"
"G10090_11979","229663","Csde1"
"G10090_1148","229665","Ampd1"
"G10090_1186","229672","Bcl2l15"
"G10090_12550","229675","Rsbn1"
"G10090_6170","229681","St7l"
"G10090_7382","229687","Chil5"
"G10090_19850","229688","Chil6"
"G10090_17626","229697","Cym"
"G10090_18795","229699","Slc16a4"
"G10090_24790","229700","Rbm15"
"G10090_4659","229706","Slc6a17"
"G10090_6297","229707","Strip1"
"G10090_7606","229709","Ahcyl1"
"G10090_1205","229714","Gpr61"
"G10090_22842","229715","Amigo1"
"G10090_13225","229722","Elapor1"
"G10090_10564","229725","Clcc1"
"G10090_33013","229731","Slc25a24"
"G10090_6325","229759","Olfm3"
"G10090_8451","229776","Cdc14a"
"G10090_3865","229780","Trmt13"
"G10090_6892","229782","Slc35a3"
"G10090_30991","229791","Plppr4"
"G10090_31833","229801","Tram1l1"
"G10090_1330","229841","Cenpe"
"G10090_18195","229861","Gm567"
"G10090_24964","229862","Gm4861"
"G10090_3875","229877","Rap1gds1"
"G10090_23580","229898","Gbp5"
"G10090_14738","229900","Gbp7"
"G10090_15293","229905","Kyat3"
"G10090_26368","229906","Gtf2b"
"G10090_30185","229927","Clca3b"
"G10090_5859","229933","Clca2"
"G10090_5996","229937","Znhit6"
"G10090_14016","229949","Ak5"
"G10090_2101","230025","Prdm13"
"G10090_20621","230027","Coq3"
"G10090_32151","230073","Rigi"
"G10090_23044","230075","Ndufb6"
"G10090_16309","230082","Nol6"
"G10090_2008","230085","Phf24"
"G10090_6123","230088","Atosb"
"G10090_9779","230098","Arhgef39"
"G10090_24682","230099","Car9"
"G10090_19431","230101","Gba2"
"G10090_1443","230103","Npr2"
"G10090_8260","230119","Zbtb5"
"G10090_606","230125","Slc25a51"
"G10090_30808","230126","Shb"
"G10090_13762","230145","Galnt12"
"G10090_19983","230157","Tmeff1"
"G10090_3226","230161","Acnat1"
"G10090_17202","230162","Zfp189"
"G10090_30412","230163","Aldob"
"G10090_5131","230233","Elp1"
"G10090_9080","230234","Abitram"
"G10090_28571","230235","Frrs1l"
"G10090_4531","230249","Ecpas"
"G10090_5685","230257","Ptbp3"
"G10090_13199","230259","E130308A19Rik"
"G10090_1190","230279","Tmem268"
"G10090_33549","230316","Megf9"
"G10090_18889","230376","Haus6"
"G10090_1177","230379","Acer2"
"G10090_2806","230393","Focad"
"G10090_7861","230459","Cyp2j13"
"G10090_29129","230484","Usp1"
"G10090_25323","230500","Efcab7"
"G10090_15549","230514","Leprot"
"G10090_1563","230558","C8a"
"G10090_14415","230576","Ttc22"
"G10090_17433","230577","Pars2"
"G10090_28426","230579","Fam151a"
"G10090_4148","230582","Cyb5rl"
"G10090_24238","230584","Yipf1"
"G10090_8459","230587","Glis1"
"G10090_14670","230590","Zyg11a"
"G10090_4593","230594","Tut4"
"G10090_9789","230596","Prpf38a"
"G10090_6103","230597","Zfyve9"
"G10090_7174","230598","Nrdc"
"G10090_13126","230603","Ttc39a"
"G10090_21349","230612","Slc5a9"
"G10090_22058","230623","Skint11"
"G10090_18843","230648","Efcab14"
"G10090_22449","230649","Atpaf1"
"G10090_25113","230654","Lrrc41"
"G10090_20857","230657","Tmem69"
"G10090_10189","230661","Tesk2"
"G10090_14591","230673","Ipo13"
"G10090_722","230674","Kdm4a"
"G10090_17904","230676","Szt2"
"G10090_3199","230678","Tmem125"
"G10090_22649","230696","AU022252"
"G10090_6717","230700","Foxj3"
"G10090_11808","230709","Zmpste24"
"G10090_4970","230718","Nt5c1a"
"G10090_461","230721","Pabpc4"
"G10090_15446","230726","Rhbdl2"
"G10090_30712","230734","Yrdc"
"G10090_1334","230735","Epha10"
"G10090_11779","230737","Gnl2"
"G10090_32841","230738","Zc3h12a"
"G10090_2162","230751","Oscp1"
"G10090_8689","230752","Eva1b"
"G10090_25973","230753","Thrap3"
"G10090_6757","230757","5730409E04Rik"
"G10090_7115","230761","Zfp362"
"G10090_29737","230766","Fam167b"
"G10090_16571","230767","Iqcc"
"G10090_15805","230770","Tmem39b"
"G10090_2802","230775","Adgrb2"
"G10090_10311","230777","Hcrtr1"
"G10090_14030","230779","Serinc2"
"G10090_7083","230784","Sesn2"
"G10090_28762","230787","Themis2"
"G10090_7768","230789","Fam76a"
"G10090_2920","230793","Ahdc1"
"G10090_8911","230796","Wdtc1"
"G10090_9875","230801","Pigv"
"G10090_6966","230806","Crybg2"
"G10090_6889","230809","Pdik1l"
"G10090_23119","230810","Slc30a2"
"G10090_17366","230815","Man1c1"
"G10090_8316","230822","Ncmap"
"G10090_16351","230824","Grhl3"
"G10090_27909","230828","Il22ra1"
"G10090_23503","230837","Asap3"
"G10090_22316","230848","Zbtb40"
"G10090_12061","230857","Ece1"
"G10090_307","230861","Eif4g3"
"G10090_25492","230863","Sh2d5"
"G10090_7253","230866","Emc1"
"G10090_14351","230868","Igsf21"
"G10090_12404","230872","Crocc"
"G10090_27974","230883","Aadacl3"
"G10090_20038","230890","Aadacl4fm4"
"G10090_10444","230895","Vps13d"
"G10090_28621","230899","Nppa"
"G10090_3618","230903","Fbxo44"
"G10090_24005","230904","Fbxo2"
"G10090_550","230908","Tardbp"
"G10090_21690","230909","Ciroz"
"G10090_8530","230917","Tmem201"
"G10090_7336","230935","Dnajc11"
"G10090_15704","230936","Phf13"
"G10090_21561","230959","Ajap1"
"G10090_29106","230967","Cep104"
"G10090_833","230971","Megf6"
"G10090_21472","230972","Arhgef16"
"G10090_19391","230979","Tnfrsf14"
"G10090_24512","230991","Fndc10"
"G10090_13054","230996","9430015G10Rik"
"G10090_26875","231002","Plekhn1"
"G10090_14489","231003","Klhl17"
"G10090_4480","231004","Samd11"
"G10090_8094","231014","Elapor2"
"G10090_12691","231042","Nup42"
"G10090_12374","231044","Gbx1"
"G10090_10675","231045","Iqca1l"
"G10090_23756","231050","Galnt11"
"G10090_3762","231051","Kmt2c"
"G10090_18212","231070","Insig1"
"G10090_11919","231086","Hadhb"
"G10090_3923","231093","Agbl5"
"G10090_18833","231103","Gckr"
"G10090_29259","231123","Haus3"
"G10090_3270","231125","Zfyve28"
"G10090_25035","231128","Fam193a"
"G10090_5510","231130","Tnip2"
"G10090_8505","231134","Dok7"
"G10090_20524","231147","Sh3tc1"
"G10090_3506","231148","Ablim2"
"G10090_3620","231151","Tada2b"
"G10090_11107","231162","Cytl1"
"G10090_33011","231201","Semp2l2a"
"G10090_1440","231207","Cpeb2"
"G10090_9691","231214","Cc2d2a"
"G10090_11943","231225","Tapt1"
"G10090_16656","231238","Sel1l3"
"G10090_13307","231252","Chrna9"
"G10090_10551","231279","Guf1"
"G10090_20046","231290","Slc10a4"
"G10090_9628","231293","Cwh43"
"G10090_4881","231296","Lrrc66"
"G10090_1159","231326","Aasdh"
"G10090_24674","231327","Ppat"
"G10090_33406","231329","Polr2b"
"G10090_11101","231380","Uba6"
"G10090_29850","231382","Tmprss11d"
"G10090_3126","231386","Ythdc1"
"G10090_2573","231413","Grsf1"
"G10090_21334","231430","Cox18"
"G10090_33903","231440","Parm1"
"G10090_31775","231452","Sdad1"
"G10090_18370","231464","Cnot6l"
"G10090_24847","231470","Fras1"
"G10090_2878","231474","Paqr3"
"G10090_58","231503","Tmem150c"
"G10090_6341","231506","Lin54"
"G10090_18793","231507","Plac8"
"G10090_15511","231510","Gpat3"
"G10090_7744","231532","Arhgap24"
"G10090_3722","231549","Lrrc8d"
"G10090_28013","231570",""
"G10090_2522","231571","Rpap2"
"G10090_1860","231580","Gak"
"G10090_2362","231583","Slc26a1"
"G10090_11335","231600","Chfr"
"G10090_1878","231602","P2rx2"
"G10090_22201","231605","Galnt9"
"G10090_26343","231630","Ficd"
"G10090_3120","231633","Tmem119"
"G10090_11128","231637","Ssh1"
"G10090_9933","231642","Alkbh2"
"G10090_20419","231646","Myo1h"
"G10090_9719","231655","Oasl1"
"G10090_20889","231659","Gcn1"
"G10090_18158","231668","Vsig10"
"G10090_17932","231670","Fbxo21"
"G10090_30947","231672","Fbxw8"
"G10090_13017","231691","Sds"
"G10090_17020","231699","Oas1e"
"G10090_878","231712","Trafd1"
"G10090_16156","231713","Naa25"
"G10090_22907","231717","Pheta1"
"G10090_12993","231724","Rad9b"
"G10090_1686","231727","B3gnt4"
"G10090_6161","231760","Rimbp2"
"G10090_2009","231769","Sfswap"
"G10090_14751","231798","Lrch4"
"G10090_11585","231801","Agfg2"
"G10090_30246","231803","Mepce"
"G10090_22289","231805","Pilra"
"G10090_7258","231807","Trappc14"
"G10090_5651","231821","Adap1"
"G10090_6395","231830","Micall2"
"G10090_16024","231832","Tmem184a"
"G10090_11739","231834","Snx8"
"G10090_5613","231841","Brat1"
"G10090_23847","231842","Amz1"
"G10090_22341","231855","Ap5z1"
"G10090_3150","231858","Radil"
"G10090_500","231861","Tnrc18"
"G10090_18957","231863","Fbxl18"
"G10090_2267","231866","Zfp12"
"G10090_15273","231868","Ints15"
"G10090_22616","231871","Daglb"
"G10090_26524","231872","Aimp2"
"G10090_24322","231874","Ccz1"
"G10090_5370","231876","Lmtk2"
"G10090_28830","231887","Pdap1"
"G10090_23136","231889","Bud31"
"G10090_9175","231912","Katnal1"
"G10090_698","231915","Uspl1"
"G10090_26711","231931","Gimap6"
"G10090_14230","231932","Gimap7"
"G10090_3791","231946","Fam221a"
"G10090_16392","231986","Jazf1"
"G10090_8307","231991","Creb5"
"G10090_5773","231997","Fkbp14"
"G10090_13125","231999","Plekha8"
"G10090_18814","232016","Itprid1"
"G10090_15694","232023","Vopp1"
"G10090_8621","232035","Ccser1"
"G10090_24763","232077","Foxi3"
"G10090_3070","232078","Thnsl2"
"G10090_21395","232086","Tmem150a"
"G10090_28202","232087","Mat2a"
"G10090_8458","232089","Elmod3"
"G10090_26325","232146","Eva1a"
"G10090_20497","232156","Slc4a5"
"G10090_5624","232157","Mob1a"
"G10090_303","232164","Paip2b"
"G10090_9437","232174","Cyp26b1"
"G10090_25155","232187","Smyd5"
