"contrast","branch","gene_id","gene_symbol","logFC","PValue","FDR","rank_stat"
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000014988","MMP13",7.85802258981419,4.78427807948933e-10,9.31747556432774e-07,9.3201835855251
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007235","TPX2",2.14107026709194,6.886818762932e-10,9.75449009581689e-07,9.16198134598146
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015581","CENPF",2.8159355365775,1.81789955536332e-09,1.83919495015472e-06,8.74043011657971
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004969","KIF23",2.06815915402661,3.00170750114327e-09,2.22813835177227e-06,8.52263162949063
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000008747","NCAPG",2.51412672486748,3.04954236548232e-09,2.22813835177227e-06,8.51576532886887
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000017668","VMP1",1.85744752865292,3.91612462363185e-09,2.22813835177227e-06,8.4071434960072
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000028840","EZH2",1.42139587158936,4.08218144512577e-09,2.22813835177227e-06,8.38910769563524
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000017238","TTYH2",1.63080032191528,4.74931826568033e-09,2.4914571820406e-06,8.32336872610184
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000031738","COL24A1",2.94757809700274,5.07917077241788e-09,2.519044623064e-06,8.29420718503084
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010471","KIF11",2.06352065462241,5.23542144970874e-09,2.519044623064e-06,8.28104835201462
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000016668","PDE1C",3.2374545440937,5.47927361953134e-09,2.519044623064e-06,8.26127701157743
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000016061","MYO1B",2.03717041170501,5.72750178500876e-09,2.5351354775895e-06,8.24203476678818
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000001752","CHRNA3",3.16252508956045,6.28809287365156e-09,2.55426137727464e-06,8.20148105249401
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000037821","RGS5",1.77776956951516,7.11451685104801e-09,2.71370244710238e-06,8.14785458764553
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004588","CCNB2",2.30435589077769,7.77996485320126e-09,2.7231966269507e-06,8.10902236497628
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000014326","KIF20A",2.22293685947995,7.97859458828391e-09,2.7231966269507e-06,8.09807360192082
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010495","ALDH18A1",1.65079159475071,7.99490174179268e-09,2.7231966269507e-06,8.09718686941111
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000030680","TCF7",1.89760927530299,9.19686679956628e-09,2.85789577125856e-06,8.03636010346104
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007528","PHACTR3",4.35545522729379,9.2815027871995e-09,2.85789577125856e-06,8.0323817005754
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000014840","P4HA3",2.72391824718267,9.78890787300334e-09,2.92913845796676e-06,8.00926575877764
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000035908","ENSSSCG00000035908",2.74232322632277,1.03387055393019e-08,2.93656489202297e-06,7.98553383380789
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000000171","CKAP4",1.27750056323645,1.13863706873911e-08,3.10147220031168e-06,7.94361468168134
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000001660","PTK7",1.75385903706837,1.61884671932602e-08,4.20566993318155e-06,7.79079427051922
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000003697","NDC80",2.36515092647625,1.763421980903e-08,4.36068674955472e-06,7.75364375006672
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024481","PDE4DIP",1.1621476824744,1.80090521514724e-08,4.36068674955472e-06,7.74450914427196
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000000217","RACGAP1",1.8685238849793,2.21349435305188e-08,4.70474849827106e-06,7.65492158163252
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000003931","KIF2C",1.74533395548112,2.23775006049968e-08,4.70474849827106e-06,7.65018842245804
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000002716","MLKL",1.02299552237198,2.44766314380633e-08,5.02444938679316e-06,7.61124835158058
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000055131","ENSSSCG00000055131",2.45799547136678,2.82624902160481e-08,5.48369741671378e-06,7.54878957499128
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000002032","SLC7A8",2.59187180601099,2.9073276439793e-08,5.564782263422e-06,7.53650602225298
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000017473","TOP2A",2.15619315740235,3.27208701966292e-08,6.06676367984907e-06,7.48517515498333
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000026257","STMN1",1.3083249462438,3.29808531028226e-08,6.06676367984907e-06,7.48173811482077
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015911","SCN3A",4.10257749356676,3.35008396325576e-08,6.08340887891725e-06,7.47494430809101
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007423","UBE2C",1.97294206163447,3.97794788689226e-08,7.04295673374274e-06,7.40034091064933
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000003532","LUZP1",1.41052977894951,4.13454507927852e-08,7.22983907443222e-06,7.38357226856073
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000002849","SHCBP1",2.31128966886538,4.25509224242024e-08,7.34989347824882e-06,7.37109102078741
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000045128","ENSSSCG00000045128",1.49405431835192,4.60988415000042e-08,7.681694011836e-06,7.33630998863372
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000005494","TNC",2.36810182557263,5.0903350600148e-08,8.19312565796019e-06,7.29325363025139
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000013989","GJC2",4.66608400383109,5.53043589509494e-08,8.78123850300563e-06,7.25724063734379
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007476","KCNG1",4.8209603367317,5.64171634971415e-08,8.78123850300563e-06,7.24858875278729
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024257","CEMIP2",1.5467932714491,5.9268132734585e-08,9.02660034465228e-06,7.22717875516085
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000005344","MELK",2.32828221393542,6.60143384729374e-08,9.53032386279196e-06,7.18036172440731
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000033051","POLE",2.39198477073251,6.61013048993609e-08,9.53032386279196e-06,7.17978996706507
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007529","SYCP2",2.66514220293927,6.67925094277855e-08,9.53032386279196e-06,7.17527223956915
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000012377","KIF4A",2.42504567220813,7.61421813476285e-08,1.03699793904597e-05,7.11837468552443
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000029326","CCNB1",2.08473738413647,7.82990429710453e-08,1.05621680442084e-05,7.10624354617876
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010874","ADSS2",1.08671034752843,8.55298640657838e-08,1.12170832835904e-05,7.06788221820269
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000011519","GXYLT2",1.506102565735,8.68544068649505e-08,1.12862919159189e-05,7.06120814119413
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000048264","ENSSSCG00000048264",2.44700007503851,8.82895428138604e-08,1.1294877016557e-05,7.05409073206431
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000013393","SPON1",2.07390215883315,9.60486779220856e-08,1.20392342839683e-05,7.01750860867938
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010540","ENTPD7",1.51369739892872,1.02463961963909e-07,1.2682687507941e-05,6.98942885531312
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004782","BUB1B",2.13068387983026,1.02972964092997e-07,1.2682687507941e-05,6.98727678584319
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000016658","ANLN",1.81435837174174,1.04169738121129e-07,1.27194842305834e-05,6.9822584276374
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000037264","RAB31",1.20870718070151,1.09216216516483e-07,1.32216965020467e-05,6.96171287243035
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000005056","DLGAP5",2.58844398046837,1.13913442567789e-07,1.34455833377513e-05,6.94342502316817
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000030469","BUB1",2.47035270854384,1.19508506179856e-07,1.3929843092355e-05,6.92260118211751
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000006386","COPA",0.86045735355917,1.24248222830699e-07,1.42847864526967e-05,6.90570981442836
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000033444","SPC24",1.38508181212917,1.31443033512485e-07,1.47376711469573e-05,6.88126242657748
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000003401","KIF1B",1.40552125629788,1.32143761343093e-07,1.47376711469573e-05,6.87895333558354
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009914","MLEC",0.948447532985417,1.40826394159322e-07,1.54625197431987e-05,6.85131594062374
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000041731","ENSSSCG00000041731",1.28602601156008,1.43838346861498e-07,1.54807683693873e-05,6.84212531694187
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000001475","SLC39A7",1.03581999429023,1.4628939768474e-07,1.54807683693873e-05,6.83478714820049
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000006333","NUF2",1.21854621757517,1.47550390417063e-07,1.54807683693873e-05,6.83105963702304
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000034351","B3GALT1",3.02393654899332,1.55714310027798e-07,1.6067066546856e-05,6.80767147426211
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000011309","KIF15",2.33743354847053,1.60153727688848e-07,1.63187015051439e-05,6.79546294837789
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009216","SPP1",2.90049223718571,1.61297529703484e-07,1.63187015051439e-05,6.792372283847
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000008125","NCAPH",1.7960950797695,1.64406598611405e-07,1.65152841328506e-05,6.7840807556341
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009378","CKAP2",2.00746281589728,1.69441617524601e-07,1.67303511682075e-05,6.77097991135217
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000037684","PDYN",3.49835151249782,1.72482963702569e-07,1.67332102594739e-05,6.76325379412894
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000038452","ADAMTS17",1.4627070895626,1.80192832501202e-07,1.6902326354616e-05,6.74426248786908
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010746","ADAM12",4.16200440709047,1.82155857173344e-07,1.69420073185059e-05,6.7395568595735
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010876","DESI2",1.33205855988558,1.8407281384336e-07,1.69420073185059e-05,6.73501034875648
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000033443","DEPDC1",2.14044221898292,1.84520746779814e-07,1.69420073185059e-05,6.73395479641313
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009839","CIT",1.78468241753697,1.86455897190133e-07,1.69420073185059e-05,6.72942387630572
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000014256","FBN2",4.42490701622748,1.92332704619681e-07,1.73515950842877e-05,6.71594686122069
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004554","PCLAF",2.21405509226785,2.03610397606714e-07,1.7902511547458e-05,6.69120004800561
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015235","ETS1",1.42719245542665,2.04759027865588e-07,1.7902511547458e-05,6.68875694101676
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000031741","ENSSSCG00000031741",2.36330891807563,2.12416680654712e-07,1.84580973300205e-05,6.67281138197923
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000012307","CCNB3",2.39621725836607,2.20895900436836e-07,1.88206885860128e-05,6.65581234403885
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000017072","GALNT10",1.23638566651828,2.22078639562146e-07,1.88206885860128e-05,6.65349321167401
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004466","TTK",2.55381664844671,2.22184877151043e-07,1.88206885860128e-05,6.65328550432118
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000047766","ENSSSCG00000047766",1.39944279178254,2.2226203527432e-07,1.88206885860128e-05,6.65313471309472
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010437","PAPSS2",1.21735891710575,2.34315140165576e-07,1.94084189783931e-05,6.63019964875715
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000013849","ENSSSCG00000013849",1.26683753616331,2.50680482195874e-07,2.01740815330816e-05,6.6008794785851
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007366","MYBL2",1.49030738419282,2.53888250020173e-07,2.0316797589185e-05,6.5953573978639
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000006917","LRRC8C",1.15299592689256,2.82250272756757e-07,2.20872533885454e-05,6.54936562971585
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000006051","CTHRC1",2.63244652762408,3.53237968740678e-07,2.63329609960156e-05,6.45193262126572
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010703","HTRA1",1.27913926120171,3.56040444533987e-07,2.63642104937403e-05,6.4485006653972
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000028101","SLC9B2",1.65355433235735,3.59545393679699e-07,2.63642104937403e-05,6.4442462708442
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000050495","ENSSSCG00000050495",0.826308684807486,3.6953727775344e-07,2.68416718056396e-05,6.43234174480362
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000048318","STAC",1.23392479239357,3.77385704556719e-07,2.68986002216996e-05,6.42321455501825
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000063176","ENSSSCG00000063176",4.5516784126552,3.77433340568917e-07,2.68986002216996e-05,6.42315973907952
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000038902","KCNK6",1.49604095074905,3.96723555564081e-07,2.76807509409342e-05,6.4015120124127
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000003644","FHL3",1.15281526562191,4.19493998116458e-07,2.89032299845237e-05,6.37727424843135
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000022569","GRIA1",3.39710806948226,4.33415885325147e-07,2.93727397117004e-05,6.3630951751975
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000039216","CENPN",1.79596928018651,4.3946321940277e-07,2.95002703299566e-05,6.35707746707223
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000036466","METTL21A",0.889839618146014,4.56995349234208e-07,2.99974355276221e-05,6.34008821965049
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000023803","ELK3",0.983756342056457,4.57458773931544e-07,2.99974355276221e-05,6.33964803834241
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010476","MYOF",1.08688934047992,4.66725433754977e-07,3.04640508926521e-05,6.33093853200863
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009112","SEC24D",1.02369398688712,4.85011209710708e-07,3.11162393724557e-05,6.31424822374981
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004565","CA12",3.6883249215955,5.11990587788034e-07,3.22303763796876e-05,6.29073802283138
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000026268","DLG5",0.948337429791405,5.23210061122318e-07,3.279091728202e-05,6.28132391329256
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000021612","ARHGAP28",1.78418251143894,5.36476104321905e-07,3.34742182450021e-05,6.27044961757922
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000008508","FAM98A",1.09120268816311,5.66194181102412e-07,3.4867714700585e-05,6.24703459828441
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000012050","RCAN1",2.29234339598395,6.04450659896022e-07,3.62023751033477e-05,6.21863914395034
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000000739","FOXM1",1.87609091926222,6.05736289553093e-07,3.62023751033477e-05,6.21771640705232
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000017032","ENSSSCG00000017032",2.19272775732827,6.5146622970255e-07,3.8316137896966e-05,6.18610809205264
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000062991","KCNK12",3.73128847192435,6.70343400383587e-07,3.90730202593956e-05,6.17370266194757
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000035544","NUSAP1",1.14346111431627,6.8369627215007e-07,3.96782179736016e-05,6.16513678808163
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000003679","PPP4R1",0.877175300157605,7.01635748015155e-07,4.00724545761558e-05,6.15388829197637
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004254","DCBLD1",0.781986128760968,7.06826377310456e-07,4.01772967548961e-05,6.15068725188368
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000037029","CSRNP2",1.41352037274891,7.20997138614166e-07,4.06860696068966e-05,6.14206645884027
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000037597","CDK2",0.912202044158262,7.25524031233003e-07,4.07790570570804e-05,6.13934819803115
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009132","ENPEP",1.98036331378981,7.50223238692695e-07,4.16540038452419e-05,6.12480948739978
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000032043","SLC35D1",0.968237888944026,7.57509381367314e-07,4.16540038452419e-05,6.12061198427671
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000023279","SH3TC2",2.20710012235425,7.58735737932251e-07,4.16540038452419e-05,6.11990945933749
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000026863","FARP1",0.950168699182691,7.81274729844888e-07,4.27054976354472e-05,6.10719622262042
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000013586","LRRC8E",2.11869513432578,7.924678535278e-07,4.27054976354472e-05,6.10101834591608
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000004371","CRYBG1",1.69968070312944,8.52401340712731e-07,4.44371695791681e-05,6.06935587587046
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000025174","WDFY1",1.18172467616504,8.61422093301299e-07,4.45484680284186e-05,6.06478399387386
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015961","CDCA7",2.67985544981585,9.33200559232507e-07,4.70386217828086e-05,6.03002500962162
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000021118","GSPT1",0.681117150750126,9.38519302787728e-07,4.71389624279624e-05,6.02755679069529
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000023296","CENPE",1.6240792719365,9.61418291684657e-07,4.76137366553199e-05,6.0170876193593
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000025901","LCLAT1",1.00278880198169,9.73757114056842e-07,4.76350179990239e-05,6.01154935644714
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000008164","MAP4K4",1.1337783270245,9.73981407050074e-07,4.76350179990239e-05,6.01144933356556
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024626","TNFAIP1",0.97135358972001,9.74561935859454e-07,4.76350179990239e-05,6.01119055516386
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009283","TNFRSF19",2.31313455883506,9.78663529914992e-07,4.76350179990239e-05,6.00936659544715
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015604","NEK2",2.37928067599635,9.90791264272007e-07,4.78335467662205e-05,6.00401783120932
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000033674","PRKCB",1.85473964698923,9.95988076124105e-07,4.78335467662205e-05,6.00174586087801
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015819","PLPP5",1.30241890900012,9.962507975173e-07,4.78335467662205e-05,6.00163131793488
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010315","ADK",1.1969540176882,1.0015362679619e-06,4.79248638493661e-05,5.99933331927052
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000028962","ENSSSCG00000028962",0.820502632312574,1.0163220116445e-06,4.81363867167695e-05,5.99296866830873
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000012066","KCNJ15",2.80660130797331,1.02523976716563e-06,4.82432491931686e-05,5.98917455667659
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000035539","ST8SIA4",1.25018332182844,1.03167249939923e-06,4.82432491931686e-05,5.98645814600029
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024065","TMTC2",0.973829537740426,1.03643585111548e-06,4.82432491931686e-05,5.98445757284529
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000035537","RUNX1",1.29056057148993,1.09001664387214e-06,5.01241489272366e-05,5.96256687060374
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024692","RRBP1",1.3095273050249,1.09350197814996e-06,5.01241489272366e-05,5.96118042698498
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000032909","CDCA8",1.59166369780477,1.1076417229157e-06,5.06085076237998e-05,5.955600693509
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000037307","PRC1",1.14379320312076,1.11356289005347e-06,5.071544943639e-05,5.95328525053663
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000016824","RAI14",1.61936276360569,1.14443829969279e-06,5.14597589741226e-05,5.94140761655455
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000015896","FAP",1.18020782362024,1.22702723263537e-06,5.38068536317254e-05,5.91114579843679
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000011065","MASTL",2.25487214101087,1.2326463206331e-06,5.38410119330357e-05,5.90916151629269
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000063017","ZNF697",1.46299678662661,1.2354087036315e-06,5.38410119330357e-05,5.90818934332064
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000036556","IFNAR2",1.27904578564613,1.27142175320561e-06,5.47156179212939e-05,5.89571036234371
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000016682","PLEKHA8",1.37461882620151,1.29276636593899e-06,5.5078986731315e-05,5.88847995551528
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000013772","ASF1B",1.74706980211129,1.30403952146868e-06,5.51355694987534e-05,5.88470924626079
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000039568","SNAI2",1.1273240114757,1.32469006803763e-06,5.54344771991921e-05,5.87788571982973
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000055606","PLK4",1.36114006291496,1.35960472569811e-06,5.60013367754915e-05,5.8665873345707
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000002314","SMOC1",1.55874499419977,1.36010024362956e-06,5.60013367754915e-05,5.86642908159244
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009040","SMAD1",1.22957280145034,1.38227167197059e-06,5.67492636573664e-05,5.85940659224222
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010896","ASPM",2.74032448982635,1.43870571211942e-06,5.85569761679869e-05,5.84202803210459
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009448","DIAPH3",2.3712805285836,1.45382470538515e-06,5.90027883297287e-05,5.83748795528812
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024563","CEP83",1.36091929703257,1.53073042900226e-06,6.10739881588394e-05,5.81510128448453
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000038929","CEMIP",2.86948322125226,1.55646026044763e-06,6.19261323847761e-05,5.80786196324914
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000013008","CDCA5",1.92649574637792,1.5646222447825e-06,6.1965172605212e-05,5.80559049952933
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000024696","CCNYL1",1.10796077560663,1.6265820616612e-06,6.38133922918928e-05,5.78872402151362
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000014909","SYTL2",0.979644822683548,1.6455213210292e-06,6.40534762761059e-05,5.78369648617706
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000009125","ANK2",1.67213482675895,1.6488102436982e-06,6.40534762761059e-05,5.78282932304363
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000031901","PAPSS1",0.709915260549911,1.65062968376014e-06,6.40534762761059e-05,5.78235034911077
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000039191","CBX5",0.94681206079236,1.6791350650992e-06,6.49727873124382e-05,5.77491436897924
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000038543","CENPA",2.18054608190396,1.68349427729913e-06,6.49727873124382e-05,5.7737883555703
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000035059","MCM10",2.28190949685787,1.70504350582258e-06,6.54477946245827e-05,5.7682645350893
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000059132","ENSSSCG00000059132",3.1347270182798,1.78692296726974e-06,6.76733200790701e-05,5.74789416915679
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000007436","MMP9",3.77509330152338,1.79168984959413e-06,6.76733200790701e-05,5.74673716669816
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000036613","POLQ",1.781939011378,1.82122445748947e-06,6.81879013511828e-05,5.7396365261206
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000027745","ABCG1",1.50393254226392,1.82481429486016e-06,6.81879013511828e-05,5.73878132563004
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000031731","ENSSSCG00000031731",1.44396934951633,1.82938453215543e-06,6.81879013511828e-05,5.73769499728986
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000054763","MCUR1",1.4631975578211,1.89410597092212e-06,6.96610868597096e-05,5.72259572686428
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000040638","DIO2",2.54635117848085,1.90333525943996e-06,6.96610868597096e-05,5.72048470698324
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000057639","ENSSSCG00000057639",1.33691615169127,1.95629317133577e-06,7.12311991742927e-05,5.70856606102461
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000038646","ENAH",1.39939214813181,1.9666022419982e-06,7.12402919582159e-05,5.70628347006208
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010865","EXO1",1.96800511459568,2.00004227446782e-06,7.20829485383261e-05,5.69896082464899
"ACLT_untreated_t28_vs_Control","trimmed","ENSSSCG00000010214","CDK1",2.0745095198285,2.07139938239899e-06,7.39489568328485e-05,5.68373615757698
