"contrast","branch","gene_id","gene_symbol","logFC","PValue","FDR","rank_stat"
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000014988","MMP13",7.84388442997478,4.51480140931976e-10,8.83087417661137e-07,9.34536134805998
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007235","TPX2",2.13707821187517,7.79134065941502e-10,1.04662446656473e-06,9.10838780665478
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015581","CENPF",2.80342277416282,1.51807670120088e-09,1.62949860968391e-06,8.81870628505005
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000008747","NCAPG",2.49892231060969,2.88428385666276e-09,2.12362420483702e-06,8.53996200077788
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004969","KIF23",2.05540350046322,2.98651812797579e-09,2.12362420483702e-06,8.52483484476892
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000017668","VMP1",1.84553743379762,3.6723007647593e-09,2.13467464422353e-06,8.43506175690266
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024481","PDE4DIP",1.33784910559708,3.81137452546695e-09,2.13467464422353e-06,8.41891837309828
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000017238","TTYH2",1.61895811475146,4.51255464336203e-09,2.18948532657666e-06,8.34557752610193
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000016061","MYO1B",2.0263115316019,4.64975035540797e-09,2.18948532657666e-06,8.33257036370773
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010471","KIF11",2.05415372540925,4.76783102896776e-09,2.18948532657666e-06,8.32167914430961
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000028840","EZH2",1.40990605693874,4.98961474894409e-09,2.18948532657666e-06,8.30193298521162
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000016668","PDE1C",3.22350075998006,5.00382305745273e-09,2.18948532657666e-06,8.30069805599911
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000031738","COL24A1",2.93392574725409,5.55904999292305e-09,2.35872175760329e-06,8.25499942030341
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000001752","CHRNA3",3.1501861011428,6.49102519114048e-09,2.40252706770325e-06,8.18768670540407
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000037821","RGS5",1.76558833713654,6.6589611549996e-09,2.40252706770325e-06,8.1765935185537
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000014326","KIF20A",2.2157709885697,7.45400401093191e-09,2.42713315254106e-06,8.1276103778922
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010495","ALDH18A1",1.64043518335476,7.74073787544456e-09,2.42713315254106e-06,8.11121763880549
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004588","CCNB2",2.29315392699967,7.80038507815653e-09,2.42713315254106e-06,8.1078839571569
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000035908","ENSSSCG00000035908",2.76523051973396,8.41951151431555e-09,2.54921753664338e-06,8.07471310479386
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007528","PHACTR3",4.34493363514244,8.70832620869783e-09,2.54921753664338e-06,8.06006531091437
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000014840","P4HA3",2.71350396687566,8.75401648898648e-09,2.54921753664338e-06,8.05779263968897
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000030680","TCF7",1.88753280301996,1.01388762969938e-08,2.73008742135592e-06,7.99401017567898
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000000171","CKAP4",1.2646558242944,1.05944626898835e-08,2.79893710535376e-06,7.97492106412883
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000001660","PTK7",1.74379527306394,1.58315213919452e-08,4.03041750054576e-06,7.80047734790595
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000003697","NDC80",2.35249431947089,1.66678516083527e-08,4.05850408347691e-06,7.77812037466307
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000003931","KIF2C",1.72667551490605,2.35767952680722e-08,4.96274133919848e-06,7.62751522773879
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000002716","MLKL",1.01273064616993,2.60805493096446e-08,5.09949096966761e-06,7.58368326571484
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000055131","ENSSSCG00000055131",2.44620807558027,2.93051758640499e-08,5.62097359518393e-06,7.53305566801868
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000000217","RACGAP1",1.85853794445168,3.00844694242011e-08,5.69246947131979e-06,7.52165764341027
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000017473","TOP2A",2.14486127824971,3.06277369026518e-08,5.71799429481241e-06,7.51388509222383
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000002032","SLC7A8",2.58113308548863,3.18017163719281e-08,5.85904779789128e-06,7.49754944005514
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000003532","LUZP1",1.39860405356596,3.78270089923135e-08,6.62067224887966e-06,7.42219799731386
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007423","UBE2C",1.95981563073804,3.92389286944083e-08,6.78300592072969e-06,7.40628285828644
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000026257","STMN1",1.29555568729247,4.074417129356e-08,6.85427595222376e-06,7.38993451100006
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000045128","ENSSSCG00000045128",1.48267567390667,4.20446541981212e-08,6.88224170859265e-06,7.37628921508237
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000002849","SHCBP1",2.30032857735836,4.22705889829287e-08,6.88224170859265e-06,7.37396170082833
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000013989","GJC2",4.61302596734474,4.9064013661544e-08,7.75299050364642e-06,7.30923692739417
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000005494","TNC",2.35864593008566,4.92798282262914e-08,7.75299050364642e-06,7.30733081465256
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015911","SCN3A",4.10300235218591,5.49333300642417e-08,8.42371146282318e-06,7.2601640732035
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024257","CEMIP2",1.53564829734813,5.53479113397895e-08,8.42371146282318e-06,7.25689876341614
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007476","KCNG1",4.80901637574093,5.72479664996517e-08,8.61920459062497e-06,7.24223993525296
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007529","SYCP2",2.65214719453242,6.33772947915634e-08,9.09613327902041e-06,7.1980663022579
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000033051","POLE",2.37974098871182,6.91718841466505e-08,9.58955170120198e-06,7.16007039457795
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000011519","GXYLT2",1.49671947839917,7.23182950173291e-08,9.74011392185568e-06,7.14075182137802
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000012377","KIF4A",2.41263356818119,7.30404200681936e-08,9.74011392185568e-06,7.13643673776327
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000005344","MELK",2.3064775569096,7.57300958600009e-08,1.00035170021862e-05,7.12073149344023
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000013393","SPON1",2.06293974438717,7.93840385656022e-08,1.02919935925515e-05,7.1002668106677
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000029326","CCNB1",2.06775577525202,8.06521143734486e-08,1.03233083135308e-05,7.09338424267446
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010874","ADSS2",1.0756058743382,8.62052297990386e-08,1.0874284933749e-05,7.06446638610142
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000016658","ANLN",1.79887761004622,9.06455776919951e-08,1.12320299012683e-05,7.04265337889128
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004782","BUB1B",2.11898350474745,9.39738147601272e-08,1.15422925813272e-05,7.02699314309627
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000048264","ENSSSCG00000048264",2.43596328115833,1.06798578189904e-07,1.28913249294399e-05,6.97143452903395
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000005056","DLGAP5",2.56782609605241,1.11223172581535e-07,1.33106569443304e-05,6.95380472106452
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000003401","KIF1B",1.39459736269902,1.12285438090368e-07,1.33239042723842e-05,6.94967656223418
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000030469","BUB1",2.45883014733721,1.14531135233229e-07,1.34545236581242e-05,6.94107643453054
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010540","ENTPD7",1.49592603407905,1.17252943908434e-07,1.34545236581242e-05,6.93087624450083
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000037264","RAB31",1.19662431340061,1.19148513126599e-07,1.34545236581242e-05,6.92391137291419
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000006386","COPA",0.848850177484339,1.24081949209379e-07,1.35972252261913e-05,6.90629139278771
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000006333","NUF2",1.20476497007444,1.42362463474228e-07,1.53335324120473e-05,6.84660450546725
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000001475","SLC39A7",1.02499229221115,1.4450232428991e-07,1.54452026313535e-05,6.8401251673146
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000033444","SPC24",1.37091116829719,1.4949696246885e-07,1.57387704397657e-05,6.82536763139586
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009914","MLEC",0.9362842338274,1.55596839247416e-07,1.5817030540956e-05,6.8079992293987
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000011309","KIF15",2.32461684798855,1.56145830159644e-07,1.5817030540956e-05,6.80646960901839
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000041731","ENSSSCG00000041731",1.27975388196137,1.58488472161741e-07,1.5817030540956e-05,6.80000232119775
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009216","SPP1",2.88862827615728,1.6082988550501e-07,1.5817030540956e-05,6.79363324722969
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009378","CKAP2",1.99555379017516,1.62591962326033e-07,1.5817030540956e-05,6.78890092739958
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010746","ADAM12",4.15538544296763,1.64086915304793e-07,1.5817030540956e-05,6.78492604927898
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000034351","B3GALT1",3.0131286389546,1.66040217962509e-07,1.5817030540956e-05,6.77978670519082
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000008125","NCAPH",1.78299632494682,1.66055098523106e-07,1.5817030540956e-05,6.77974778536847
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000037684","PDYN",3.48669024626451,1.77424921089133e-07,1.64523426827155e-05,6.75098537925428
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015235","ETS1",1.41503448518874,1.79588708290025e-07,1.65434282465587e-05,6.74572097324499
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000014256","FBN2",4.41199290350371,1.81927562623365e-07,1.6565458646189e-05,6.74010149891112
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010876","DESI2",1.32211251194211,1.93557727068173e-07,1.72623904102456e-05,6.71318948641641
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000038452","ADAMTS17",1.4505842192331,2.03983040194655e-07,1.79633366591545e-05,6.69040593971167
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000033443","DEPDC1",2.12883718064979,2.05746587396757e-07,1.80053982295587e-05,6.68666735945493
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009839","CIT",1.77307112635767,2.09512821233826e-07,1.80154818216694e-05,6.67878939503313
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004466","TTK",2.53557585115691,2.09721720963585e-07,1.80154818216694e-05,6.6783565871498
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000031741","ENSSSCG00000031741",2.37064201177395,2.16434986942066e-07,1.8256160766041e-05,6.66467253373323
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000012307","CCNB3",2.38470182005437,2.20658530458845e-07,1.85009625358368e-05,6.6562792784611
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000017072","GALNT10",1.22599722519176,2.25054655540455e-07,1.87459014013234e-05,6.64771199870143
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000013849","ENSSSCG00000013849",1.25595060599552,2.28669674509473e-07,1.87459014013234e-05,6.64079142641404
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000047766","ENSSSCG00000047766",1.38824780850305,2.32198348806036e-07,1.87459014013234e-05,6.63414087291345
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004554","PCLAF",2.21331222251665,2.34808530049778e-07,1.878736593004e-05,6.6292861302257
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010437","PAPSS2",1.2054376377131,2.53985286205916e-07,1.96676364859216e-05,6.59519144205987
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007366","MYBL2",1.47374494999386,2.542381234075e-07,1.96676364859216e-05,6.59475932575649
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000006917","LRRC8C",1.14071640331812,3.02810761633845e-07,2.29186826183627e-05,6.5188286944456
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010703","HTRA1",1.26838363749646,3.34740852416566e-07,2.42851886815376e-05,6.475291282275
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000050495","ENSSSCG00000050495",0.813319228308923,3.48806871789965e-07,2.47918467959548e-05,6.45741496768711
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000028101","SLC9B2",1.63935179524121,3.51650271067077e-07,2.48677126034404e-05,6.45388904347768
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000006051","CTHRC1",2.6212216363298,3.55138597351168e-07,2.49881941714124e-05,6.44960212492256
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000023803","ELK3",0.974150758833537,4.01402421320276e-07,2.77984778857211e-05,6.39642001211046
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000038902","KCNK6",1.48504664849048,4.04658607227365e-07,2.77984778857211e-05,6.3929112175806
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010476","MYOF",1.07449371775037,4.06930353861341e-07,2.77984778857211e-05,6.39047991392451
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000063176","ENSSSCG00000063176",4.53374738710456,4.16833964723682e-07,2.81956964930483e-05,6.38003690081435
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009112","SEC24D",1.01198458389973,4.28301410126962e-07,2.83737471586946e-05,6.3682504957427
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000022569","GRIA1",3.36842739605517,4.41458331485371e-07,2.87502304998054e-05,6.35511028248277
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000048318","STAC",1.22207847669136,4.49876034146423e-07,2.90284065904065e-05,6.34690714200934
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000036466","METTL21A",0.880635727400543,4.53273648274187e-07,2.90772832000544e-05,6.34363952855166
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000039216","CENPN",1.78436309016616,4.55654659023702e-07,2.90772832000544e-05,6.34136418474977
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000026268","DLG5",0.935679344794302,4.56863469790885e-07,2.90772832000544e-05,6.34021356617825
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004565","CA12",3.67228019505774,4.99106231150343e-07,3.09420392991075e-05,6.30180700809958
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000003644","FHL3",1.14343662091442,5.02210434792897e-07,3.09420392991075e-05,6.29911426787579
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000021612","ARHGAP28",1.7696175170036,5.59402289916232e-07,3.37618571698581e-05,6.25227576017409
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000035544","NUSAP1",1.13256180939098,5.94444195707932e-07,3.53894826804471e-05,6.22588890914226
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000012050","RCAN1",2.28158787565878,5.97057119574244e-07,3.53894826804471e-05,6.22398411857037
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000008508","FAM98A",1.0766194003515,6.14792027600225e-07,3.60180668220015e-05,6.21127177290892
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000032043","SLC35D1",0.95603584855187,6.44330466708758e-07,3.73264815900131e-05,6.19089133286183
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000037029","CSRNP2",1.40176685262912,6.56724595940541e-07,3.73264815900131e-05,6.18261671801845
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000037597","CDK2",0.901748508300263,6.56731862970561e-07,3.73264815900131e-05,6.18261191233035
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000017032","ENSSSCG00000017032",2.18149083543185,6.67242099226802e-07,3.73708954934948e-05,6.17571655996461
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000062991","KCNK12",3.72073406221053,6.71891691003691e-07,3.74813842925645e-05,6.17270072961061
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000003679","PPP4R1",0.866143700418515,7.34346883993087e-07,4.00556327501011e-05,6.13409874360277
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000000739","FOXM1",1.87395580781465,7.35201943777745e-07,4.00556327501011e-05,6.13359335340264
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009132","ENPEP",1.9707367138574,7.46246032627012e-07,4.03700403508517e-05,6.12711796475742
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000013586","LRRC8E",2.10691825779668,7.80496457211432e-07,4.15532752618801e-05,6.10762906392382
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000023279","SH3TC2",2.19741135610061,7.94812074942978e-07,4.19960704654777e-05,6.09973554362404
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000026863","FARP1",0.937953075423109,8.08836674028115e-07,4.23182569718051e-05,6.09213916532142
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000025174","WDFY1",1.16949560251792,8.29823236455492e-07,4.2911223736546e-05,6.08101440835603
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004371","CRYBG1",1.69050871752568,8.32756459564202e-07,4.2911223736546e-05,6.079481989868
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000008164","MAP4K4",1.12314615017418,8.51664787133753e-07,4.33636739979884e-05,6.06973130868925
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024626","TNFAIP1",0.962027477220972,8.67160136305003e-07,4.36688516497215e-05,6.06190069503619
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000021118","GSPT1",0.669224510578348,8.7790361569759e-07,4.37452186014152e-05,6.05655316230396
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000004254","DCBLD1",0.768458756800844,9.42348371541073e-07,4.60227277495641e-05,6.0257885156056
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009283","TNFRSF19",2.29998535375129,9.43885844464494e-07,4.60227277495641e-05,6.02508052701232
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015961","CDCA7",2.66924782314868,9.58564026644057e-07,4.64422612493774e-05,6.01837887340717
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015604","NEK2",2.37313673262235,9.85416109304074e-07,4.75786081464677e-05,6.00638034227962
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000035537","RUNX1",1.27726284497767,1.00272110071675e-06,4.7827886737247e-05,5.99881984590588
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000025901","LCLAT1",0.992150787340099,1.00797928492904e-06,4.78431388053438e-05,5.99654839302289
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024065","TMTC2",0.959687583644924,1.0480796136798e-06,4.9321761306855e-05,5.97960572644716
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000032909","CDCA8",1.57967332823077,1.07364094342705e-06,4.98001999893674e-05,5.96914093498676
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015819","PLPP5",1.29374109876801,1.07471047734233e-06,4.98001999893674e-05,5.96870851716955
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000063017","ZNF697",1.45055017818008,1.08650262278565e-06,5.00434530402787e-05,5.96396922096798
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000035539","ST8SIA4",1.24026796292896,1.09276666625568e-06,5.00673110286754e-05,5.96147256117537
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024692","RRBP1",1.29911151316448,1.09491364555919e-06,5.00673110286754e-05,5.96062013172433
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000023296","CENPE",1.60687672238342,1.10130316404968e-06,5.00673110286754e-05,5.95809311304427
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000016824","RAI14",1.60713002502724,1.10132351070076e-06,5.00673110286754e-05,5.95808508949821
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000012066","KCNJ15",2.79529681720912,1.10928744853038e-06,5.0266158104603e-05,5.95495590097916
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000033674","PRKCB",1.84278452463108,1.12679689023058e-06,5.07312220482592e-05,5.94815436026415
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000015896","FAP",1.16853191491551,1.1683165499938e-06,5.20223994015862e-05,5.93243947118797
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000016682","PLEKHA8",1.36244469184478,1.17405215047145e-06,5.20223994015862e-05,5.93031261164125
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010315","ADK",1.17973947564691,1.19251008853241e-06,5.24970871501481e-05,5.92353793817848
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000011065","MASTL",2.24251895863989,1.2356309846942e-06,5.33990896533584e-05,5.90811120986153
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000037307","PRC1",1.13582369898023,1.24902468881599e-06,5.36467597938694e-05,5.90342897706976
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024696","CCNYL1",1.088180425388,1.29990530848451e-06,5.51553761496974e-05,5.88608828269352
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000055606","PLK4",1.34966012886919,1.33817597232005e-06,5.64371685675461e-05,5.87348677238104
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000036556","IFNAR2",1.26750424526428,1.35126303756193e-06,5.6650875543675e-05,5.86926010276009
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009040","SMAD1",1.21727671703439,1.35133498297297e-06,5.6650875543675e-05,5.86923698019818
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000039568","SNAI2",1.11706581532353,1.37059207510892e-06,5.71161614156998e-05,5.86309178364252
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000013772","ASF1B",1.73575778988646,1.37565624511491e-06,5.71246341944799e-05,5.8614900759122
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009448","DIAPH3",2.35376906835927,1.40424292343017e-06,5.76981643640919e-05,5.85255775603859
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010896","ASPM",2.72135197631602,1.40928240340804e-06,5.76981643640919e-05,5.85100197072844
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000002314","SMOC1",1.54780551910942,1.443375037691e-06,5.85801080514474e-05,5.84062080983691
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000024563","CEP83",1.35527944052833,1.50749043480609e-06,6.03082316232998e-05,5.8217454348257
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000039191","CBX5",0.935157596258945,1.52318844562452e-06,6.04622389989786e-05,5.81724636335334
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000009125","ANK2",1.65996983148993,1.52861252718458e-06,6.04622389989786e-05,5.81570258563496
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000014909","SYTL2",0.965171615308697,1.61921832704346e-06,6.30583453136215e-05,5.79069458927162
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000038929","CEMIP",2.85623628120239,1.63152389745213e-06,6.30583453136215e-05,5.7874065605794
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000038646","ENAH",1.39326271890019,1.70853483908164e-06,6.49546055149886e-05,5.76737616098776
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000031731","ENSSSCG00000031731",1.4317003450856,1.71789818909083e-06,6.50108390368913e-05,5.76500257812192
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000059132","ENSSSCG00000059132",3.12220784790467,1.79618342025156e-06,6.77901893540764e-05,5.74564931670226
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000031901","PAPSS1",0.698413941583037,1.81333314625724e-06,6.80366761238303e-05,5.74152239982633
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000040638","DIO2",2.53546613796167,1.82680959864069e-06,6.80371320065956e-05,5.73830671513722
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000035059","MCM10",2.26040972098947,1.85654940187358e-06,6.89533281831136e-05,5.73129348991984
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000057639","ENSSSCG00000057639",1.34589684181847,1.88557868435302e-06,6.9272208866195e-05,5.72455533996622
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000038543","CENPA",2.16845097903043,1.88987171738941e-06,6.9272208866195e-05,5.72356767430332
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000007436","MMP9",3.76505506790503,1.89971998008491e-06,6.94513816217986e-05,5.72131040960837
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010865","EXO1",1.95579461714314,1.91119386502761e-06,6.9688897130512e-05,5.71869525735034
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000010163","KCNK1",2.13000446808669,1.96945729997273e-06,7.08049956729142e-05,5.70565343074072
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000036613","POLQ",1.7702387736359,1.98016524518953e-06,7.08049956729142e-05,5.70329856626398
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000054763","MCUR1",1.44756557157557,2.02151356466838e-06,7.15126136768046e-05,5.69432334013745
"ACLT_untreated_t28_vs_Control","untrimmed","ENSSSCG00000027745","ABCG1",1.48960625431934,2.05889632647394e-06,7.20716659082203e-05,5.68636552126631
