"","M130L","M135L","M142L","M143L","M147L","M153L","M158L","M160L","M163L","M167L","M174L","M178L","M130R","M135R","M142R","M143R","M147R","M153R","M158R","M160R","M163R","M167R","M174R","M178R","M131L","M137L","M140L","M146L","M150L","M154L","M157L","M161L","M166L","M169L","M173L","M176L","M131R","M137R","M140R","M146R","M150R","M154R","M157R","M161R","M166R","M169R","M173R","M176R"
"Cmbl",1.18843138510606,0.953653861316885,0.150820198852608,0.883888884723736,0.644762536183403,0.937271100495992,0.878408296862678,0.947616382682139,0.851512271364381,0.828623876101701,0.562355425376531,1.0501281931958,-1.0290708295569,-1.48136991552546,-1.6310228942632,-1.29342444762963,-0.631696097737694,-0.878448440185538,-1.43360859706395,-0.894822472429288,-0.205807815763276,-1.84907775783144,-1.10810071369014,-1.6004789615438,0.806866859522812,0.473020401525031,1.13278729112075,0.540719642337621,1.22823012215989,0.854015597438393,1.01943075380308,0.661300082694242,0.651628165935792,1.86503474598224,1.04525262760676,0.51145034280111,-0.349596992644834,-1.85101093368729,-0.675461096265055,-0.938529811434022,-0.455125860742648,0.654246366345105,-0.112701785835505,-0.343594989794453,-1.03139027668526,-0.396152817741766,-0.940914219953126,-0.190047683530445
"Ces1d",0.403792850692996,0.189945343817547,0.714933999112446,1.23617202415792,-0.238759788330669,1.00752109488989,1.0660216532776,1.6142368707008,0.233328236885,0.0194050623646784,1.25919882851235,0.93089197125294,-2,-0.888454243042716,-1.33011209538569,-0.896397491629043,-0.634904376896504,-0.470110897780488,-1.97519360776408,-1.19504746325776,-1.40132078985152,-0.968087119905065,-1.14279408859935,-1.48981072920581,0.943495317052602,0.322856438675721,0.38860957401071,1.10196395953999,0.449130376383839,0.0740990811275311,1.72444607754405,1.21294585868959,0.756785596588039,1.01044775369363,0.938896412733458,1.34553250381743,-1.13202730728261,-1.92777049023967,-0.501900832690035,-0.0885110116304325,-0.146303793729337,0.330037612885092,0.145979571671968,-0.30633355105784,-0.148530224552882,-0.71723167912128,-0.142678369527496,0.371647575204422
"Prxl2a",0.531421298019431,0.607030348980179,0.842726321666735,1.26077533733771,0.239466039235264,1.04753728127992,1.27421610421817,1.71153647193432,-0.0101263576614254,0.322769065478116,1.05984317793867,0.683390015164692,-1.02540655975033,-0.854000966302181,-1.43671356997597,-1.2911532753931,-0.511952613177421,-0.72530535498139,-1.75199499887799,-1.10039888605502,-0.985788048452788,-1.00891661419152,-1.33006095003346,-1.53233568234542,1.0464468581508,0.617097135793402,0.264098707472574,1.19131196717232,0.711141888644858,0.412379818106879,1.89387350924444,0.890754012009669,0.828317696621583,1.2200087615307,0.956066704662996,1.12845081937377,-0.895698046494677,-1.94247962784381,-0.874075067550085,-0.478461821153863,-0.231167404009508,0.265357007288193,-0.171256875077557,-0.911642061328446,-0.343172012098662,-0.712682451958725,-0.512438027841168,-0.368789074770873
"Retn",0.534824507993085,0.325944297898403,1.11595281829301,1.3188471906698,-0.530743244710129,0.936759155868212,1.06448396866927,1.49985494628123,-0.128000189586602,-0.157631019476202,1.17817478239925,0.264205790693103,-1.74829174430646,-0.603027262937226,-0.800758718916519,-0.681958698795487,-0.431883120511327,-1.17573949241366,-1.91055734560425,-1.15355948986407,-1.79354225643102,-0.554106285857986,-1.57726839346712,-1.27981847219174,1.2600080371565,0.563432847276331,-0.114393199288405,1.38137901250861,0.651911761035899,-0.02980532433459,2,0.866545644142033,0.799778703600815,1.52054339824118,1.12601158621166,0.939036798488644,-0.687152061920136,-0.934669720675642,-1.13567151299719,0.038491328637264,-0.0199709418350393,0.12557392492131,0.353971000164883,-1.05882938817457,-0.303726994745159,-0.72918630563701,-0.218923904176663,-0.145850001304501
"Timp4",0.966392395198181,1.55122001827275,0.643530224822721,0.372587813902287,0.15389174319171,0.684427500950325,0.550185277485134,0.606103253207079,0.512910737301488,0.813282199579696,0.561615802574412,0.959661020451178,-0.996926567063642,-0.731959263908011,-1.17174870705354,-2,-0.748085409817602,-0.561895082375116,-2,-1.73319561639224,-0.933901411355228,-0.407467876852221,-1.79743843780758,-1.6686991455194,1.41218476628719,0.858550084138546,0.544820127929828,-0.0317854928766036,1.3520734850609,0.946076772788972,1.22247236199714,0.457144032389252,1.27436772319786,1.10934768103174,0.720064806573183,0.150315919007851,0.217158520751683,-0.885341779763457,-0.961050840114947,-0.62262528835732,0.660934255567506,0.570078761707109,-0.343700238596333,-0.571118604042823,0.178805271068869,-0.123135253118516,-0.231561888680293,-0.859528890313021
"H4c8",1.26542634472992,1.47739532471136,0.672846150282936,0.305865198128543,1.3221406753527,0.634915519316094,0.643215946844433,1.35262832020959,1.20467983623806,1.21068652378929,0.870141188390144,0.804924905354354,-0.0744937329386812,-1.15613613567517,-2,-1.42416669359433,-0.837967940956515,-0.410766346153094,-1.29782750478212,-1.14596500198799,-0.0615556452680113,-1.91044116382984,-0.999848639189686,-2,1.17406261975602,0.686552928030406,0.475366066578107,0.556428180065417,0.514141337670613,1.19924245467848,0.412247405234198,0.560919720116269,0.65586428425461,1.1138459095453,0.510184660397,0.298986150083389,-0.0153076360816489,-1.08847945577598,-1.19050894268782,-0.960396427868558,-0.65270864278392,0.446179232702087,-0.344134592310104,-0.844950861042469,-0.445553520715933,-0.642329913875991,-0.868259261323486,0.258277820276374
"Mogat1",0.563110736157446,0.682125289912506,0.579563539945983,0.887630355713927,-0.0777255473175718,0.836918164230914,0.930941737013781,1.0185068522454,0.013171831376824,0.167124823962572,0.566618681791934,0.496222503554333,-2,0.0490902769502305,-0.711947986105412,-1.09429169279643,-0.336041905854835,-0.0910286791592691,-2,-1.07905413388772,-0.805328848631589,-0.215279775697004,-1.54951896370573,-2,1.15831562693067,0.814897952837682,-0.0373562920711962,0.860987987484369,0.901944034587159,0.123816292822536,1.53103565579425,0.782301574141026,0.992216882150411,1.35549505014432,0.514284008508734,0.84089377170285,-0.621223575262526,-0.857472826726168,-0.0928056857827048,-0.082866040299452,0.479696778174625,0.210796202076527,0.145034591299262,-1.33586778959941,0.325547482708036,-0.297017393158583,-0.359729667826065,-0.275211826077914
"Cyp2e1",0.833209097788076,0.626659424270161,0.9195174320183,1.54076879190193,-0.478207363952389,0.928047160551719,0.353354204269322,1.25485707647607,-0.0655549931241129,0.0738270449660932,0.937745955616345,0.11780883355223,-1.70833623774225,-0.0433293363786179,-0.888702117553781,-0.639984679646799,-0.801194283414689,-0.359270424879184,-2,-1.49508998078876,-1.26435839747649,-0.764884735313094,-1.88763613803057,-1.75413113583968,1.41937285467763,1.29477058769613,-0.144414987626186,1.29394434985561,0.737034301623144,0.0280408618578287,1.71250087679434,0.648423954495703,0.997072057178569,0.715967327226066,0.749431145384947,0.852826992810621,-0.345288916339341,-0.469435053902701,-0.480177465351466,-0.0249388885679512,0.228181980854956,-0.262948730172321,0.170061300429424,-0.873296706641638,0.418783017908247,-0.54690952106844,-0.363835032168655,-0.218015136215728
"Car14",0.447932509524476,0.723065677990557,0.813473201433548,0.527812144615991,0.927699794041028,0.356118199902046,1.06202940477634,1.12759213192343,0.770273980724774,0.766911024344292,0.571666806816928,1.35619612102171,-1.1315228826554,-1.98397328988632,-1.29921565447447,-1.2643630036392,-0.700679711778867,-0.249697542654403,-1.09355031689172,-0.819123278271095,-0.965809586576874,-2,-0.730553752624158,-1.35405016666712,0.721207471660393,0.888093764149967,1.57388660649508,0.496950375095913,0.845420168734859,0.665525054342133,-0.421897731398526,0.581145152953451,0.316476382967124,0.63453111566387,0.993194073233087,0.544416919248995,0.390370348958936,-1.36272311633846,-0.147114896245537,-0.732372903159059,-0.542175045731622,1.22135878164897,0.123433555111521,0.138432617155505,-1.44019820124927,-0.145581167737658,-0.251599137811106,0.256432289099865
"Pfkfb1",1.05307191419618,1.18599904510811,0.159613504532916,0.747572495622956,0.836109133896752,0.82523072735204,0.886187503910035,0.944639042295826,0.665923278009431,0.858923584715256,0.561959108045068,0.85584127734653,-0.719729464580222,-1.74878658231089,-1.46204846393277,-1.24835734929732,-0.541263480507622,-0.18677875182127,-1.67012916340793,-1.28291088738348,-0.651649198923841,-2,-1.19738332111274,-2,0.599106803526309,0.73275254320254,0.971140810617288,0.796298277836646,1.0261850460305,1.05580708219937,0.780291568395447,0.653757530797402,0.947508976374042,1.08347543840269,0.696881754664474,0.71142872639685,-0.161601363485427,-2,-0.542234305701071,-0.921296618873809,-0.089363752348104,0.6837619898349,0.072715986953252,-0.0488921042008811,-1.1444192138426,-0.372254830081933,-0.635926175819012,0.324024437861106
"Cimap1d",1.54948238167215,1.25545763671681,0.286846891999518,0.0937990714389528,1.18147507618577,0.422015568776052,-0.0717269406455968,0.191360266466331,1.49330928667886,1.05548624235268,0.167167890161714,-0.0341688621006087,-0.460460235816744,-1.24475235645638,-1.62143488596309,-1.68098674796798,-0.0274194094575061,-0.147717814892569,-1.45742610695414,-1.55255247917441,0.0844452958617687,-2,-1.42836950428478,-1.32637393925201,1.22715171824031,0.701082271667349,0.0170829079293968,0.235072181399527,1.52853498247699,1.38974734096826,0.388950383154924,0.400413490649178,1.13116812949342,1.49822449308228,-0.472564459916097,-0.054067565570628,0.785969157605727,-0.645421691690914,-0.567733336816905,-0.535312756769429,0.435126237575453,0.0390048275913295,-0.232047032788689,-0.296666647073254,0.230648330392462,0.307009571816496,-0.768497061951135,-0.461462668994628
"Adhfe1",0.146210211369664,0.490550344177261,0.47094944228819,1.25815669781148,0.602021402626947,0.961497665470079,1.27937552690606,1.43339252710985,0.333091880428011,0.585365245949571,1.13707898488552,1.09602405166233,-1.39565792463236,-1.07614919274086,-1.52898408794972,-1.30962155107888,-0.581751750413074,-0.811524264820337,-2,-1.18015644495319,-0.337743443194758,-1.27178954093636,-1.14701450549936,-1.63194678720432,0.593865120916718,0.309787725630266,0.850039795917528,1.21513935944333,0.599684328548823,0.246050059154341,1.65416468839817,0.887887960827862,0.343589483609701,0.916635894052582,1.24649042021021,1.0723949137418,-1.21238889311499,-1.76453570932366,-0.584596952921769,-0.550253513430791,-0.375634030179765,0.85281557272502,0.164702860192254,-0.271836824641167,-0.728848293063098,-0.751899461332382,-0.333654863594883,0.117520560697093
"Car4",0.550953587733555,1.96818000253194,0.775459199670254,1.05798923127546,-0.40604445085082,0.650301761494854,0.489974753477581,1.154846752099,-0.342446240809689,0.768084294445337,1.32924236510003,1.21493948404159,-0.881788370179812,-0.382253873175589,-1.01320780690167,-1.08740905065897,-1.12772299634173,-0.82433389376531,-2,-1.39248148405106,-0.879373221868034,-0.731953498778588,-0.796189688123567,-1.25454626932623,1.35803251610648,1.06511112972061,0.246368477407147,0.710353938473452,0.742635190690826,0.740390381268057,1.64891683586503,1.43327861321613,0.461485676151739,-0.0558509412008403,1.04056638421188,0.891914567399835,-0.574391733756946,-1.3082437357413,-0.575557939274175,-1.26885620710789,-0.257349883750672,0.766692131396409,-0.426106495673729,-1.22193991394423,0.0602622186691679,-0.71803938114024,-0.435476699157547,-0.906881990166142
"Ostn",0.65760689805954,0.322805638222943,0.203807260766642,0.687125010579895,1.21019124720565,0.356535491015082,-0.409877890482229,1.004717554591,1.05136045099925,0.99850893337677,0.0534908789980263,0.387333225036727,-0.460488083133628,-1.20140589202768,-2,-1.34088639967822,-0.386135673806921,-0.0141177094050267,-1.61270642072469,-1.21641100729874,-0.445090666063528,-2,-1.71945849257645,-1.85128428830015,0.898275531987474,1.05876379650727,1.23913821269092,0.424699257914635,1.22838129167695,1.2559087228758,-0.23073313136191,-0.0534889933855942,1.56451197561477,1.15088443151286,0.878896456160031,0.392881303207072,0.474084321881344,-1.03775410022097,-1.09127542055736,-0.914635418182554,0.414778140090565,1.13692526508912,-0.608227909663375,0.19641143934114,-0.447178995660447,0.287409533884093,0.264404727395601,-0.415640640960573
"Ephx2",0.323286379488796,0.709481737387704,0.718766686045368,1.5515599068018,0.180124999259253,0.863749806578967,0.959135965508058,2,-0.298438800591539,0.270196222093776,1.15662902462844,0.873856690337922,-1.58721868148228,-0.654160017242282,-1.13842479360673,-0.838854929521958,-0.709984403670881,-0.505191379040949,-1.83345585567441,-1.08755514125232,-1.3305526660447,-0.829383305359391,-1.44691983478581,-1.25163504732738,0.832492720756654,0.545818931959037,0.437158861128784,1.14847978786577,0.359189292643318,0.211069730230993,1.86320450656583,1.26766519211791,0.51199624696008,0.758825932186885,1.01864988255331,1.42504051726003,-1.14704530079277,-1.67759436536478,-0.603429200465528,-0.33094149430988,-0.516044848727016,0.303141894842343,-0.124214606810768,-0.753989637315178,-0.399565711590118,-0.899361743321702,-0.304514836097925,-0.217299365820299
"Pon1",0.894721631042188,0.0694490387241847,0.599975249710305,0.723111657719941,0.173240632247052,1.10727845000555,0.748374262176827,0.692390616218443,0.210697545930056,0.43490028315352,1.05128557676842,-0.0180266546007336,-2,-0.365119058415131,-0.975062110534022,-1.33030424720349,-0.382266439531403,-0.234103098019989,-2,-1.97319423973063,-1.05666472338478,-0.605120367194322,-1.9166940268246,-1.54261118030303,0.941593758424588,0.821012887091204,-0.600489989208067,1.30814438533566,0.857332272319767,0.452947021847849,1.79454441951725,0.34910167263423,1.24057055832067,1.51813440242052,0.663198114012767,0.574280668901351,-0.128587986296293,-0.504477232677051,-0.582718517216365,-0.159038575013169,0.734981983951999,-0.230052938408265,0.0863888821050069,-0.701967199886662,0.891830873277124,-0.181273282726566,-0.645531401387464,-0.014876277990434
"Tdrp",1.3776920449819,0.567486833636016,0.20658006975592,1.10771753324985,0.360360994156184,0.461891086147395,0.791215890948649,1.25650813516494,0.785366288776445,1.27735651433019,0.526350772246722,0.763435743567502,-0.716659661812344,-1.33938617347702,-1.71125119349706,-1.32469898497168,-1.00755447900591,-0.447187378644321,-2,-0.948439670344799,-0.786264113680711,-1.99305189971573,-1.53592873449714,-1.4358069298847,1.10477671749622,0.420250736370385,0.660242462270341,0.999938110817093,0.976408788393328,0.954291335074595,1.36074408185254,0.696763849150636,1.03175255491996,1.19628432880322,0.568287311123818,0.771407317602785,0.0231316697445677,-1.40178345843812,-0.690332965882605,-0.593342701993139,-0.343676826368391,0.562394996189057,-0.204692979621744,-0.543011311383341,-0.576516258227786,-0.302933737479576,-0.563688685657129,-0.113167604817925
"Paqr9",-0.0340354143335683,0.154712660991199,1.38258490553001,1.05897734114243,0.875285099079342,0.829313209584802,0.98347233459672,1.37740770528492,-0.392001039476981,0.428980924285249,1.15365557648923,0.594478669634766,-1.55264252100304,-1.33995359088476,-0.935331415667643,-0.89066913691282,-0.938914263201929,-0.307375145626516,-1.69217193530746,-1.10901098328071,-1.57314124722529,-1.67001872629736,-1.14986418213645,-1.51752823237689,0.427371381878432,0.697743603463751,0.771862999728972,1.27490145027966,0.669651760458458,0.69824031147299,1.58330524674468,0.888950892096432,-0.0990662421624415,0.796896667877361,1.41415755581292,1.35549815537507,-0.877686507080318,-1.60027430132295,-0.29934921420109,-0.20413332662793,0.103126898238413,0.895132731288705,-0.372945970007322,-0.874917311294146,-0.366060455272497,-0.895765614911422,0.207524139563642,0.0696245557133573
"Mcrip2",0.937305203599554,1.48729963156549,0.438297740772984,0.485432457571086,1.03291008146492,0.654499375270624,0.950415984701638,1.52286923886546,0.745559006488745,1.05997664555359,0.576185098369051,1.1138838430302,-0.261827740582118,-1.58862823078585,-1.73256784954932,-1.74989358255165,-0.480099704026772,-0.381292977911871,-1.27485830878626,-0.983581117574836,-0.45147743131148,-2,-1.04544906919739,-1.4564256959828,0.731689676228975,0.86173077722742,1.04093004752848,0.323628241620911,0.97835560127563,0.904271729923533,0.384508636691271,0.448640251498906,0.380486572819358,1.05836566889383,1.02476456248171,0.488318717711704,-0.399912886539394,-1.81168753681408,-0.723260139226651,-0.951117143886839,-0.734820176942562,0.994460163972212,-0.234816290242223,-0.407782241285066,-1.10760411216462,-0.528273999647726,-0.636595041531069,0.458222058755102
"Prodh",1.27660596200532,0.840972944759428,0.86895233265714,0.817648376454362,0.32763272608722,1.05904015135414,0.438518869465715,0.856804297530376,0.570530219623779,0.760035177281149,1.12416485392699,0.222290592530831,-1.09364416794477,-0.858233315204712,-1.30233274576324,-1.27985948695081,-0.855378607901481,-0.522641657608334,-2,-2,-0.779684072672879,-0.983135008965862,-1.43716727421951,-1.59089826132478,1.3434345986578,1.04901147967255,-0.417460474567896,1.00045418480101,1.56357054118751,0.637846303864982,1.7893079448374,0.731282722798628,0.589596267726792,1.28731967023777,0.291148168474393,0.385605027832013,-0.405358984200435,-1.10394614223942,-0.680395157036666,-0.151024339162759,0.510299046900011,0.0919039069492946,0.0143403571577892,-0.655390030086881,0.196588586933269,-0.443485566892906,-0.601426522922813,-1.35779252374534
