"gene_id","ENTREZID_1W","SYMBOL_1W","logFC_1W","FDR_1W","direction_1W","ENTREZID_4W","SYMBOL_4W","logFC_4W","FDR_4W","direction_4W","in_1W","in_4W","direction_relation","category","ENTREZID","SYMBOL","plot_class","label_name","combined_score"
"G10090_22393",72121,"Dennd2d",-1.05300410554761,0.00111576143103467,"Down",72121,"Dennd2d",-1.07785946157831,0.000176266571354565,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",72121,"Dennd2d","Persistent_down","Dennd2d",7.15502072423844
"G10090_22397",56506,"Cib2",-1.68590306010757,2.32356416226899e-06,"Down",56506,"Cib2",-1.06056652960623,3.76337951309948e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",56506,"Cib2","Persistent_down","Cib2",14.1905109515848
"G10090_22401",192734,"Lrrc75b",2.42173026810272,1.20630034673007e-08,"Up",192734,"Lrrc75b",2.54397546481988,3.08524053054177e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",192734,"Lrrc75b","Persistent_up","Lrrc75b",30.6517170512472
"G10090_22451",100034251,"Wfdc17",1.65372983851483,1.09266914397144e-07,"Up",100034251,"Wfdc17",1.09588992884247,0.000209182809508923,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",100034251,"Wfdc17","Persistent_up","Wfdc17",15.5447575016282
"G10090_22453",11622,"Ahr",1.35111259703672,1.53266543794143e-07,"Up",11622,"Ahr",1.10841803488383,5.80047810415888e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",11622,"Ahr","Persistent_up","Ahr",13.9030810482819
"G10090_22485",51800,"Bok",1.03287354030391,7.38178179644097e-06,"Up",51800,"Bok",1.05905971255922,7.0539673113845e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",51800,"Bok","Persistent_up","Bok",9.69729739085264
"G10090_2249",268977,"Ltbp1",1.45010963409355,1.38797508904012e-07,"Up",268977,"Ltbp1",1.1744237397265,6.92611728796366e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",268977,"Ltbp1","Persistent_up","Ltbp1",16.0037496202294
"G10090_22499",635702,"Naaladl2",1.48371475425041,3.96387124161759e-06,"Up",635702,"Naaladl2",1.15819291127314,9.93164113958152e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",635702,"Naaladl2","Persistent_up","Naaladl2",12.6510716209095
"G10090_22507",22352,"Vim",1.30101557259061,2.80357460547398e-06,"Up",22352,"Vim",1.19101409273965,5.51821001600783e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",22352,"Vim","Persistent_up","Vim",12.2951913221766
"G10090_2251",268297,"Scml4",1.31551583824349,2.91274167241313e-06,"Up",268297,"Scml4",1.39906400634646,5.46388512272631e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",268297,"Scml4","Persistent_up","Scml4",13.2458065799424
"G10090_22516",380969,"Nckap5l",1.29779427265231,4.6300928628395e-08,"Up",380969,"Nckap5l",1.3097061804696,1.47915676648255e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",380969,"Nckap5l","Persistent_up","Nckap5l",15.8444179265699
"G10090_22539",11702,"Amd1",-1.80926972408455,0.00238614415979586,"Down",11702,"Amd1",-1.37047911365281,0.0187189422239543,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",11702,"Amd1","Persistent_down","Amd1",7.11225639486654
"G10090_22629",12367,"Casp3",1.50416482967092,6.89915395050311e-09,"Up",12367,"Casp3",1.19390349130655,0.000108304970819299,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12367,"Casp3","Persistent_up","Casp3",17.0100434029558
"G10090_2264",99887,"Tlcd4",-1.29533522473722,9.71227967406436e-05,"Down",99887,"Tlcd4",-1.06005662251413,0.00135325458857451,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",99887,"Tlcd4","Persistent_down","Tlcd4",8.23866437097826
"G10090_22648",14579,"Gem",1.77930762734346,1.66898865368723e-08,"Up",14579,"Gem",1.30545385764435,3.12097947538966e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14579,"Gem","Persistent_up","Gem",19.720643325039
"G10090_22667",244885,"Sh2d7",-1.64629132198373,4.18720492583344e-06,"Down",244885,"Sh2d7",-1.10587134269918,4.0683468885118e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",244885,"Sh2d7","Persistent_down","Sh2d7",13.7092983299004
"G10090_22669",239364,"Tspyl5",1.28641406499554,4.70588512076592e-05,"Up",239364,"Tspyl5",2.16202747286442,1.29190722578334e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",239364,"Tspyl5","Persistent_up","Tspyl5",16.1364272477407
"G10090_22677",66402,"Sln",2.1268268336782,0.0451237621819525,"Up",66402,"Sln",-2.28613404883026,0.0480489698103691,"Down",TRUE,TRUE,"opposite_direction","shared_direction_discordant",66402,"Sln","Opposite_direction","Sln",5.87569382198922
"G10090_22695",19219,"Ptger4",1.69196749105307,1.37634853292234e-08,"Up",19219,"Ptger4",1.65651023991798,7.66111505534496e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",19219,"Ptger4","Persistent_up","Ptger4",21.7752386562992
"G10090_22706",14824,"Grn",1.44094301502236,2.68736849900177e-07,"Up",14824,"Grn",1.06449417706687,0.000159860197556374,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14824,"Grn","Persistent_up","Grn",13.5090613403158
"G10090_22745",74241,"Chpf",2.09217372474175,1.12935757862492e-09,"Up",74241,"Chpf",1.52650464851608,1.11238570928202e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",74241,"Chpf","Persistent_up","Chpf",26.2809450662256
"G10090_22751",320736,"Vstm4",1.9284763760331,2.10655674256007e-10,"Up",320736,"Vstm4",1.3379129852642,9.67992948740047e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",320736,"Vstm4","Persistent_up","Vstm4",24.031314278294
"G10090_22795",66397,"Sar1b",-1.29034390656028,0.000115999386178952,"Down",66397,"Sar1b",-1.02882894666044,0.000630634450488685,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",66397,"Sar1b","Persistent_down","Sar1b",8.3706869643487
"G10090_22799",52033,"Pbk",3.41474977686977,4.25797570705585e-09,"Up",52033,"Pbk",1.36160486208001,0.00434124248731297,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",52033,"Pbk","Persistent_up","Pbk",31.8008127783483
"G10090_2280",108078,"Olr1",1.34336614225123,0.0025713657898922,"Up",108078,"Olr1",1.6904447630866,0.00070032343603664,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",108078,"Olr1","Persistent_up","Olr1",8.81194654142283
"G10090_2283",97440,"B3gnt9",1.73330653410229,8.96043405769441e-08,"Up",97440,"B3gnt9",1.60695287109739,1.6356732707626e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",97440,"B3gnt9","Persistent_up","B3gnt9",19.9071381712323
"G10090_22885",14860,"Gsta4",-1.58655788199638,6.80840882514491e-10,"Down",14860,"Gsta4",-1.21216070112671,3.87874899915934e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",14860,"Gsta4","Persistent_down","Gsta4",21.1032790073925
"G10090_2295",14562,"Gdf3",5.06400252078917,6.48133568534073e-09,"Up",14562,"Gdf3",2.23653716364287,0.000310817621335462,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14562,"Gdf3","Persistent_up","Gdf3",49.3103930398607
"G10090_22967",71912,"Jsrp1",-1.35069898803627,0.00018335441106941,"Down",71912,"Jsrp1",-1.01700342592147,0.000368136791316907,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",71912,"Jsrp1","Persistent_down","Jsrp1",8.53954896035734
"G10090_23036",17916,"Myo1f",1.89344954128382,1.86871745729511e-08,"Up",17916,"Myo1f",1.06825938867373,0.000158488449174519,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17916,"Myo1f","Persistent_up","Myo1f",18.6928303683951
"G10090_23075",224813,"Lrrc73",1.68295078869081,3.63888516941091e-07,"Up",224813,"Lrrc73",1.31662827931811,0.00623573989414972,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",224813,"Lrrc73","Persistent_up","Lrrc73",13.7398862215111
"G10090_23118",93881,"Pcdhb10",1.18943662386251,6.22817470721934e-05,"Up",93881,"Pcdhb10",1.87750131132715,0.000878164377242582,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",93881,"Pcdhb10","Persistent_up","Pcdhb10",10.7407817207841
"G10090_23129",14012,"Mpzl2",-2.40238820246291,4.35714746242698e-07,"Down",14012,"Mpzl2",-1.93909962730829,0.000154448224644331,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",14012,"Mpzl2","Persistent_down","Mpzl2",22.6714350711674
"G10090_23144",17300,"Foxc1",1.10449742393021,1.21501119091154e-05,"Up",17300,"Foxc1",1.37904238719147,1.63899719379837e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17300,"Foxc1","Persistent_up","Foxc1",12.0283679094457
"G10090_23167",76187,"Adhfe1",-2.06010442726456,2.66857977144708e-10,"Down",76187,"Adhfe1",-1.30247490852535,1.71192589902558e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",76187,"Adhfe1","Persistent_down","Adhfe1",25.9311288045139
"G10090_2318",17534,"Mrc2",2.13939392112937,2.13448437805188e-08,"Up",17534,"Mrc2",1.76546025177815,1.34692995887304e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17534,"Mrc2","Persistent_up","Mrc2",25.0096117481423
"G10090_23183",20299,"Ccl22",2.50600536368193,8.00109323175615e-06,"Up",20299,"Ccl22",1.51936675869341,0.000921552930492992,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",20299,"Ccl22","Persistent_up","Ccl22",17.384742090823
"G10090_23208",21857,"Timp1",3.58142773232339,4.42482147081811e-11,"Up",21857,"Timp1",3.5595849639152,2.13848304914485e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",21857,"Timp1","Persistent_up","Timp1",57.2649461923308
"G10090_23224",106878,"Smim3",1.69103625713924,4.41413640393322e-07,"Up",106878,"Smim3",1.27058888735523,0.000550882550002469,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",106878,"Smim3","Persistent_up","Smim3",14.8875704566343
"G10090_23234",93840,"Vangl2",1.38043267464681,5.29772658596976e-08,"Up",93840,"Vangl2",1.07396164467888,0.000243291428614123,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",93840,"Vangl2","Persistent_up","Vangl2",13.9250657320727
"G10090_23250",18542,"Pcolce",1.50535590545276,7.24147132215735e-07,"Up",18542,"Pcolce",1.19515992263883,5.82537676248424e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",18542,"Pcolce","Persistent_up","Pcolce",14.3042609821392
"G10090_23288",14744,"Gpr65",2.74612775839564,1.42752706192043e-09,"Up",14744,"Gpr65",1.23556540131352,0.000429035860780288,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14744,"Gpr65","Persistent_up","Gpr65",28.4514158549279
"G10090_23290",20167,"Rtn2",-1.57486614192553,6.55810367241721e-05,"Down",20167,"Rtn2",-1.00711868343674,0.00116962667144708,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",20167,"Rtn2","Persistent_down","Rtn2",9.54083863466924
"G10090_23348",68678,"Smtnl1",-1.75857324172579,9.78759902936913e-07,"Down",68678,"Smtnl1",-1.20956010866199,0.000700033292281373,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",68678,"Smtnl1","Persistent_down","Smtnl1",14.3838546640933
"G10090_23373",56554,"Raet1d",2.03064313359607,9.51381651637388e-07,"Up",56554,"Raet1d",1.87429793024271,0.000495203113412936,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",56554,"Raet1d","Persistent_up","Raet1d",18.422773231689
"G10090_2338",353211,"Prune2",1.35241733748812,3.78547223643975e-07,"Up",353211,"Prune2",1.2850457584136,7.17544304016581e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",353211,"Prune2","Persistent_up","Prune2",15.2955315442846
"G10090_23398",140497,"Cd300c2",2.93587727337172,4.09198337338291e-10,"Up",140497,"Cd300c2",1.82872577662807,7.7305570177376e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",140497,"Cd300c2","Persistent_up","Cd300c2",35.081544940705
"G10090_23447",76722,"Ckmt2",-2.92835563217742,9.54930554928675e-07,"Down",76722,"Ckmt2",-1.20694073449516,0.00221050643015249,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",76722,"Ckmt2","Persistent_down","Ckmt2",20.8338245539352
"G10090_23478",69564,"Nmrk2",-1.63957434472598,0.00151011036908392,"Down",69564,"Nmrk2",-1.32448994544337,0.00257564555575075,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",69564,"Nmrk2","Persistent_down","Nmrk2",8.054480310104
"G10090_23485",18631,"Pex11a",-1.48234117621304,6.93868586793769e-10,"Down",18631,"Pex11a",-1.05805789473552,1.74974397775968e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",18631,"Pex11a","Persistent_down","Pex11a",19.6676181615528
"G10090_23503",230837,"Asap3",1.55750654545147,3.54315890957292e-08,"Up",230837,"Asap3",1.23819331889381,7.05659026065967e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",230837,"Asap3","Persistent_up","Asap3",16.7446149178817
"G10090_23577",11811,"Apobec2",-1.82741338660354,3.34987709006973e-06,"Down",11811,"Apobec2",-1.1571923883283,0.000423029846577313,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",11811,"Apobec2","Persistent_down","Apobec2",13.908973317827
"G10090_23592",320292,"Rasgef1b",1.77184499672687,3.71760863757198e-07,"Up",320292,"Rasgef1b",1.52355531461611,6.36640811476963e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",320292,"Rasgef1b","Persistent_up","Rasgef1b",17.7854950219524
"G10090_23706",17385,"Mmp11",1.72666647144469,1.36899288412566e-08,"Up",17385,"Mmp11",1.39569881601488,1.42448873754275e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17385,"Mmp11","Persistent_up","Mmp11",20.3418447767698
"G10090_23738",20692,"Sparc",1.98484774677195,6.08884661681166e-08,"Up",20692,"Sparc",1.18043391627224,0.000102878823036895,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",20692,"Sparc","Persistent_up","Sparc",19.02878503158
"G10090_2375",353237,"Pcdhac2",2.50742686646968,5.17892169077142e-05,"Up",353237,"Pcdhac2",1.1854682127673,0.0210955299848079,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",353237,"Pcdhac2","Persistent_up","Pcdhac2",12.732850374833
"G10090_23782",83433,"Trem2",2.88858877890269,1.37341474235159e-10,"Up",83433,"Trem2",1.89756113802282,4.56395054891665e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",83433,"Trem2","Persistent_up","Trem2",36.7245012951185
"G10090_23795",12845,"Comp",1.5680396766206,9.51968113182649e-05,"Up",12845,"Comp",1.56045303624216,6.03641804899582e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12845,"Comp","Persistent_up","Comp",12.8895753667737
"G10090_23811",17386,"Mmp13",4.38367822080821,7.49587126536126e-06,"Up",17386,"Mmp13",4.56702373984663,0.000215077570206991,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17386,"Mmp13","Persistent_up","Mmp13",39.2162557970372
"G10090_23814",11951,"Atp5mc1",-1.48093813400298,4.90248956005167e-07,"Down",11951,"Atp5mc1",-1.00798265678118,0.000279920510392083,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",11951,"Atp5mc1","Persistent_down","Atp5mc1",12.9254299329864
"G10090_23817",100039815,"Gm2436",-1.49115190427192,0.0231117250725677,"Down",100039815,"Gm2436",-1.43837490400032,0.0165312872076775,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",100039815,"Gm2436","Persistent_down","Gm2436",5.00251745886467
"G10090_23818",13612,"Edil3",2.85250764124276,1.22535449702298e-06,"Up",13612,"Edil3",2.23136451784558,9.56458404764902e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",13612,"Edil3","Persistent_up","Edil3",28.0632421289392
"G10090_23832",13850,"Ephx2",-2.04910086818699,7.20403235042781e-09,"Down",13850,"Ephx2",-1.5321445511979,2.91693907810287e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",13850,"Ephx2","Persistent_down","Ephx2",25.1651801835265
"G10090_23847",231842,"Amz1",1.89036338883302,3.0940939976181e-07,"Up",231842,"Amz1",1.07949228247651,0.000664342660308221,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",231842,"Amz1","Persistent_up","Amz1",15.7354603064523
"G10090_23861",12825,"Col3a1",3.29434855580595,1.15336837807323e-10,"Up",12825,"Col3a1",2.19709764197913,4.1140116996626e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12825,"Col3a1","Persistent_up","Col3a1",44.5723257553881
"G10090_23927",13040,"Ctss",2.07125605550676,5.59256553363502e-08,"Up",13040,"Ctss",1.22634501282313,0.000122188967735225,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",13040,"Ctss","Persistent_up","Ctss",19.8202032608095
"G10090_23934",330409,"Cecr2",-1.46987595148486,3.55448423901186e-07,"Down",330409,"Cecr2",-1.06651479532598,8.31207685308522e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",330409,"Cecr2","Persistent_down","Cecr2",13.8312485260275
"G10090_23946",69861,"2010003K11Rik",-1.41982137522532,0.000968705264009555,"Down",69861,"2010003K11Rik",-1.87592608903356,3.53258963591137e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",69861,"2010003K11Rik","Persistent_down","2010003K11Rik",12.6305176323374
"G10090_23959",68701,"Ppp1r27",-1.62852131240823,4.90432270970113e-05,"Down",68701,"Ppp1r27",-1.25679885510471,0.000133803017197482,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",68701,"Ppp1r27","Persistent_down","Ppp1r27",11.8862370920087
"G10090_23972",14077,"Fabp3",-1.86043526357618,9.3914189941315e-06,"Down",14077,"Fabp3",-1.08424420569862,0.00583134850032139,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",14077,"Fabp3","Persistent_down","Fabp3",11.7753601428101
"G10090_23994",69574,"Cmbl",-1.94358652496554,1.98493650176459e-11,"Down",69574,"Cmbl",-1.41431882122152,2.8069905731064e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",69574,"Cmbl","Persistent_down","Cmbl",28.6527127690808
"G10090_23995",13639,"Efna4",2.17504606007363,8.41333229281547e-08,"Up",13639,"Efna4",1.7248110136755,0.000204260049270761,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",13639,"Efna4","Persistent_up","Efna4",21.7527566391948
"G10090_2401",14118,"Fbn1",1.86367080980142,4.10176416734328e-08,"Up",14118,"Fbn1",1.01016258463466,8.24106778218036e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14118,"Fbn1","Persistent_up","Fbn1",17.8925115794224
"G10090_24011",100039257,"",1.28130694926037,1.57364606932338e-07,"Up",100039257,"",1.52177504677504,0.00168810607157259,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",100039257,"","Persistent_up","G10090_24011",12.9361241615083
"G10090_24034",103172,"Chchd10",-1.73476058646744,2.02240042495284e-05,"Down",103172,"Chchd10",-1.11853430088743,0.00043904743343276,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",103172,"Chchd10","Persistent_down","Chchd10",11.8986627756998
"G10090_2404",13429,"Dnm1",1.3304743247997,1.41266283002092e-06,"Up",13429,"Dnm1",1.36426420743926,2.6204279359054e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",13429,"Dnm1","Persistent_up","Dnm1",14.0337743437405
"G10090_24046",67993,"Nudt12",-1.22479447514967,7.39960687495498e-08,"Down",67993,"Nudt12",-1.11779682790666,1.02074217494275e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",67993,"Nudt12","Persistent_down","Nudt12",14.3127716490746
"G10090_24071",16956,"Lpl",-1.42674684753947,5.08643284444179e-07,"Down",16956,"Lpl",-1.24841317299588,7.41130386543595e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",16956,"Lpl","Persistent_down","Lpl",15.3838460981062
"G10090_24096",277154,"Nynrin",1.57368654920382,9.77324858211679e-09,"Up",277154,"Nynrin",1.25450729835444,3.63873788757518e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",277154,"Nynrin","Persistent_up","Nynrin",18.1739876249158
"G10090_24114",69101,"Ydjc",2.66651453913412,1.38932555394252e-09,"Up",69101,"Ydjc",1.4275686254274,0.000919279490541399,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",69101,"Ydjc","Persistent_up","Ydjc",27.9527288236915
"G10090_24186",93708,"Pcdhgc5",2.49621343761806,2.56687738229554e-08,"Up",93708,"Pcdhgc5",2.60203219515738,4.97642554010179e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",93708,"Pcdhgc5","Persistent_up","Pcdhgc5",30.1445041074142
"G10090_24203",50709,"H1f4",-2.02436458067091,7.54184749933054e-06,"Down",50709,"H1f4",-1.12895009664949,0.00162399744416441,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",50709,"H1f4","Persistent_down","H1f4",13.5189625621604
"G10090_2427",338365,"Slc41a2",1.90345691725599,1.42752706192043e-09,"Up",338365,"Slc41a2",1.81134612552053,9.2400308119906e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",338365,"Slc41a2","Persistent_up","Slc41a2",25.9557755513094
"G10090_24302",269209,"Stk36",1.75917149912587,1.390878883487e-10,"Up",269209,"Stk36",1.46099305824412,0.00015650668332241,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",269209,"Stk36","Persistent_up","Stk36",22.8994055485477
"G10090_24315",210094,"Iglon5",1.18898083335553,9.90836431604026e-05,"Up",210094,"Iglon5",1.11029703764343,0.000324151520542904,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",210094,"Iglon5","Persistent_up","Iglon5",8.63478300760711
"G10090_24354",246747,"Adig",-2.67462674588204,3.64053128328132e-06,"Down",246747,"Adig",-1.80442612997957,3.40284020638396e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",246747,"Adig","Persistent_down","Adig",22.6093160297629
"G10090_24378",93884,"Pcdhb13",1.46557747006069,6.1443003581904e-05,"Up",93884,"Pcdhb13",1.46352677085939,8.25191075901315e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",93884,"Pcdhb13","Persistent_up","Pcdhb13",12.1485516834821
"G10090_24384",50530,"Mfap5",1.78570297717821,1.2297665166415e-08,"Up",50530,"Mfap5",1.26468415705242,1.71644574141104e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",50530,"Mfap5","Persistent_up","Mfap5",20.1519150595886
"G10090_24385",15116,"Has1",1.68554154084839,0.000521584069418186,"Up",15116,"Has1",3.01875009779288,4.91945196163869e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",15116,"Has1","Persistent_up","Has1",18.5381130370397
"G10090_24389",227095,"Hibch",-1.49311563001828,1.13560779994124e-10,"Down",227095,"Hibch",-1.04256054544045,2.8069905731064e-06,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",227095,"Hibch","Persistent_down","Hibch",20.6367389014873
"G10090_24397",224833,"AI661453",1.21816869521178,3.46682992063478e-06,"Up",224833,"AI661453",1.23267783366597,0.000204260049270761,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",224833,"AI661453","Persistent_up","AI661453",11.1996383515192
"G10090_24464",326618,"Tpm4",1.42956837198687,6.99910203696431e-09,"Up",326618,"Tpm4",1.12932308899908,4.89865595381775e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",326618,"Tpm4","Persistent_up","Tpm4",17.6546882809308
"G10090_24468",80749,"Lrfn1",1.82770602309227,4.77444517225201e-08,"Up",80749,"Lrfn1",1.31872387656225,8.72774699043901e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",80749,"Lrfn1","Persistent_up","Lrfn1",18.7336059468919
"G10090_24471",100503605,"Hbb-bs",-1.43723282951599,3.11448983540521e-05,"Down",100503605,"Hbb-bs",-1.09437392826144,0.00303417899851653,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",100503605,"Hbb-bs","Persistent_down","Hbb-bs",9.23264073697011
"G10090_2452",227620,"Uap1l1",1.39692091919989,7.22236196934916e-08,"Up",227620,"Uap1l1",1.12381984904312,1.71660205336519e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",227620,"Uap1l1","Persistent_up","Uap1l1",15.3312332052834
"G10090_24524",213119,"Itga10",1.01401675397808,0.000948154543490816,"Up",213119,"Itga10",1.59677227426266,0.000248110774722256,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",213119,"Itga10","Persistent_up","Itga10",8.8224251161624
"G10090_24559",73230,"Bmper",1.85992596439469,9.20138474033808e-11,"Up",73230,"Bmper",1.21635139191132,0.000189042694555751,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",73230,"Bmper","Persistent_up","Bmper",23.1955015832961
"G10090_2456",12091,"Glb1",1.44042440944967,4.77444517225201e-08,"Up",12091,"Glb1",1.0401599760005,0.000256645728787024,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12091,"Glb1","Persistent_up","Glb1",14.2803251610619
"G10090_24598",11657,"Alb",-2.32730633992281,7.95322852141244e-05,"Down",11657,"Alb",-1.65918186380195,0.000518058723452838,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",11657,"Alb","Persistent_down","Alb",14.9921339821305
"G10090_24623",14314,"Fstl1",2.37130755535474,3.67546853127726e-09,"Up",14314,"Fstl1",1.55603014825716,3.96649116632836e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14314,"Fstl1","Persistent_up","Fstl1",28.4062800487865
"G10090_24644",12045,"Bcl2a1b",3.12952885825688,1.02205397689883e-07,"Up",12045,"Bcl2a1b",1.35400460258204,1.23942656332583e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12045,"Bcl2a1b","Persistent_up","Bcl2a1b",28.5208549968433
"G10090_24701",11629,"Aif1",2.12111236795701,2.49314228087443e-09,"Up",11629,"Aif1",1.05434723258483,0.000207113085552502,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",11629,"Aif1","Persistent_up","Aif1",22.1324625942757
"G10090_24752",69608,"Sec24d",1.57149273539192,8.43806187764616e-08,"Up",69608,"Sec24d",1.18047822646074,1.53572755483195e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",69608,"Sec24d","Persistent_up","Sec24d",16.7988095032006
"G10090_24778",69938,"Scrn1",1.32607141540027,7.94450011160158e-08,"Up",69938,"Scrn1",1.04187202561503,2.02194806256852e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",69938,"Scrn1","Persistent_up","Scrn1",14.3058056887359
"G10090_24855",26434,"Prnd",2.17744930666543,2.7901357987512e-09,"Up",26434,"Prnd",1.68127589010999,5.8903716326281e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",26434,"Prnd","Persistent_up","Prnd",25.7382742733376
