"zip_file","sample_id","module","status","source_filename","parse_ok","parse_note"
"INJL5_R1_fastqc.zip","INJL5_R1","Per base sequence quality","PASS","INJL5_R1.fastq.gz",TRUE,"OK"
"INJL5_R1_fastqc.zip","INJL5_R1","Per sequence GC content","PASS","INJL5_R1.fastq.gz",TRUE,"OK"
"INJL5_R1_fastqc.zip","INJL5_R1","Per sequence quality scores","PASS","INJL5_R1.fastq.gz",TRUE,"OK"
"INJL5_R1_fastqc.zip","INJL5_R1","Per tile sequence quality","PASS","INJL5_R1.fastq.gz",TRUE,"OK"
"INJL5_R1_fastqc.zip","INJL5_R1","Sequence Duplication Levels","FAIL","INJL5_R1.fastq.gz",TRUE,"OK"
"INJL5_R1_fastqc.zip","INJL5_R1","Sequence Length Distribution","PASS","INJL5_R1.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Adapter Content","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Basic Statistics","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Overrepresented sequences","WARN","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Per base N content","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Per base sequence content","FAIL","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Per base sequence quality","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Per sequence GC content","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Per sequence quality scores","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Per tile sequence quality","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Sequence Duplication Levels","FAIL","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL5_R2_fastqc.zip","INJL5_R2","Sequence Length Distribution","PASS","INJL5_R2.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Adapter Content","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Basic Statistics","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Overrepresented sequences","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Per base N content","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Per base sequence content","FAIL","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Per base sequence quality","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Per sequence GC content","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Per sequence quality scores","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Per tile sequence quality","WARN","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Sequence Duplication Levels","WARN","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R1_fastqc.zip","INJL6_R1","Sequence Length Distribution","PASS","INJL6_R1.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Adapter Content","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Basic Statistics","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Overrepresented sequences","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Per base N content","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Per base sequence content","FAIL","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Per base sequence quality","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Per sequence GC content","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Per sequence quality scores","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Per tile sequence quality","FAIL","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Sequence Duplication Levels","WARN","INJL6_R2.fastq.gz",TRUE,"OK"
"INJL6_R2_fastqc.zip","INJL6_R2","Sequence Length Distribution","PASS","INJL6_R2.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Adapter Content","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Basic Statistics","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Overrepresented sequences","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Per base N content","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Per base sequence content","FAIL","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Per base sequence quality","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Per sequence GC content","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Per sequence quality scores","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Per tile sequence quality","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Sequence Duplication Levels","FAIL","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R1_fastqc.zip","INJS1_R1","Sequence Length Distribution","PASS","INJS1_R1.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Adapter Content","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Basic Statistics","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Overrepresented sequences","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Per base N content","FAIL","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Per base sequence content","FAIL","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Per base sequence quality","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Per sequence GC content","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Per sequence quality scores","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Per tile sequence quality","FAIL","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Sequence Duplication Levels","FAIL","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS1_R2_fastqc.zip","INJS1_R2","Sequence Length Distribution","PASS","INJS1_R2.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Adapter Content","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Basic Statistics","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Overrepresented sequences","WARN","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Per base N content","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Per base sequence content","FAIL","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Per base sequence quality","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Per sequence GC content","WARN","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Per sequence quality scores","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Per tile sequence quality","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Sequence Duplication Levels","FAIL","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R1_fastqc.zip","INJS2_R1","Sequence Length Distribution","PASS","INJS2_R1.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Adapter Content","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Basic Statistics","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Overrepresented sequences","WARN","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Per base N content","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Per base sequence content","FAIL","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Per base sequence quality","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Per sequence GC content","WARN","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Per sequence quality scores","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Per tile sequence quality","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Sequence Duplication Levels","FAIL","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS2_R2_fastqc.zip","INJS2_R2","Sequence Length Distribution","PASS","INJS2_R2.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Adapter Content","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Basic Statistics","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Overrepresented sequences","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Per base N content","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Per base sequence content","FAIL","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Per base sequence quality","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Per sequence GC content","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Per sequence quality scores","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Per tile sequence quality","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Sequence Duplication Levels","FAIL","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R1_fastqc.zip","INJS3_R1","Sequence Length Distribution","PASS","INJS3_R1.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Adapter Content","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Basic Statistics","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Overrepresented sequences","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Per base N content","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Per base sequence content","FAIL","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Per base sequence quality","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Per sequence GC content","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Per sequence quality scores","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Per tile sequence quality","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Sequence Duplication Levels","WARN","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS3_R2_fastqc.zip","INJS3_R2","Sequence Length Distribution","PASS","INJS3_R2.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Adapter Content","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Basic Statistics","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Overrepresented sequences","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Per base N content","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Per base sequence content","FAIL","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Per base sequence quality","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Per sequence GC content","WARN","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Per sequence quality scores","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Per tile sequence quality","WARN","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Sequence Duplication Levels","WARN","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R1_fastqc.zip","INJS4_R1","Sequence Length Distribution","PASS","INJS4_R1.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Adapter Content","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Basic Statistics","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Overrepresented sequences","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Per base N content","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Per base sequence content","FAIL","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Per base sequence quality","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Per sequence GC content","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Per sequence quality scores","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Per tile sequence quality","FAIL","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Sequence Duplication Levels","WARN","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS4_R2_fastqc.zip","INJS4_R2","Sequence Length Distribution","PASS","INJS4_R2.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Adapter Content","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Basic Statistics","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Overrepresented sequences","WARN","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Per base N content","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Per base sequence content","FAIL","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Per base sequence quality","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Per sequence GC content","WARN","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Per sequence quality scores","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Per tile sequence quality","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Sequence Duplication Levels","FAIL","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R1_fastqc.zip","INJS5_R1","Sequence Length Distribution","PASS","INJS5_R1.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Adapter Content","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Basic Statistics","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Overrepresented sequences","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Per base N content","FAIL","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Per base sequence content","FAIL","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Per base sequence quality","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Per sequence GC content","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Per sequence quality scores","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Per tile sequence quality","FAIL","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Sequence Duplication Levels","WARN","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS5_R2_fastqc.zip","INJS5_R2","Sequence Length Distribution","PASS","INJS5_R2.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Adapter Content","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Basic Statistics","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Overrepresented sequences","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Per base N content","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Per base sequence content","FAIL","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Per base sequence quality","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Per sequence GC content","WARN","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Per sequence quality scores","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Per tile sequence quality","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Sequence Duplication Levels","WARN","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R1_fastqc.zip","INJS6_R1","Sequence Length Distribution","PASS","INJS6_R1.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Adapter Content","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Basic Statistics","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Overrepresented sequences","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Per base N content","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Per base sequence content","FAIL","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Per base sequence quality","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Per sequence GC content","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Per sequence quality scores","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Per tile sequence quality","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Sequence Duplication Levels","WARN","INJS6_R2.fastq.gz",TRUE,"OK"
"INJS6_R2_fastqc.zip","INJS6_R2","Sequence Length Distribution","PASS","INJS6_R2.fastq.gz",TRUE,"OK"
