"display_label","CON1","CON2","CON3","CON4","CON5","CON6","INJS1","INJS2","INJS3","INJS4","INJS5","INJS6","INJL1","INJL2","INJL3","INJL4","INJL5","INJL6"
"FASN",0.937477756363215,1.45549610003932,0.874141700679029,1.15978221315125,1.4544861653367,1.22290555317156,-1.06289347697178,-0.603899429341692,0.17209285129106,0.14176902224457,0.0418029108903805,0.431642138975534,-0.873175743454269,-1.19376148886566,-1.12178520292235,-1.04425256011228,-1.11869037007746,-0.873138140397128
"PPARG",2,1.06279223595631,1.11300062403094,0.887076937211726,0.843058985864568,0.885105721371352,0.0631948405804465,-0.820653145230777,0.492299857084618,-0.0719976676806712,-0.171298602933397,-0.170976687068392,-0.745505614853697,-1.62733605574818,-1.55475043463417,-0.959663578127667,-0.67009647775367,-0.567614357616162
"CBS",0.90131800245893,1.25357924907047,1.29153880426018,0.874690934837116,0.948107244359199,1.31824559114949,-0.530608525964175,-0.483683683180928,0.26009023421794,0.230259450138062,-0.942067949358777,0.475544158747168,-0.754417158354479,-1.17837613178866,-1.28306555579457,-1.94269140031528,-0.62072000570222,0.182256741220534
"ENTPD7",-1.23690592573634,-1.3234623696439,-1.64254993072933,-1.42064134676259,-0.677783262740813,-1.36301403833496,0.411047856037464,0.612915107652236,1.09067645195509,-0.0108507839033143,0.710791161901336,1.48722689318099,0.15898997411514,0.562458276260171,0.864574950855351,0.782452348369343,0.358681478891489,0.635393158632665
"HTRA1",-0.959428860094674,-0.818302297992751,-1.32512061605874,-1.84919733512286,-1.10365148482709,-1.78132034689022,1.11112137041343,0.882732966060208,0.06902503952163,0.844457448943328,0.641053170271125,0.676249306492078,0.394197728542479,0.639821713957374,0.69851179031908,0.559817023854245,0.714736523930413,0.605296858680948
"RUNX1",-1.37039372952272,-1.67651756824388,-1.38115878543322,-1.25625255655052,-1.0095111402155,-1.05722368619123,0.741408642139494,0.475045482106196,0.954293177969406,0.798261447450096,0.811180175989544,0.816727726910052,0.0286348448190947,0.173665364226446,1.03853301899523,0.251057966181277,0.338023181167636,1.3242264382026
"SERPINE1",0.186062406146713,-0.465152654570939,-1.64134310427148,-2,-0.781018412536414,-1.41468811652361,1.03192090117073,0.194389229557736,0.0441604371341705,-0.111362201566993,0.916054378365922,0.677156292711804,1.50430143555214,-0.158882942909576,0.720220514244156,0.395967776207706,0.577986780346467,0.633019486317273
"SPARC",-0.243631708244443,-0.179919659208726,-0.962452859363963,-1.91697705069007,-1.80744949503239,-1.25281599740239,0.745128266540955,0.82491741550561,-0.562783209608752,0.414394752552191,0.569554428176962,0.0590211691170032,0.0906857975540937,0.73452784553012,0.869591448666977,1.84236690955224,0.845894915955729,-0.0700529696011475
"TNFSF15",-1.17766695402781,-2,0.116775840857321,-1.050308638182,-0.634852017090002,-1.48176594069627,0.361920702106943,-0.0909289151762415,1.58392140514509,1.40372589053257,0.152151864254796,0.728176750701027,-0.101666983543215,0.464161892964639,1.39407838796796,-0.167603890143959,0.042878602951137,0.520042842817423
"BUB1",-1.06924018205359,-1.41613113563808,-1.92369344411533,-1.16337930064527,-1.16151088146646,-0.750304742649058,1.04642989870875,1.02920068572366,1.01004352867659,1.07815643077482,1.27371270978203,0.708404826397552,-0.00710578924519961,0.415744252136435,0.394356448662619,0.183227100296508,0.167137585761363,0.184952008892681
"CCNB1",-1.25896504676637,-0.900740828416785,-1.71115167164818,-1.16937870232205,-1.06840857197879,-1.06401766495524,1.2838612114514,1.27099451579801,0.952426327211622,1.09940531110503,1.42920585882949,0.644564577323207,-0.0615699703804427,0.23180160417414,-0.0341331425208024,0.365365835825583,0.0438749814337395,-0.0531346241635603
