"metric","value"
"project_root","E:/R/ACLsenescence2"
"source_synovium_manifest","step25v2_pig_chronic_synovium_manifest.csv"
"n_synovium_samples","48"
"n_main_comparison_samples","24"
"n_main_control_52w","12"
"n_main_aclt_alone_52w","12"
"synovium_counts_dim","22438 x 48"
"main_counts_dim","22438 x 24"
"status","Step 25 v3 completed successfully"
