"index_basename_absolute","index_basename_relative","size_bytes","n_parts","rank_score"
"D:/R/ACL ∩ senescence2/reference/Sus_scrofa_Ensembl115/Rsubread_index/Sus_scrofa_Sscrofa11.1_gapped","reference/Sus_scrofa_Ensembl115/Rsubread_index/Sus_scrofa_Sscrofa11.1_gapped",625846523,1,121
