"metric","value"
"canonical_fasta_relative","reference/Sus_scrofa_Ensembl115/Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz"
"canonical_gtf_relative","reference/Sus_scrofa_Ensembl115/Sus_scrofa.Sscrofa11.1.115.gtf.gz"
"canonical_index_basename_relative","reference/Sus_scrofa_Ensembl115/Rsubread_index/Sus_scrofa_Sscrofa11.1_gapped"
"canonical_fasta_exists","TRUE"
"canonical_gtf_exists","TRUE"
"index_bundle_file_n","6"
"index_has_array_part","TRUE"
"reuse_existing_index","TRUE"
"next_step_branch","reuse_existing_index"
